company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Kranförargruppen Öst AB,5590414800,3,50,Åkerblom; Hans Marcus,1,0,Kranförargruppen Öst AB
Franzén & Svensson Plåtslageri AB,5591513725,2,43,Franzén; Per Erik,1,0,Franzén & Svensson Plåtslageri AB
Kakel & Klinkermontörerna i Norrköping AB,5569239105,2,39,Johansson; Carl Göran Magnus,1,0,Kakel & Klinkermontörerna i Norrköping AB
ZMT TRANSPORT AB,5567499693,2,58,Zelic; Jasmin,1,2,ZMT TRANSPORT AB
Stångå Clean AB,5567219901,2,67,Pettersson; Kjell Börje,1,8,Stångå Clean AB
Structural Engineering AB,5569830531,5,43,Häggstam; Anders Sigfrid,2,3,Structural Engineering AB|Advanced Structural Engineering ASE
CVS GROUP AB,5569851024,3,61,Välimaa; Eric Stefan,1,2,CVS GROUP AB
Firma Bygge Entreprenad Aktiebolag,5562630813,3,65,Gustafsson; Fredric Gerhard,5,4,Firma Bygge Golvproffsen Öst AB|Dackegatans Fastighetsbolag AB|Firma Bygge Entreprenad Aktiebolag|Fortettre AB|Barijard Invest AB
L. Hallbergs Byggtjänst AB,5590236872,2,53,Hallberg; Lars,3,0,Byggnadsföreningen för idrottens främjande u.p.a. Linghem|L. Hallbergs Byggtjänst AB|L. Hallbergs byggtjänst
Quarn Signalteknik AB,5590376884,3,42,Andersson; Mats Niklas,1,5,Quarn Signalteknik AB
Quarn Signalteknik AB,5590376884,3,42,Dalhielm; Åsa Linn‚a Ingeborg,3,1,Quarn Signalteknik AB|Quarn|Bostadsrättsföreningen Garvaren 6
MIMSI Materials AB,5569514648,5,49,Pillay; Sankara,1,1,MIMSI Materials AB
Ostkusten rör AB,5591941553,4,38,Tornmalm; Per Niklas,2,0,Ostkusten fastighet & service AB|Ostkusten rör AB
Ostkusten rör AB,5591941553,4,38,Lagerström; Joacim Eric,2,1,Ostkusten fastighet & service AB|Ostkusten rör AB
Miland Group AB,5566393483,3,58,Ahlén; Jan Håkan,16,51,Winterhouse AB|Miland Group AB|Närvärme från Berg AB|Miland Svenska AB|Area invest AB|Miland Åby AB|Sångbäcken Projekt AB|Virbus Property AB|NINE home AB|Doveslab AB|NORINVE förvaltning AB|Byggidé Invest Europé AB|Byggidé Invest Sweden AB|Miland Integrationen AB|Miland Tallboda AB|Miland Group Holding AB
Miland Group AB,5566393483,3,58,Wengelin; Mats Henrik,10,9,Miland Group AB|Dockadil AB|Miland Åby AB|AM Wengelin Förvaltning AB|RALP AB|Miland Group Holding AB|Majengo AB|Miland Integrationen AB|Miland Tallboda AB|Bostadsrättsföreningen Södra Boulevarden
J.Ericssons Plåtslageri AB,5590632062,2,33,Ericsson; Jesper Ulf,1,1,J.Ericssons Plåtslageri AB
Skandinaviska Villavagnar AB,5568778038,2,46,Falk; Kenth Peder,4,3,Skandinaviska Villavagnar AB|Aviro AB|Aviro|Föräldrakooperativet Björkbacken i Hogstad Ek För.
Planteamet i Norrköping AB,5568508914,2,72,Gustavsson; Bengt Gustav Verner,1,1,Planteamet i Norrköping AB
Abbema Excavators AB,5590794847,3,49,Winqvist; Henrik Nils Emil,4,2,HMW Entreprenörer AB|Abbema Transport AB|Abbema Heavy Equipment AB|Abbema Excavators AB
Abbema Excavators AB,5590794847,3,49,Winqvist; Mikael Benth Erik,10,3,AB Beletorps Maskiner|Abbema Entreprenadschakt AB|HMW Entreprenörer AB|AB Beletorps Markentreprenad|Beletorps Maskiner förvaltning AB|Abbema Transport AB|Abbema Heavy Equipment AB|Abbema Fordon AB|Abbema Excavators AB|Saltsjöns Projektstöd AB
J2L Elteknik AB,5592006091,2,39,Håckerström; Johan Kristoffer,1,0,J2L Elteknik AB
Smedby AIS Fastigheter AB,5569557951,3,53,Fredriksson; Jan Niclas,1,1,Smedby AIS Fastigheter AB
CamperClean Sverige AB,5591280051,3,44,Erhagen; Max-Philip Stefan,6,9,CamperClean Sverige AB|Lumisigns AB|Nordiska Villavagnar AB|EF Valves AB|HTORP Camping AB|Erhagen & Frank AB|TAVE Holding i Sverige AB
GREMAL bygg AB,5591967152,2,45,Nizialek; Emilia,1,1,GREMAL bygg AB
Dahlbergs Entreprenad i Valdemarsvik AB,5567160402,2,62,Dahlberg; Lennart Georg Mikael,3,5,Dahlberg Group i Valdemarsvik AB|Ostkustens Bygg-& Måleri Aktiebolag|Dahlbergs Entreprenad i Valdemarsvik AB
JMK Division Betong AB,5590040043,3,40,Komu; Mikael Hans,1,0,JMK Division Betong AB
JMK Division Betong AB,5590040043,3,40,Komu; Jani Markus,1,0,JMK Division Betong AB
ADSITAS AB,5590584818,2,42,Avetisyan; Julieta,1,4,ADSITAS AB
EGENT AB,5564945870,2,40,Karlsson; Robert Sture Oskar,2,1,Robert o Sture Grävmaskiner AB|EGENT AB
Teknikbolaget i Norrköping AB,5561100032,2,64,Nilsson; Carl Gunnar Mikael,8,25,Byggteam Konsult Mellansverige Aktiebolag|Teknikbolaget i Norrköping AB|Riktigt Fika i Norrköping AB|Kostym & Mask Scandinavia AB|Administrativ Förvaltning i Norrköping Aktiebolag|Täppan Kulturfastigheter AB|Nordic Giftcard AB|FirstNet Solution in Sweden AB
Expandra AB,5567232243,2,48,Willneborn; Pär,2,8,Jilendo AB|Expandra AB
PAMONT AB,5567148258,2,46,Johansson; Bo Patrik,1,1,PAMONT AB
Agdor aktiebolag,5591504211,2,34,Darenius; Kaj Nils Thorsten,2,1,Rodga Säteri AB|Agdor aktiebolag
Bygg Jens i Sverige AB,5569412769,2,55,Svärd; Karl Håkan,1,2,Bygg Jens i Sverige AB
Bygg Jens i Sverige AB,5569412769,2,55,Eliasson; Jens Olof,1,1,Bygg Jens i Sverige AB
Östergötlands Bygg & Projektpartner AB,5590124557,2,49,Karlsson; Tomas Erik Lennart,2,0,Eastcon AB|Östergötlands Bygg & Projektpartner AB
Norrköpings Solceller & Vent AB,5592064330,2,61,Pihlblad; Anders Viktor,2,3,Norrköpings Solceller & Vent AB|Anders OVK Besiktningar
Dina Elektriker i Östergötland AB,5568677297,2,48,Schill; Per Helge Valentin,3,0,Schill invest AB|Schill's Byggställningar AB|Dina Elektriker i Östergötland AB
Aurum Fastighetsutveckling i Norrköping AB,5591631915,4,52,Silvstam; Jesper Lars Conny,1,1,Aurum Fastighetsutveckling i Norrköping AB
Svärds Gräv & Entreprenad AB,5568997679,2,53,Svärd; Carl Patric,1,0,Svärds Gräv & Entreprenad AB
Rörproduktion i Linköping AB,5568870819,3,53,Grönberg; Jari Eino,2,2,Sandbäckens Rör i Linköping AB|Rörproduktion i Linköping AB
Aktiebolaget Dalbyhus,5566860085,2,49,Andersson; Dan Patrik,1,4,Aktiebolaget Dalbyhus
Svensk Fordonsdesign AB,5569255960,2,30,Andersson; Henrik Åke,1,4,Svensk Fordonsdesign AB
Navbandet 7 AB,5568161078,2,40,Frödin; Per Tommy,5,2,HSM i Linköping AB|HSM Plåtslageri AB|Navbandet 7 AB|HSM Holding i Linköping AB|Toaf Invest AB
Oskar Eriksson AB,5591897425,3,36,Eriksson; Oskar Erik Jonas,1,1,Oskar Eriksson AB
Elkvarn Finsnickeri AB,5591170674,2,51,Larsson; David Thomas,1,1,Elkvarn Finsnickeri AB
Bostadsbolaget i Linköping AB,5590490982,2,57,Larsson; Carl-Magnus Svante,12,11,Calmstad Produktion AB|Calmstad Mark AB|Bostadsbolaget i Linköping AB|Stallet 3 och 6 i Åtvidaberg AB|Calmstad 1 AB|HUFU Vallastaden 1 AB|HUFU AB|LL Fastighetsutveckling AB|Ullevida Storgård AB|Projektbolag Stallet Åtvidaberg AB|Slättö PU 18 AB|Vallaloft bostad AB
Demox Special Demolition AB,5568748759,3,50,Larsson; Karl Pär Herbert,2,8,Demox AB|Demox Special Demolition AB
BH Construction AB,5592093727,3,47,Horvat; Bostjan,1,0,BH Construction AB
Complete Produktion Linköping AB,5590794631,2,49,Vilu Lundmark; Anders Torbjörn,10,34,Save-by-Solar Sweden AB|Sveriges Stilbyggare AB|Produktionsfaktor Lundmark Aktiebolag|Complete Produktion Linköping AB|Rivang AB|Skeda Invest AB|Jakobsdottir AB|Mitt I intressenter AB|Fastigheten Linköping Odalbonden 5 AB|Mitt i Intressenter Holding AB
Complete Produktion Linköping AB,5590794631,2,49,Vilu Lundmark; Eva Alexandra,5,15,Sveriges Stilbyggare AB|Produktionsfaktor Lundmark Aktiebolag|Complete Produktion Linköping AB|Skeda Invest AB|Fastigheten Linköping Odalbonden 5 AB
EJA Bygg AB,5591813885,4,54,Lie; Gun Marianne,1,2,EJA Bygg AB
EJA Bygg AB,5591813885,4,54,Lie; Jan Erik,1,2,EJA Bygg AB
Projektfrid AB,5591086607,3,61,Landberg; Björn Niklas,1,0,Projektfrid AB
Infra Project East AB,5591790604,2,49,Salmela; Merja Inkeri,1,1,Infra Project East AB
Hosum Bygg AB,5591559876,2,32,Åman; Claes Erik David,2,4,Hosum Bygg AB|ALL CREW Handelsbolag
Östgöta Tele-System AB,5565887683,2,47,Holm; Anders John-Eric,4,2,Östgöta Tele-System AB|SafeMan Uthyrning Handelsbolag|Safe Man Band Handelsbolag|62an Holm AB
BD Infrastrukturell Communication AB,5569121105,2,48,Dahlqvist; Egon Benny,2,6,C & B Fibreoptics Agency AB|BD Infrastrukturell Communication AB
Leonardsson Projektstyrning AB,5590925789,3,61,Leonardsson; Bengt Göran,1,2,Leonardsson Projektstyrning AB
Leonardsson Projektstyrning AB,5590925789,3,61,Leonardsson; Gun Anna Christina,1,2,Leonardsson Projektstyrning AB
Linkbygg Linköping AB,5591641229,2,33,Carlsson; Jan Linus,1,0,Linkbygg Linköping AB
Söderbergs Bygg i Norrköping Aktiebolag,5564184678,2,56,Söderberg; Agne Ewald,1,1,Söderbergs Bygg i Norrköping Aktiebolag
MJM Biprodukter AB,5590419684,2,57,Munther; Maria Margareta,1,1,MJM Biprodukter AB
MJM Biprodukter AB,5590419684,2,57,Munther; Jörgen Peter,1,2,MJM Biprodukter AB
HO Projektadministration AB,5569700486,3,41,Oinas; Hanna Madleena,2,0,Krister Sühl Projektadministration AB|HO Projektadministration AB
Gärmes Måleri AB,5590285457,2,44,Gärme; Patrik Claes Johan,1,0,Gärmes Måleri AB
Ekovilla Sverige AB,5591138002,4,43,Ervasti; Mika,1,1,Ekovilla Sverige AB
Ceo2 Isblästring AB,5568054620,2,54,Vidbäck; Berndt Göran Vilhelm,1,3,Ceo2 Isblästring AB
Eksunds fastighetsservice AB,5591592653,2,39,Rydberg; Carl Magnus,2,0,Eksunds fastighetsservice AB|Firma Carl Rydberg
LEM MÅLERI AB,5591251755,2,39,Limani; Edmond,1,1,LEM MÅLERI AB
Poolfolket Linköping AB,5569485740,4,48,Nilsson; Hans Peter,3,1,Poolfolket Linköping AB|Nilssons Kylmaskinteknik AB|PN Alltjänst
Överstad Bygg AB,5568435530,3,43,Almefalk; Leif Henrik,1,1,Överstad Bygg AB
PePa Skorsten och Murning AB,5590366349,2,49,Jönsson; Jan Patrick,1,1,PePa Skorsten och Murning AB
PePa Skorsten och Murning AB,5590366349,2,49,Svensson; Maria Liselotte Pernilla,1,3,PePa Skorsten och Murning AB
MH Anläggning AB,5591968986,3,47,Malmcrona; Märtha Helena B,2,2,MH Anläggning AB|HM TRÄDGÅRD
Qualified Engineering i Linköping AB,5566863899,2,54,Jonsson; Bengt Christer,2,1,Matscon AB|Qualified Engineering i Linköping AB
Melison Projektpartner AB,5591582191,2,56,Karlsson; Daniel Siripricha,1,0,Melison Projektpartner AB
Conny Olsson brandkonsult AB,5590339247,2,68,Olsson; Oskar Conny,1,0,Conny Olsson brandkonsult AB
HORNSTÄVE VVS AB,5590353966,2,42,Sandberg; Kristoffer,2,2,HORNSTÄVE VVS AB|Hornstäve vvs
Bloms Måleri i Kolmården Aktiebolag,5563472132,2,73,Blom; Karl Göran Arne,3,3,Carlgentus AB|Magnentus Invest Handelsbolag|Bloms Måleri i Kolmården Aktiebolag
Lambo El AB,5569956781,2,45,Lundberg; Roy Allan,1,5,Lambo El AB
Estisol Aktiebolag,5562808435,2,73,Österbring; Jan Håkan Lennart,2,3,Estisol Aktiebolag|Aktiebolaget Polyterm Isolering
Brandmästarna Sprinkler i Sverige AB,5569752800,4,36,Bergling; Anders Peder,2,2,Brandmästarna Sprinkler i Sverige AB|Berglings Firma Brandskydd
Vdsve AB,5591113997,2,57,Schilling; Caroline Ingegerd M,2,1,Vdsve AB|Vdsve
Tallboda Bygg och Mark AB,5568934326,2,50,Abrahamsson; Hans Örjan,1,0,Tallboda Bygg och Mark AB
Motala Marktjänst AB,5591518740,3,48,Jansson; Michael Urban,1,0,Motala Marktjänst AB
Distriktsbyggarna E-län AB,5568278138,2,57,Johansson; Lars Erik,1,3,Distriktsbyggarna E-län AB
JamTech AB,5591394647,3,39,Koski; Per Andreas,1,4,JamTech AB
JamTech AB,5591394647,3,39,Koski; Magnus Joakim,2,2,JamTech AB|JamTech
Motorfordon & Totala Hem i Öst AB,5591675516,2,48,Horvath; Gyula,1,8,Motorfordon & Totala Hem i Öst AB
Kisa Byggtjänst AB,5590951678,2,34,Schmidt; Stefan Arne,1,0,Kisa Byggtjänst AB
Svenska Estate Hedemora AB,5567356638,3,30,Frantz; Jan Peter,6,8,PK Gross AB|Svenska Estate Hedemora AB|Dala Glas & Markis AB|Fajro Energy AB|Svenska Estate AB|Svenska Estate Dalarna Holding AB
BIREHUS AB,5591086268,2,53,Csavdari; Paul Eugen,2,4,BIREHUS AB|ACKORD GRUPP AB
BIREHUS AB,5591086268,2,53,Csavdari; Mirela Gelsomina,2,3,BIREHUS AB|ACKORD GRUPP AB
Yxudden AB,5590219290,2,35,Kirvesniemi; Leo Kimmo,4,3,Structor Östergötland AB|Yxudden AB|Norrköping Strömsfors 2:2 AB|Bo I Kolmården AB
Vårdsbergs måleri och fastighetstjänst AB,5590366018,2,60,Ulwan; Mats Arne,1,1,Vårdsbergs måleri och fastighetstjänst AB
Svahn's Vent AB,5591477384,2,38,Svahn; Jan Jerry Michael,1,1,Svahn's Vent AB
Golvbolaget i Norrköping Aktiebolag,5563621423,2,59,Rosell; Bo Thomas,3,2,TopCell Invest AB|Bostadsrättsföreningen Björkhaga Strandby|Golvbolaget i Norrköping Aktiebolag
Jonsjö vvs AB,5591416663,2,29,Jonsjö; Simon,2,1,Jonsjö vvs AB|NS Rörinstallationer AB
Åbergs brandskydd AB,5591324651,2,67,Åberg; Nils Anders,1,0,Åbergs brandskydd AB
Åbergs brandskydd AB,5591324651,2,67,Åberg; Monica Margareta,1,0,Åbergs brandskydd AB
Allstenius Rörinstallationer AB,5590052592,2,41,Allstenius; Niklas Morgan,2,1,NS Rörinstallationer AB|Allstenius Rörinstallationer AB
Hantverksministeriet AB,5590703426,3,54,Damm; Sven-Erik Richard,2,3,Josefin Damm Holding AB|Hantverksministeriet AB
Lennart Adestam Ingenjörsbyrå Aktiebolag,5563314375,2,68,Adestam; Erik Lennart Volmer,1,2,Lennart Adestam Ingenjörsbyrå Aktiebolag
HJS Linjemarkering AB,5591016109,4,40,Larsson; Kjell Anders,4,2,HJ:s Industrimålning Aktiebolag|HJS Linjemarkering AB|Bowery Holding AB|C-Solution Sweden AB
Exclusive competence and construction Sweden AB,5591366959,3,46,Hultmark; Kenth Jörgen Ingvar,7,2,Exclusive construction Sweden AB|Exclusive competence Sweden AB|Exclusive competence and construction Sweden AB|E2C Real Estate AB|E2C Software AB|Stora Allén fastigheter AB|Gamla Rådstugan Fastighets AB
Exclusive competence and construction Sweden AB,5591366959,3,46,Sternander; Pär Joakim,7,5,Exclusive construction Sweden AB|Exclusive competence Sweden AB|Exclusive competence and construction Sweden AB|E2C Real Estate AB|E2C Software AB|Stora Allén fastigheter AB|Gamla Rådstugan Fastighets AB
Fiber-Installationer-X... AB,5590568555,2,51,Mirkovic; Goran,1,1,Fiber-Installationer-X... AB
Hallqvist El- & Automationsteknik AB,5591425581,2,40,Hallqvist; Jan Tobias,1,1,Hallqvist El- & Automationsteknik AB
FMP Consulting AB,5568842040,3,61,Eriksson; Ernst Magnus Gunnar,4,5,GS Kylservice Aktiebolag|FMP Consulting AB|Odalbygdens Fastighetsförvaltning AB|GS Kylservice Holding AB
Colourpicture Europe AB,5569807851,2,57,Hjelm; Peter Åke,12,13,DanagårdLiTHO Gruppen AB|DanagårdLiTHO AB|RPP Dyk AB|Påboda Vind AB|Stenkulla Vind AB|Bergström & Sund Reklambyrå AB|DGLI Invest AB|DGLI Fastighets AB|Art Avenue AB|Stall Safety Lock Handelsbolag|Colourpicture Europe AB|Berg och Sprängteknik i Norden AB
Thor byggnadsvård AB,5568282213,2,72,Thor; Bo Ivan,2,1,Byggnadsvårdsföretagen i Sverige                  Ekonomisk förening|Thor byggnadsvård AB
Miland Svenska AB,5566643564,2,61,Ahlén; Jan Håkan,16,51,Winterhouse AB|Miland Group AB|Närvärme från Berg AB|Miland Svenska AB|Area invest AB|Miland Åby AB|Sångbäcken Projekt AB|Virbus Property AB|NINE home AB|Doveslab AB|NORINVE förvaltning AB|Byggidé Invest Europé AB|Byggidé Invest Sweden AB|Miland Integrationen AB|Miland Tallboda AB|Miland Group Holding AB
Tierra Konsult Aktiebolag,5564330065,2,75,Andersson; Rolf Christer,3,7,Tierra Konsult Aktiebolag|Tierra Exploatering i Rimforsa AB|Tierra Invest AB
Harvestad Bygg & Entreprenad AB,5592111453,2,39,Velickovic; Dejan,1,0,Harvestad Bygg & Entreprenad AB
Harvestad Bygg & Entreprenad AB,5592111453,2,39,Hadri; Valart,1,0,Harvestad Bygg & Entreprenad AB
Arlids hantverk AB,5591803795,3,51,Arlid; Patrik Johan Erik,1,3,Arlids hantverk AB
Ställverksgrabbarna i Norrköping AB,5567062327,3,60,Torpheimer; Lars Göran Ingvar,10,50,Torpheimergruppen AB|Torpheimer System AB|Torpheimer i Norrköping AB|Torpheimer i Stockholm AB|LEFAB; Linköpings El & Fastighetsservice AB|Torpheimer Invest AB|EarWise AB|Ställverksgrabbarna i Norrköping AB|Torpheimer Struktur AB|Torpheimer Svenska AB
Invelop AB,5590658877,3,59,Nilsson; Mats Billy,3,2,RIN-pack AB|Invelop AB|Mind
HKJ Fait AB,5568893803,2,41,Deligiannis; Rasmus Johannes,1,2,HKJ Fait AB
LeDa Projekt i Östergötland AB,5567835714,2,72,Danielsson; Bo Lennart,1,2,LeDa Projekt i Östergötland AB
Ödeshögs Utvecklings AB,5565258620,6,54,Kenell; Lars Peter,7,4,Ödeshögs Kommunhus AB|Ödeshögsbostäder Aktiebolag|BK Porten i Ödeshög AB|Ödeshögs Utvecklings AB|Projekt i Ödeshög AB|Hästholmen Silo AB|Ösam Ödeshög Samverkan Ekonomisk förening
Distek Utbildning AB,5568853716,4,60,Allert; Kerstin Maria,1,2,Distek Utbildning AB
Distek Utbildning AB,5568853716,4,60,Allert; Karl Tore,2,5,Distek Utbildning AB|Vreta Föreningshus ekonomisk förening
UA Husdesign AB,5590443023,2,50,Andersson; Sven Ivar Urban,1,1,UA Husdesign AB
Nikanders Bygg i Nkpg AB,5568964877,3,57,Nikander; Håkan Anders,1,1,Nikanders Bygg i Nkpg AB
Nikanders Bygg i Nkpg AB,5568964877,3,57,Nikander; Anneli Monika Elisabeth,1,0,Nikanders Bygg i Nkpg AB
Edere AB,5568935422,2,63,Johansson; Karl Arne Bernhard,1,11,Edere AB
Edere AB,5568935422,2,63,Johansson Stengard; Maria Pia,1,13,Edere AB
