company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
NHA Nordic Housing Advisory AB,5591781983,2,56,Ahlström; Alf Petter,8,6,CLA Sweden AB|SeniorVärlden Drift AB|NHA Nordic Housing Advisory AB|Conara Fastighetsutveckling AB|Conara Fastighetsutveckling Holding AB|Conara Fastighetsprojekt AB|AB Petter Ahlström Holding Gothenburg|Conara Projekt Ronneby 1 AB
Falkenströms Gräv & Byggtjänst AB,5569069494,2,54,Falkenström; Martin Dan Roland,1,0,Falkenströms Gräv & Byggtjänst AB
SÖK VI HITTAR I NORDEN AB,5569438111,2,57,Gillén; Dick Karl-Gunnar,4,3,DG Group AB|SÖK VI HITTAR I NORDEN AB|Dico Bygg AB|DG Group Fastigheter AB
Beijbom&Klingstedt AB,5591683189,3,44,Beijbom; Dennis Stig Erik,4,2,Erken Drift AB|Beijboms Snickeri|Beijboms Snickeri AB|Beijbom&Klingstedt AB
Erik Järkil Arkitektur AB,5590885827,2,57,Järkil; Erik Petter,2,2,Erik Järkil Arkitektur AB|Rather Clothing Sweden Ek. för.
Viva Sverige AB,5591997480,2,27,Middelman; Niclas Robert,2,0,Viva Sverige AB|Älvstaden Redovisning AB
B.B.A Construction and Consulting i Göteborg AB,5590346804,2,61,Sundvall; Isabel Maria,3,20,B.B.A Construction and Consulting i Göteborg AB|I.T.I.D Info Telekom Intelligente Data AB|Telekom BC Competence AB
Villaentreprenad i Uddevalla AB,5590817473,2,36,Adriansson; Håkan Anders Lars-Eric,1,0,Villaentreprenad i Uddevalla AB
Rotup AB,5562604776,2,52,Widegren; Göran Jan Christian,2,2,Avfallsekonomi Garby AB|Rotup AB
Arkitektgruppen Strandberg & Partners Aktiebolag,5564053006,2,61,Strandberg; Tommy Lennart,3,6,Arkitekt Tommy Strandberg|Skärhamns Lägenhetshotell AB|Arkitektgruppen Strandberg & Partners Aktiebolag
Simsab Aktiebolag,5568672348,2,45,Samuelsson; Simon Lars Benjamin,2,0,Kristiansson Entreprenad AB|Simsab Aktiebolag
T A Blomqvist AB,5569030306,2,46,Blomqvist; Tommy Anders,3,1,TA Blomqvist Fastigheter AB|TA Blomqvist Fastigheter i Limmared AB|T A Blomqvist AB
Åhsman Mark & VA AB,5590489562,2,59,Åhsman; Mats Gustav,1,2,Åhsman Mark & VA AB
Sjöbloms Informationsdesign Aktiebolag,5563506525,2,61,Glücksman Sjöblom; Anne Christine,1,3,Sjöbloms Informationsdesign Aktiebolag
Levin & Hansson Målerikompaniet Aktiebolag,5565028734,2,60,Hansson; Per Fredrik,1,4,Levin & Hansson Målerikompaniet Aktiebolag
Hemmalaget Bygg AB,5569120032,2,39,Hederstaf; Per-Arne Patrik,9,6,Hemmalaget Assistans Aktiebolag|Hemmalaget Service AB|Hemmalaget AB|Hemmalaget Bygg AB|Hemmalaget Omsorg AB|Hemmalaget Holding AB|Pixelmagi AB|BMS Holding AB|AssistansBanken AB
Hagtornsgatan Consulting AB,5591823991,2,41,Henriksson; Anders Henrik,6,2,Sotenäsbostäder Aktiebolag|Byggkonsult Stranne & Henriksson AB|Klåvholmen Fastighets AB|Hagtornsgatan Consulting AB|Bäckevik 30:1 AB|AJAMA Invest AB
Metapia Consulting AB,5592053853,3,41,Akbarvand; Arezoo,1,0,Metapia Consulting AB
Streamcon Group AB,5568893266,5,49,Banaye; Davood,1,2,Streamcon Group AB
Streamcon Group AB,5568893266,5,49,Rahim; Hussam Hussein,1,0,Streamcon Group AB
Beyer Service aktiebolag,5569123929,4,45,Beyer; Louise Andrea Helen,1,1,Beyer Service aktiebolag
Alexanderssons Bygg & Skorstenar AB,5565420907,2,67,Alexandersson; Lars-Inge,1,6,Alexanderssons Bygg & Skorstenar AB
PaintTech i Tibro AB,5569646440,3,44,Åkesson; Ulf Åke Sören,1,1,PaintTech i Tibro AB
PaintTech i Tibro AB,5569646440,3,44,Åkesson; Erik Filip,1,1,PaintTech i Tibro AB
PaintTech i Tibro AB,5569646440,3,44,Åkesson; Claes Henrik,1,0,PaintTech i Tibro AB
Specialhus i Wester AB,5568041262,2,50,Wester; Teija Kristina,1,2,Specialhus i Wester AB
Jan Elmqvist Byggkonsult AB,5568294846,2,52,Elmqvist; Jan Harald,2,1,Investerik Consulting AB|Jan Elmqvist Byggkonsult AB
Jan Elmqvist Byggkonsult AB,5568294846,2,52,Elmqvist; Ann Katarina,5,3,Scandicore Nordens Pappersindustri Aktiebolag|Investerik Consulting AB|Jan Elmqvist Byggkonsult AB|Investerik Holding AB|Constant Leads AB
Contekton Arkitekter i Skaraborg Aktiebolag,5562228519,2,68,Seiving; Per Bertil,1,9,Contekton Arkitekter i Skaraborg Aktiebolag
Basus Projekt AB,5591191910,3,34,Salahi Tabrizi; Babak,3,5,Basus Holding AB|Basus Projekt AB|Projektdriv Sverige AB
Tradet AB,5568526668,2,51,Ljung; Dahn Bertil Erik,2,2,Tradet AB|ULLBO-BYGG
Tradet AB,5568526668,2,51,Dalerstedt; Dan Linus,1,4,Tradet AB
CI. Mattsson AB,5567650139,3,65,Mattsson; Folke Ingemar,1,2,CI. Mattsson AB
Nordic Group Entreprenad AB,5568713654,2,38,Afsahi; Ali,1,10,Nordic Group Entreprenad AB
Insutec Sweden AB,5591996896,2,42,Krögén; Carl Fredrik,3,1,KIRDERF Konsult AB|Insutec Sweden AB|HSB:s Bostadsrättsförening Backa i Lysekil
Hindås Rör Aktiebolag,5563694412,2,76,Benjaminsson; Morgan Rune,1,1,Hindås Rör Aktiebolag
JIRO Allservice AB,5590740949,3,43,Hultén; Jimmy Jan,1,0,JIRO Allservice AB
JIRO Allservice AB,5590740949,3,43,Nurmisto; Robin Per,2,2,Prado Del Sur Sweden AB|JIRO Allservice AB
WA Production AB,5569221558,2,41,Axelsson; William Samuel Axel,2,2,WA Production AB|Prodotex AB
T.S. Måleri Aktiebolag,5564177664,1,65,Skogsmo; Tommy Nils-Arne,1,2,T.S. Måleri Aktiebolag
Nyréns Technology & Construction AB,5569269565,2,50,Nyrén; Hans Robert Philip,2,1,Nyréns Technology & Construction AB|Viveka Nyréns Redovisningsbyrå AB
House of Sunnerö AB,5591657308,2,44,Sunnerö; Anna Ingeborg Kristina,2,5,Sunnerö Arkitekter Aktiebolag|House of Sunnerö AB
Energibyggarna i Väst AB,5592045404,2,46,Bergman; Johan Fredrik,2,8,Energibyggarna i Väst AB|Jefcon AB
DQ-Entreprenad AB,5591299655,2,42,Qvarfordt; Dan Morgan,13,3,Såg- & Betongborrning i Uddevalla Aktiebolag|Såg & Betong Fastighets AB|Qvarfordt Investment AB|KOMMANDITBOLAGET VIKTORSBERG 2|UMC Qvarfordt Förvaltning AB|DQ-Entreprenad AB|Björbäck Förvaltning AB|Qvarfordt Properties AB|Qvarfordt Group AB|DM Finans AB|Såg & Betong Förvaltning AB|SQ Holding AB|Q - Fastigheter AB
DQ-Entreprenad AB,5591299655,2,42,Qvarfordt; Erik David,2,0,Qvarfordt Group AB|DQ-Entreprenad AB
development partner 15 projekt AB,5568008006,4,58,Karlsson; Yngve Ture,11,18,Älvstranden Utveckling AB|Förvaltnings AB GöteborgsLokaler|Norra Älvstranden Utveckling AB|Södra Älvstranden Utveckling AB|KARLSSON Real Estate Development AB|development partner 15 projekt AB|development partner 09 holding AB|Scius development partner AB|development partner 17 projekt AB|Fastighetsbolaget Lagerströmsplatsen AB|development partner intressenter 3 AB
Hoas Media Group AB,5568935927,3,33,Sjöqvist Hoas; Maria Josephine,1,4,Hoas Media Group AB
Spikat och klart AB,5568560865,2,35,Karlsson; Robin Johan,1,1,Spikat och klart AB
Skaftö Hantverks Aktiebolag,5564873445,6,70,Antonsson; Lars Henry,2,2,AB Elmontering Antonsson Forsell|Skaftö Hantverks Aktiebolag
Contekton Arquitectos Y Urbanistas AB,5563211225,2,78,Jonsson; Sten Erik,2,17,Contekton Architects and Planners AB|Contekton Arquitectos Y Urbanistas AB
Aspelin-Ramm Projekt AB,5567421069,3,57,Karlsson; Lennart Ove Mikael,52,119,Aspelin-Ramm Fastigheter AB|Meholmen Hotell AB|Aspelin-Ramm Fastigheter Stockholm AB|AR Pedagogen Park AB|Västsvensk Logistik AB (publ)|Västsvensk Logistik Propco AB|AR Fastigheter Varberg AB|AR Vann Fastigheter AB|AR Smögenshavsbad Fastigheter AB|AR Flyghamn Aktiebolag|AR Vallhamra Servicefastigheter AB|AR Koggen AB|Fastighets AB Deckshuset i Göteborg|AR Mölndal Bildskärmen 4 AB|AR Vallhamra Torg Fastigheter AB|Celsiusgatan Fastigheter AB|John Karlssons Charkuteri AB|Bostadsrättsföreningen Drottningholm nr 1|AR Mölndal Processorn 2 AB|Fastighets AB Antares|Kvistvägen 1 Fastighets AB|AR Kontorsmagasinet i Kungälv AB|Protime Logistics Consulting AB|AR Vallhamra Torg AB|Aspelin-Ramm Projekt AB|AR Pedagogen Park Event och Konferens AB|Aspelin Ramm Torslanda 104:1 AB|Fastighets AB Vingaren|AR Pedagogen Parkering AB|AR Bostadsdecket Bygg AB|ARJPA Fastigheter AB|Sotenäsvägen Fastigheter AB|AR Kvarter 4 AB|AR Bostadsdecket AB|Aspelin-Ramm Hotell AB|AR Vallhamra NO 2 AB|Bostadsrättsföreningen AR Kvarter 1|Sotenäsvägen Fastigheter Holding AB|Bostadsrättsföreningen AR Kvarter 5.1|Bostadsrättsföreningen AR Kvarter 2.1|Bostadsrättsföreningen AR Kvarter 2.2|AR Kvarter 2.2 ekonomisk förening|AR Pedagogen Park Bostad 2 AB|AR Kvarter 6 AB|AR Kvarter 2.1 ekonomisk förening|AR Kvarter 1 ekonomisk förening|AR Kvarter 5.1 ekonomisk förening|AR Pedagogen Park Kommersiellt AB|AR Pedagogen Park Bostad AB|Fastighets AB Antares 2|AR Kvarter 5 AB|Furulund Fastighetsutveckling AB
Lennart Evenås Konsulterande Ingenjörsbyrå        Aktiebolag,5562646157,2,78,Evenås; Bo Lennart,1,34,Lennart Evenås Konsulterande Ingenjörsbyrå        Aktiebolag
MH Smakfull trädgård AB,5568507288,2,56,Maldonado Hallin; Mona Veronica,1,3,MH Smakfull trädgård AB
Sävedalens Hakab Aktiebolag,5569427064,3,40,Alexandersson; Håkan Folke,1,2,Sävedalens Hakab Aktiebolag
Antonsson Ingenjörsbyrå AB,5562491703,2,62,Antonsson; Lars Thomas Peter,2,2,Antonssonkonsult AB|Antonsson Ingenjörsbyrå AB
Emon AB,5566735105,2,45,Johnsén; Johan Stefan,2,8,Elvine Aktiebolag|Emon AB
Borgenstam Förvaltnings AB,5567076046,3,63,Borgenstam; Christian Andreas,2,7,Arcem AB|Borgenstam Förvaltnings AB
TWJ Bygg AB,5590313432,2,56,Berggren; Anders Tony,1,4,TWJ Bygg AB
Magnus Magnusson Construction & Consulting AB,5591507578,3,40,Magnusson; Anna Camilla,1,0,Magnus Magnusson Construction & Consulting AB
Magnus Magnusson Construction & Consulting AB,5591507578,3,40,Andersson; Tony John-Yngve,1,0,Magnus Magnusson Construction & Consulting AB
Magnus Magnusson Construction & Consulting AB,5591507578,3,40,Magnusson; Karl Magnus Daniel,1,0,Magnus Magnusson Construction & Consulting AB
HEWAN AB,5568114929,3,73,Wennberg; Björn Håkan,1,4,HEWAN AB
Nulltj Design AB,5590208574,3,51,Rosenberg; Johanna,2,13,Nulltj Design AB|Bostadsrättsföreningen Drottninggatan 71
Terrin AB,5568515158,3,36,Augustsson Hellaeus; Håkan,6,15,AW Elteam Aktiebolag|Nordika III Fastigheter AB|Nordika II Fastigheter AB|Terrin AB|AW Elteam Installation AB|AW Gruppen AB
Terrin AB,5568515158,3,36,Augustsson; Erik Gunnar,5,0,AW Elteam Aktiebolag|Terrin AB|Ercon|AW Elteam Installation AB|AW Gruppen AB
HiFIT Scandinavia AB,5592175755,3,44,Haghani Dogaheh; Reza,2,1,AVA Integral Structures AB|HiFIT Scandinavia AB
HiFIT Scandinavia AB,5592175755,3,44,Björnsson; Arnar Björn,3,1,Bostadsrättsföreningen Distingsgatan 4|HiFIT Scandinavia AB|Art and engineering international AB
Ulriksen & Partners AB,5590103783,3,60,Ulriksen; Lars Einar,3,3,UPROXO AB|Ulriksen & Partners AB|MAXIMERE SCANDINAVIA AB
Göteborgs bygg & service AB,5591914030,2,53,Todorovski; Ljupco Lopsa,1,0,Göteborgs bygg & service AB
Göteborgs bygg & service AB,5591914030,2,53,Todorovski; Maria Antonina,1,0,Göteborgs bygg & service AB
Meiron Måleri AB,5569578478,2,54,Kaawach; Ziad,2,3,Meiron Måleri AB|May-Run
Lvator AB,5591392583,2,64,Leufkens; Erik Markus S:son,3,3,TVÅTUMFYRA Byggnads Aktiebolag|Lvator AB|Bostadsrättsföreningen Spaldingsgatan 3
XY Climate Sverige AB,5590547021,6,58,Palmqvist; Ove Lennart,4,3,XY Climate Sverige AB|L. P. Värmemattor|Gula Fabriken i Tranemo ekonomisk förening|Tranemo Bostadsrättsförening
Sultan & Glansin Entreprenad AB,5591973135,2,33,Sultan; Kimmie Magnus,4,2,Svenska Flyttstädsbyrån AB|Sultan & Glansin Entreprenad AB|Sultan & Glansin Holding AB
Sultan & Glansin Entreprenad AB,5591973135,2,33,Sultan Glansin; Linda Marie,3,0,Sultan & Glansin Entreprenad AB|Sultan & Glansin Holding AB|Svenska Flyttstädsbyrån AB
Hallman Konsult i Mölndal AB,5591852354,2,68,Hallman; Bertil David Robert,3,1,HSB Bostadsrättsförening Mariedahl i Mölndal|Hallman Konsult i Mölndal AB|Hallman Group AB
Hallman Konsult i Mölndal AB,5591852354,2,68,Hallman; Marie Christine,1,1,Hallman Konsult i Mölndal AB
POLBASE AB,5568469570,3,52,Luzynski; Lucjan Marek,1,2,POLBASE AB
J E Hallberg AB,5567290829,3,49,Hallberg; Erik Per Lennart,6,11,Mexikanska Monarkin AB|Sing Sing AB|Meloni AB|J E Hallberg AB|Lorensbergsgruppen AB|Signal AB
JRVN Bygg AB,5590992813,2,36,Järvenpää; Marcus Johannes,1,0,JRVN Bygg AB
Svensk Larm och Kamerabevakning AB,5569515918,2,55,Larsson; Arne Sigvard,5,3,NoWay Security AB|HSB Bostadsrättsförening Malö i Göteborg|Svensk Larm och Kamerabevakning AB|Larmica Security Göteborg AB|SafeUp AB
Sollebrunns Konstgräsplan AB,5567309330,4,63,Johansson; Rolf Yngve Bertil,1,0,Sollebrunns Konstgräsplan AB
L-A-C-G Schakt & Entreprenad AB,5567114011,4,49,Granlund; Arne Christofer,4,0,L-A-C-G Schakt & Entreprenad AB|Entin Consulting AB|Entin Holding AB|Team Entin AB
Kreativ Utväxling Aktiebolag,5562767169,2,70,Andrén; Stig Gunnar,3,9,Chassi Riders ekonomisk förening|Kreativ Utväxling Aktiebolag|Camaross AB
Solsta Group AB,5569941882,2,49,Berg; Nils Richard,3,12,RS Ställningar AB|RB Construction AB|Solsta Group AB
Solsta Group AB,5569941882,2,49,Olsson; Jimmy Uno,4,16,Nobius Hyrställning AB|Karba Konsult AB|Solsta Group AB|JGF Infra AB
Arkitekt Hans Eek Aktiebolag,5566521513,2,59,Eek; Hans Gustaf,3,7,Riksbyggens Bostadsrättsförening Västeråshus nr 32|Arkitekt Hans Eek Aktiebolag|Arkitekt Hans Eek
M-Gruppen i Väst AB,5567874465,2,55,Månsson; Rolf Tom Ola,5,3,Aktiebolaget Bredin & Co|M-Elinstallation AB|Teknikcon i Väst AB|M-Gruppen i Väst AB|M-Energicenter i Mark AB
Stefan Pettersson Installationskonsult AB,5565489084,2,69,Pettersson; Bo Stefan,3,22,HSB Bostadsrättsförening Valö Fyr i Göteborg|Bydemand AB|Stefan Pettersson Installationskonsult AB
Emneborgs Teknik & Service AB,5568276991,3,59,Lundgren; Hans Christer,1,1,Emneborgs Teknik & Service AB
Emneborgs Teknik & Service AB,5568276991,3,59,Emneborg; Hans Mikael,1,1,Emneborgs Teknik & Service AB
CastorX Capital AB,5567337752,7,55,Uggla; Hans-Åke Wilhelm,20,54,Merx Team Holding AB|Merx Team Aktiebolag|Merx Presterud Utveckling AB|Cordon Bleu Aktiebolag|Verner & Verner Nordstan AB|Merx Fastighets AB|HomeChef AB|Merx Presterud Bostad AB|Merx Storage AB|Merx Hemmaplan AB|Merx Presterud Handel AB|CastorX Capital AB|CastorX Capital Gatchina Holding AB|Merx International Properties AB|CastorX Capital Kronstadt Holding AB|Merx Ananas Holding AB|Merx Manufakturgatan AB|Merx Trätälja 11 AB|Xpat Investments AB|Merx Strandvägen AB
Renoveringsbehov i göteborg AB,5569579351,5,46,Karlsson Rozsa; Lars Daniel A,2,1,Renoveringsbehov i göteborg AB|Göteborgs Renoveringsbehov Ekonomisk förening
Wuu Zaa AB,5590004387,3,56,Larsson Hernmarck; Petter Gustaf L,3,0,ZYME3 AB|Wuu Zaa AB|Hanne Lina AB
BP EkoVision Bygg och Design AB,5568540891,2,50,Bench; Gary William,1,2,BP EkoVision Bygg och Design AB
Werling Konsult AB,5569335564,3,57,Nyström; Åke Anders,1,0,Werling Konsult AB
Werling Konsult AB,5569335564,3,57,Nyström; Gun Birgitta,1,0,Werling Konsult AB
A&A Bygg Service AB,5590335708,2,40,Hossaini; Mohammad Amin,1,1,A&A Bygg Service AB
HML Haga Mölndal Gräv & Transport Aktiebolag,5560853029,9,51,Gustafsson; Alf Mikael,10,7,HML Haga-Mölndal Lastbilcentral Ekonomisk förening|Lerjedalen Markberedning AB|HML Haga Mölndal Maskincentral Aktiebolag|HML Haga Mölndal Gräv & Transport Aktiebolag|Viavest Miljö AB|Kungsbacka Mölndal Holding AB|Fastighets AB PG 6|Fastighets AB PG 7|Fastighets AB PG 5|Fastighets AB PG 10
Popyrina Design AB,5569448185,3,55,Popyrina Sundelius; Olga,2,4,Popyrina Design AB|Modern Lampdesign i Göteborg
FZ Technology AB,5566596028,2,60,Zareiyan; Farid,1,0,FZ Technology AB
Hultqvist & Krüger AB,5591938401,4,34,Krüger; Jonas,1,1,Hultqvist & Krüger AB
Hultqvist & Krüger AB,5591938401,4,34,Hultqvist; Sebastian Lars,1,0,Hultqvist & Krüger AB
Andersson Fougstedt Entreprenad AB,5590135272,3,39,Fougstedt; Lars Andreas,1,2,Andersson Fougstedt Entreprenad AB
Andersson Fougstedt Entreprenad AB,5590135272,3,39,Andersson; Oskar Erik,1,0,Andersson Fougstedt Entreprenad AB
Tobias söderens AB,5591969232,2,43,Söderén; Per Tobias,1,0,Tobias söderens AB
LÅNGELIDS SCHAKT & SMIDE AB,5569228249,2,50,Svensson; Jan Mikael,1,2,LÅNGELIDS SCHAKT & SMIDE AB
FOTOSONIC Aktiebolag,5568798895,2,43,Bauer; Hans Peter,1,3,FOTOSONIC Aktiebolag
Qvarfordt Investment AB,5590354295,2,45,Qvarfordt; Dan Simon,5,0,Qvarfordt Investment AB|Qvarfordt Properties AB|DM Finans AB|Qvarfordt Group AB|SQ Holding AB
AH Group AB,5591398788,2,30,Hrnjica; Ajdin,1,1,AH Group AB
Östlunds Bygg & Fastighetsservice i Kungälv AB,5591426878,2,33,Östlund; Eddy Fredrik,2,2,Östlunds Bygg & Fastighetsservice i Kungälv AB|Östlunds bygg & fastighetsservice
Hällevadsholms Schakt AB,5591259675,2,26,Höglind; Jonas Sebastian,1,0,Hällevadsholms Schakt AB
Domptören Finans AB,5590097449,3,50,Lindqvist; Lilian Anneli Carina,4,4,Domptören Finans AB|L H Design|Lilian Arturén konsult|Atle Relationscoach AB
Mjörnbo konsult AB,5567877849,3,38,Sandberg; Eva Susanne Elisabeth,1,0,Mjörnbo konsult AB
Fronton Aktiebolag,5563520625,2,66,Hindrum; Björn Anders,1,12,Fronton Aktiebolag
Hannas Inredning & Måleri AB,5569411639,2,48,Hallgren; Hanna Elise,1,1,Hannas Inredning & Måleri AB
Nordic Crane Heavy Lift AB,5563268936,5,52,Heli-Hansen; Morten,3,19,Mobilkranföreningens Service Aktiebolag|Nordic Crane Heavy Lift AB|Kynningsrud Nordic Crane AB
Kanozi Sverige AB,5569108847,7,49,Brandrup-Wognsen; Eva Helene C,6,12,Kanozi Arkitekter AB|Kanozi Inredning & Design AB|Kanozi Sverige AB|Izonak AB|HBW konsultation AB|Kanozi Holding AB
Kanozi Sverige AB,5569108847,7,49,Jonsson; Lisa Margaretha,5,6,Kanozi Arkitekter AB|Kanozi Sverige AB|Izonak AB|Business story F33 AB|Kanozi Holding AB
Färgboa' Måleri & Bygg i Skephult AB,5568004815,2,47,Petersson; Per Bo Morgan,1,1,Färgboa' Måleri & Bygg i Skephult AB
Färgkraft Aktiebolag,5562416296,3,52,Kållberg; Margrét Elisabet,3,4,Galleri Hova Ekonomisk förening|Stina K Group AB|Färgkraft Aktiebolag
Familjen Grann Form AB,5569083768,3,57,Grann; Björn David Arne,3,5,Segrannka AB|Gim ID AB|Familjen Grann Form AB
Rum o Kök Byggpartner GBG AB,5591301006,2,30,Ausberg; Robin Sven Erik,2,1,Rum o Kök Byggpartner GBG AB|Robin Ausberg
PROENTA AB,5590686167,2,59,Nyman; Pär,2,6,PROENTA AB|Proenta
Schultz Måleri AB,5569514457,2,45,Schultz; Johan Lars,2,0,Schultz Måleri AB|Schultz Måleri
Kebol Fastighet AB,5568888092,2,54,Aabol; Lars Anders,1,3,Kebol Fastighet AB
Websail Westcoast AB,5590483524,2,58,Brettmark; Ann-Charlotte,2,4,Websail Westcoast AB|Göran Andreasson Strategic Communication AB
VX Invest AB,5566907357,3,60,Bornheim; Charlotte Kjellsdotter,5,9,Hallbergs Fastighetsservice AB|VX Invest AB|Plusfastigheter Hus 1 AB|HSB Bostadsrättsförening Vörten i Göteborg|Fastighetsskaparna i Sverige AB
Vimpelkullen Projekt AB,5590914080,3,58,Andersson Ekberg; Lars Gustav,9,6,Vimpelkullen Finnboda Aktiebolag|Kommanditbolaget Rubanken|Gbg Inom Vallgraven 3-4 AB|VIMPELKULLEN Aktiebolag|Vimpelkullen Fastigheter AB|Vimpelkullen Projekt AB|AMLOCK AB|Vimpelkullen Holding AB|Rörsundskullen Fastighets AB
Vimpelkullen Projekt AB,5590914080,3,58,Ekberg; Maud Victoria Terese,5,3,Vimpelkullen Finnboda Aktiebolag|Vimpelkullen Projekt AB|Rörsundskullen Fastighets AB|Bostadsrättsföreningen Vikingshill Herrgårdar|Vimpelkullen Holding AB
Tholander Surfacing AB,5569758872,2,47,Tholander; Carl Johan Petter,1,2,Tholander Surfacing AB
JSA Ventilation AB,5569737165,2,44,Stark; Lars Tommy,2,1,JSA Ventilation AB|XP Entreprenad
Bolandia AB,5569326100,2,51,Nordh; Per-Olof Jerry,1,4,Bolandia AB
