company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Hjo Plåtslageri AB,5591805097,3,47,Bengtsson; Ulf Anton Tobias,3,2,Hjo Plåtslageri AB|Bostäder 4Hjo AB|Anton Bengtsson Bygg AB
SA Rail AB,5590268644,2,64,Mihajlovic; Nenad,1,1,SA Rail AB
Make&TM Scandinavia AB,5591112890,3,42,Slavica; Robert,3,3,Great Partners Göteborg AB|Make&TM Scandinavia AB|Frank & Charlie Studio AB
Make&TM Scandinavia AB,5591112890,3,42,Rafstedt; Curt Philip Rutger,2,0,Make&TM Scandinavia AB|Rutger AB
Puttes Kakel-; Måleri- & Renoveringsarbeten AB,5568265044,2,48,Doverhorn; Roy Patric,1,2,Puttes Kakel-; Måleri- & Renoveringsarbeten AB
Ola Serneke Holding AB,5566595764,2,40,Serneke; Ola Kristian,238,177,Ola Serneke Holding AB|SERNEKE Group AB (publ)|Serneke Sverige AB|Karlastaden Utveckling AB|7H Bil AB|Nybergs Svets Aktiebolag|Serneke Migmatit Fastighet AB|Änglagården Fastighetsutveckling AB|Serneke Allanit AB|Serneke Fastighet Försäljning 1 AB|Fjätervålen Aktiebolag|Serneke Fastighetsstyrning AB|Kviberg Skidanläggning AB|Karlavagnstornet Holding AB|Åseby Holding AB|Örja Fastighetsutveckling AB|CONSINUM AB|Projektutveckling SerFem AB|SERNEKE Industrifastigheter AB|Prioritet Serneke Arena Drift och Event AB|Nyberg Gruppens Fastighets Aktiebolag|Trollhättans Bygg & Industritjänst Aktiebolag|OSI Fastigheter AB|Serneke - Allebike Cross Country Team AB|KS Projektfastighet 1:11 AB|Gullön 8 Ekonomisk förening|Alingsås Plåt-Mekano Aktiebolag|Fastighetsbolaget Eskilstuna Vittnet 4 AB|Fjätervålen Utveckling AB|SERNEKE Fastighet AB|Serneke Malmberg Entreprenad AB|Tallhyddan Fastighets AB|Sefatech AB|Serneke Fjätervålen AB|SERNEKE Projektutveckling AB|KS Projektfastighet 2:15 AB|SERNEKE Industri AB|Fiskebäckskils Tomt AB|KS Hotell AB|KS Projektfastighet 1:25 AB|KS Projektfastighet 1:13 AB|Serneke Entreprenad AB|Serneke Deponi AB|Gårdstens Projektutveckling AB|Serneke Projektförsäljning 5 AB|CompEdge Cycling AB|SERNEKE HYBRID SKI AB|Karlastaden Media AB|KS Viewing AB|Serneke Trelleborg Holding AB|Älvfast AB|Serneke Markutveckling Väst 9 AB|Serneke Veddesta AB|Karlastaden Holding AB|Herrestads Etablering AB|Serneke Markutveckling Väst 8 AB|Care of Serneke AB|Ekonomisk förening 4-1 Karlastaden|Ekonomisk förening 3-1 Karlastaden|Karlastaden Holding 6 AB|Karlastaden PH10 AB|Karlastaden Studio 7 AB|Jägaren Alingsås Ekonomisk förening|Ekonomisk förening 1-1 Karlastaden|Ekonomisk förening 7-1 Karlastaden|Bostadsrättsföreningen Häggen 1|Nabbensbergs Herrgård Ekonomisk förening|Ekonomisk förening 8-2 Karlastaden|Karlatornet AB|Karlastaden PH 1 Holding AB|Serneke Älvsjö Station Holding AB|Gårdstens Fastighetsutveckling AB|Ekonomisk förening 7-2 Karlastaden|Ekonomisk förening 1-4 Karlastaden|Salviagatans bostäder AB|Korsebergsvägens Bostäder Ekonomisk förening|Kärna Berså Ekonomisk förening|Serneke Projektfastigheter 4 AB|Gustavas Plats i Ale Ekonomisk förening|KS 5 Handel AB|Offerhällsparken Ekonomisk förening|Serneke Projektförsäljning 2 AB|Ekonomisk förening 7-3 Karlastaden|Serneke Projektförsäljning 1 AB|Karlastaden PH7 AB|Karlastaden Studio 10 AB|KS 3 Handel AB|Trollhättan Real Estate AB|Serneke Österskans Holding AB|Karlastaden Holding 8 AB|Ekonomisk förening 5-1 Karlastaden|Serneke Projektförsäljning 3 AB|SELOPA AB|Ekonomisk förening 1-2 Karlastaden|KS 6 Handel AB|Ekonomisk förening 5-2 Karlastaden|Serneke Markutveckling Väst 10 AB|Serneke Projektförsäljning 9 AB|Karlastaden Studio 9 AB|Karlastaden Studio 4 AB|AB Jäntan Trygghetsboende|Karlastaden Studio 8 AB|Ekonomisk förening 8-1 Karlastaden|Gårdstens Centrum 6 Ekonomisk förening|Karlastaden Holding 4 AB|Karlastaden Studio 3 AB|Ekonomisk förening 1-5 Karlastaden|Karlastaden Holding 1 AB|Ekonomisk förening 1-3 Karlastaden|Badis i Fjällbacka Ekonomisk förening|Serneke Osålda Lägenheter Aktiebolag|Karlastaden PH3 AB|KS 2 Handel AB|Karlastaden Holding 5 AB|KS 2 Kontor AB|Centrum Park i Vänersborg Ekonomisk förening|Knytkalaset Ekonomisk förening|Gårdstens Centrum 5 Ekonomisk förening|Tiselius Bostäder Ekonomisk förening|Karlastaden Studio 1 AB|KS Utbildningsfastighet AB|Karlastaden Studio 5 AB|KS 4 Handel AB|KS Driftsholding AB|Fastighetskompaniet i Väst AB|Karlastaden Holding 10 AB|Karlastaden PH5 AB|Karlastaden PH6 AB|KS 10 Marknad AB|Karlatornet Entreprenad AB|Solkvarteret Ekonomisk förening|Ekonomisk förening 5-3 Karlastaden|Törnskogen Exploatering Ekonomisk förening|Karlastaden Holding 9 AB|Serneke MU Syd 2 AB|Ekonomisk förening 4-2 Karlastaden|Serneke Sprinkler AB|Serneke Storängsbotten Intressenter AB|Cirkustomten Utvecklings AB|Serneke MU Syd 3 AB|Serneke MU Syd 4 AB|KS 3 Kontor AB|Serneke MU Öst 2 AB|Serneke MU Väst 1 AB|Serneke MU Väst 4 AB|Serneke MU Väst 3 AB|Karlastaden PH 2 Holding AB|Serneke MU Öst 1 AB|Serneke Hagastaden AB|Serneke MU Väst 2 AB|Gårdstens Centrum Radhus Ekonomisk förening|Iqine Utveckling AB|Kosterbåten Malmö Ekonomisk förening|KS 3D lotter AB|Serneke Intressenter Syd Holding AB|Fibulan Fastighets AB|Växjödörren Bostad AB|Trexpo kontorsutveckling AB|Karlastaden Holding 1A AB|Serneke Rosendal AB|Aktivitetscenter Sverige AB|Sege Byggnad 15 AB|Karlastaden Holding 3 AB|Karlastaden PH8 AB|KS 5 Kontor AB|Karlastaden PH1 AB|Karlastaden Holding 7 AB|Iqine Holding AB|KS 7 Handel AB|Serneke MU Syd 1 AB|Serneke Projektfastigheter Eskilstuna AB|Ekonomisk förening 3-2 Karlastaden|Hotell Österskans AB|KS 7 Kommersiell AB|Serneke Industrial Center AB|Karlatower PH Holding 3 AB|Karlastaden Studio 6 AB|Karlastaden PH13 AB|Fastighets AB Österskans|Serneke Projektförsäljning 7 AB|Serneke Projektförsäljning 6 AB|Serneke Fastigheter Holding AB|Serneke Projektförsäljning 4 AB|Karlastaden Studentbostäder AB|Änglagården Holding AB|Serneke MU Nordväst 4 AB|Serneke MU Nordväst 2 AB|Serneke MU Nordväst 1 AB|Trexpo projektutveckling 2 AB|Trexpo projektutveckling 1 AB|Serneke MU Nordväst 3 AB|Serneke Invest AB|Serneke Projektförsäljning 8 AB|Gustavas Plats Fastigheter AB|Serneke Hyresrätter i Väst AB|Skolfastighet i Kärna AB|KS 6 Kontor AB|Iqine Andelsägande 1 AB|Iqine Andelsägande 2 AB|Iqine Hyresbostäder Holding AB|Iqine Samhällsfastigheter Holding AB|Fibulan Ekonomisk förening|Serneke Södra Ryd Omsorgslokaler AB|Serneke Projektförsäljning 10 AB|Iqine Group AB|Serneke Skidanläggning AB|Karlastaden PH12 AB|IFK GBG Transferintressenter AB|Karlatornet Studio Holding 3 AB|Karlastaden Studio 17 AB|Karlastaden Studio 16 AB|Karlastaden Studio 13 AB|Karlastaden Studio 12 AB|Karlastaden Studio 15 AB|Karlastaden Studio 14 AB|Karlastaden Studio 11 AB|Karlastaden Studio 18 AB|Karlatornet Holding 1A AB|Karlatornet Studio Holding 4 AB|Karlatornet Commercial Holding AB|Karlatornet Studio Holding 1 AB|Karlatornet PH Holding 2 AB|Karlastaden Studio Holding 2 AB|Karlastaden Studio Holding 1 AB|Karlatornet Studio Holding 2 AB|Serneke Markutveckling Syd 5 AB|Karlastaden Holding 2 AB|Karlastaden PH11 AB|Karlastaden Studio 2 AB|Serneke Arenahotell AB|Karlastaden PH2 AB|Karlastaden PH4 AB|Serneke Markutveckling Syd 6 AB|Serneke Invest Holding 1 AB|Serneke Invest Holding 2 AB|Örja Kontorslokaler AB|Teaterterassen Ekonomisk förening|Gullön Citygården Ekonomisk förening
SERNEKE Group AB (publ),5566694153,8,54,Serneke; Ola Kristian,238,177,Ola Serneke Holding AB|SERNEKE Group AB (publ)|Serneke Sverige AB|Karlastaden Utveckling AB|7H Bil AB|Nybergs Svets Aktiebolag|Serneke Migmatit Fastighet AB|Änglagården Fastighetsutveckling AB|Serneke Allanit AB|Serneke Fastighet Försäljning 1 AB|Fjätervålen Aktiebolag|Serneke Fastighetsstyrning AB|Kviberg Skidanläggning AB|Karlavagnstornet Holding AB|Åseby Holding AB|Örja Fastighetsutveckling AB|CONSINUM AB|Projektutveckling SerFem AB|SERNEKE Industrifastigheter AB|Prioritet Serneke Arena Drift och Event AB|Nyberg Gruppens Fastighets Aktiebolag|Trollhättans Bygg & Industritjänst Aktiebolag|OSI Fastigheter AB|Serneke - Allebike Cross Country Team AB|KS Projektfastighet 1:11 AB|Gullön 8 Ekonomisk förening|Alingsås Plåt-Mekano Aktiebolag|Fastighetsbolaget Eskilstuna Vittnet 4 AB|Fjätervålen Utveckling AB|SERNEKE Fastighet AB|Serneke Malmberg Entreprenad AB|Tallhyddan Fastighets AB|Sefatech AB|Serneke Fjätervålen AB|SERNEKE Projektutveckling AB|KS Projektfastighet 2:15 AB|SERNEKE Industri AB|Fiskebäckskils Tomt AB|KS Hotell AB|KS Projektfastighet 1:25 AB|KS Projektfastighet 1:13 AB|Serneke Entreprenad AB|Serneke Deponi AB|Gårdstens Projektutveckling AB|Serneke Projektförsäljning 5 AB|CompEdge Cycling AB|SERNEKE HYBRID SKI AB|Karlastaden Media AB|KS Viewing AB|Serneke Trelleborg Holding AB|Älvfast AB|Serneke Markutveckling Väst 9 AB|Serneke Veddesta AB|Karlastaden Holding AB|Herrestads Etablering AB|Serneke Markutveckling Väst 8 AB|Care of Serneke AB|Ekonomisk förening 4-1 Karlastaden|Ekonomisk förening 3-1 Karlastaden|Karlastaden Holding 6 AB|Karlastaden PH10 AB|Karlastaden Studio 7 AB|Jägaren Alingsås Ekonomisk förening|Ekonomisk förening 1-1 Karlastaden|Ekonomisk förening 7-1 Karlastaden|Bostadsrättsföreningen Häggen 1|Nabbensbergs Herrgård Ekonomisk förening|Ekonomisk förening 8-2 Karlastaden|Karlatornet AB|Karlastaden PH 1 Holding AB|Serneke Älvsjö Station Holding AB|Gårdstens Fastighetsutveckling AB|Ekonomisk förening 7-2 Karlastaden|Ekonomisk förening 1-4 Karlastaden|Salviagatans bostäder AB|Korsebergsvägens Bostäder Ekonomisk förening|Kärna Berså Ekonomisk förening|Serneke Projektfastigheter 4 AB|Gustavas Plats i Ale Ekonomisk förening|KS 5 Handel AB|Offerhällsparken Ekonomisk förening|Serneke Projektförsäljning 2 AB|Ekonomisk förening 7-3 Karlastaden|Serneke Projektförsäljning 1 AB|Karlastaden PH7 AB|Karlastaden Studio 10 AB|KS 3 Handel AB|Trollhättan Real Estate AB|Serneke Österskans Holding AB|Karlastaden Holding 8 AB|Ekonomisk förening 5-1 Karlastaden|Serneke Projektförsäljning 3 AB|SELOPA AB|Ekonomisk förening 1-2 Karlastaden|KS 6 Handel AB|Ekonomisk förening 5-2 Karlastaden|Serneke Markutveckling Väst 10 AB|Serneke Projektförsäljning 9 AB|Karlastaden Studio 9 AB|Karlastaden Studio 4 AB|AB Jäntan Trygghetsboende|Karlastaden Studio 8 AB|Ekonomisk förening 8-1 Karlastaden|Gårdstens Centrum 6 Ekonomisk förening|Karlastaden Holding 4 AB|Karlastaden Studio 3 AB|Ekonomisk förening 1-5 Karlastaden|Karlastaden Holding 1 AB|Ekonomisk förening 1-3 Karlastaden|Badis i Fjällbacka Ekonomisk förening|Serneke Osålda Lägenheter Aktiebolag|Karlastaden PH3 AB|KS 2 Handel AB|Karlastaden Holding 5 AB|KS 2 Kontor AB|Centrum Park i Vänersborg Ekonomisk förening|Knytkalaset Ekonomisk förening|Gårdstens Centrum 5 Ekonomisk förening|Tiselius Bostäder Ekonomisk förening|Karlastaden Studio 1 AB|KS Utbildningsfastighet AB|Karlastaden Studio 5 AB|KS 4 Handel AB|KS Driftsholding AB|Fastighetskompaniet i Väst AB|Karlastaden Holding 10 AB|Karlastaden PH5 AB|Karlastaden PH6 AB|KS 10 Marknad AB|Karlatornet Entreprenad AB|Solkvarteret Ekonomisk förening|Ekonomisk förening 5-3 Karlastaden|Törnskogen Exploatering Ekonomisk förening|Karlastaden Holding 9 AB|Serneke MU Syd 2 AB|Ekonomisk förening 4-2 Karlastaden|Serneke Sprinkler AB|Serneke Storängsbotten Intressenter AB|Cirkustomten Utvecklings AB|Serneke MU Syd 3 AB|Serneke MU Syd 4 AB|KS 3 Kontor AB|Serneke MU Öst 2 AB|Serneke MU Väst 1 AB|Serneke MU Väst 4 AB|Serneke MU Väst 3 AB|Karlastaden PH 2 Holding AB|Serneke MU Öst 1 AB|Serneke Hagastaden AB|Serneke MU Väst 2 AB|Gårdstens Centrum Radhus Ekonomisk förening|Iqine Utveckling AB|Kosterbåten Malmö Ekonomisk förening|KS 3D lotter AB|Serneke Intressenter Syd Holding AB|Fibulan Fastighets AB|Växjödörren Bostad AB|Trexpo kontorsutveckling AB|Karlastaden Holding 1A AB|Serneke Rosendal AB|Aktivitetscenter Sverige AB|Sege Byggnad 15 AB|Karlastaden Holding 3 AB|Karlastaden PH8 AB|KS 5 Kontor AB|Karlastaden PH1 AB|Karlastaden Holding 7 AB|Iqine Holding AB|KS 7 Handel AB|Serneke MU Syd 1 AB|Serneke Projektfastigheter Eskilstuna AB|Ekonomisk förening 3-2 Karlastaden|Hotell Österskans AB|KS 7 Kommersiell AB|Serneke Industrial Center AB|Karlatower PH Holding 3 AB|Karlastaden Studio 6 AB|Karlastaden PH13 AB|Fastighets AB Österskans|Serneke Projektförsäljning 7 AB|Serneke Projektförsäljning 6 AB|Serneke Fastigheter Holding AB|Serneke Projektförsäljning 4 AB|Karlastaden Studentbostäder AB|Änglagården Holding AB|Serneke MU Nordväst 4 AB|Serneke MU Nordväst 2 AB|Serneke MU Nordväst 1 AB|Trexpo projektutveckling 2 AB|Trexpo projektutveckling 1 AB|Serneke MU Nordväst 3 AB|Serneke Invest AB|Serneke Projektförsäljning 8 AB|Gustavas Plats Fastigheter AB|Serneke Hyresrätter i Väst AB|Skolfastighet i Kärna AB|KS 6 Kontor AB|Iqine Andelsägande 1 AB|Iqine Andelsägande 2 AB|Iqine Hyresbostäder Holding AB|Iqine Samhällsfastigheter Holding AB|Fibulan Ekonomisk förening|Serneke Södra Ryd Omsorgslokaler AB|Serneke Projektförsäljning 10 AB|Iqine Group AB|Serneke Skidanläggning AB|Karlastaden PH12 AB|IFK GBG Transferintressenter AB|Karlatornet Studio Holding 3 AB|Karlastaden Studio 17 AB|Karlastaden Studio 16 AB|Karlastaden Studio 13 AB|Karlastaden Studio 12 AB|Karlastaden Studio 15 AB|Karlastaden Studio 14 AB|Karlastaden Studio 11 AB|Karlastaden Studio 18 AB|Karlatornet Holding 1A AB|Karlatornet Studio Holding 4 AB|Karlatornet Commercial Holding AB|Karlatornet Studio Holding 1 AB|Karlatornet PH Holding 2 AB|Karlastaden Studio Holding 2 AB|Karlastaden Studio Holding 1 AB|Karlatornet Studio Holding 2 AB|Serneke Markutveckling Syd 5 AB|Karlastaden Holding 2 AB|Karlastaden PH11 AB|Karlastaden Studio 2 AB|Serneke Arenahotell AB|Karlastaden PH2 AB|Karlastaden PH4 AB|Serneke Markutveckling Syd 6 AB|Serneke Invest Holding 1 AB|Serneke Invest Holding 2 AB|Örja Kontorslokaler AB|Teaterterassen Ekonomisk förening|Gullön Citygården Ekonomisk förening
Serneke Sverige AB,5566216908,4,51,Arfvén; Karl Anders,5,66,Serneke Sverige AB|Ideella föreningen Stockholms Byggmästarförening  med firma; Stockholms Byggmästareförening|Hanebo Fastighets AB|Hudikbo Fastighets AB|Bostadsrättsföreningen Blompottan nr 1
Serneke Sverige AB,5566216908,4,51,Lindström; Björn Patrik,227,225,Serneke Sverige AB|Karlastaden Utveckling AB|Nybergs Svets Aktiebolag|Serneke Migmatit Fastighet AB|SerSund AB|Serneke Allanit AB|Serneke Fastighet Försäljning 1 AB|Serneke Fastighetsstyrning AB|Karlavagnstornet Holding AB|Åseby Holding AB|Örja Fastighetsutveckling AB|SPV Projekttjänster AB|CONSINUM AB|Projektutveckling SerFem AB|SERNEKE Industrifastigheter AB|Nyberg Gruppens Fastighets Aktiebolag|KS Projektfastighet 1:11 AB|Gullön 8 Ekonomisk förening|Alingsås Plåt-Mekano Aktiebolag|Fastighetsbolaget Eskilstuna Vittnet 4 AB|Västra Sjöstaden Trelleborg Fastighet 2 AB|SERNEKE Fastighet AB|Tallhyddan Fastighets AB|Sefatech AB|Serneke Fjätervålen AB|SERNEKE Projektutveckling AB|KS Projektfastighet 2:15 AB|SERNEKE Industri AB|Fiskebäckskils Tomt AB|KS Hotell AB|KS Projektfastighet 1:25 AB|KS Projektfastighet 1:13 AB|Serneke Deponi AB|Gårdstens Projektutveckling AB|Serneke Projektförsäljning 5 AB|Karlastaden Media AB|KS Viewing AB|Serneke Trelleborg Holding AB|Älvfast AB|Serneke Markutveckling Väst 9 AB|Serneke Veddesta AB|Karlastaden Holding AB|Serneke Markutveckling Väst 8 AB|Care of Serneke AB|Ekonomisk förening 4-1 Karlastaden|Ekonomisk förening 3-1 Karlastaden|Västra Sjöstaden Holding Trelleborg 1 AB|Karlastaden Holding 6 AB|Karlastaden PH10 AB|Karlastaden Studio 7 AB|Jägaren Alingsås Ekonomisk förening|Ekonomisk förening 1-1 Karlastaden|Ekonomisk förening 7-1 Karlastaden|Nabbensbergs Herrgård Ekonomisk förening|Ekonomisk förening 8-2 Karlastaden|Karlatornet AB|Karlastaden PH 1 Holding AB|Serneke Älvsjö Station Holding AB|Gårdstens Fastighetsutveckling AB|Ekonomisk förening 7-2 Karlastaden|Ekonomisk förening 1-4 Karlastaden|Salviagatans bostäder AB|Korsebergsvägens Bostäder Ekonomisk förening|Kärna Berså Ekonomisk förening|Serneke Projektfastigheter 4 AB|Gustavas Plats i Ale Ekonomisk förening|KS 5 Handel AB|Offerhällsparken Ekonomisk förening|Serneke Projektförsäljning 2 AB|Ekonomisk förening 7-3 Karlastaden|Serneke Projektförsäljning 1 AB|Karlastaden PH7 AB|Karlastaden Studio 10 AB|KS 3 Handel AB|Trollhättan Real Estate AB|Serneke Österskans Holding AB|Bostadsrättsföreningen Karlatornet 1:1|Karlastaden Holding 8 AB|Ekonomisk förening 5-1 Karlastaden|Serneke Projektförsäljning 3 AB|Ekonomisk förening 1-2 Karlastaden|KS 6 Handel AB|Ekonomisk förening 5-2 Karlastaden|Serneke Markutveckling Väst 10 AB|Serneke Projektförsäljning 9 AB|Karlastaden Studio 9 AB|Karlastaden Studio 4 AB|AB Jäntan Trygghetsboende|Karlastaden Studio 8 AB|Ekonomisk förening 8-1 Karlastaden|Gårdstens Centrum 6 Ekonomisk förening|Karlastaden Holding 4 AB|Bostadsrättsföreningen Karlatornet 1:4|Karlastaden Studio 3 AB|Ekonomisk förening 1-5 Karlastaden|Karlastaden Holding 1 AB|Ekonomisk förening 1-3 Karlastaden|Badis i Fjällbacka Ekonomisk förening|Serneke Osålda Lägenheter Aktiebolag|Karlastaden PH3 AB|KS 2 Handel AB|Karlastaden Holding 5 AB|KS 2 Kontor AB|Bostadsrättsföreningen Karlatornet 1:2|Centrum Park i Vänersborg Ekonomisk förening|Knytkalaset Ekonomisk förening|Gårdstens Centrum 5 Ekonomisk förening|Tiselius Bostäder Ekonomisk förening|Karlastaden Studio 1 AB|KS Utbildningsfastighet AB|Karlastaden Studio 5 AB|KS 4 Handel AB|KS Driftsholding AB|Fastighetskompaniet i Väst AB|Karlastaden Holding 10 AB|Bostadsrättsföreningen Solkvarteret|Karlastaden PH5 AB|Karlastaden PH6 AB|KS 10 Marknad AB|Karlatornet Entreprenad AB|Solkvarteret Ekonomisk förening|Ekonomisk förening 5-3 Karlastaden|Törnskogen Exploatering Ekonomisk förening|Karlastaden Holding 9 AB|Fastighets AB Oceanateljen|Serneke MU Syd 2 AB|Ekonomisk förening 4-2 Karlastaden|Serneke Sprinkler AB|Serneke Storängsbotten Intressenter AB|Cirkustomten Utvecklings AB|Serneke MU Syd 3 AB|Serneke MU Syd 4 AB|KS 3 Kontor AB|Serneke MU Öst 2 AB|Serneke MU Väst 1 AB|Serneke MU Väst 4 AB|Serneke MU Väst 3 AB|Karlastaden PH 2 Holding AB|Serneke MU Öst 1 AB|Serneke Hagastaden AB|Serneke MU Väst 2 AB|Gårdstens Centrum Radhus Ekonomisk förening|Serneke Midroc Holding AB|Kosterbåten Malmö Ekonomisk förening|KS 3D lotter AB|Serneke Intressenter Syd Holding AB|Fibulan Fastighets AB|Växjödörren Bostad AB|Trexpo kontorsutveckling AB|Karlastaden Holding 1A AB|Västra Sjöstaden Holding Trelleborg 2 AB|Serneke Rosendal AB|Bostadsrättsföreningen Karlatornet 1:3|Sege Byggnad 15 AB|Karlastaden Holding 3 AB|Karlastaden PH8 AB|KS 5 Kontor AB|Karlastaden PH1 AB|Karlastaden Holding 7 AB|Iqine Holding AB|KS 7 Handel AB|Serneke MU Syd 1 AB|Serneke Projektfastigheter Eskilstuna AB|Ekonomisk förening 3-2 Karlastaden|Hotell Österskans AB|KS 7 Kommersiell AB|Serneke Industrial Center AB|Karlatower PH Holding 3 AB|Karlastaden Studio 6 AB|Karlastaden PH13 AB|Fastighets AB Österskans|Serneke Projektförsäljning 7 AB|Serneke Projektförsäljning 6 AB|Serneke Fastigheter Holding AB|Serneke Projektförsäljning 4 AB|Karlastaden Studentbostäder AB|Serneke MU Nordväst 4 AB|Serneke MU Nordväst 2 AB|Serneke MU Nordväst 1 AB|Trexpo projektutveckling 2 AB|Trexpo projektutveckling 1 AB|Serneke MU Nordväst 3 AB|Serneke Projektförsäljning 8 AB|Gustavas Plats Fastigheter AB|Serneke Hyresrätter i Väst AB|Skolfastighet i Kärna AB|KS 6 Kontor AB|Iqine Andelsägande 1 AB|Iqine Andelsägande 2 AB|Iqine Hyresbostäder Holding AB|Iqine Samhällsfastigheter Holding AB|Fibulan Ekonomisk förening|Serneke Södra Ryd Omsorgslokaler AB|Serneke Projektförsäljning 10 AB|Iqine Group AB|Serneke Skidanläggning AB|Karlastaden PH12 AB|Karlatornet Studio Holding 3 AB|Karlastaden Studio 17 AB|Karlastaden Studio 16 AB|Karlastaden Studio 13 AB|Karlastaden Studio 12 AB|Karlastaden Studio 15 AB|Karlastaden Studio 14 AB|Karlastaden Studio 11 AB|Karlastaden Studio 18 AB|Karlatornet Holding 1A AB|Karlatornet Studio Holding 4 AB|Karlatornet Commercial Holding AB|Karlatornet Studio Holding 1 AB|Karlatornet PH Holding 2 AB|Karlastaden Studio Holding 2 AB|Karlastaden Studio Holding 1 AB|Karlatornet Studio Holding 2 AB|Serneke Markutveckling Syd 5 AB|Karlastaden Holding 2 AB|Karlastaden PH11 AB|Karlastaden Studio 2 AB|Serneke Arenahotell AB|Karlastaden PH2 AB|Karlastaden PH4 AB|Serneke Markutveckling Syd 6 AB|Serneke Invest Holding 1 AB|Serneke Invest Holding 2 AB|Örja Kontorslokaler AB|Teaterterassen Ekonomisk förening|Gullön Citygården Ekonomisk förening
Wästbygg AB,5560830829,2,46,Liljedahl; Marita Susanne,1,1,Wästbygg AB
Implenia Sverige AB,5563825750,3,44,Tomasek Englén; Jiri,2,4,Implenia Construction Odenplan AB|Implenia Sverige AB
Brixly AB,5563519163,6,50,Bratt; Carl Henrik Christian,12,1,Brixly AB|Fide Group AB|Lars Jönsson Byggtjänst Aktiebolag|Johan Davidsson Bygg & Entreprenad AB|Brixly Bygg i Örebro AB|Enkel Inredning i Onsala AB|Brixly Bygg AB|Brixly Projektutveckling i Halland AB|Asfalis förvaltnings AB|Bryllo AB|BRIXLY Projektutveckling AB|Erlandsson Projektutveckling i Väst AB
Brixly AB,5563519163,6,50,Brink; Erik Markus,31,55,Brixly AB|Fide Group AB|Lars Jönsson Byggtjänst Aktiebolag|Johan Davidsson Bygg & Entreprenad AB|Brixly Bygg i Örebro AB|Erlandsson Bygg i Bohuslän AB|Fastighetsaktiebolaget Gatan|Wedels Fastigheter AB|Brixly Projektutveckling i Bohuslän AB|Brixly Bygg AB|BR Fastigheter AB|Brixly Projektutveckling i Halland AB|Reiner Bergmans Bygg Aktiebolag|Bohusbyggarna Aktiebolag|Br Brink Real Estate AB|Bostadsrättsföreningen Kanallyckan|Bryllo AB|Hammerö Fastighets AB|Linbri AB|Byggnadsfirman Mattsson & Nilsson Aktiebolag|Frillesås Projektutveckling AB|Lyrage AB|Fastigheten Frillesås 4:10 AB|BRIXLY Projektutveckling AB|Kanallyckan i Vänersborg AB|CCBrink AB|Fastigheten Rya 4:17 AB|Projektutveckling Röseberget AB|Erlandsson Projektutveckling i Väst AB|Almedal AL AB|Rågelundsfastigheten AB
Tuve Bygg Aktiebolag,5562021237,5,65,Elfast; Lars-Göran Ellert,4,7,Tuve Bygg Aktiebolag|Lillslottet Björkö AB|Bostadsrättsföreningen Centrumgården
Tuve Bygg Aktiebolag,5562021237,5,65,Bengtsson; Sven Robert,12,12,Tuve Holding AB|Tuve Bygg Aktiebolag|Tuve Byggservice AB|Tuve Snickeri Aktiebolag|Sprudla reklambyrå AB|Tuve KBA AB|Tuve Betongbyggen AB|Tuve Bygg International Aktiebolag|TBP 1 AB|Bostadsrättsföreningen Centrumgården|Tuve Projektutveckling AB|Tuve Förvaltning AB
Nordic Fashion Group AB,5569721110,6,52,Boman; Stig Ted Gösta,5,4,Nordic Fashion Group AB|Gina Tricot AB|Gina Tricot Försäljnings AB|Kasthall Group AB|Wonders of Scandinavia AB
Eitech Electro AB,5564690732,5,55,Thimfors; Sven Åke Tomas,9,44,Eitech Electro AB|Emil Lundgren AB|Vinci Energies Nordic Aktiebolag|Actemium Process AB|Actemium Electro AB|INAC Process AB|R-TEKNIK Aktiebolag|Emil Lundgren Process AB|Emil Lundgren International Aktiebolag
