company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Stål Bygg i Uddevalla Aktiebolag,5564854619,2,58,Swedenfeldt; Carl Anders,7,7,Elis Johansson Smides Aktiebolag|Bohusvind AB|Stål Bygg i Uddevalla Aktiebolag|MVR Service AB|Uddevalla Grafiska Aktiebolag|Swedenfeldts Fastigheter AB|Kommanditbolaget Vegamammon
Trenovus AB,5569198723,4,54,Hult; Jens Magnus,2,4,Trenovus AB|Bostadsrättsföreningen Gullbrändan 1
Erdegard Arkitekter AB,5591067953,2,52,Erdegard; Charlotte Inga,3,0,E upphöjt till tre AB|Erdegard Arkitekter AB|Onsalagruppen Fastighetsutveckling AB
EC Fastighet AB,5564788221,3,46,Johansson; Anton Kristoffer,3,1,EC Fastighet AB|HSB Bostadsrättsförening Hebe i Trollhättan|461 Holding AB
SNÖGÅRD BYGG AB,5590666250,4,40,Gebühr; Peter,2,2,SNÖGÅRD BYGG AB|SNÖGÅRD BYGGSERVICE
SNÖGÅRD BYGG AB,5590666250,4,40,Lundin; Marcus Fredrik,1,2,SNÖGÅRD BYGG AB
Grovarbetare Väst AB,5568764517,2,33,Larsson; Jimmy Tobias,4,6,Demolition Team Väst AB|Demolition Team Göteborg AB|Grovarbetare Väst AB|Demolition Team 7H AB
Byggtech i Väst AB,5591964878,3,31,Winther; Carl Johan Niklas,1,1,Byggtech i Väst AB
Byggtech i Väst AB,5591964878,3,31,Christensson; Manne Victor,1,0,Byggtech i Väst AB
EDMconsult AB,5567971394,4,47,Bergström; Lars Håkan,2,2,EDMconsult AB|HaBe Förvaltning i Torslanda AB
EL-ELIT TEKNIK VÄST AB,5590846969,3,55,Johansson; Ove Lennart,4,1,El-Elit i Mölnlycke AB|EL-ELIT TEKNIK VÄST AB|El-Elithuset i Mölnlycke Kommanditbolag|V:a Mjörnvägens Avlopp ek. för.
Norra Flygeln AB,5567028294,2,46,Kornhammar; Bengt Stefan,12,4,QSEC Sverige AB|Trade House Group Sweden AB|Kommanditbolaget Awona G48:15|Norra Flygeln AB|Kommanditbolaget Awona H33:8|Kommanditbolaget Saxen|Kommanditbolag Awona T739:41|Awona AB|Awona B47:15 aktiebolag|Kornhammar Fastighetskonsult Aktiebolag|Tasteful Home & Garden Sweden AB|Kommanditbolaget Awona Fastighet 14
Formgivare Johannes Svartholm AB,5566738422,2,61,Svartholm; Johannes,1,3,Formgivare Johannes Svartholm AB
S & K i Borås AB,5591146153,2,39,Kinder; Ulf Bengt,9,4,S & K i Borås AB|S & K Kantelementet 2 AB|DK2 Sverige AB|Viared Knottet 22 AB|Viared Lusen 15 AB|Viared Spindeln 23 AB|Viared Tusenfotingen 24 AB|Viaredsstormen Fastighets AB|DK2 Viared Förvaltning AB
Olssons Schakt & Entreprenad AB,5591892533,2,51,Olsson; Erik Karl Martin,1,0,Olssons Schakt & Entreprenad AB
Strömbergs Rör & Svets AB,5566393368,2,52,Strömberg; Stig Per-Arne Eiron,2,1,Ideella föreningen Beeriums Kraftölskamrater med  företagsnamn Beeriums Kraftölskamrater|Strömbergs Rör & Svets AB
Allbygg Trestad AB,5590561782,2,34,Kahriman; Emin,1,0,Allbygg Trestad AB
Macosy AB,5565201265,2,50,Andersson; Bo Martin,1,8,Macosy AB
EAFS Bygg & Fågelsäkring AB,5568382617,2,39,Falk Asp; Henrik Peter,6,3,TSM Daglig Verksamhet AB|EAFS Bygg & Fågelsäkring AB|HK Industrifastigheter AB|FalkAsp Fastighets AB|Munkhuset AB|FalkAsp Holding AB
Sylvéns Schakt AB,5591112338,3,45,Sylvén; Kurt Tomas Daniel,4,9,Sylvéns Schakt AB|Intersafe Marine AB|KANVI Fastighet AB|Intersafe Aktiebolag
Sylvéns Schakt AB,5591112338,3,45,Sylvén; Anton Tomas,2,0,Sylvéns Schakt AB|Sylvéns Schakt
kastanj måleri i GBG AB,5591513097,2,34,Hasani; Albert,2,1,Vivas Måleri AB|kastanj måleri i GBG AB
OAT Gruppen AB,5563700300,5,55,Johansson; Lars-Magnus,7,7,OAT Måleri AB|OAT Utveckling AB|OAT Kök & Lack AB|OAT Gruppen AB|Sävens Camping Aktiebolag|Wättle Brygghus AB|MyNo AB
Göteborgs Svagströmsteknik AB,5591959605,3,31,Einmaa; Jonny Mattias,1,1,Göteborgs Svagströmsteknik AB
Göteborgs Svagströmsteknik AB,5591959605,3,31,Einmaa; Ulf Johan,1,2,Göteborgs Svagströmsteknik AB
N-center AB,5567331748,3,46,Åberg; Mats Conny,2,6,N-center AB|AB Skarpenbock
Leif Nilsson i Göteborg AB,5568347040,2,70,Nilsson; Leif Richard,14,51,Dunross & Co Aktiebolag|WALLBLOMGRUPPEN AB|S&E Stockholm Horse Week AB|Uddjaur Fastighets AB|Holtermansgatans Fastighets AB|Nålskäran Fastighets AB|Leif Nilsson i Göteborg AB|Dunross Research & Support AB|Landalagatan Fastighets AB|Ägir Invest Aktiebolag|Lilly & gänget AB|Alientum Kapital AB|Svarta Båden Fastigheter AB|Nya Ostindiska Kapital AB
WEST-NORDEN AB,5566631072,2,63,Johansson; Jan Åke Bertil,12,11,ELCENTER JK I BORÅS Aktiebolag|Elcenter JK i Göteborg Aktiebolag|WEST-NORDEN AB|Borås Elektriska AB|Järnvägslyan Fastighets AB|Freja 9 Borås AB|Elcenter i Borås Holding AB|Millie Service Kommanditbolag|Millie Fastigheter AB|Nittagläntan AB|Berg & Johansson Fastigheter AB|Kommanditbolaget KÅJ
Eirhem AB,5590257332,8,53,Olsson; Lars Håkan,1,0,Eirhem AB
Allfast Projektutveckling AB,5567784599,2,60,Munk; Rolf Magnus,8,20,Allfast Projektutveckling AB|Allfast förvaltning & entreprenad Aktiebolag|Önnered Fastighets AB|Ryet 4 Förvaltnings AB|Önneredsprojektet AB|Allfast Invest AB|Kommanditbolaget Prytzgatan 28-30|KOMMANDITBOLAGET BAAZGATAN 38; MÖLNDAL
BoCS Consulting AB,5590322821,4,48,Schoug; Bo Christer,1,20,BoCS Consulting AB
BoCS Consulting AB,5590322821,4,48,Schoug; Eva Karin Elisabet,1,0,BoCS Consulting AB
7h bygg AB,5569789539,2,34,Zegrova; Bahtie,1,0,7h bygg AB
Pamecon AB,5591670350,3,47,Merta; Pekka Veli,2,11,Bostadsrättsföreningen Ametisten nr 18|Pamecon AB
Pamecon AB,5591670350,3,47,Merta; Lis Ann-Marie,1,0,Pamecon AB
SUBITO CARDIO AB,5567705255,2,65,Dohnal; Michal,2,1,SUBITO CARDIO AB|SUBITO
ECO Supply Sweden AB,5569713430,2,52,Jansson; Bengt Erik,4,0,ECO Supply Sweden AB|Supply Decor Lighting Gbg AB|Eco World Wide Supply Holding AB
Svensk Vattenbehandling AB,5591723126,4,44,Stenfeldt; Mats Leno,1,4,Svensk Vattenbehandling AB
Bygghjulet AB,5569801581,2,54,Karlsson; Björn Lars-Henrik,12,14,Två Grävare AB|TAXUS AB|Labelle & Karlsson AB|Evon AB|Bygghjulet AB|Bryggan i Stenungsund AB|Alebacken Invest AB|Ekonomihjulet AB|Hamnen i Stenungsund AB|Uteby Invest AB|Valla Tjörn Consulting AB|Höviksbostäder Aktiebolag
Tobbes Elteknik i Väst AB,5569903205,2,32,Andersson; Jonny Tobias,2,1,AH Energy AB|Tobbes Elteknik i Väst AB
Golvet TVU AB,5592065063,3,60,Lyrbring; Anders Christer,5,8,Golvet Göteborg Aktiebolag|Oves Golv i Falkenberg AB|Golvet Varberg AB|Golvet TVU AB|Säljmax Individ & Resultatutveckling i Göteborg AB
SmartRent Edlander AB,5568471568,2,50,Edlander; Fredrik Roger,4,0,SmartRent Edlander AB|EB Solution Aktiebolag|Edlander Snickeriservice AB|Roger Edlander AB
Polstjärnans Pumpservice AB,5566320718,3,46,Larsson; Jörgen Robert,1,2,Polstjärnans Pumpservice AB
ARTHURSSONS BYGG&KAKEL SERVICE AB,5568327752,2,49,Arthursson; Pier Benny Jonas,1,4,ARTHURSSONS BYGG&KAKEL SERVICE AB
NeoSan Mark & Bygg AB,5591005664,2,39,Mukaca; Sanela,1,1,NeoSan Mark & Bygg AB
Byggkraft Trä & Betong i Väst AB,5590448204,3,40,Jansson; Hans Jimmy,3,1,Byggkraft Trä & Betong i Väst AB|Byggarna Marcus & Niklas i Ale AB|Albo Hyrmaskiner AB
Byggkraft Trä & Betong i Väst AB,5590448204,3,40,Hallberg; Eddie Marcus,3,5,Byggkraft Trä & Betong i Väst AB|Byggarna Marcus & Niklas i Ale AB|Albo Hyrmaskiner AB
Brevell Infrastructure Consulting AB,5590773544,2,55,Brevell; Hans Christer,1,2,Brevell Infrastructure Consulting AB
Erikssons Grävtjänst i Skaraborg AB,5591424378,2,49,Eriksson; Håkan Andreas,3,0,Ammizing Consulting AB|Erikssons Grävtjänst i Skaraborg AB|Klubbmakar'n i Väring
Erikssons Grävtjänst i Skaraborg AB,5591424378,2,49,Eriksson; Ann-Marie Elisabeth,2,0,Ammizing Consulting AB|Erikssons Grävtjänst i Skaraborg AB
R Holm EL AB,5565645701,2,65,Holm; Robert Edwin Jerry,1,2,R Holm EL AB
JenX AB,5569433823,2,34,Johansson; Hans Patrik,2,1,Specialistsjuksköterskor i Väst AB|JenX AB
M.BEMO Bygg AB,5591581805,2,43,Jonak; Beata,1,1,M.BEMO Bygg AB
Stora Höga Allbygg AB,5566987128,2,64,Johansson; Roger Gunnar,2,1,Bärby Fastigheter Handelsbolag|Stora Höga Allbygg AB
Johanneberg Entreprenad AB,5591702419,3,39,Telli; Rolf,2,5,Johanneberg Entreprenad AB|Johannebergs Anläggning
NS Schakt AB,5590939970,2,42,Skoglund; Niklas Bengt,2,3,NS Schakt AB|Niklas Skoglunds Schakt
SMByggservice Väst AB,5590069794,3,38,Haciyev; Musfiq,4,1,SMByggservice Väst AB|SM Byggtjänster AB|Milestone Real Estate & Construction AB|SM Team AB
dreambig holding AB,5569407389,2,50,Ask; Per Jonas,2,2,PrgSweden AB|dreambig holding AB
dreambig holding AB,5569407389,2,50,Stepanek; Roman,3,7,PrgSweden Stockholm AB|dreambig holding AB|PrgSweden AB
EuroContact Comfort Home AB,5560198169,2,81,Hemberg; Jan Gunnar August,2,14,Sol-& Seniorvillor Jan Hemberg|EuroContact Comfort Home AB
Conara AB,5567550636,2,59,Runsteen; Eric Sören,10,35,Conara AB|Ideella föreningen Gröna Städer med firma Gröna   Städer Marknad|Annette Runsteen Management AB|SeniorVärlden Drift AB|Lilla Dala AB|Fastighets AB Hedvigsborg|Conara Fastighetsprojekt AB|Conara Fastighetsutveckling AB|Conara Fastighetsutveckling Holding AB|Conara Projekt Ronneby 1 AB
Henrik Mattssons Åkeri Strömstad AB,5565819371,2,58,Mattsson; Lars Henrik,1,0,Henrik Mattssons Åkeri Strömstad AB
Valler Konsult AB,5568685993,2,48,Persson; Sten-Inge,1,1,Valler Konsult AB
Andreasson & Nilsson Akustiktjänst AB,5566471503,2,54,Andreasson; Peder Lennart,2,3,Andreasson & Nilsson Akustiktjänst AB|Andreasson & Nilsson Fastighetstjänst             Handelsbolag
Svenska Konstgräs Akademin AB,5569829202,2,38,Hedén; Lars Jan Mikael,6,12,Svenskt Konstgräs AB|Svenska Konstgräs Akademin AB|SK fastighet Borås AB|RASMUS INTERNATIONAL AB|Rawi AB|Norhed Förvaltning AB
Scandinavian Business Center i Alingsås AB,5568176332,2,74,Kemper; Mattheus Johannes,4,9,PAPSTAR Sverige AB|Scandinavian Business Center i Alingsås AB|Paper Bar Sverige AB|Paperland Sweden AB
Snabb-Schakt J.Hällström AB,5568557986,2,59,Hällström; Per Johan Gunnar,2,2,Norra Essunga Vatten och Avlopp ekonomisk förening|Snabb-Schakt J.Hällström AB
Trestads Schaktteknik AB,5590715909,3,34,Jacobsson; Karl Conny Timmie,2,1,Trestads Schaktteknik AB|Trestads Schaktteknik
Agrivind Aktiebolag,5562421387,12,58,Blomgren; Carl Johan Lennart,8,29,Erikstorp Utveckling AB|Erikstorp Energi Aktiebolag|Agrivind Aktiebolag|Kvänum Badene Vind AB|Skånings Åsaka Vind AB|Favonius AB|Långåvålen Vindkraft AB|Stockebäck Vind AB
Galaxie Windows AB,5567841290,2,69,Bädicker; Helge Torsten,1,14,Galaxie Windows AB
Blomstrands Entreprenad AB,5564001666,2,48,Blomstrand; Jonas Patrik Ingemar,5,2,Blomstrands Entreprenad AB|Skörstorps Vind AB|Padel Lundsbrunn AB|Göteneporten AB|Stockebäck Vind AB
Sjögren Projekt och Byggledning Aktiebolag,5563079218,3,74,Sjögren; Thomas Knut Sivert,10,7,Thomas Sjögren Byggnads Aktiebolag|Sjögus Stenungsundsfastigheter AB|Sjögren Projekt och Byggledning Aktiebolag|Lamela Fastighets AB|Sjögus Fastigheter AB|Sivert Sjögren Byggnads AB|Thomas Sjögrens Fastighets AB|Fastighets AB Stenugn 3:235|Stenungsund Kopper 2:xx AB|Stenkolsgatan 12 Fastighets AB
Bygg Hans i Ödeborg AB,5568702699,3,50,Olsson; Hans Mikael,1,1,Bygg Hans i Ödeborg AB
Mats Alfredsson Projektledning AB,5566945043,2,57,Alfredsson; Mats Anders,6,13,Havstens Fastighetsförvaltning Aktiebolag|BjörnAnnaMats! Projektstyrning AB|Mats Alfredsson Projektledning AB|Havstens Fastighetsutveckling AB|Hällrunan Holding AB|Bostadsrättsföreningen Kläpphyllan
Björklunds Bläster & Måleri AB,5568227135,2,54,Björklund; Hans Stefan,1,1,Björklunds Bläster & Måleri AB
Börjesson Entreprenad AB,5591304349,2,46,Börjesson; Emil Per,2,0,E.B.Sweden AB|Börjesson Entreprenad AB
Huskompetens i Göteborg AB,5590730239,2,57,Bolteus; Lars-Åke,3,7,Huskompetens i Göteborg AB|Åre-Svedje 1:331 ekonomisk förening|Vision Strategy Action i Göteborg AB
Huskompetens i Göteborg AB,5590730239,2,57,Krantz; Anna Jennie,1,18,Huskompetens i Göteborg AB
Västerlanda grävtjänst AB,5590176078,3,49,Laine; Berit Karla Pristed,1,1,Västerlanda grävtjänst AB
Västerlanda grävtjänst AB,5590176078,3,49,Laine; Petri Olavi Pristed,2,3,Västerlanda grävtjänst AB|PL Maskintjänst
JWH Klimatkyla AB,5590124771,2,45,Jenelin; Jan Vilhelm Hugo,4,1,JWH styr o ventilation Aktiebolag|JWH Klimatkyla AB|JWH Fastighetsförvaltning AB|JWH Sweden AB
KAS Elteknik AB,5569010639,2,45,Nilsson; Jon Andreas,2,2,Elsinus AB|KAS Elteknik AB
Bremholts Entreprenad AB,5590881891,3,51,Lundström; Mats Christian,12,7,Planeringsaktiebolaget S.E.S.|Magnusson Bygg i Viskafors AB|Ås Härads Service & Förvaltning AB|Bremholts Entreprenad AB|Bremholts Trade AB|MCL Invest AB|Foliemontörerna Väst AB|Ås Härads Holding AB|S. Magnusson Bygg Aktiebolag|Bremholts Holding AB|JC Fastighetsförmedling i Väst AB|Investmentbolaget Bremholt AB
Wästgöta Entreprenad AB,5569238495,2,41,Vlad; Tudor-Remus,1,1,Wästgöta Entreprenad AB
Stamfast AB,5567961908,2,47,Egnell; Nils Jörgen,2,4,Stamfast AB|Hinnovation AB
Måleritjänst i Kungälv AB,5569516676,3,62,Ericson; Thomas Göran,2,1,Måleritjänst i Kungälv AB|Rollsbo Måleri AB
Måleritjänst i Kungälv AB,5569516676,3,62,Ericson; Lars Anders,2,2,Rollsbo Måleri AB|Måleritjänst i Kungälv AB
Munkedals Måleri AB,5567460588,2,60,Karlsson; Bo Sven-Olof,2,8,Denella AB|Munkedals Måleri AB
Målerifronten i Väst AB,5568903610,2,35,Mari Ericsson; Anna Pernilla,2,3,VG Måleri AB|Målerifronten i Väst AB
Målerifronten i Väst AB,5568903610,2,35,Mari Ericsson; Sebastian,3,9,VG Måleri AB|Effektiv bygg i väst AB|Målerifronten i Väst AB
Radas Städ och Fönsterputs AB,5568635196,2,42,Kiprijanovski; Dalibor,1,4,Radas Städ och Fönsterputs AB
Nolgården Design AB,5564644556,3,45,Hermansson; Eva Anna Maria,1,3,Nolgården Design AB
Fagerfjälls Bygg & Plattsättning AB,5568204829,2,49,Silverfjäll; Joakim Karl Hjalmar,1,4,Fagerfjälls Bygg & Plattsättning AB
ESJ Konsult AB,5591646509,2,38,Josefsson; Susanne Renée,1,0,ESJ Konsult AB
ESJ Konsult AB,5591646509,2,38,Josefsson; Erik Gunnar Mattias,2,1,ESJ Konsult AB|JE Konsult I Väst
Gothia Elteknik AB,5590002613,2,39,Lindberg Blidevik; Markus Lars Erik,1,5,Gothia Elteknik AB
Gothia Elteknik AB,5590002613,2,39,Blidevik; Sofia Lovisa,1,2,Gothia Elteknik AB
M Zachrisson Bygg & Borådgivning AB,5569008021,2,58,Zachrisson; Dan Mikael,4,2,M Zachrisson Bygg & Borådgivning AB|Företagshuset Göteborg ek. för.|K.W.Z Förvaltning AB|M.Z Förvaltning Aktiebolag
Rodling Entreprenad AB,5591452213,3,44,Rodling; Björn Christer,2,4,Rodling Entreprenad Fastighet AB|Rodling Entreprenad AB
Borås Klimatteknik AB,5568805476,3,42,Fransson; Bengt Lars-Gunnar,3,1,Borås Klimatteknik AB|Energiproffs1|Svensk Nyttoteknik
E-LINE AB,5565377677,2,61,Wiktor; Mats Joel,6,7,Byggjobbarna i Götaland AB|E-LINE AB|GIN-WIC Handelsbolag|Pharmacyl AB|Mats Wicktor Förvaltning AB|Sanderheim Förvaltning AB
Skifferforum Vänersborg AB,5566013867,2,60,Johansson; Håkan Rickard Joseph,2,4,Skifferforum Vänersborg AB|Johansson Nordic AB
Poolservice i Väst AB,5591848089,2,53,Castell; Johan Erik,2,1,Poolservice i Väst AB|HSX Sverige AB
Plåtbröderna Aktiebolag,5561935494,2,58,Kristensson; Leif John Arne,19,38,K-Svets Förvaltnings Aktiebolag|Scandinavian Tank Storage AB|LEIAB Fönster AB|H-Fönstret i Lysekil Aktiebolag|Konstruktionssvets L.K. Aktiebolag|Korrosionsteknik L.K. Aktiebolag|Blue Mobile Systems AB|Metrum Sweden Aktiebolag|Ernst Strids Glasmästeri AB|L.K. Materialkontroll Aktiebolag|L.K. Isolerteknik Aktiebolag|Plåtbröderna Aktiebolag|K-Teknik Entreprenad AB|Stenungsunds Förvaltnings Aktiebolag|Stens Måleri Aktiebolag|SPS Smart Pipe Systems AB|Push & Win AB|K-Svets Storage AB|K-Svets Venture AB
AK-Centralen AB,5569408122,6,45,Gøttsch; Tom Edwin,1,1,AK-Centralen AB
INVOTECH AB,5590661038,3,46,Lantz; Kjell Anders Martin,1,0,INVOTECH AB
INVOTECH AB,5590661038,3,46,Einestedt; Lars Johan,1,1,INVOTECH AB
Floda Tele Aktiebolag,5564889961,3,64,Johansson; Rune Tomas,1,0,Floda Tele Aktiebolag
Dämningsverket AB,5591204911,3,46,Ölander Hjalmarsson; Henrik Sven A,2,5,Bostadsrättsföreningen Svärdfejaren|Dämningsverket AB
Saulius Bygg i Mark AB,5569727729,2,47,Joknys; Saulius,1,0,Saulius Bygg i Mark AB
Saulius Bygg i Mark AB,5569727729,2,47,Jokniené; Diana,1,0,Saulius Bygg i Mark AB
JHP-Kommunikation AB,5591150858,2,56,Hökerud; Stig Roger,2,1,JHP-Kommunikation AB|Byggnadsrenovering i Väst
Onsalagruppen Fastighetsutveckling AB,5567725394,2,52,Erdegard; Hans Thomas,9,6,Aktiebolaget Onsalavillan|Kungsbacka-hus Försäljnings AB|Erdegard Arkitekter AB|Hallands Entreprenad Aktiebolag|Onsalagruppen Fastighetsutveckling AB|Lavö Hamn Aktiebolag|E upphöjt till tre AB|Onsalavillan Hus Aktiebolag|Trescator AB
TELEBRÖDERNA LARMTEKNIK Aktiebolag,5563865442,3,65,Sandin; Nils Johan Gunnar,2,5,TELE BRÖDERNA HANDELSBOLAG|TELEBRÖDERNA LARMTEKNIK Aktiebolag
Lembits Entreprenad AB,5565955647,2,49,Laks; Lembit,4,5,Midroc Ställningar AB|Lembits Entreprenad AB|Fastighetsbolaget Gräskärrsvägen 2 AB
Thermodynamik 1 AB,5568838808,6,51,Karlström; Claes Erik,2,7,Sävedalens Värme & Kylservice AB|Thermodynamik 1 AB
Nya Åmåls Plåt Aktiebolag,5562574490,4,45,Fritzson; Johan Linus,5,3,Nya Stålia Hall AB|Nya Åmåls Plåt Aktiebolag|ÅMÅLS AUKTIONER AB|Elenco Fastigheter AB|Elenco Invest AB
Skaraborgs Byggtjänst AB,5590082094,2,36,Georgsson; Erik Gustaf Sebastian,2,4,Skaraborgs fast och hyr AB|Skaraborgs Byggtjänst AB
Stupra Entreprenad AB,5591913164,2,28,Silka; Krzysztof,1,0,Stupra Entreprenad AB
Stupra Entreprenad AB,5591913164,2,28,Jakielaszek; Paula,1,0,Stupra Entreprenad AB
E. Johanssons Byggnadsaktiebolag,5590977897,2,48,Johansson; Eva Kerstin,2,2,E. Johanssons Byggnadsaktiebolag|Gobeläng Verksta'n i Älvängen
RSI Vägunderhåll AB,5591502017,2,42,Inghammar; Sven Rasmus,3,1,KPR Mark & Justering AB|RSI Vägunderhåll AB|RSI Effekttjänst
OTP BYGG AB,5567787634,2,31,Malm; Johan Rickard,1,6,OTP BYGG AB
JFK Bygg & Fasadputs AB,5590925987,2,45,Falk; Jonas George,1,2,JFK Bygg & Fasadputs AB
Bertil Nilssons Elektriska Aktiebolag,5560609504,2,67,Dahllöv; Anton Johannes,1,1,Bertil Nilssons Elektriska Aktiebolag
Essenholm & Nagy BYGG AB,5591162820,3,44,Nagy; Peter Reidar,1,0,Essenholm & Nagy BYGG AB
Essenholm & Nagy BYGG AB,5591162820,3,44,Essenholm; Carl Fredrik,1,2,Essenholm & Nagy BYGG AB
RC Construction AB,5592022700,2,49,Carlsson; Carl Rickard,3,3,RC Construction AB|R C Construction|Rickard Carlsson Bil & Plåt
Fluicell AB,5568893282,5,49,Viannay; Victoire Maria Francoise,1,0,Fluicell AB
Gert Petersson Transport Aktiebolag,5563518199,2,55,Petersson; Gert Arne Örjan,1,2,Gert Petersson Transport Aktiebolag
Amhults Elektriska AB,5569412454,3,52,Olofsson; Mikael Olof,1,0,Amhults Elektriska AB
Projektutsikter i West AB,5591689731,3,45,Dahlstrand; Karl Jonas,1,1,Projektutsikter i West AB
Svenska Hantverk AB,5591331094,3,42,Johansson; Mats Anton,1,1,Svenska Hantverk AB
Work Unit AB,5567569941,2,38,Lind; Johan Bertil,1,4,Work Unit AB
Savera Invest AB,5590089594,3,43,Öster; Maria Ann-Kristine,9,10,BOÖ-Bolagen Aktiebolag|Savera Invest AB|Förvaltnings Aktiebolaget Vasagatan 22|Fastighets Aktiebolaget Kristinehöjdsgatan 6|Waba Fabriks Aktiebolag|Fastighets Aktiebolaget Eldaregatan 1|Aktiebolaget Varos Ltd|Fastighets Aktiebolaget Fyrverkaregatan 4|Fastighetsaktiebolaget Västra Gatan 29
K.M.P.R. byggservice AB,5569236044,3,42,Mikalavicius; Evaldas,1,0,K.M.P.R. byggservice AB
