company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
WWG produktion AB,5567593321,3,52,Wilhelmsson; Stig Göran,1,4,WWG produktion AB
WWG produktion AB,5567593321,3,52,Wilhelmsson; Anders Göran,1,4,WWG produktion AB
Engebjär Group AB,5592001621,2,54,Engebjär; Niklas Sten Gustav,2,2,Engebjär Group AB|Bostadsrättsföreningen Stäkets Park
Färingsö Plattsättning AB,5590273578,2,46,Iggström; Christian Anders,1,1,Färingsö Plattsättning AB
C Bäckström Konsult AB,5569727448,2,65,Bäckström; Claes Roland Werner,1,2,C Bäckström Konsult AB
Elles Konsult och Entreprenad AB,5569008914,2,53,Strand; Lennart Folke,1,2,Elles Konsult och Entreprenad AB
Hagerfors invest och finans AB,5590680251,2,46,Hagerfors; Johan Sumith Priyanga,8,10,Min Byggare i Sverige AB|Hagerfors invest och finans AB|Min Infrakonsult J AB|ROI4Ever AB|Vindfallet Consulting AB|SWE fastighetsanalys AB|GT Journey Aktiebolag|AB Active Project Management Nordic
Northern lights entreprenad AB,5590162870,2,41,Blomqvist; James Mikael,1,0,Northern lights entreprenad AB
Windborne International Aktiebolag,5564196615,3,68,Windborne-Brown; Robert George,4,9,Windborne International Aktiebolag|Converging Technologies AB|WINDFORSS ENERGY AB|Bostadsrättsföreningen Musketören 12
Skageberget AB,5569596967,2,33,Rämsell; Lars Olof,30,9,Fastighets AB Vårholmen|Fastighets AB Vaccinhuset|LANDIA AB|Högdalshus AB|Tunadotter AB|Fastighets AB Nyköping Rosen|Fastighets AB Örbyhuset|Fastighets AB Vårhuset|Skageberget AB|Fastighets AB Tyresöhöjden|Fastighets AB Care|Fastighets AB Högvattnet|Fastighets AB Ateljéhuset|Fastighets AB Nyköping Rosen 2|Fastighets AB Hantishuset|Fastighets AB Omsorgshagen|Fastighets AB Villahuset|Bostadsrättsföreningen Vildsvinet 18|Hammanet AB|Fastighets AB Knivstaslottet|Fastighets AB Landiahuset|Fastighets AB Konkret|Fastighets AB Södervakten|Fastoil AB|Fastighets AB Spångahusen|Fastighets AB Royalhuset|Fastighets AB Nödestahuset|Fastighets AB Skyltplatsen|Akallaborg i Stockholm AB|Fastighets AB Byholmen
Metonik Aktiebolag,5562428184,3,63,Eriksson; Bengt Yngve,4,2,Metonik Aktiebolag|Metonik VVS AB|Eriksson 4&1 Åkerstorp Kommanditbolag
Perpetuellen Aktiebolag,5561777581,3,69,Cosmo; Mikael Oscar,4,7,Värme Ventilation & Kyla i Stockholm AB|Perpetuellen Aktiebolag|Elco Fastighets Aktiebolag|Bostadsrättsföreningen Röhäll
Holmfast Projekt AB,5569795189,2,37,Holm; Lars Herman,12,4,Holmfast Byggtjänst AB|Holmfast Fastighetsförvaltnings AB|BOKEN 1 AB|Holmfast Projekt AB|Herman Holm AB|Taberg 5 AB|Stortorpsängen AB|Holmfast Elektriska AB|Holmfast Holding AB|Lars Holm Fastighetsförvaltnings Aktiebolag|HUKA Holding AB|LAHOL AB
Greiff Pump o Spray AB,5569977746,2,67,Ryrstam; Hans Gunnar,3,5,Greiff Pump o Spray AB|Handelsbolaget Connector 09 Maskiner och Verktyg|Hans Ryrstam Holding AB
Byggkonsult Jan Henriksson AB,5592144132,2,60,Henriksson; Jan Olof,1,0,Byggkonsult Jan Henriksson AB
Byggkonsult Jan Henriksson AB,5592144132,2,60,Henriksson; Ann-Marie,1,0,Byggkonsult Jan Henriksson AB
Framfast Sverige AB,5568515000,2,39,Stehlin; Johan Robin Sebastian,33,36,Framfast Sverige AB|Framskrovet AB|Framdurken AB|Hemkomsten 2 AB|Mälardalen Mark och Miljö AB|Framfastgruppen AB|Bostadsrättsföreningen Gullbrändan Skilodge|Bostadsrättsföreningen Ängshagens allé|Bostadsrättsföreningen Pollux|The white pouch company AB|Hemkomsten 1 AB|Framfast Hyresförvaltning AB|Framfast Ludvika 5:53 Förvaltning AB|Bostadsrättsföreningen Kungsberget Ski Apartments|Framfast Projektutveckling AB|Framfast Innovation AB|Bostadsrättsföreningen Säljan Strand 1|Bostadsrättsföreningen Gustafsallén|Framtee i Stockholm AB|Framläget 1 AB|Frambriggen AB|Hemkomsten 3 AB|Framfören AB|Paymate AB|Framspinnakern AB|Framhyllan AB|Bostadsrättsföreningen Bresshammaren 2|Frambacken AB|Framfyren AB|Bostadsrättsföreningen Klipperskogen|Bostadsrättsföreningen Kungsberget Ski Apartments 2|Bostadsrättsföreningen Säljan Strand 2|Framflädern AB
Property Broker Stockholm AB,5590622493,3,52,Borg; Sophie Helena,3,6,Property Broker Stockholm AB|Gyllene Triangeln AB|Fastighetsmäklarna Stockholm Holding AB
Eazzy Display & POS AB,5560898701,3,48,Ahlers; Robert Ralf,1,0,Eazzy Display & POS AB
Stefan Öbergs Byggservice AB,5566857099,2,64,Öberg; Karl Stefan,1,1,Stefan Öbergs Byggservice AB
EstHus AB,5591622930,3,46,Paabut; Janek,1,5,EstHus AB
