company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Tönnersa Bygg & Smide AB,5569757353,4,40,Valentin; Søren,1,0,Tönnersa Bygg & Smide AB
Tönnersa Bygg & Smide AB,5569757353,4,40,Reimertz; Patrik Andreas,1,0,Tönnersa Bygg & Smide AB
Projekt Koordinering Gunnemar Olsson              Aktiebolag,5563859205,2,54,Olsson; Bo Gunnemar,1,1,Projekt Koordinering Gunnemar Olsson              Aktiebolag
CUSTOMADE AB,5565789368,2,45,Freiman; Joann Fredrik,1,5,CUSTOMADE AB
Sandsjö Bygg AB,5568625924,2,49,Olsson; Anders Christoffer Mike,1,1,Sandsjö Bygg AB
Gaffel Entreprenad AB,5568986656,2,40,Magården; Lars Magnus,1,1,Gaffel Entreprenad AB
Byggnadsfirman Anders Nodin AB,5567355143,2,36,Nodin; Per Anders,1,1,Byggnadsfirman Anders Nodin AB
KML-ELTEKNIK AB,5591787915,2,42,Modée; Kristofer Lars Åke,1,0,KML-ELTEKNIK AB
Henning R Aktiebolag,5568631930,3,56,Johansson; Maria Linnéa,1,2,Henning R Aktiebolag
Armeco AB,5568493265,2,51,Kraft; Mats Gunnar,2,4,Logen XIV Pollux Fastigheter i Halmstad -         ekonomisk förening|Armeco AB
Joel Samuelsson AB,5591102446,4,40,Samuelsson; Joel Börje Oscar,2,0,Torngren Samuelsson AB|Joel Samuelsson AB
Fastighets AB Sankta Gertrud,5561631564,2,59,Josefsson; Gunilla Iréne,3,4,Fastighets AB Sankta Gertrud|Kareby Konsult AB|Aktiebolaget Kungälvs Ventilation
Magnus Axelsson Konsult AB,5569957664,2,62,Axelsson; Inga Hulda Marianne,1,0,Magnus Axelsson Konsult AB
Magnus Axelsson Konsult AB,5569957664,2,62,Axelsson; Magnus,2,6,Magnus Axelsson Konsult AB|Allfixaren Magnus Axelsson
Architect N Hero AB,5569475543,3,51,Widestam; Charlotte Helene,1,1,Architect N Hero AB
Bärighetsbyrån AB,5590198163,2,41,Holm; Jonas Axel,3,1,Mhol AB|Axiom Holding AB|Bärighetsbyrån AB
Johans Schakt och Transport i Halmstad AB,5565180675,2,56,Linderborg; Lars Johan,3,5,Fastighetsbolaget 18Fyllinge1 AB|Buzzi Group AB|Johans Schakt och Transport i Halmstad AB
Fredriks Byggnadsfirma Onsala AB,5568414824,2,46,Jakobsson; Olof Fredrik,1,1,Fredriks Byggnadsfirma Onsala AB
Byggpampen AB,5568389190,2,59,Lindahl; Ulf,1,0,Byggpampen AB
Florén & Olsson Konsult AB,5569358608,2,61,Florén Olsson; Anna Carolina,1,1,Florén & Olsson Konsult AB
BS Förvaltning AB,5566911573,4,55,Skanselid; Bo Fredrik,7,12,Globen i Svenljunga Aktiebolag|Hot Screen Aktiebolag|Gunnesgårds Förvaltning AB|BS Förvaltning AB|BS Ventilation i Göteborg Aktiebolag|Screen Capital AB|Globen i Svenljunga Holding AB
Onehemisphere AB,5567133813,2,46,Dunster; Tania Ngaere,2,1,Euro Canna AB|Onehemisphere AB
Anoria AB,5568752801,2,56,Soovik; Helen Margareta,4,11,Anoria AB|CPMD AB|NDC Kungsbacka ekonomisk förening
Kustens Bygg i Allarp AB,5590657150,2,30,Kyttä; Jack Ola Fredrik,1,0,Kustens Bygg i Allarp AB
Gary Forsbergs El AB,5568721210,2,52,Forsberg; Gary Roger,1,1,Gary Forsbergs El AB
K&R Creative Group AB,5591672083,2,44,Sjösvärd; Rolf Erik Gregor,2,5,K&R Creative Group AB|Tabula Rasa Holding AB
Render Vision Europe AB,5567626154,3,58,Brodendal; Joakim Lars Thomas,3,8,Joakim Brodendal EF|Render Vision Europe AB|Ekofarmen Sverige AB
CA Plåt AB,5568689359,2,46,Andersson; Christian Micael Rolf,1,2,CA Plåt AB
Art Work Måleri AB,5569335432,2,49,Dahl; Kenny Christer,1,1,Art Work Måleri AB
m2 Construction AB,5567960850,2,46,Niklasson; Hans-Ove Kristoffer,1,2,m2 Construction AB
Martin Segerdahls AB,5591703268,2,59,Segerdahl; Erik Allan Martin,1,0,Martin Segerdahls AB
KS Tillberg AB,5569603003,3,40,Tillberg; Sofia Anna Christina,1,0,KS Tillberg AB
KS Tillberg AB,5569603003,3,40,Tillberg; Karl William,2,1,Tillberg Solutions AB|KS Tillberg AB
Arcotify Bostadslyftet AB,5591597058,2,51,Heydari; Leila,1,0,Arcotify Bostadslyftet AB
Easy Entreprenad i Sverige AB,5590635131,2,42,Bengtsson; Karl Arne Andreas,8,3,Marktec Sweden AB|Blixtorps Golf AB|Easy Entreprenad i Sverige AB|U&A Bengtsson Holding AB|Blixtorps Golfbana|KA Bengtsson Holding AB|Blixtorps Förvaltning AB|U Bengtsson Holding AB
Palmeblads Grafiska AB,5569548216,2,62,Andersson Jakobsson; Cathrin Marie,1,2,Palmeblads Grafiska AB
Engmans Trädgårdsservice AB,5569125791,3,51,Engman; Claes Åke,1,1,Engmans Trädgårdsservice AB
Engmans Trädgårdsservice AB,5569125791,3,51,Åkesson; Malin Theresé,1,1,Engmans Trädgårdsservice AB
Pelican5024 AB,5565205688,4,53,Persson; Alicja Laura,3,0,AB Dahlin & Persson|Hotell Vesterhavet AB|Pelican5024 AB
Nibor bygg&måleri AB,5591277339,2,41,Blixt; John Robin,1,2,Nibor bygg&måleri AB
VillaSnickarn I Väst AB,5591169981,2,42,Wikner Sundborg; Erik Rune Johannes,1,0,VillaSnickarn I Väst AB
D3M Måleri AB,5569356339,2,49,Martinsson; Göran Denny,1,3,D3M Måleri AB
Stråvalla El och Fastighetsservice AB,5569454647,2,62,Davidsson; Mats Ralph,1,1,Stråvalla El och Fastighetsservice AB
Formsson AB,5566968722,2,59,Basander André; Elin Teresia,1,6,Formsson AB
HG35 Montage Aktiebolag,5590849377,2,53,Thörning; Dan Peter,1,0,HG35 Montage Aktiebolag
KAMOKO AB,5569084816,2,51,Sköldengen; Sven Carl Henrik,3,1,KUST of Sweden AB|KAMOKO AB|S-70 Design
KAMOKO AB,5569084816,2,51,Sköldengen; Karin Heléne,2,5,KUST of Sweden AB|KAMOKO AB
T. Lundells i Järfälla AB,5565115937,2,52,Lundell; Per Tomas,1,2,T. Lundells i Järfälla AB
Uppsatt Montage & Teknik i Väst AB,5591009625,2,46,Franzén; Douglas,1,4,Uppsatt Montage & Teknik i Väst AB
Kalkan Group AB,5569310328,2,39,Kalkan; Selim,3,6,SDS Bygg & Kakel AB|Kalkan Group AB|TORCTECH AB
flower deluxe i Sverige AB,5567067441,2,54,Haraldsson; Anna Madeleine,2,2,Flower Concept Sweden AB|flower deluxe i Sverige AB
Kungsbacka Arkitektkontor Aktiebolag,5560656653,2,73,Palmqvist; Bo Ingvar,2,0,Kungsbacka Arkitektkontor Aktiebolag|Palmqvist Hus & Kultur
Appjob Bygg & Montage AB,5564663580,2,68,Högberg; Anders Göran,5,13,Klaras Goda Presenter AB|MezzoGruppen Expo & Event AB|Ahpa Expo Möbler AB|Appjob Bygg & Montage AB|Art Interiör & Inredning i Sverige AB
Dagnex Montage AB,5591430797,2,30,Kristensen; Kjell Viktor Johan K,3,0,Kaagaard Cranes AB|Dagnex Montage AB|Kaagaard Industri AB
Malin Magnusson Media AB,5569335358,2,50,Magnusson; Anita Malin Teresa,1,1,Malin Magnusson Media AB
Mellbystrand Måleri AB,5591173082,2,39,Öberg; Christopher Robin,1,4,Mellbystrand Måleri AB
MS By Sweden AB,5568546690,3,60,Augustsson; Per Gunnar,4,24,MS By Sweden AB|MetalShake by Sweden AB|Prima Holding Sverige AB|Bostadsrättsföreningen Falsterbovägen 82
Cogitare AB,5590926712,2,76,Ericsson; Yvonne Marta Cecilia,2,1,Cogitare AB|Handelsbolaget KLAJON
Klok Arkitektur AB,5568113012,3,51,Kindell; Jenny Pernilla,5,6,Klok Arkitektur AB|Kullsviks vänner AB|Skalviks vänner AB|Varvet AB|Kommanditbolag Rösakulla
Pihl Kakel & Bygg AB,5569441990,3,48,Pihl; Mikael Karl Oskar,1,1,Pihl Kakel & Bygg AB
Kontrollansvarig i Halmstad AB,5568833114,6,44,Bengtsson; Jan Michael,3,5,VTT Digital AB|TG Creative AB|Kontrollansvarig i Halmstad AB
Kontrollansvarig i Halmstad AB,5568833114,6,44,Gabrielsson; Ingrid Louise,1,0,Kontrollansvarig i Halmstad AB
Trönninge Byggnads Aktiebolag,5561083972,2,65,Klingström; Peter,1,1,Trönninge Byggnads Aktiebolag
RJ Byggkonsult AB,5590636261,2,60,Johnsson; Rolf Arne,2,1,RJ Byggkonsult AB|DiAvEx Medical Consulting AB
Christer Nimmå Mediahalland AB,5591444939,2,59,Nimmå; Paul Christer Lennart,1,8,Christer Nimmå Mediahalland AB
AB BORREN I KULLAVIK,5590455613,4,45,Olsson; Ulf Lennart,1,1,AB BORREN I KULLAVIK
Transformer L H Wästfelt Aktiebolag,5564575339,3,58,Wästfelt; Hans Sture,1,5,Transformer L H Wästfelt Aktiebolag
Shk Media AB,5568506892,3,62,Berglund Dagborn; Sven Lennart,2,2,AW Hamn AB|Shk Media AB
Ullareds El AB,5564920071,2,49,Andersson; Anders Erik Bruno,4,1,El-Anderson i Vessigebro Aktiebolag|Alfshögs Förvaltnings Aktiebolag|Pensionat Ekholmen AB|Ullareds El AB
Mediateknik Installation i Varberg AB,5566726229,5,58,Karlsson; Kjell-Åke,3,0,Capability AB|Mediateknik i Varberg AB|Mediateknik Installation i Varberg AB
NetFix Sweden AB,5591333942,2,32,Purkovic; Jasenko,1,2,NetFix Sweden AB
Risbergs Ingenjörsbyrå Aktiebolag,5560724816,2,54,Olbers; Sven,1,3,Risbergs Ingenjörsbyrå Aktiebolag
Atinek security AB,5590302435,4,38,Magelius; Frans Petter Magnus,1,1,Atinek security AB
Profixum AB,5592296155,2,28,Nuha; Burhan,3,2,Profixum AB|Profixum Marknad|Profixum
Paula Pantolin AB,5590093935,2,52,Pantolin; Paula Helena,1,2,Paula Pantolin AB
Ecozon Aktiebolag,5563566222,2,74,Carlsson; Dan Mats Krister,3,6,Bostadsrättsförening Nedregården 1|Ecozon Aktiebolag|M Carlsson Förvaltning i Varberg AB
Svalab AB,5569043127,2,52,Svala; Anna Marita,2,0,MODESTY Concept AB|Svalab AB
Anders Petersson Consulting AB,5567369102,4,61,Petersson; Anders Peter,3,8,Geotechnica Maskin Göteborg AB|Geotechnica Holding Göteborg AB|Anders Petersson Consulting AB
Tjänster av Sjöbloms AB,5591991772,2,58,Sjöblom; Mats Jonas Vincent,1,2,Tjänster av Sjöbloms AB
Tjänster av Sjöbloms AB,5591991772,2,58,Sjöblom; Ulla Monica Susanne,1,1,Tjänster av Sjöbloms AB
Unfold West AB,5591150460,4,48,Näslund; Sven Anders,2,4,Unfold West AB|ByggService Näslund AB
PL20 Design AB,5567358964,2,48,Lindau; John Peter,1,1,PL20 Design AB
SeMa Bengtsson AB,5592094949,4,41,Bengtsson; Mikael Seth Kennet,3,1,SeMa Bengtsson AB|Cattegatt Consult Installation AB|Västkustens Energi och Miljö
SeMa Bengtsson AB,5592094949,4,41,Bengtsson; Joanna Magdalena,2,0,SeMa Bengtsson AB|Västkusten Energi & Miljö AB
Bengt Hellberg Väröbacka Aktiebolag,5561838318,2,48,Hellberg; Erik Jonas,12,4,Pålsonplåt AB|Tornlyckan Förvaltnings AB|Västerhavsgym AB|Bua Industrifastigheter AB|Driftkontroll i Göteborg AB|Bengt Hellberg Väröbacka Aktiebolag|Bua Hamn Fastigheter AB|Navitas Energi & Klimat AB|Buabo Ekonomisk förening|BoHåkan AB|Ove Sundberg AB|Grotesko AB
The Lazy Tailor AB,5590572060,2,40,Nilsson; Maria Karolina,3,4,Bostadsrättsföreningen Stenfalken i Falkenberg|The Lazy Tailor AB|The Lazy Tailor
Ekstrands Gräv och Lyft i Halmstad AB,5568042427,2,58,Ekstrand; Kent Ove Ingvar,2,1,Strandskatorna i Halland AB|Ekstrands Gräv och Lyft i Halmstad AB
Kilkis Communication AB,5565970760,2,66,Holmberg; Hans Roger Ingemar,2,5,Bulls Graphics Aktiebolag|Kilkis Communication AB
Villa Consult i Kungsbacka AB,5591405617,2,66,Petersson; Carl-Gustav Ragnar,1,1,Villa Consult i Kungsbacka AB
Lassagårds Entreprenad AB,5567209027,2,70,Andersson; Ulf Oskar Konrad,6,16,Bjärefågel i Torekow AB|Lassagård Aktiebolag|GourméProdukter Syd AB|Lassagårds Entreprenad AB|Joy for run Handelsbolag|Swedish Premium Products AB
Daniel Eggertsen AB,5569392722,3,48,Eggertsen; Daniel Nils Eggert,1,1,Daniel Eggertsen AB
Nordic IoT Networks AB,5591553879,6,51,Lindgren; Per Henrik Bertil,4,4,TalkPool AB|Asset Pool AB|Nordic IoT Networks AB|Talkpool IoT Services AB
Brand och Säkerhetskonsult i Syd AB,5568052749,2,63,Gustafsson; Klaus Lennart,1,3,Brand och Säkerhetskonsult i Syd AB
HåJo Bygg AB,5591980965,4,40,Johansson; Håkan Lennart,1,1,HåJo Bygg AB
Halmstad Home Care AB,5590965918,2,50,Lund; Dennis Torsten Thomas,1,6,Halmstad Home Care AB
Dan Gustafsson Fuktkonsult Aktiebolag,5564753357,2,69,Gustafsson; Dan Göran,2,2,DD Company AB|Dan Gustafsson Fuktkonsult Aktiebolag
Bygglovshandlingar Sverige AB,5590264494,4,52,Brisme; Per Stefan,1,0,Bygglovshandlingar Sverige AB
Bygglovshandlingar Sverige AB,5590264494,4,52,Brisme; Alice Ingegerd Helen,1,1,Bygglovshandlingar Sverige AB
ELPEK AB,5592129281,2,45,Kärkkäinen; Petri Mikael,1,2,ELPEK AB
UB Willerstrand AB,5566087309,2,52,Willerstrand; Ulf Bertil,6,9,DAVIDS Radio & TV i Varberg AB|Ljus & Projektstyrning Svenska AB|JL Willerstrand AB|Vielva AB|UB Willerstrand AB|Bostadsrättsföreningen Södra Porten
Himledalens Entreprenad AB,5568770175,2,51,Johbarn; Nils Gunne Dennis,3,3,Aktiebolaget Täckdikningar|Himledalens Entreprenad AB|Johbarns Grävservice
ETP-konsult AB,5568261167,2,70,Palm; Jan Tommy,1,3,ETP-konsult AB
Energi och Värmepumpsmannen AB,5566717228,2,48,Kallies; Michael,2,6,Värmekällan Väst AB|Energi och Värmepumpsmannen AB
Kreationsfabriken AB,5569024432,2,54,Versén; Andréas Samuel,1,4,Kreationsfabriken AB
Kreationsfabriken AB,5569024432,2,54,Rinter; Charlotte Amelie,1,1,Kreationsfabriken AB
Täljstenen Förvaltning i Varberg AB,5566493028,2,50,Carlsson; Gustaf Daniel,2,3,Daniels Måleri i Varberg AB|Täljstenen Förvaltning i Varberg AB
S. Möllerström Väg- & Markkonsult AB,5565225033,2,77,Hyllsjö; Börje Sivert,1,0,S. Möllerström Väg- & Markkonsult AB
Double Happiness Consulting AB,5566311873,2,44,Larsson; Nils Jesper Fredrik,1,2,Double Happiness Consulting AB
Nils A Byggkonsult AB,5590733779,2,43,Andersson; Nils Bo Erik,2,2,Osaler AB|Nils A Byggkonsult AB
Asige Optio AB,5569833121,4,58,Adler; Anna Beatrice,1,0,Asige Optio AB
Norrdal Group AB,5569524407,3,55,Karlsson; Ann Lovisa Emilia,1,1,Norrdal Group AB
Norrdal Group AB,5569524407,3,55,Karlsson; Karl Henrik Mattias,1,0,Norrdal Group AB
Nöjd Byggservice AB,5569292419,3,49,Nöjd; Lars David,1,0,Nöjd Byggservice AB
Nöjd Byggservice AB,5569292419,3,49,Nöjd; Helena Irene,2,13,Nöjd Byggservice AB|BeC; Berg & Co AB
MBR Halmstad AB,5591952659,2,38,Ramadan; Saad,2,0,RS24 AB|MBR Halmstad AB
BerraCon Projekt AB,5565567525,2,77,Eriksson; Sven Gunnar,3,4,Tallhöjdens Hotell & restaurant AB|BerraCon Projekt AB|SGE Transport Adviser Handelsbolag
ECT Power AB,5569787780,4,66,Bergland; Jan Harald,4,13,X2 Nordic AB|ECT Power AB|Be Bright Development AB|Hydroc Energy Storage AB
Connect Grafisk Produktion i Gullbrandstorp AB,5566611975,2,53,Johansson; Mats Anders,2,12,Print One AB|Connect Grafisk Produktion i Gullbrandstorp AB
Movingtime Kungsbacka AB,5590408224,2,41,Fransen; Theodorus A J M,1,0,Movingtime Kungsbacka AB
Movingtime Kungsbacka AB,5590408224,2,41,Hultin; Pierre Mikael,1,1,Movingtime Kungsbacka AB
Byggnadsfirma Ljung & Ekdahl Aktiebolag,5560668054,2,22,Ekdahl; Nils Peter Anders,9,19,Ekdahl's family group; Economi and Finance AB|Byggnadsfirma Ljung & Ekdahl Aktiebolag|P & C's cafe och restaurang kommanditbolag|Gullborgs revision och redovisningsbyrå AB|SORL Management kommanditbolag|SORL investment kommanditbolag|Aktiebolaget Commercial B-2-B|Inkassojouren i Sverige AB|Golv & trapp i Sverige
Bäck Service & Underhåll AB,5568560568,3,50,Bäck; Pierre Morgan,10,4,Professional wireless Sverige AB|Freezing Fiber AB|Marktec Sweden AB|Kommanditbolag Bäckhuset|Trefas consulting Sverige AB|Bäckhuset AB|Bäck Service & Underhåll AB|Bäck Entreprenad AB|Bäck Holding AB|M Bäck Fastighetsförvaltning AB
Tallhöjdens Bygg & Förvaltning AB,5591043384,3,49,Anstrén; Johan Curt Vilhelm,5,2,Kullaviksveterinären AB|Binas & Kungsbackaveterinären AB|Vethur Aktiebolag|Tallhöjdens Bygg & Förvaltning AB|BINAS webshop AB
Linda Fridholm AB,5568531106,3,50,Fridholm; Jessica Linda Marie,3,4,Fridholm & partners AB|Linda Fridholm AB|Substans AB
Falkenbergs Bostad Parkering AB,5591336689,4,61,Kylin; Sven Christian,13,6,Falkenbergs Bostadsaktiebolag|Birger E1 AB|Skolfastigheter i Varberg AB|Ventilo Boat AB|Maleryd Holding AB|Falkenberg Bostad Utvecklings AB|M1 Paint AB|Birger P AB|Birger E2 AB|Kylin Holding AB|Falkenbergs Bostad Parkering AB|Birger Invest AB|Ventilo Aktiebolag
