company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Stefan Davidssons bygg; gräv och hyrtjänst AB,5566589841,2,55,Johansson; Gun Christina,1,5,Stefan Davidssons bygg; gräv och hyrtjänst AB
Stefan Davidssons bygg; gräv och hyrtjänst AB,5566589841,2,55,Davidsson; Ida Christina,1,2,Stefan Davidssons bygg; gräv och hyrtjänst AB
Knarreviks Bygg AB,5569221053,2,39,Karlsson; Johan Marcus,2,0,Knarreviks Bygg AB|Knarreviks Bygg
Piaplatina AB,5569328312,3,48,Romberg; Pia Elisabeth,2,2,Piaplatina AB|RobAut AB
Enestig Design och Konsult AB,5567853451,2,66,Enestig; Lars-Eric Hjalmar,1,2,Enestig Design och Konsult AB
Steneby Schakt Aktiebolag,5561811919,8,56,Johansson; Jan Magnus,6,1,Västfrakt ek. för.|Edshus Aktiebolag|Johanssons Traktor & Maskin i Ed AB|Höknet Ekonomisk förening|Steneby Schakt Aktiebolag|Johanssons Traktor o Maskin Handelsbolag
Nordic Måleri i Göteborg AB,5569675407,2,47,Haddou; Simon,1,0,Nordic Måleri i Göteborg AB
Heljeröd Exploatering AB,5566595178,3,57,Magnusson; Seth Christer,52,83,Svenska Vedos AB|Integration & Control Scandinavia AB|Samhällsinvesteringar i Tanum AB|1951 Hotel Lysekil AB|Fastighetsaktiebolaget Getängen 22|Västregionens Parkerings AB|Rondellvallmon i Vänersborg AB|Opalparken Förvaltning AB|Kämpersviks Hamn AB|Anset AB|Targus Holding AB|Rang 6 Fastighets AB|Valetorps Fastighets AB|Strana Hällevik AB|Uddesund Fastighets AB|Uddesten Fastighets AB|Vale Driv in AB|Torpa Fastighets AB|Lysefärja Fastighets AB|Strana Marina AB|Strana Utveckling AB|Gården Kämpersvik AB|Aktiebolaget Lunneplan|Strana Uthyrning AB|Skredfors Fastighets AB|Säckebäck AB|Morlanda Bro AB|Viksholmen Invest AB|Heljeröd Exploatering AB|Smedberget AB|Snackaren AB|Bergsspiran AB|Targus Förvaltnings AB|Tibblen AB|Eggen 2 Holmängen i Vänersborg Ekonomisk förening|Bostadsrättsföreningen Kilgatans Företagscenter|Cayenne i Vänersborg AB|Trestad Invest AB|MC Förvaltning AB|Chriseli Fastighets AB|Orust Varekil 1:199 Ekonomisk förening|Bostadsrättsföreningen Hällevik Solsidan|Bostadsrättsföreningen Hällevik Lagunen|Posthulan AB|BOCO Plusboenden AB|Bromor AB|Företagsparken bra läget AB|Kommanditbolaget Kössö|Spaltar AB|KYG26 AB|Sunds Herrgård AB|Björkhöjden Bostads AB
Byggexpert i Alingsås AB,5591969794,2,51,Andreev; Andrej,2,1,Byggexpert i Alingsås AB|Cimer Passivhus Handelsbolag
WAXBERG ARKITEKTKONTOR AB,5568912561,3,64,Waxberg; Claes Göran,1,3,WAXBERG ARKITEKTKONTOR AB
Anna Backlund AB,5569787236,3,54,Backlund; Anna Kristina,1,1,Anna Backlund AB
Jiem i Väst AB,5564035383,3,63,Milke; Jan Lars-Olof,2,2,Jiem i Väst AB|Bostadsrättsföreningen Tallbacken
Lilla Anrås Gård AB,5567117634,3,76,Baur; Claes Göran,9,4,Almösunds Fastighet & Marina AB|Fastighets Aktiebolaget Victorhuset|GÖTEBORGS GODSBEFORDRAN KOMMANDITBOLAG|Göteborgs is Aktiebolag|Bostadsrättsföreningen Smögenmagasinet 1|Lilla Anrås Gård AB|Göteborgs Godsbefordran Aktiebolag|Baur Fastigheter AB|Baur Förvaltning AB
Säkerhetsteknik i Västra Götaland AB,5565823704,2,70,Jakobsson; Anders Lennart,2,1,Säkerhetsteknik i Västra Götaland AB|L J Elektronik Kommanditbolag
Amvall Ingeniörsbyrå Aktiebolag,5563774099,2,70,Amvall; Klas Göran,1,1,Amvall Ingeniörsbyrå Aktiebolag
Newmed Aktiebolag,5563178754,2,69,Lundgren; Per-Olof,2,1,Innovator Producta Aktiebolag|Newmed Aktiebolag
Port & Snickeri Center i Mölndal AB,5563070027,3,54,Furu; Hans Gustav,2,4,Port & Snickeri Center i Mölndal AB|Furuholmen Fastighetsförvaltning AB
Bengt Johansson Byggnadskonstruktioner AB,5569636649,2,69,Johansson; Bengt Wilhelm,4,3,Optima Engineering AB|Innova Engineering AB|Bengt Johansson Byggnadskonstruktioner AB|Aktiebolaget Strut and Tie Invest
SWE-Specialists AB,5569146599,2,52,Al-Eesa; Azmi Sami Said,3,12,Home 4 Us Sweden AB|Kraftsamling Stigen ekonomisk förening|SWE-Specialists AB
Capreen AB,5565187522,1,54,Christiansson; Jonas Olof Martin,2,5,Electro Drain AB|Capreen AB
Manentia Technologies AB,5567543615,6,53,Pålsson; Jens Magnus,1,1,Manentia Technologies AB
Helifax svenska AB,5569553281,2,59,Supleo; Mercy Lu,2,3,Redoma Aktiebolag|Helifax svenska AB
Helifax svenska AB,5569553281,2,59,Helldén; Robert Lars Mikael,3,9,OJ Bar AB|Redoma Aktiebolag|Helifax svenska AB
MMO Konsult AB,5591238661,2,23,Hassan; Mohamed Orkan,1,4,MMO Konsult AB
Truppmontage AB,5591766513,2,40,Karlsson; Daniel Akira,5,6,Dakira AB|Hissningen AB|1903 Bikeshop AB|Truppmontage AB|Dakira Holding AB
Jonas Arbius AB,5590004304,2,46,Arbius; Zoo-Hyun Carl Jonas,2,2,Jonas Arbius AB|Sjuntorps Webb
Västra Bodarne Service & Support AB,5569796898,2,68,Lundgren; Marie-Louise Birgitta,1,0,Västra Bodarne Service & Support AB
Västra Bodarne Service & Support AB,5569796898,2,68,Lundgren; Ole Filip,1,0,Västra Bodarne Service & Support AB
Proteg AB,5569712341,2,58,Andersson; Per Jörgen,1,1,Proteg AB
Tuve Betongbyggen AB,5566496898,3,46,Bengtsson; Sven Robert,12,12,Tuve Holding AB|Tuve Bygg Aktiebolag|Tuve Byggservice AB|Tuve Snickeri Aktiebolag|Sprudla reklambyrå AB|Tuve KBA AB|Tuve Betongbyggen AB|Tuve Bygg International Aktiebolag|TBP 1 AB|Bostadsrättsföreningen Centrumgården|Tuve Projektutveckling AB|Tuve Förvaltning AB
Frida Nerdal Arkitektur & Design AB,5591612139,3,48,Nerdal; Emma Frida Carolina,3,2,Frida Nerdal Arkitektur & Design AB|CS Effect AB|SonPulse AB
Twice i Vara Aktiebolag,5562220920,2,57,Eriksson; Berit Elisabeth,1,0,Twice i Vara Aktiebolag
Klimatzonen Sweden AB,5566584248,2,58,Kask; Nils Peter Andreas,4,19,Arian Göteborg AB|Leif och Per Byggnads Aktiebolag|NPAK Konsult|Klimatzonen Sweden AB
E & E Holm Aktiebolag,5564298759,2,68,Holm; Eva Birgitta,1,2,E & E Holm Aktiebolag
Grundén Westgärds Consulting AB,5567442214,2,44,Westgärds; Jonas Olof,11,18,MTE Göteborg AB|Selected Performance AB|Solskydd & Design i Väst AB|Westgärds Invest AB|P Roos Invest AB|Grundén Westgärds Consulting AB|Imagine Group AB|Ebit i Göteborg AB|Westgärds Ekonomibyrå AB|Roos & Westgärds Invest AB|RJ Ekonomi Göteborg AB
SHAPETECH Aktiebolag,5566666060,2,52,Moberg; Anders Markus,2,6,LMJ Motorsport AB|SHAPETECH Aktiebolag
Jemmett AB,5591076194,4,53,Andersson; Torbjörn Weine Carlos,5,17,Jemmett AB|Jemmett Egna Hem AB|Jemmett Tjörn AB|Jemmett Holding AB|Jemmett Bostad Tjörn Holding AB
Norse Skis AB,5591756928,4,38,Sannes; Patrik Morgan,2,2,Green Heron Machines AB|Norse Skis AB
Norse Skis AB,5591756928,4,38,Sannes; Tim Lars Marius,4,1,Sweep Sopmaskiner Sverige AB|Norse Skis AB|Green Heron Machines AB|Sannes Holding AB
Källebergs Bygg och fastighetsservice AB,5590114566,2,70,Soergel; Hans Lennart,4,7,TUPP reklam AB|TUPP Zoologiskt AB|Källebergs Bygg och fastighetsservice AB|Fiber för Istorp och Öxnevalla Ek. för.
JP & Hendesi Fastigheter AB,5590810098,2,60,Pettersson; Jarl Jörgen,4,3,JPR-Teknik AB|Nossebro Truckservice AB|JP & Hendesi Fastigheter AB|Aktiebolaget Braigasen
W P L BYGG AB,5590041132,2,63,Walter; Lars Patrik,2,3,Walters Mur & Puts Byggnadsbolag|W P L BYGG AB
Roosbad AB,5568887029,4,50,Roos; Erik Börje Jonathan,3,5,Adstuff AB|Bros Invest AB|Roosbad AB
Max o Jannes Elektriska Aktiebolag,5562092998,3,69,Sandström; Hugo Max Johan,1,1,Max o Jannes Elektriska Aktiebolag
Yasheeve AB,5568209109,2,45,Wiktor; Karl Jonas,4,6,Chemgroup Scandinavia AB|picox AB|Picox Properties AB|Yasheeve AB
OrganizeIT AB,5591347447,2,48,Björk; Marie Therése,2,5,OrganizeIT AB|ITinWest Consulting Göteborg AB
Bygg-Fast AB,5564541703,3,69,Bellevik; Claes Peter Michael,3,83,Belle Utveckling AB|Bostadsrättsföreningen Roslagsgården|Bygg-Fast AB
P & C Rautio AB,5568405293,2,35,Rautio; Karin Cecilia,5,6,Axelsson Holding AB|Bike Trollhättan Aktiebolag|JAFAB Trollhättan AB|Bike Trollhättan Demontering AB|P & C Rautio AB
Solpark Burås 2 AB,5592204852,3,60,Östergaard; Jonas Lennart,8,9,Forsway Scandinavia AB|Henrik Byggteknik i väst AB|SaltHavet AB|Solpark Burås 1 AB|Solpark Burås 2 AB|Sommarön Sjumansholmen ekonomisk förening|Salthavet INV3 AB|Gals Akademistöd Ekonomisk förening
Solpark Burås 1 AB,5592204860,3,60,Östergaard; Jonas Lennart,8,9,Forsway Scandinavia AB|Henrik Byggteknik i väst AB|SaltHavet AB|Solpark Burås 1 AB|Solpark Burås 2 AB|Sommarön Sjumansholmen ekonomisk förening|Salthavet INV3 AB|Gals Akademistöd Ekonomisk förening
E Janssons Bygg & Entreprenad i Älgarås AB,5569650137,3,43,Jansson; Eric Marcus Thage,1,0,E Janssons Bygg & Entreprenad i Älgarås AB
E Janssons Bygg & Entreprenad i Älgarås AB,5569650137,3,43,Jansson; Emma Maria,1,1,E Janssons Bygg & Entreprenad i Älgarås AB
O.K Rör i Göteborg AB,5568522642,2,52,Olsson; Dick Jonny Niklas,2,5,O.K Rör i Göteborg AB|Nyo Rör o Fastighet AB
SPH Form AB,5569244733,2,47,Grundell; Rebecka Annelie Susanne,1,0,SPH Form AB
SOTA BYGGENTREPRENAD AB,5590347026,2,34,Sota; Gerald,4,3,Sota Byggtjänster AB|SOTA BYGGENTREPRENAD AB|Drängseredsvägen 136 Förvaltning AB
Render Tools AB,5568788425,2,37,Daleni; Aji,4,2,OM Design AB|Render Tools AB|Lea Design AB|Panty Thief AB
Parkys Solcellsinstallationer AB,5591487284,6,49,Tagesson; Peter John Harry,6,3,J:son Produkter i Varnum Aktiebolag|AL&PA Fastigheter Kommanditbolag|Majblommegården Handelsbolag|Parkys Solcellsinstallationer AB|Fastighetskommanditbolaget Typografen 1|Soltag AB
Brandprojektering Sverige AB,5569847444,3,33,Alniemi; Alexander,5,12,Brandprojektering Skövde AB|Brandprojektering Västerås AB|Brandprojektering Linköping AB|Brandprojektering Sverige AB|Alniemi Holding AB
Brandprojektering Sverige AB,5569847444,3,33,Emanuelsson; Robin Andreas,5,13,Brandprojektering Skövde AB|Brandprojektering Västerås AB|Brandprojektering Linköping AB|Brandprojektering Sverige AB|Nolosets VA & Fiber Ekonomisk förening
Sealcoating Sverige AB,5591880769,3,40,Carlsson; Carl Linus,1,1,Sealcoating Sverige AB
Sealcoating Sverige AB,5591880769,3,40,Carlsson; Erik Anton,1,0,Sealcoating Sverige AB
Worklinks Bemanning AB,5590235338,2,38,Wignell; Daniel Christian Nicolai,2,1,WRH Fastigheter AB|Worklinks Bemanning AB
SPOLS AB,5569648065,2,37,Jakupovic; Alen,1,1,SPOLS AB
Dirty Deeds & Fanplastik AB,5591935662,4,50,Troendle; Richard Martinus Thomas,1,0,Dirty Deeds & Fanplastik AB
Byggnadsvård Göteborg AB,5591156194,2,55,Jarbring; Karl Peter,1,1,Byggnadsvård Göteborg AB
Avanze Byggteknik AB,5590978598,2,48,Cedin; David,1,3,Avanze Byggteknik AB
Eldstad väst AB,5568445562,2,56,Carlsson; Johan Fredrik,2,1,Eldstad väst AB|Eureka
Andrén Montage AB,5591793699,2,46,Andrén; Mattias Stefan,4,7,AMT Resurs AB|Andrén Montage AB|AMT FÖRVALTNING AB|Design Skyltar Alingsås AB
Kanter & Karlsson AB,5568132772,3,57,Kanter; Linda Margo,1,2,Kanter & Karlsson AB
Regementsgatan Bostäder AB,5567929764,3,58,Lisland; Kjetil,11,98,Niklasberg AB|Rybergs Charkuteri AB|Restad Gård AB|Hotell & Konferens på Restad Gård AB|Vänersborg Resedan 14 AB|Frida Fastigheter Resedan 15 AB|Frida Fastigheter Näckrosen 13 AB|Regementsgatan Bostäder AB|Restad Gård Utbildning AB|Regementsgatan Bostäder 3 AB|Frida Fastigheter AB
add: Design Stenberg AB,5590001599,2,49,Stenberg; Gulli Anna Margareta,1,0,add: Design Stenberg AB
Anthrowise AB,5591097596,2,49,Landzelius; Kyra Marie,3,0,Australian Wellness Co. AB|Anthrowise AB|ANTHROWISE
Västgöta Skylt AB,5567829816,2,64,Kype; Pia Ingegerd Marita,13,18,Campaff Aktiebolag|B4K Sweden AB|Famlöv Konsult AB|Accentel AB|Västgöta Skylt AB|B4F Sweden AB|Emani S.N AB|Yrsnö i Skara AB|MENÉRE HANDELSBOLAG|Koncernen 247 AB|LAMK försäljning AB|Secured eMail Göteborg Association AB|Onlinemarket RD AB
Lumeo Technology AB,5591041677,2,29,Wu; Leo Hong,1,2,Lumeo Technology AB
Lumeo Technology AB,5591041677,2,29,Lam; Fredrik,1,3,Lumeo Technology AB
Nestcon AB,5562474089,2,49,Nestenborg; Sven Thomas Philip,3,24,Nestcon AB|Run my Security AB|Nestenborg Partner AB
Nestcon AB,5562474089,2,49,Nestenborg; Ivar Fredrik Daniel,5,10,Ferm & Persson AB|Hisingens Industri & Skeppsservice AB|Glastjänster för Glasbranschföreningen Aktiebolag|Nestcon AB|FP Glas & Fog AB
Agerberg Logistik AB,5591317788,4,50,Agerberg; Anders Urban,2,8,DACA Pallet AB|Agerberg Logistik AB
Wedoprojects AB,5592043987,2,55,Eriksson; Michael Lars-Eric,3,6,Wedoprojects AB|Larmventilen AB|Management by Excelsior AB
Böja Consult AB,5590742093,2,38,Johansson; Ulf-Erik,2,0,Böja Consult AB|Böja Fiber Ekonomisk förening
Carl Reichenberg AB,5566412309,2,63,Reichenberg; Carl Gösta,3,4,Bostadsrättsföreningen Avenyn nr 14|Sami Kallio Studio AB|Carl Reichenberg AB
Förvaltnings Aktiebolaget Aranea,5561038638,3,62,Johansson; Bo Torsten,24,26,Aranea Holding AB|Renew Group Sweden AB|Askome Vind AB|Aranea Logistik AB|Lysholmens Bostads AB|Tojo Fastighets Aktiebolag|Aktiebolaget Fastighetsförvaltning                Löjtnantsgatan 3|Gula Götet 40:2 AB|Zone Sweden Aktiebolag|Förvaltnings Aktiebolaget Aranea|Aranea Energi AB|Sketch Graphic Design AB|Zii Freebandy AB|Aranea Värdepapper AB|Glashuset 2002 AB|Lysholmens Fastighets AB|Aranea Fastighetsutveckling AB|Unihoc International AB|Lysholmens Kontorsfastighet AB|Aranea Solsten AB|Fastighetsbolaget Fåfängegatan 3 AB|Fastighetsbolaget Lysholmenshus 1 AB|Fastighetsbolaget Gårda 69:10 AB|Lysholmens Förvaltnings Aktiebolag
Fönsterfabriken i Väst AB,5568447444,2,48,Andrews; Alina Irina,5,4,Takläggarna i Väst AB|WINFAB AB|Fönsterfabriken i Väst AB|Alexei Holding AB|TIV Bemanning AB
L-O MALM Byggadministration AB,5567061782,2,71,Malm; Lars-Owe Walter,1,1,L-O MALM Byggadministration AB
Vindico Group AB (publ),5564059367,4,54,Nyberg; John Martin,4,7,Vindico Security AB|Addsell Sverige AB|Vindico Group AB (publ)
GTOM AB,5590851563,2,57,Berglund; David Jonathan,9,6,DTC (david total construction) Markbygg AB|Aktiebolaget Berglunds Fastigheter och uthyrning|3D-MASKIN|GTOM AB|FLR Gruppen AB|THV projekt AB|Bergsilver Holding AB|Torslanda hyrmaskiner AB|Torslanda Husvision AB
Granås Entreprenad och Bygg AB,5569918427,2,28,Eliasson; Per Andreas,3,2,Granås Entreprenad och Bygg AB|Granås Banteknik AB|Granås Byggservice Handelsbolag
Granås Entreprenad och Bygg AB,5569918427,2,28,Weijland Carlsson; Love Cornelis,3,0,Granås Banteknik AB|Granås Entreprenad och Bygg AB|Granås Byggservice Handelsbolag
Rolf Skoog Rörlednings Aktiebolag,5561544544,3,45,Tolf; Klas Gunnar,11,27,Avol AB|Gamla Frej Jonsson AB|Monterra AB|LiSaLo AB|Rolf Skoog Rörlednings Aktiebolag|Tolfs Invest AB|Avol Lagerfast AB|Conssave AB|Lökholmens Livsmedel Aktiebolag|Avol Fastigheter AB|Badoffert i Norden AB
Gothia System Office AB,5564417334,2,70,Magnusson; Karl Magnus Stefan,3,0,Gothia System Office AB|AGR Media & Marketing AB|SB Magnusson Konsulting Kommanditbolag
Ljus De AB,5591702427,2,61,Brink; Per Joakim,1,1,Ljus De AB
SETRARU BYGG AB,5569300857,2,41,Setraru; Viorel,1,0,SETRARU BYGG AB
Anna Bülow Homestaging & Inredning AB,5569082547,2,49,Bülow; Anna-Kerstin Linnéa,1,5,Anna Bülow Homestaging & Inredning AB
Nils Bona Entreprenad Aktiebolag,5591126973,3,63,Bona; Nils Bertil Humbert,7,4,Nils Bona Aktiebolag|Chainsaw Fury AB|Nils Bona Entreprenad Aktiebolag|Nils Bona Service och Support Aktiebolag|Hägared Skogen|Nils Bona Fastigheter Aktiebolag|Gementia Scandinavia Handelsbolag
Falisk Fastigheter AB,5566668702,3,58,Arvidson; Jan Herman,7,7,Anläggningsgruppen i Skaraborg Aktiebolag|Falisk Invest AB|Falisk Fastigheter AB|Bostadsrättsföreningen Hamngården i Grebbestad 1|Nerja Invest AB|JARVID Invest AB|Two Summits Invest AB
doHouse Construction Scandinavia AB,5591473805,3,40,Örnvall; Erik Oskar Andreas,3,0,doWhile Group Scandinavia AB|doWhile Consulting Scandinavia AB|doHouse Construction Scandinavia AB
Isoleko AB,5567742142,2,43,Andersson; Karl Johan,1,3,Isoleko AB
Levene Rör Aktiebolag,5562099019,2,63,Johansson; Erik Bernt Åke,1,1,Levene Rör Aktiebolag
Liber Esse Innovation AB,5568519036,2,49,Bergsten; Lars Rikard,2,5,Tre Ess Innovation AB|Liber Esse Innovation AB
Petter Milleding AB,5568326929,2,44,Hägglund; Petter,2,8,Petter Milleding AB|Särö Tennis Academy
Tektus AB,5591440325,2,72,Locher; Heinz Franz,1,3,Tektus AB
Tektus AB,5591440325,2,72,Fellert; John,4,11,Johns Holding AB|Tektus AB|Hammare Sax & Tång Plåtslageri Mörsil AB|Fellert Holding AB
VMA Fastighets AB,5566395074,3,50,Eriksson; Stig Morgan,3,3,VMA Fastighets AB|Västkustens Mark & Asfalt AB|VMA Förvaltnings AB
Fredrik Andersson Byggadministration AB,5566827373,2,42,Andersson; Kjell Fredrik,5,1,Kvarnvikens entreprenad AB|Fredrik Andersson Byggadministration AB|Viared Nyckelpigan 12 AB|Hugo och Elsa AB|Elsa och Hugo AB
Capere Elteknik AB,5567138671,3,54,Antbro; Christer Erland,3,14,Elteknikbranschens utveckling i Sverige AB|Antbro Konsult AB|Capere Elteknik AB
Golvfirman I Skaraborg AB,5569122640,3,46,Johansson; Rikard Göran Oskar,1,0,Golvfirman I Skaraborg AB
Golvfirman I Skaraborg AB,5569122640,3,46,Ödberg; Marcus Jesper Anders,2,1,CarCon AB|Golvfirman I Skaraborg AB
CMC Fastighet AB,5569303653,3,52,Carlsson; Jonas Marcus,2,3,Vänersborgs Farmartjänst ekonomisk förening|CMC Fastighet AB
Spackel & Bruk i Väst AB,5565712121,2,69,Ekström; Göran Robert Birger,2,1,Spackel & Bruk i Väst AB|Fyrstads Golv & Comfort
Alibabaform AB,5591614127,2,54,Lundholm Moberg; Kerstin Annika,2,0,Alibabaform AB|Alibabaform
Column Identitet AB,5567039705,2,44,Andersson; Hans Niklas,1,4,Column Identitet AB
Twood AB,5590661624,2,57,Olsson Sjöberg; Lill Ingela,3,3,SKRYTA AB|Twood AB|Fotograf Lennart Sjöberg AB
SOLGLÄNTANS ALLFIX AB,5592016066,2,66,Lundström; Bo Ivan Fredrik,1,0,SOLGLÄNTANS ALLFIX AB
Ehrman Konsult AB,5567586473,2,68,Ehrman; Lars Anders Olof,1,6,Ehrman Konsult AB
Målaresset i Göteborg AB,5590707658,3,45,Gustavsson; Ove Patrik Andreas,1,2,Målaresset i Göteborg AB
Bambulemur Enterprises AB,5591260178,4,55,Botn; Torstein,1,3,Bambulemur Enterprises AB
Trafikrummet AB,5590198908,2,71,Johansson; Bror Olle Roger,1,1,Trafikrummet AB
Bygghus1 i Norden AB,5591350797,3,49,Andersen; Benny Peter,3,7,Bygghus1 i Norden AB|Bygghus1 i Norden|Qvist&Frost AB
Sundling Arkitekter Aktiebolag,5564901147,2,54,Sundling Aker; Lisbeth,1,1,Sundling Arkitekter Aktiebolag
Simpa Yrkesutbildningar AB,5590827506,2,30,Holt; Simon André,3,8,Simpa Entreprenad AB|Simpa Yrkesutbildningar AB|Simpa Mark & Anlägg
JL Willerstrand AB,5568184781,3,52,Willerstrand; Jan Lennart,15,12,Robusta Byggnads AB|DAVIDS Radio & TV i Varberg AB|Goodnose AB|Robusta Fastigheter AB|Vielva Entreprenad AB|EloHyr AB|JL Willerstrand AB|Vielva AB|UB Willerstrand AB|Vinga Boj Förvaltning AB|Amhults Fastighetsförvaltning Kommanditbolag|AB Andrummet|Holdingbolaget i Torslanda AB|Robusta Holding AB|VEFAB; Västsvenska Entreprenad och Fastigheter AB
Tollbom Fastighetskonsult AB,5592099187,3,43,Tollbom; Christina Elisabet,1,3,Tollbom Fastighetskonsult AB
Almten Fastighets Utveckling AB,5591334387,2,64,Almtén; Ulf Lennart,2,0,Almten Fastighets Utveckling AB|Redovisning i Hovås AB
Zuluflex AB,5568719214,2,39,Tabod; Sofia Christina,3,0,Gimlisoft AB|Hypodox AB|Zuluflex AB
Klipspringer AB,5567747653,2,52,Söderbom; Grazyna Maria,2,0,Klipspringer AB|Söderbom Group AB
Karoshi Mark och Bygg AB,5590519582,2,46,Lindberg; Leif Bertil Peter,1,4,Karoshi Mark och Bygg AB
Nacao AB,5591317143,2,47,Nordfeldt; Andreas Hollen,1,0,Nacao AB
Eurowind Energy AB,5567536049,3,53,Rasmussen; Jens,3,1,EW 13 Knöstad AB|Eurowind Energy AB|EW 15 Lervik AB
Danafjord Mark Aktiebolag,5562918457,3,45,Persson; Anna Cecilia Ingvarsdotter,8,4,Sveafjord Aktiebolag|Volvo Group Real Estate Aktiebolag|Danafjord Mark Aktiebolag|Danabäck AB|Danafjord Fastigheter Aktiebolag|Torafjord 1 Holding AB|Torafjord 3 Holding AB|Torafjord 2 Holding AB
Visitkortexperten DG AB,5568889843,2,44,Ahlstrand; Agnes Agnieszka,1,1,Visitkortexperten DG AB
J K Snickeri AB,5568338106,2,57,Koch; Måns Jesper,2,5,Ekonomiska Föreningen Fiskebäcks Tomtägare|J K Snickeri AB
NorKon AB,5591973739,3,45,Norén; Philip Johan Emil,2,0,NorKon AB|Phinor dyk & marin
BOSMYCKET Fastighets AB,5566612528,2,73,Danielsson; Hans Anders,4,15,BOSMYCKET Fastighets AB|J Åkers Fastighets AB|Balltorps Utvecklings AB|Funäsdalens Handelshus AB
