company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
JVMB Fastigheter AB,5590627666,2,40,Zannakis; Theodoros,6,4,3BD Development AB|Anodox AB|JVMB Fastigheter AB|Rekreation Västö Gotland AB|EVOTIV Aktiebolag|Bostadsrättsföreningen Seaside
Norrgårdens Entreprenad AB,5591506000,2,43,Raud; Jan Peter,1,2,Norrgårdens Entreprenad AB
Pindaros Aktiebolag,5563422608,2,70,Tenning; Per Gunnar,4,26,Skövde Energi AB|Skövde Energi Elnät AB|Skövde Flygplats Aktiebolag|Pindaros Aktiebolag
Eugén Bühler Aktiebolag,5560631540,2,70,Bühler; Claes-Göran,2,34,Ekonomisk förening Hisingsgatan 2|Eugén Bühler Aktiebolag
HighPoint AB,5567854418,2,66,Langenius; Hans Einar,7,11,Tjugotjugoåtta Aktiebolag|Nösnäs Bostäder AB|HighPoint AB|Highpoint Holding AB|Bigbrain AB|Frillestocken utveckling AB|Tjugotjugonio Aktiebolag
Niclas Börjeson Invest AB,5591356695,2,35,Börjesson; Niclas Eric Anders,36,26,Trollabo Holding AB|Trollängen Bostad AB|Halmstad Vårdboende AB|Trollängen Järnbrott AB|Kävlinge Vårdboende AB|Trollängen Hisingen AB|Eirhem AB|Trollängen Björkris AB|Trollängen Vårgårda AB|Trollängen Gråberget AB|Trollabo Gård AB|Båstad Tuvelyckan AB|Båstadlyckan Fastighets AB|Båstads Communicationscenter AB|Trelleborg Vårdboende AB|Varberg Vårdboende AB|Trollängen Snöstorp AB|Niclas Börjeson Invest AB|Midhem Projektutveckling AB|Trollängen Parkering AB|Mölnlycke Vårdboende AB|Trollängen Kraft AB|Carolina Lindén Invest AB|Trollängen Holding AB|Snöstorp Holding AB|Trollängen Hildedal AB|Båstad Vårdboende AB|Falkenberg Vårdboende AB|Trollängen Vargagården AB|Trollängen Björkris 3 AB|MTAF nr 20 AB|Trollängen Björkris 2 AB|Trollängen Björkris 1 AB|Trollängen Västerbodarna AB|MTA Trollängen Holding AB|Trollängen Högsbo AB
Hyrgo AB,5591762637,2,54,Karlsson; Tony Peter,6,6,Fruitconnect AB|All-Svets Energi Aktiebolag|Pipeconnect Sjuhärad AB|Kapras Consulting AB|Hyrgo AB|Tony Karlsson Holding AB
Northmire Digital Creative Group AB,5591407670,3,27,Nordin; Nils Erik,1,2,Northmire Digital Creative Group AB
Northmire Digital Creative Group AB,5591407670,3,27,Rockmyr; Jakob Erik,2,1,Bästa Sändningstid Norden AB|Northmire Digital Creative Group AB
V14 Design Smögen AB,5591824007,2,41,Stranne; Karl Henry Jonas,6,1,Byggkonsult Stranne & Henriksson AB|Bostadsrättsföreningen Smögendix|V14 Design Smögen AB|Klåvholmen Fastighets AB|Bäckevik 30:1 AB|AJAMA Invest AB
Redcon AB,5563894467,2,76,Andrén; Leif Arne,1,3,Redcon AB
Fenz AB,5590623939,2,53,Tilly; Simon,4,5,Intent Solutions Aktiebolag|Västkusttält AB|Fenz AB|Simtil Holdingbolag AB
Emko Pulp And Paper Aktiebolag,5591463616,2,42,Larsson; Pierre,1,12,Emko Pulp And Paper Aktiebolag
ChemiFix AB,5565202958,2,69,Svensson; Gert Håkan,1,6,ChemiFix AB
Lundby El. Aktiebolag,5561056986,2,64,Ivarsson; Jan Olof Börje,2,3,Lundby El. Aktiebolag|Tornspiran Bil AB
Södra Flat AB,5566854500,2,57,Swensson; Mats Herman,4,21,Saltea Seafood AB|Södra Flat AB|Vidunderlig AB|SWS Wind AB
SBT Supply AB,5591042618,2,47,Carlsson; Gustav Robert,15,45,Skärgårdens Byggteknik i Göteborg AB|Fritz Trädgårdsanläggningar AB|SBT Supply AB|SBT Properties AB (publ)|CRC Projekt AB|Kanawla Fastighets Konsult AB|SBT STRIKK AB|Ekonomisk förening SBT 1 Properties|SBT Living Holding AB|SBT Group AB|SBT Living AB|Ekonomisk förening Storas Skär|Min Gröna El I Ekonomisk förening|Danaplatsen Fastighets AB|Svanhild Fastighets AB
Vivamus Entreprenad AB,5591422828,3,38,Aronsson; Lars Robert,13,18,Vivamus Living AB|Vivamus Förvaltning AB|RARD Investment AB|Vivamus Properties AB|R Aronsson Invest AB|Vivamus Entreprenad AB|R Aronsson Fastigheter AB|V Investment AB|Bostadsrättsföreningen Brämgården|Bostadsrättsföreningen vi på Smögen|Robert Aronsson Holding AB|LD Company AB|VP Hisingen AB
VÄSTRA GÖTALANDS GRÄV&ENTREPRENAD AKTIEBOLAG,5569822686,4,56,Ostwald; Alf Arne Göran,3,1,VÄSTRA GÖTALANDS GRÄV&ENTREPRENAD AKTIEBOLAG|Kryddans Garage Ekonomisk förening|OSTWALDS TRANSPORTTJÄNST
VÄSTRA GÖTALANDS GRÄV&ENTREPRENAD AKTIEBOLAG,5569822686,4,56,Henriksson Ostwald; Karl A Andreas,1,1,VÄSTRA GÖTALANDS GRÄV&ENTREPRENAD AKTIEBOLAG
Terrago AB,5591828875,3,48,Johansson; Kent Peter,2,2,Terrago AB|Asfalt i Göteborg AB
Säve Byggnads Holding AB,5567652614,5,50,Ivarsson; Tommy Michael,3,3,Säve Byggservice AB|Säve Byggnads AB|Säve Byggnads Holding AB
Goodrun CS Nordic AB,5590740857,2,53,Bolinder; Clas Arne,2,4,Goodrun CS Nordic AB|Bostadsrättsföreningen Göteborg Johanneberg 22:6
Lokaler i Sjuhärad Fastigheter AB,5567949713,4,42,Johansson; Yngve Conrad Mikael,3,2,Billingsfors Bostäder AB|Lokaler i Sjuhärad Fastigheter AB|Bygg-Toppen
Bo Hemma Teknik i Göteborg AB,5566464318,2,69,Josefsson; Lars Inge,7,29,Gunnarp Fegens Fiber Ek. för.|Bo Hemma Teknik i Göteborg AB|Joseph & Co AB|M.N.Y. Redovisning och Administration AB|Docuscan AB|M.N.Y. i Göteborg AB|Joseph Förvaltning i Göteborg AB
Svenska Stämp AB,5591534416,2,44,Langen; Bo Thomas,1,1,Svenska Stämp AB
Stad och Landskapsarkitektur Lena Dübeck AB,5592051139,2,69,Hedberg; Mats Östen,1,0,Stad och Landskapsarkitektur Lena Dübeck AB
Stad och Landskapsarkitektur Lena Dübeck AB,5592051139,2,69,Dübeck; Karin Lena Marianne,1,4,Stad och Landskapsarkitektur Lena Dübeck AB
Öxeryds Fastighetsservice AB,5592077241,4,42,Hassléus; Thomas,1,9,Öxeryds Fastighetsservice AB
Öxeryds Fastighetsservice AB,5592077241,4,42,Lysell; Annika,1,1,Öxeryds Fastighetsservice AB
Alicea AB,5569212888,4,54,Sjöberg; Lars,2,2,Alicea AB|Human Touch Advisors AB
Futurumtix AB,5592020209,4,40,Gunneröd; Henrik Daniel,1,0,Futurumtix AB
Meter Arkitektur Aktiebolag,5565060232,2,56,Karlsson; Bengt Mattias,3,4,Bostadsrättsföreningen Lönnen i Göteborg|Meter Arkitektur Aktiebolag|Meter Arkitekturgruppen AB
