company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Krupa Konsult AB,5590461876,2,48,Enhörning; Hans Albert,2,7,Krupa Konsult AB|HAE Byggteknik
Krupa Konsult AB,5590461876,2,48,Aruhn Pedersen; Marie Theresia Mila,1,1,Krupa Konsult AB
Håbö Invest AB,5590466065,2,56,Börk‚n; Håkan Emanuel,3,14,Håbö Invest AB|Börkéns FörvaltningsAktiebolag|Sandå Norrköping AB
JWJ i Linköping AB,5568519903,3,37,Wall; Jan Göran,1,4,JWJ i Linköping AB
Mård Bygg och Konstruktion AB,5590317003,4,56,Maghanoy Mård; Feliciano Onga,1,0,Mård Bygg och Konstruktion AB
Mård Bygg och Konstruktion AB,5590317003,4,56,Mård; Charlotta Malinda,1,0,Mård Bygg och Konstruktion AB
Porsgata solutions AB,5568453996,3,51,Redeborn; Jens Ola,3,1,Arfvidsons Begravningsbyrå & Juridik AB|Camilla Hansson Holding AB|Porsgata solutions AB
Idéhusen Skandinavien AB,5568097041,3,57,Eksmo; Anders Olof,5,5,East Industry Sweden AB|Ekmon AB|Ekmon Logistik AB|Idéhusen Skandinavien AB|MUSIKLANDET
Multon AB,5568073695,2,48,Ly; Nils Robert,2,4,Fhat AB|Multon AB
Byggidé Invest Europé AB,5566858923,2,61,Ahlén; Jan Håkan,16,51,Winterhouse AB|Miland Group AB|Närvärme från Berg AB|Miland Svenska AB|Area invest AB|Miland Åby AB|Sångbäcken Projekt AB|Virbus Property AB|NINE home AB|Doveslab AB|NORINVE förvaltning AB|Byggidé Invest Europé AB|Byggidé Invest Sweden AB|Miland Integrationen AB|Miland Tallboda AB|Miland Group Holding AB
Tekniska Verken Driftum AB,5568537129,3,56,Ols; Lars Peter,3,0,Tekniska verken Katrineholm Nät AB|Tekniska verken Linköping Nät AB|Tekniska Verken Driftum AB
KAJOART AB,5568095557,3,59,Josephson; Karin Ingrid,1,0,KAJOART AB
Bixia Byggvind AB,5567851208,3,55,Valent; Karl Henrik,10,8,Bixia Gryningsvind AB|Bobergs Vind AB|Hackeryd Vind AB|Herrberga Vind AB|Bixia ProWin AB|VävingeVind AB|Lagmansberga Tvåan Vind Kooperativ Ek. för.|Tekniska Verken i Linköping Vind AB|Bixia Byggvind AB|Värmlands Vind AB
Maria Holmgren AB,5590770490,3,34,Holmgren; Maria Helena,2,0,Maria Holmgren AB|Bostadsrättsföreningen Bergsmannen Mindre 10
Sandbäckens Brandskydd AB,5591914832,3,56,Mantinieks; Niclas Christer,2,2,Sandbäckens Brandskydd AB|Bostadsrättsföreningen Engelbrektsgatan 31;       Stockholm
Byggkonsult Göran Björertz AB,5568109390,3,49,Björertz; Lars Göran,1,0,Byggkonsult Göran Björertz AB
The First Drop AB,5568687908,2,52,Grederup; Hans Niclas,1,6,The First Drop AB
MHJ's Golv Aktiebolag,5565628905,2,45,Johansson; Kjell Daniel,2,4,MHJ's Golv Aktiebolag|KVM Golventreprenad i Norrköping AB
CF Projektkontroll AB,5591814479,2,34,Karlberg; Carl Fredrik,3,10,CF Projektkontroll AB|ENG Protech AB|CF ENTREPRENADBESIKTNING
CF Projektkontroll AB,5591814479,2,34,Karlberg; Sandra Elsa Maria,1,2,CF Projektkontroll AB
Björsäter Manufaktur AB,5569794109,3,65,Wiemerö; Tarmo Karl,2,2,Björsäter Manufaktur AB|Möblering i Tiden
Bipi Invest AB,5568185473,2,36,Blombäck; Lars Henrik,1,2,Bipi Invest AB
Maintrac Infra AB,5591931810,2,54,Björklund; David Sebastian Göran,5,0,Netwest Sweden AB|Töreboda Fiber AB|Finspång Fiber AB|Maintrac Infra AB|Riksbyggen Bostadsrättsförening Gånglåten
Finspång Fiber AB,5591807275,2,54,Björklund; David Sebastian Göran,5,0,Netwest Sweden AB|Töreboda Fiber AB|Finspång Fiber AB|Maintrac Infra AB|Riksbyggen Bostadsrättsförening Gånglåten
Fastighets AB Bladet,5569309932,3,49,Robertson; Ulf Henningsson,5,30,Säkra Lyft i Rimbo AB|U in Progress AB|Kerran Consult AB|Scandinavian Fastighet Nr.2 AB|Fastighets AB Bladet
Jan Lindén Consulting AB,5590357637,3,40,Lind‚n; Jan-Bertil,2,8,Bysjön Byggkonsult AB|Jan Lindén Consulting AB
Sweden Asian Properties AB,5568053408,2,59,Schelin; Ulf Mikael,5,8,Kroppa Konsult AB|Schelin El o Marinteknik Handelsbolag|Vita es AB|Sweden Asian Properties AB|Art of Living Handelsbolag
Sweden Asian Properties AB,5568053408,2,59,Cong; Nu Hoang Anh,4,6,Schelin El o Marinteknik Handelsbolag|Vita es AB|Sweden Asian Properties AB
ML Disign for lifestyle AB,5590312921,2,40,Lundquist; Merja Kyllikki,2,6,ML Disign for lifestyle AB|Luncon Sweden AB
Åhlin & Ekeroth Invest AB,5592122567,6,55,Lundström; Björn Göran,5,8,Åhlin & Ekeroth AB|Åhlin & Ekeroth Byggnads AB|Tillväxt Motala AB|Haga Vadstena AB|Åhlin & Ekeroth Invest AB
Sandbäckens Rör i Lund AB,5591914840,4,47,Johansson; Stefan Ulf,1,0,Sandbäckens Rör i Lund AB
ByggPartner i Dalarna Holding AB (publ),5567109243,5,65,Leo; Jan Fredrik,8,3,ByggPartner i Dalarna Holding AB (publ)|Bygg Partner i Dalarna Aktiebolag|ByggPartner i Dalarna Service AB|JUF Byggnadsställningar Aktiebolag|BOL Projekt AB|Fastighetsaktiebolaget Lärarinnan Holding i Borlänge|ByggPartner i Dalarna Fastighets AB|Fastighetsaktiebolaget Lärarinnan Södra i Borlänge
Bygg Partner i Dalarna Aktiebolag,5565319984,5,65,Leo; Jan Fredrik,8,3,ByggPartner i Dalarna Holding AB (publ)|Bygg Partner i Dalarna Aktiebolag|ByggPartner i Dalarna Service AB|JUF Byggnadsställningar Aktiebolag|BOL Projekt AB|Fastighetsaktiebolaget Lärarinnan Holding i Borlänge|ByggPartner i Dalarna Fastighets AB|Fastighetsaktiebolaget Lärarinnan Södra i Borlänge
HMB Construction AB,5564830957,4,49,Karlsson; Karl Krister,9,23,HMB Construction AB|SWE Maskinrenting AB|HMB Construction Örebro AB|Lillskär Invest 7 AB|Hundala Holding AB|HMB Holding AB|HMB Falun AB|Lillskär Kasernhus 4 Strängnäs AB|HMB Strängnäs AB
Mockfjärds Fönster AB,5565195723,4,54,Andersson; Mattias Sven Bertil,1,7,Mockfjärds Fönster AB
Österling Bygg Aktiebolag,5564740164,4,57,Malmfors; Niklas Gunnar,2,1,Österling Bygg Aktiebolag|NM Consulting
Byggnadsingenjör Nils Skoglund Aktiebolag,5562365568,6,53,Skoglund; Per Mattias,17,27,Grönklittsgruppen AB (publ)|Byggnadsingenjör Nils Skoglund Aktiebolag|Fastighetsbolaget Nils Skoglund Aktiebolag|Aktiebolag Mora Byggservice|Hjultorget Aktiebolag|Leksands Maskinpartner AB|Nils Skoglund Måleri AB|SkiLodge Tänndalen AB|Cinderstone i Falun Fastighets AB|Fastigheten Leksand Övre Heden 13:13 AB|Fastigheten Rickomberga 10:4 AB|Nils Skoglund Byggmaskiner Aktiebolag|Nils Skoglund Invest AB|Bostadsrättsföreningen Hesseborns i Leksand|Bostadsrättsföreningen Jupiter 1 i Idre|Bostadsrättsföreningen Jupiter 2 i Idre|Bostadsrättsföreningen Nygård 3 i Leksand
Scanmast AB,5567755938,7,53,Andersson; Ann-Charlotte Maria J,3,18,Fagerströmbolagen AB|Scanmast AB|Scanhold AB
DALAB Sverige AB,5566389929,7,55,Ekgren; Hans Henrik,7,5,DALAB Sverige AB|Milen Ventilation AB|Tunabygdens VVS-Installatör AB|Henningssons Elektriska Aktiebolag|Henningsons El Service Aktiebolag|Säters Golf AB|HEIKAB Installationskonsult AB
Svenska Tungdykargruppen AB,5567395529,2,41,Eriksson; Johan Erik,10,5,Svenska Tungdykargruppen AB|RCSA Products AB|HighWater Invest AB|Mora Sjöcafé AB|Mjödner AB|Johan Eriksson Consulting|Grassor AB|High Water Marine Solutions i Gesunda AB|Highwater Group AB|Highwater Invest i Gesunda Group AB
Byggarna i Falun Mikael Lusth AB,5566604509,2,43,Lust; Thore Mikael,6,7,Byggarna i Falun Mikael Lusth AB|Mikael Lusth Förvaltnings AB|Täkten i Falun Fastighets Aktiebolag|Martisa AB|Stall Zedendahl AB|Bostadsrättsföreningen Byggarnahus nummer 1
Aktiebolaget Grytnäs Gräv,5562896943,3,66,Bohman; Leif Magnus,4,1,Aktiebolaget Grytnäs Gräv|Grytnäsbolagen Aktiebolag|Grytnäs Leasing AB|Grytnäs Förvaltning AB
AEB Anläggningsentreprenader AB,5563449437,3,62,Blomberg; Sune Thomas,2,17,AEB Anläggningsentreprenader AB|Ludvika Lastbilcentral AB
Grytnäs Projekt AB,5563817088,7,54,Svenman; Jan Niclas,1,2,Grytnäs Projekt AB
Grytnäs Projekt AB,5563817088,7,54,Mattsson; Maria Kristina,2,4,Grytnäs Projekt AB|GP Förvaltning i Falun AB
Vatten & Avfall i Malung-Sälen AB,5568646284,10,56,Larsson; Ingeborgs Dan Stefan,1,5,Vatten & Avfall i Malung-Sälen AB
Selek Elentreprenad AB,5565046876,5,46,Gärd; Sven Jonas Robert,6,1,M.E. Solutions AB|Selek Elentreprenad AB|Söderhamns El/styrteknik AB|Selek Fastigheter AB|Svensk Elentreprenad & Invest AB|Jonas Gärd AB
Selek Elentreprenad AB,5565046876,5,46,Herou; Carl Pontus,11,11,Selek Elentreprenad AB|Söderhamns El/styrteknik AB|Heroutech Consulting AB|Herou Beauty AB|Selek Fastigheter AB|Norrvik Invest AB|Folkärna Fiber Ekonomisk förening|Svensk Elentreprenad & Invest AB|Naturlig tillväxt NUTAB Aktiebolag|Heroutech Enterprice AB|Jonas Gärd AB
ByggTjänst i Falun AB,5566230974,2,50,Fyhr; Anders,2,2,ByggTjänst i Falun AB|Fastighets AB Riset 5
Soil Mixing Group AB,5590011606,5,54,Persson; Henrik Arne,4,2,Soil Mixing Group AB|Soil Mixing Group Maskin AB|Soil Mixing Group Holding AB
Tunabygdens VVS-Installatör AB,5566280623,7,53,Ekgren; Hans Henrik,7,5,DALAB Sverige AB|Milen Ventilation AB|Tunabygdens VVS-Installatör AB|Henningssons Elektriska Aktiebolag|Henningsons El Service Aktiebolag|Säters Golf AB|HEIKAB Installationskonsult AB
Mora Bygg AB,5568401425,4,47,Holmin; John Anders Mattias,3,0,Mora Bygg AB|Helob Bygg AB|Mora Golv & Kakel AB
Miljönären Måleri AB,5565975876,3,54,Söderqvist; Frans Andreas,7,9,Promål AB|Miljönären Måleri AB|Miljönären Golv AB|Miljönären Måleri Entreprenad AB|Miljönären Lebe Golv AB|Miljönären Resurs AB|Miljönären Franschise AB
MyVi AB,5568803216,4,54,Pers; Jan Olof,6,8,MyVi AB|MyVi Digital Projekthantering AB|MyVi Konsult Mitt AB|MyVi Datasamordning AB|Myckelby Infrateknik AB|MyVi Holding AB
Hedemora Kraft och Värme AB,5565279626,4,62,Engdahl; Anders Rune,7,8,Hedemora Energi Aktiebolag|Hedemora Kraft och Värme AB|Hedemora Elnät AB|Omvårdnad i Skönvik Aktiebolag|Svältbackens Kraft Aktiebolag|Förvaltning i Skönvik Aktiebolag|Hedemora Elhandel AB
Scandinavian Roadconstruction AB,5567976252,3,62,Martinsson; Per Göran,5,18,Scandinavian Roadconstruction AB|Dala Väg AB|Scandinavian Road and Infrastructure AB|Dalabygdens Mark & Bygg Aktiebolag|Falu Export & Trading AB
Rönnberg & Mattsson Bygg Aktiebolag,5563591758,4,57,Rönnberg; Erik Torbjörn,7,5,Rönnberg & Mattsson Bygg Aktiebolag|Norbergs Bygg & Inredning AB|Högåsa Företagspartner AB|Restaureringsmasarna Bygg AB|Södra Dalarnas Tillväxtkassa AB|Åke Höglunds Måleri Aktiebolag|Engsbergs Holding AB
Ludvika Lastbilcentral AB,5566053889,3,62,Blomberg; Sune Thomas,2,17,AEB Anläggningsentreprenader AB|Ludvika Lastbilcentral AB
DalaFrakt Entreprenad AB,5563081057,9,57,Mattsson; Peter Johan,5,0,DalaFrakt AB|DalaFrakt Entreprenad AB|Dala Frakt Produktion AB|DalaFrakt Förvaltning AB|Bostadsrättsföreningen Fröja
Signalbolaget i Sverige AB,5567075543,4,51,Selin; Olga,5,8,Signalbolaget Holding AB|Signalbolaget i Sverige AB|Svensk spårbesiktning AB|Sveriges Järnvägsentreprenörer AB|Borlänge Tennisklubb
Signalbolaget i Sverige AB,5567075543,4,51,Andersson; Ulf Henrik,3,7,Svensk spårbesiktning AB|Signalbolaget Holding AB|Signalbolaget i Sverige AB
Smedjebacken Energi AB,5562234566,16,59,Ferner Kny; Eva Cia,3,8,Smedjebacken Energi AB|Bärkehus Aktiebolag|Smedjebacken Energi Nät Aktiebolag
Sundahem Sverige AB,5591023410,2,54,Katainen; Ismo Heikki Ilari,2,1,Sundahem Sverige AB|Kinnunen & Katainen AB
Rallarsving AB,5590523576,4,53,Sjöblom; Karl Leif Tomas,4,50,Rallarsving AB|Raildoc AB|Hobby Entreprenad Borlänge AB|Föräldrakooperativet i Halvarsgårdarna            ek förening
Rallarsving AB,5590523576,4,53,Karström; Johan,4,3,Rallarsving AB|Nordic Rent and Event AB|JLW Invest AB|Nordic Entreprenad i Ånge AB
Rustabo Sverige AB,5591166060,2,49,Hafvsdalen; Tommy Kent Gustav,13,17,Hancap AB (publ)|Westcoast Windows AB|Lugnet i Falun AB|Älvdalens Utbildningscentrum AB|Rustabo Sverige AB|AB Dalaflyget|Gårdsmark Sverige AB|AB Kandre International|Kompetens Resurs i Sverige AB|Comtranco Management Consulting AB|Fönsterbytarna Skandinavien AB|Hafvsdalen Holding AB|Dalarna Beyond Digitalization ekonomisk förening
Swe Dala Tak AB,5568143415,2,44,Camitz; Erik Henrik,6,17,Swe Dala Tak AB|Swe Dala Tak Försäljning AB|Starmitz invest AB|Takmästarna i norr AB|Takmästarna i väst AB|Takmästarna i öst AB
Dalakranar AB,5564533973,4,50,Ax; Lars Anders Yngve,1,2,Dalakranar AB
Nordsign Aktiebolag,5566992706,3,49,Asp; Erik Christian,4,4,Nordsign Aktiebolag|Möttönen och Asp Holding AB|Erik Asp Holding AB|ARE Noret AB
Nyman Jansson Bygg AB,5566230982,3,51,Höök; Pär Bertil,3,2,Lodwija AB|Nyman Jansson Bygg AB|Elin Ek Friskvård AB
Dalarnas Infraentreprenad AB,5563207546,4,52,Bjurell; Per Anders,8,4,Dalarnas Infraentreprenad AB|Hyttings Industrifastighet Aktiebolag|Dala Infrakonsult i Sverige AB|Göran Bjurell Consulting AB|Hytting Invest AB|Tronsjö Holding AB|Hytting Holding AB|Dala Infrastructure AB
Lunds Schakt & Planering i Borlänge Aktiebolag,5561140202,3,55,Lund; Lars Åke,4,1,Lunds Schakt & Planering i Borlänge Aktiebolag|Lund Content AB|Kondens Studios AB|Konsultlund AB
SRR INFRATEKNIK AB,5569436057,3,41,Jonsson; Jens Arne,3,7,Streamfield AB|JJO Musik|SRR INFRATEKNIK AB
Miljönären Golv AB,5561883371,2,54,Söderqvist; Frans Andreas,7,9,Promål AB|Miljönären Måleri AB|Miljönären Golv AB|Miljönären Måleri Entreprenad AB|Miljönären Lebe Golv AB|Miljönären Resurs AB|Miljönären Franschise AB
Markgruppen i Dalarna Aktiebolag,5565027454,4,51,Kandell; Lars Magnus,2,1,Bergdell AB|Markgruppen i Dalarna Aktiebolag
Näséns Byggnadsaktiebolag,5560644741,2,42,Näsén; Lars Håkan,2,1,Bostadsrättsförening Flottaren|Näséns Byggnadsaktiebolag
HIAK AB,5561797001,2,54,Hongisto; Maria Kristina,1,1,HIAK AB
