company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Wigells Mark & Bygg AB,5590147228,2,41,Wigell; Jonny Kristian Tapio,2,0,Wigells Mark & Bygg AB|Wigells Mark & Bygg
JONIK AB,5569062929,3,45,Karlsmyr; Jonas Mikael,2,1,JONIK AB|JM Karlsmyr
JONIK AB,5569062929,3,45,Karlsmyr; Niklas Joakim,1,1,JONIK AB
Stadsutveckling i Stockholm AB,5567288526,2,69,Hardenborg; Jan Gunnar Olof,34,111,Arkvision AB|M.E.R Solution AB|ETTELVA Arkitekter AB|Beskow Projekt AB|Bostadsrättsföreningen Vattuormen 20|Stadsutveckling i Stockholm AB|Arkvision Sverige AB|K 4 Gruppen Aktiebolag|SUV Framtiden 23 AB|Haga Strand AB|Haga Marina AB|Munken Projekt AB|Hamnen Projekt AB|Bredsands framtidsboende AB|Haga Framtidsboende AB|Mälarholmen AB|Obeon AB|Kalmarsand Projekt AB|Index Projekt AB|SUV Invest 23 AB|Annelund Projekt AB|Solfältet Fastighets AB|SUV Balearerna AB|Kista Backe AB|SUV Invest 26 AB|SUV International AB|SUV Invest 25 AB|Fridhem Projekt AB|Beskow Fastighet AB|SUV Invest 24 AB|Fridhems Strand AB|Kappelängen AB|Norra Hamnen i Enköping AB|Svinnegarns Strand AB
Rohtec El & Styr AB,5569804189,3,39,Holm; Johnny,1,0,Rohtec El & Styr AB
EssDe energiteknik värmdö AB,5590308705,3,44,Danielsson; Ulf Stefan,2,7,EssDe Bygg & Energi|EssDe energiteknik värmdö AB
Teknopex AB,5590749213,1,27,Appo; Jack Afram,1,6,Teknopex AB
Saltsjön bygg & design AB,5566773155,2,49,Engdahl; Kent Tommy Stefan,3,7,Bostadsrättsföreningen Hälsingen|Saltsjön bygg & design AB|Projektbolaget konsulter i Sverige AB
IPMG Sverige AB,5567636047,2,40,Edsvärd; Jan Iwo Alexander,4,3,IPMG Sverige AB|Edsvärd Hållbarhet AB|Bostadsrättsföreningen Humblan|Samporten Sverige AB
AVTS elteknik AB,5568299035,2,51,Vegh; Per Géza Andreas,3,4,Styrgrossisten AB|PALHUS Teknikentreprenader AB|AVTS elteknik AB
Norrtälje Elteknik AB,5590318134,2,34,Borgström; Henrik Lars Erik,2,0,Roslagens lager och förvaring AB|Norrtälje Elteknik AB
Kembel Tak och Fasad plåtslageri AB,5590484282,3,47,Kembel; Ken Christopher,2,0,Kembel Brand & Säkerhet AB|Kembel Tak och Fasad plåtslageri AB
DELCO Design & Construction Sweden AB,5567854947,2,58,Baud; David Alexandre,1,6,DELCO Design & Construction Sweden AB
H.A.G. arkitekter AB,5567431597,3,61,Herdevall; Gabriel Gustaf,4,1,Södergruppen arkitekter AB|H.A.G. arkitekter AB|Herdevall Arkitekter AB|Södergruppen Holding AB
Dalarö El och Rör AB,5590216874,3,38,Wallin; Pierre Thomas Joel,2,0,Thomas Wallin AB|Dalarö El och Rör AB
Selektiv Bygg och Entreprenad i Bromma AB,5591778906,2,35,Runestedt; Ludwig Bengt Peter,2,11,Maxtellius Media AB|Selektiv Bygg och Entreprenad i Bromma AB
Aranea Projektledning AB,5569920357,4,48,Skog; Nils Håkan,1,1,Aranea Projektledning AB
Aranea Projektledning AB,5569920357,4,48,Dahlström; David Krister,1,0,Aranea Projektledning AB
Fåruddens Marin AB,5568627649,3,57,Sundkvist; Stefan Ragnar,3,3,Säby 1:148 AB|Fåruddens Marin AB|Aros Water Aktiebolag
08 Rörservice AB,5590488432,3,40,Kuzmanovic; Milos,2,1,08 Rörservice AB|08 Rörservice
TMET Construction AB,5590484936,4,53,Thunman; Leif Åke Waldemar,4,3,T.M.E. Total Markentreprenad AB|Aktiebolaget C.R. Malms Trädgårdsanläggningar|TMET Construction AB|Odensala Anläggningsservice AB
Priwiba AB,5592124951,3,42,Pripp; Danny Lars Harry,1,2,Priwiba AB
P.Marklund Bygg & Service AB,5591385793,2,53,Marklund; Per Lennart,1,1,P.Marklund Bygg & Service AB
RoKaDo AB,5568840424,2,55,Johansson; Evelin Eva Karin Helena,1,1,RoKaDo AB
Pooldesign Stockholm AB,5566274378,2,58,Rylander; Christer Ingvar,1,0,Pooldesign Stockholm AB
Ösmo Lastmaskin Aktiebolag,5562672377,2,54,Wahlberg; Bo Peter,1,3,Ösmo Lastmaskin Aktiebolag
Lennart Edlund AB,5565951653,2,74,Edlund; Sven Bengt Lennart,2,5,Michael Edlund AB|Lennart Edlund AB
PSP Ventilation AB,5569265548,2,40,Kudrinskii; Andrei,3,1,PSP KONSULT OCH FÖRVALTNING AB|PSP Gruppen AB|PSP Ventilation AB
O. Michélsen arkitekter AB,5567431639,2,56,Michélsen; Olof Axel Lars,3,3,Södergruppen Holding AB|Södergruppen arkitekter AB|O. Michélsen arkitekter AB
Elevate Stockholm AB,5592010580,3,39,Holmgren; Carina Han-Soon,1,4,Elevate Stockholm AB
Lindholmsviken AB,5567889893,2,43,Molin; Thomas Christoffer,19,12,AB Tunaborgen|Rallarens Företagsby AB|MOVE Wellness Knivsta AB|Runö 7:177 AB|Lindholmsviken AB|GL Berga AB|MOVE Wellness Brottby AB|Husby 3:27 AB|Fastigheten Bo 1:4 Skeppsdal AB|Österåker Runö 7:83 Fastighets AB|Smedby 16:1 AB|Sjöhagen Entreprenad AB|SV 9 fastighets AB|Gustavsson & Due-Boje Fastighets AB|Företagsparken i Österåker AB|Vaxholm Gym & Friskvård AB|Biskopstuna Invest AB|AB Tunaviken Fastigheter|Drängsjön Holding AB
Krusemarks Entreprenad AB,5569939159,3,47,Krusemark; Håkan Gunnar,2,2,Krusemarks Entreprenad AB|Krusemarks Entréprenad
BBN Bygg & Fastighetsservice AB,5564974409,3,57,Larsson; Lars Leif,1,2,BBN Bygg & Fastighetsservice AB
MB Styr & El Teknik AB,5569040040,4,45,Möllerstedt; Bengt Ola,1,0,MB Styr & El Teknik AB
MB Styr & El Teknik AB,5569040040,4,45,Bingert Aleman; Martin Josef,1,0,MB Styr & El Teknik AB
Slussgården Utveckling AB,5591630651,4,57,Kinneholm; Lars Bo,9,9,Slussgården Överkikaren AB|Slussgården AB|Slussgården Saturnus AB|Slussgården Jupiter AB|Slussgården Hantverkshuset AB|Slussgården Sandbacken AB|Slussgården Högberga AB|Slussgården Utveckling AB|Bostadsrättsföreningen Hälsokällan 8
Henrik Lidstrand Woodwork AB,5590014923,2,37,Sejersen Lidstrand; Sven Henrik,1,6,Henrik Lidstrand Woodwork AB
Skärgårds EL AB,5569858201,2,37,Sellberg; Thomas Hans Jörgen,2,0,Skärgårds EL AB|Skärgårds el & byggservice
Skärgårds EL AB,5569858201,2,37,Sellberg; Caroline Eva Maria,2,2,Skärgårds EL AB|Saltarö Redovisning
EL-uppdraget Stockholm AB,5569397986,2,42,Fredriksson; Richard Lennart,1,2,EL-uppdraget Stockholm AB
Reearth AB,5567703847,2,58,Wadström; Carl Martin Andreas,2,6,Constructon International AB|Reearth AB
Sandbergs Holding AB,5569158909,2,49,Sandberg; Carl Petter,2,4,Hissexpert Sverige AB|Sandbergs Holding AB
Hans Olsson Bygg & Inredning AB,5569839037,3,37,Sundell; Hans Gustav Robert,1,6,Hans Olsson Bygg & Inredning AB
TSR Service AB,5590967138,2,40,Wigandt; Kjell Thomas,1,2,TSR Service AB
Ödquist El & Styr AB,5567296495,2,47,Ödquist; Patrick Daniel,2,5,Bostadsrättsföreningen Lampetten|Ödquist El & Styr AB
L Blomkvist Elteknik AB,5569468803,2,42,Blomkvist; Lars Erik,1,4,L Blomkvist Elteknik AB
Geoteam Systems Sverige AB,5591510192,2,47,Östergårds; Joachim Jean Olav,3,4,Geoteam Systems Sverige AB|Geoteam Mälardalen AB|Geoteam Nord AB
Nudla AB,5590503883,3,31,Rydholm; Hanna Märta Elisabeth,1,2,Nudla AB
Wilke Städ AB,5591554661,2,50,Senften; William Klaus,2,1,Wilke Städ AB|Klaus Wilke Städservice Eftr; W. Senften
MEX; Mark- och Exploatering Aktiebolag,5563354470,3,60,Fransson; Jan-Erik Lennart,8,132,MEX; Mark- och Exploatering Aktiebolag|J L Projekt i Stockholm AB|Bostadsrättsföreningen The Village STHLM 2|Mex; mark- och Exploatering Holding AB|Boo Seniorhem Kooperativ hyresrättsförening|Järvastaden Fastighet Linnean 1 AB|Bostadsrättsföreningen Heliosparken 2|Bostadsrättsföreningen Linnéan i Järvastaden
Matias Baresso Restaurangkonsult AB,5568135494,2,45,Baresso; Matias,3,11,Odelia Holding AB|MB Metall|Matias Baresso Restaurangkonsult AB
danixo AB,5566459896,2,68,Eriksson; John Bertil Daniel,5,16,danixo AB|Bostadsrättsföreningen ApartHotel Attaché|The Foodtruck Company Sweden Handelsbolag|Bostadsrättsföreningen Djurgårdseken 2|Bostadsrättsföreningen Bygdegården
Tunberga Fastighetsbolag AB,5567163752,2,47,Arkling; Andreas Gustav,28,41,Tunberga Fastighetsbolag AB|Blomark Holding AB|Selaponik AB|Panorama Bostad AB|Panorama Elektronen 1 AB|Saltäng Fastighets AB|Pelakonik AB|Bostadsrättsföreningen Stenstavägen|Panorama Elektronen 2 AB|Panorama Fanfaren Projekt AB|Argil Holding AB|Panorama Fanfaren Holding AB|Stenstavägen AB|Bostadsrättsföreningen Sörmlandsvägen|Marielunds Fastighetsutveckling AB|Bostadsrättsföreningen Stenstavägen 2|Aktiebolaget Saltsjöbyggen|Bostadsrättsföreningen Vindhuset|Bostadsrättsföreningen Jaktlyckan|Bostadsrättsföreningen Gluggen|Muskelgruppen AB|Telegrafholmen AB|Bostadsrättsföreningen Sankta Maria i Visby|Panorama Senior Living AB|Senior Living Sjöberg AB|Blomark Fastighets AB|Bostadsrättsföreningen Muskelgruppen|Panorama Properties AB
R.O.T.H Sweden AB,5567252803,2,64,Roth; Stefan Lennart,2,0,Omni Mekanik El & Tele Teknik AB|R.O.T.H Sweden AB
Ozzys Rörservice AB,5568225030,2,42,Jalil; Ruhel Salam,2,0,Ozzys Rörservice AB|Ozzys rörservice
Stockholms Inredare & Home Styling AB,5590914643,2,42,Moström; Eva-Lotta,1,2,Stockholms Inredare & Home Styling AB
Svensk Anläggningsdykning AB,5569049710,2,37,Rydholm; Carl Henrik Mikael,2,0,Dalarö Maskinuthyrning AB|Svensk Anläggningsdykning AB
Marina Fastighetstjänst AB,5591626667,2,61,Ekdal; Marina Anette Debora,2,4,Marina Fastighetstjänst AB|AB Marina Consulting Sigtuna
De2 Gruppen AB,5590103650,2,39,Stojanovski; Dusko,6,12,De2 FM AB|De2 Elektriska AB|De2 Gruppen AB|Ledax AB|Aktiebolaget Placera Sverige|Somore Sverige AB
Temporärt AB,5568918477,2,48,Brandhild Lind; Hans Cristian,1,5,Temporärt AB
100% Tak AB,5568922677,2,38,Klintemar; Susanne Cristina,1,1,100% Tak AB
100% Tak AB,5568922677,2,38,Nilsson; Fredrik Rolf,1,2,100% Tak AB
Rör som Rör i Stockholm AB,5590121678,2,43,Johansson; Lucas Mikael,1,2,Rör som Rör i Stockholm AB
Rikard & Susanne Entreprenad AB,5567006951,3,39,Ivarsson; Lars Johan Rikard,2,2,RIKARD IVARSSONS BYGGSERVICE|Rikard & Susanne Entreprenad AB
Hilleshög Entreprenad & Transport AB,5569819476,2,50,Persson; Alf Erik,2,1,Hilleshög Entreprenad & Transport AB|AFFES TRAKTOR & MEKANIK
ML VVS AB,5568655533,3,43,Ljunggren; Per Markus,3,1,Portföljen Färentuna AB|Macfast Holding AB|ML VVS AB
Berga Installation AB,5569506180,3,50,Balbalian; Ara,5,4,Pronex AB|Berga Installation AB|Stockholm Håltagning AB|Krim invest AB|XCHARGE SWEDEN AB
Maestro service i Stockholm AB,5591680219,2,30,Karlström Gonzalez; Michele Marcelo,1,0,Maestro service i Stockholm AB
Nordisk Kyla AB,5591242622,2,47,Hölscher; Michael David,1,1,Nordisk Kyla AB
Infront Graphic Solutions AB,5568137003,2,37,Husak; Johan Peter,1,5,Infront Graphic Solutions AB
Mannerfelt Design Team AB,5563637288,3,59,Mannerfelt; Ted Magnus Göransson,3,3,Picliving AB|Bostadsrättsföreningen Germania nr 20|Mannerfelt Design Team AB
VVS Konstant i Sthlm AB,5568960677,2,35,Khalafian; Mahmood,2,3,Nordiska VVS Depån AB|VVS Konstant i Sthlm AB
Peli Bygg Aktiebolag,5564104288,2,72,Lindström; Per Jörgen,1,2,Peli Bygg Aktiebolag
Mats Blomberg Hus o Projektledning AB,5591495279,2,55,Blomberg; Mats Gunnar,3,0,Mats Blomberg Hus o Projektledning AB|Mats Blomberg Bygg & Fastigheter AB|G. Blomberg Fastighets AB
Storstaden Bostad Älvsjö II AB,5591555510,4,43,Jutner; Per Arne,23,89,Storstaden Bostad Nacka AB|STORSTADEN STOCKHOLM BOSTAD AB|Storstaden Bostad Älvsjö II AB|Abentor Innovation AB|Storstaden Stockholm Fastigheter AB|Storstaden Bromma Bostad AB|Storstaden Bostad Älvsjö III AB|Storstaden Property Group Holding AB|Storstaden Bostad Mälaräng AB|Storstaden Bostad Älvsjö AB|Segerporten Holding AB|Vikdalsvägen Fastighets II AB|Kavelbron Fastighets AB|Vikdalsvägen Fastighets AB|Segerporten Holding II AB|Visionen Elteknik Sverige AB|Hemmavid Sverige AB|Vikdalsporten Holding AB|Vikdalsvägen Garage AB|Eksätravägen Fastighets AB|Mälarhöjdsporten Holding AB|Storstaden Bostad Årsta AB|Bostadsrättsföreningen Stadsporten i Nacka
Kalliorakennus AB,5590764170,4,47,Halonen; Juha Markus,1,1,Kalliorakennus AB
C Hanssons Entreprenad AB,5566157540,2,50,Hansson; Per Christer,1,1,C Hanssons Entreprenad AB
DeArk Nordic AB,5591886253,2,42,Breime; Kennet,5,0,A-gruppen i Sverige AB|A-direkt AB|a-arkitekter i Sverige AB|DeArk Nordic AB|A - gruppen invest Sverige AB
Sical Holding Aktiebolag,5561876979,3,48,Larsson; Lars Göran,5,7,Ornbo AB|CropHealth AB|Sical Holding Aktiebolag|Ornbo Consulting Kommanditbolag|Carbon Personal Protection Sweden AB
Addlease AB,5562753102,2,62,Öhlin; Ivan Fredrik,3,3,Addlease AB|FalMag AB|Fredrik Öhlin Konsulting AB
Badhemma Sverige AB,5568130982,2,37,Åslund; Pierre Ove Kristian,2,9,Projektea Gruppen AB|Badhemma Sverige AB
Kronans tak & fasad Plåtslageri AB,5569998510,2,47,Lindbom; Pär Joakim,3,11,Kronans plåtförvaltning AB|Kronans tak & fasad Plåtslageri AB|ribbans konsult
Kijak Byggservice AB,5591074009,2,48,Kijak; Robert Jozef,1,0,Kijak Byggservice AB
Meyer Inredning & Produktion AB,5569886863,2,43,Meyer; Thomas Robert,1,8,Meyer Inredning & Produktion AB
Meyer Inredning & Produktion AB,5569886863,2,43,Meyer; Andreas Mikael,1,2,Meyer Inredning & Produktion AB
E. Lundberg Byggteknik AB,5590766340,2,37,Lundberg; Eric Gustav Viktor,1,1,E. Lundberg Byggteknik AB
Hällgren Sverige AB,5591546329,2,30,Josefsson Hällgren; Johan Roger,2,4,A Hällgren Nord AB|Hällgren Sverige AB
ER Snickare Stockholm AB,5591364533,3,32,Gunnarsson; Toivo Mikael,1,1,ER Snickare Stockholm AB
Westers Group TA AB,5590892500,4,45,Ahlin Wester; Klaus,4,4,Westers Group AB|Westers Group TA AB|Stockholm och Mälardalens TA AB
PROJEXAN AB,5591380505,2,46,Dervishi; Dorjan,2,1,Dorisson|PROJEXAN AB
J.A. Holmbergs Elektriska Aktiebolag,5561590943,2,69,Holmberg; Per Arne,1,0,J.A. Holmbergs Elektriska Aktiebolag
Pecar Property Development AB,5590955398,3,60,Lidback; Crister,6,7,Pecar Consulting AB|Real World Products AB|Pecar Property Development AB|Pecar AB|Pecar SoftWare AB|Lidback Invest AB
AYP Consulting AB,5569608325,2,46,Palmgren; Anders Yngve,26,40,Fastighets AB Knall|Genesta Property Nordic AB|Fastighetsbolaget Anlos 2 AB|Fastighetsbolaget Styckjunkaren 3 i Solna AB|Filmstjärnan Förvaltning AB|Mestro AB|Solåsen Köpcentrum AB|Norra Hamnen Fastighets AB|AYP Consulting AB|Bostadsrättsföreningen Stråhattsfabriken|GNSWE I Sweden AB|Fastighetsaktiebolaget Slagreparen|GNRE Fund II Insurance Holding AB|GNRE Core Plus Insurance Holding AB|Tricoreal Mitten Holding AB|TEAL Capital AB|Genesta Holding IV AB|Genesta Holding VI AB|Tricoreal Mitten Projekt AB|GNRE Value-Add Fund III Insurance Holding AB|GNSWE Svea Artilleri Holding AB|Bostadsrättsföreningen Skiers Lodge|GNSWE Arninge Holding AB|Genesta Invest IV AB|Genesta Holding V AB|Genesta Invest VI AB
NOGRAND AB,5591735021,2,29,Fan; Yiming,1,0,NOGRAND AB
ENTREDO AB,5591990006,2,37,Augustyniak; Przemyslaw Jozef,2,1,ENTREDO AB|FP Måleri & Bygg
Frank International Partner AB,5591207377,4,54,Bajic; Kolja,1,1,Frank International Partner AB
Smista datakoordinering Aktiebolag,5591380406,2,70,Sandström; Mirja Sisko,3,2,Smista Holding AB|Smista Elinstallation AB|Smista datakoordinering Aktiebolag
Argida AB,5565983730,2,49,Popovics; Vasilijs,1,0,Argida AB
CVS Bygg & Transport AB,5564125929,2,56,Sevedsson; Anki Inez Ann-Christine,4,11,Malinista AB|CVS Bygg & Transport AB|Malinista Agenturer AB|Butik Agora i Trosa Handelsbolag
CVS Bygg & Transport AB,5564125929,2,56,Sevedsson; Claes Henric Victor,2,5,V&N Fastigheter AB|CVS Bygg & Transport AB
PropCon Sweden AB,5568512502,2,45,Padt; Olof Moses Sebastian C,1,0,PropCon Sweden AB
NVBS Electric AB,5590529433,4,42,Nyman; Lars Håkan,7,1,NVBS Projekt AB|NVBS Anläggning AB|NVBS Infra AB|NVBS Electric AB|NVBS Rail Nordics AB|NVBS Anläggning Nord AB|NVBS Rail AB
Paloma Design Studio AB,5592119365,3,36,Bamberg; Anneli Sandra Sofie,2,0,Paloma Design Studio AB|Sofie Bamberg AB
Paloma Design Studio AB,5592119365,3,36,Loqvist; Jenny Sofia Linn,1,1,Paloma Design Studio AB
Garden by Anna Carolina AB,5568083595,2,59,Nilsson; Anna Carolina,1,5,Garden by Anna Carolina AB
Åkersberga Kyl & Ventservice Aktiebolag,5563032886,2,64,Vikström; Per-Erik,2,2,Bostadsrättsföreningen Hellas|Åkersberga Kyl & Ventservice Aktiebolag
ISSA Fastighetsservice AB,5568113582,2,41,Belov; Rikard Vladimir,4,1,Luxurious Era AB|ISSA Fastighetsservice AB|Nadja Lindhe Mammo AB|Issa Förvaltningskompaniet AB
Rix Entreprenad AB,5569170763,2,65,Hunter; Brian Allen,1,0,Rix Entreprenad AB
Aktiebolaget Byggtest; Pär Lundberg,5564389434,2,74,Lundberg; Pär Jan Gunnar,1,2,Aktiebolaget Byggtest; Pär Lundberg
Björk Bygg & Projektledning AB,5568405004,2,53,Björk; Lars Markus,1,0,Björk Bygg & Projektledning AB
PJ Sandel Bygg & Plattsättning AB,5590924808,2,51,Sandel; Johan Peter,1,1,PJ Sandel Bygg & Plattsättning AB
Revolt Bygg AB,5591211692,4,41,Bergqvist; Pär-Anders,3,7,Revolt Bygg AB|4:4 Enterprise AB|Open Airways AB
Revolt Bygg AB,5591211692,4,41,Karlsson; Ulf Martin,3,1,Bostadsrättsföreningen FÄRGARLOFTET|Revolt Bygg AB|Famkar AB
O & S Tak Plåt Service AB,5569725814,2,44,Vargas Cordova; Carlos Alberto,2,1,S & O Service|O & S Tak Plåt Service AB
Theory Into Practice AB,5590588983,3,42,Björkman; Carl Magnus,2,6,Theory Into Practice AB|Kerstin Hanson Design Aktiebolag
Theory Into Practice AB,5590588983,3,42,Sundman; Anna Maria,1,2,Theory Into Practice AB
Soul Woman Aktiebolag,5566764147,2,54,Ek; Erik Ragne,2,10,Clabow i Stockholm AB|Soul Woman Aktiebolag
Soul Woman Aktiebolag,5566764147,2,54,Ek; Petra Anna Margareta,1,3,Soul Woman Aktiebolag
Strömgrens Måleri & Entreprenad AB,5569266850,2,62,Strömgren; Stefan Gustav Erik Mikael,1,3,Strömgrens Måleri & Entreprenad AB
Hurtig & Widgren AB,5590072525,3,40,Hurtig; Niklas,2,0,Johan på hörnet AB|Hurtig & Widgren AB
Hurtig & Widgren AB,5590072525,3,40,Widgren; Lars Johan,1,2,Hurtig & Widgren AB
M80 bygg och Entreprenad AB,5591939896,2,45,Andersson; Mikael Karl Ronny,1,0,M80 bygg och Entreprenad AB
Måleriråd Lars E.G. Magnusson Aktiebolag,5562273291,4,56,Magnusson; Karl Mikael,2,1,Måleriråd Lars E.G. Magnusson Aktiebolag|From & Johansson Måleri Aktiebolag
Verde; Eriksson bygg & badrumsspecialisten AB,5567386890,4,54,Eriksson; Ulf Peter Tage,1,1,Verde; Eriksson bygg & badrumsspecialisten AB
Widings Entreprenad AB,5591687206,2,56,Widing Eriksson; Yvonne Kristina,4,2,Tank-Konsult i Sthlm Aktiebolag|Widings Entreprenad AB|JanOil AB|Bostadsrättsföreningen Vidbynäspark 2
Doos Arkitekter Aktiebolag,5566748413,2,58,Welsh; Bronwynn-Anne,2,2,Doos Design Studio AB|Doos Arkitekter Aktiebolag
Elektrobyrån Åkersberga AB,5590552260,2,35,Averstedt; Jonny Eddie,1,1,Elektrobyrån Åkersberga AB
Vardag AB,5591560528,3,46,Rex; Anna Maria,3,5,Borg Rex Taune AB|Vardag AB|Rex Arkitektbyrå AB
Projektkoordinator Firo Sweden AB,5569291338,2,58,Öberg; Susanne Ragni Theresia,2,0,Fendert & CO Management Coach Consulting AB|Projektkoordinator Firo Sweden AB
K4K Consulting AB,5567494553,2,41,Mert; Murat,3,4,Decamert AB|Sontech International AB|K4K Consulting AB
Peter Fuchs Bygg & Inredning AB,5591275143,2,50,Fuchs; Peter Jörgen,3,4,widmans förskolor AB|Peter Fuchs Bygg & Inredning AB|Peter Fuchs Bygg & Inredning
Atmosfär by Attar AB,5568899149,2,61,Attar; Philippe,1,1,Atmosfär by Attar AB
