company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Sveriges Byggkonsulter AB,5591033435,3,34,Butandu; Blanchard,1,0,Sveriges Byggkonsulter AB
Sveriges Byggkonsulter AB,5591033435,3,34,Lumbana Kapasa; Christian,4,0,Sveriges Byggkonsulter AB|13 Music Group AB|Boris René Music AB|Kleanvenner
Eriksson Frelihs Bemanning AB,5590910476,2,44,Eriksson; Tord Staffan,2,4,Eriksson Frelihs Bemanning AB|Bröderna Erikssons Entreprenad på Singö AB
Eriksson Frelihs Bemanning AB,5590910476,2,44,Eriksson; Tord Jonas,2,0,Eriksson Frelihs Bemanning AB|Bröderna Erikssons Entreprenad på Singö AB
Loumab AB,5591178701,2,44,Malmberg; Louis Peter,2,2,Loumab Project AB|Loumab AB
Otters EL AB,5590886429,2,48,Otter; Simon Claes,1,0,Otters EL AB
Novatil AB,5568808868,2,46,Otendal; Ulf Magnus Christian,2,6,Bostadsrättsföreningen Jägaren 14|Novatil AB
SPX Byggpartner AB,5591603609,2,26,Brunzell; Victor Henrik,3,1,Simplex Logistics Sverige AB|SPX Byggpartner AB|Simplex Bemanning AB
Golvexperten i Stockholm AB,5566833041,2,34,Benavides Almeida; Walter Alexander,20,9,Nordic Building Invest AB|Svea Showroom 2 AB|Lisbeth Janson Frukt & Grönt AB|Burgos Bygg AB|Burgos Entreprenad AB|IAM Consulting AB|Golvexperten i Stockholm AB|Weil subs AB|IAM Creation AB|Mexikansk Fiesta AB|We Got Edge AB|Råggywood AB|IAM Consulting Helsingborg AB|EOM Invest AB|IAM Bemanning AB|Villaräcken Sverige AB|Burgos Holding AB|Bismilla Holding AB|Vård av bil Tumba AB|Bostadsrättsförening Stickan
Strandberg Energikonsult AB,5567273023,2,48,Strandberg; Åke Lennart,1,2,Strandberg Energikonsult AB
ZIN Arkitektur AB,5590411301,2,61,Jakobsson; Roger Zin,1,6,ZIN Arkitektur AB
Sjölund Åkerblom Arkitekter AB,5591328629,2,46,Sjölund; Petra Sofia,1,4,Sjölund Åkerblom Arkitekter AB
ÖMSA AB,5567488761,2,46,Öhrström; Hans Åke Mikael,1,5,ÖMSA AB
Flysta Byggredovisning AB,5568525272,2,54,Jonsson; Gunilla Helene,1,1,Flysta Byggredovisning AB
Redlin management AB,5590703087,2,46,Linder; Per Arne Daniel,2,2,RED Management AB|Redlin management AB
Snickarbolaget Sverige AB,5569794117,2,37,Saar; Siim,1,1,Snickarbolaget Sverige AB
Entreprenör Aktiebolaget Sätra,5561025643,2,63,Brösmark; Mats Olof,2,0,Entreprenör Aktiebolaget Sätra|Brösmarks Trädgårdsservice Aktiebolag
J.U.E snickeri AB,5590765029,2,31,Urtubia Eriksson; Johan Eduardo,1,0,J.U.E snickeri AB
Actava AB,5567336747,3,53,Olsson; Mats Åke Henrik,9,15,Eminenta AB|Värdia Fastigheter AB|Actava AB|Totega AB|WA Vilmos A Consulting AB|MAGUPE AB|Värderaren Fastighets AB|Eminenta Holding AB|Gotega AB
J D Cisternkontroll Aktiebolag,5563154870,3,49,Karlsson; Curt Martin,4,6,J D Cisternkontroll Aktiebolag|TMLK Sweden AB
PROCAMP AB,5567372387,2,56,Björklund; Lars Gunnar,5,8,PROCAMP AB|Storholmen Träd AB|Gunnar Björklund Holding AB|Diroind Ledarskap AB|Bokförlaget Omar AB
PROCAMP AB,5567372387,2,56,Lemmel; Carl Michael Peder,3,8,Ö till Ö AB|Madplow AB|PROCAMP AB
Patrick Axén Bygg AB,5591894729,2,57,Axén; Karl Göran Patrick,1,0,Patrick Axén Bygg AB
addFunction i Stockholm AB,5566648373,4,49,Nord Andersson; Paul Hans,2,3,Bostadsrättsföreningen Silvergjutaren|addFunction i Stockholm AB
CVC El och Säkerhet AB,5591492649,3,45,Targuisti Lindsten; Christoffer,2,1,CVC El och Säkerhet AB|CVC Larm AB
CVC El och Säkerhet AB,5591492649,3,45,Fritzell; Carl Victor Björn,3,2,CVC El och Säkerhet AB|CVC Larm AB|VF Måleri och Fastighetsservice
VG Projektkompetens AB,5591878698,3,43,Grothe; Göran Harry,1,3,VG Projektkompetens AB
VG Projektkompetens AB,5591878698,3,43,Tunell; Viviann Marita,1,0,VG Projektkompetens AB
Speedghost AB,5567175897,2,55,Pers; Björn Patrik,1,4,Speedghost AB
Direkt Bygg Värmdö AB,5590943972,2,43,Mineikis; Zydrunas,1,1,Direkt Bygg Värmdö AB
Nomad Entreprenad AB,5590840590,2,29,Acheldiev; Mukhammad,2,0,Nomad Entreprenad AB|BreitBygg AB
ARCONTE AB,5569142085,2,65,Vujadinovic; Dubravka,2,4,Arconte arkitektur AB|ARCONTE AB
Reinhold Europe AB,5567063713,3,66,Söderholm; Runar Martin,11,132,Gilbert Trading Engros Aktiebolag|Gilbert Trading i Jönköping Aktiebolag|Reinhold Europe AB|L & G Fastighetsfonder AB|Lean & Green Systems|Cloudberry Utveckling AB|Next Trend Sverige AB|L & G Kommersiella Fastigheter AB|Stockwater Capital Partners AB|L & G Hyresrättsfond AB|Lean & Green Systems AB
D&G BETONGGOLV AB,5591021760,2,36,Montano Molina; David,1,0,D&G BETONGGOLV AB
ByggArea i Boo AB,5590325667,2,43,Ahlström; Malin Eva,2,9,Fasad & Byggkonsult Hans Ljungberg AB|ByggArea i Boo AB
ByggMård AB,5566210992,5,50,Mård; Hans Gunnar,3,1,Trångsunds Redovisningsbyrå AB|Drevviken Event AB|ByggMård AB
BAS Förvaltning AB,5564611282,2,66,Gustafsson; Rolf Erik,5,17,BAS Förvaltning AB|Hökeberga förvaltning AB|Andra Hökeberga förvaltning AB|Rog Invest AB|Bostadsrättsföreningen Torpa Äng 1
Stefan Sahlström Bygg AB,5568895121,2,43,Sahlström; Stefan Arne,1,2,Stefan Sahlström Bygg AB
NorLux Bygg AB,5568679517,2,49,Hoffmann; Peter,3,6,Norlux AB|NorLux Bygg AB|Norlux Holding AB
Takfix Stockholm AB,5590247184,2,44,Adzinets; Andrei,2,3,Takfix Stockholm AB|Miramix AB
Källarbo Entreprenad AB,5590519269,2,58,Källarbo; Johan,1,4,Källarbo Entreprenad AB
Creative Solutions Sthlm AB,5568779044,2,55,nan,nan,nan,nan
Bladys Bygg AB,5569695751,2,47,Kwiatecki; Mariusz Robert,2,1,Bladys Bygg AB|Blady Byggservice
Teknikillustratörerna Forslund & Co AB,5566318134,2,53,Forslund; Inga Camilla Ernestine,3,2,Roslagssol AB|Teknikillustratörerna Forslund & Co AB|Engfeldt & Forslund i reklamhuset gammelgården AB
Kjellkvists Bygg och Entreprenad AB,5591635163,2,47,Kjellqvist; Ove Kennet,2,0,Kjellkvists Bygg och Entreprenad AB|Kjellkvist bygg och mark
Global Geoteknik Sverige AB,5591351407,2,35,Farzam; Massod,1,0,Global Geoteknik Sverige AB
Mariehälls Bygg & Konsult AB,5567223390,2,52,Bykovsky; Dmitry,2,4,Bromma Gräv och Anläggning AB|Mariehälls Bygg & Konsult AB
Innovapro Sverige AB,5569056129,2,49,Borg; Linda Maria,1,0,Innovapro Sverige AB
Innovapro Sverige AB,5569056129,2,49,Borg; Sten Rickard,1,0,Innovapro Sverige AB
Wallroff AB,5566907415,2,59,Wallgård; Per Magnus,2,20,Bostadsrättsföreningen Lyckan i Väsby|Wallroff AB
Byggtrim AB,5568315609,2,37,Ljungman; Hazina Hazni,9,4,IPMG Sverige AB|Byggtrim AB|Ljungmans jurist & Finanshus AB|Ljungman Group AB|Wallenstedts Invest AB|IFL Property AB|Utilis Food Sweden AB|ArchAngels Gaming AB|IPMG Rail & Construction AB
Byggtid AB,5591279145,2,34,Mohammadzadeh; Sima,1,2,Byggtid AB
Byggtid AB,5591279145,2,34,Dolatabadi; Pooya,1,0,Byggtid AB
Carat Måleri & Sanering AB,5567909378,3,52,Johansson; Bo Dennis,33,31,Nobis Aktiebolag|Aktiebolaget Operakällaren|Nobis Hotel AB|Hotel Skeppsholmen AB|Miss Clara AB|Five Moments AB|J Nacka Strand AB|Aktiebolaget Restaurant Stallmästaregården|Stockhuset AB|Blique AB|Giro Pizza AB|Nobis Collection AB|Ideella föreningen Visita med firma Visita|Stenkulla Brunn AB|Carat Måleri & Sanering AB|Tilt Bar AB|Giro Express AB|Bilvårdshuset i Nacka AB|Nolån Fastigheter AB|Nobis Restaurant Division AB|D.J. INVENTION|Avandit AB|Stenkulla Vatten AB|DJ Invention AB|SC Food AB|Giretto St.Paulsgatan AB|Café Opera Aktiebolag|Nobis Holding AB|Stenkulla Invest AB|Furillen Holding AB|Grauten AB|Nobis International AB|Brasil Real Estate Development AB
Artmesh AB,5565406146,2,53,Kolman Janouch; Erik,6,4,MONOKON AB|Artmesh AB|Pluskon AB|Kolman Boye Architects AB|Jemakel AB
Byggstjänst Enskede AB,5569089518,2,35,Erixon Wennersten; Anders Hjalmar B,1,2,Byggstjänst Enskede AB
Nord-Syd Elektriska AB,5591615298,3,44,Thelander; Andreas Robert,1,0,Nord-Syd Elektriska AB
Soder Design AB,5567617104,2,62,Söder; Jan Einar,2,6,Soder Design AB|Star Management Aktiebolag
Bengtsberg Byggservice AB,5565718516,2,60,Bengtsberg; Leif Stefan,1,1,Bengtsberg Byggservice AB
Gahm Interior AB,5591982649,2,53,Granstrand; Lars Gunnar Gustaf,2,0,Gahm Interior AB|Lanterna Aktiebolag
Gahm Interior AB,5591982649,2,53,Gahm; Tuva Maria,2,3,Gahm Interior AB|Gahm interior and real estate
Skantz Måleri Aktiebolag,5563418705,2,29,Nygårds; Lars Peter,3,0,Skantz Måleri Aktiebolag|Aktiv A'rum AB|Aktiv Måleri Aktiebolag
Logeco AB,5591173991,2,37,Osman; Abdinasir Ali,2,3,Logeco AB|Logiplan AB
