company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
GBJ Bygg Väst AB,5590250188,4,53,Dahlström; Fredrik Peter,59,40,GBJ Bygg AB|GBJ Bostadsutveckling AB|GBJ Construction AB|GBJ Bygg Väst AB|ProjektSamband AB|Bröderna Dahlström Fastigheter i Evedal AB|SantHem Lingonet AB|SantHem Råstenen 1 AB|Bröderna Dahlströms Fastigheter AB|m4 Consulting AB|GBJ Bostad Väbeln AB|GBJ Lanternan 3 AB|Åhus Stranden 1 AB|SantHem Sågcrona 1 AB|Fladern Bygg & Fastighets AB|Baggeliden Fastighets AB|GBJ Bygg Väst II AB|Åhus Bostadsutveckling AB|Björkvikens Bygg AB|GBJ Östra Färjestaden 2 AB|GBJ Väst Holding AB|GBJ Bostadsutveckling Holding V AB|Bröderna Dahlström Holding AB|Bostadsrättsföreningen Solstrimman|GBJ Bostadsutveckling IIII AB|Bostadsrättsföreningen Råstenen Mitt|Kuggås strand Mönsterås AB|Bostadsrättsföreningen Ängsbrisen|GBJ Bostadsutveckling Holding III AB|Bostadsrättsföreningen Guldpärlan|GBJ Bostadsutveckling Holding IX AB|Bostadsrättsföreningen Sundet i Uddevalla|Bostadsrättsföreningen Havslättshöjden|GBJ Bostadsutveckling Holding VIII AB|Bostadsrättsföreningen Norrängen i Lidköping|SantHem Eklövet 1 AB|SantHem Fastigheter AB|SantHem Heden AB|GBJ Heden 1 AB|GBJ Bostadsutveckling Holding X AB|GBJ Samhällsfastigheter AB|SantHem Sågcrona 2 AB|GBJ Bostad Guldpärlan 1 AB|GBJ Hammarsby AB|GBJ Bostadsutveckling Holding VII AB|GBJ Bostadsutveckling Holding VI AB|Åhus Bostadsutveckling Holding AB|GBJ Asplövet 1 AB|GBJ Hejans Lycka 1 AB|Bostadsrättsföreningen Heden i Båstad|GBJ Bostad Råstenen 3 AB|Bostadsrättsföreningen Grönskan 2 i Skövde|Bostadsrättsföreningen Ängsklockan|Bostadsrättsföreningen Grönskan 1 i Skövde|GBJ Bostadsutveckling Holding XI AB|Bostadsrättsföreningen Slätten i Trelleborg|Bostadsrättsföreningen Johnsons Minne|GBJ Bostad Lungörten 1 AB|GBJ Samhällsfastigheter Holding AB
Anläggningsgruppen i Skaraborg Aktiebolag,5564503109,3,53,Arvidson; Jan Herman,7,7,Anläggningsgruppen i Skaraborg Aktiebolag|Falisk Invest AB|Falisk Fastigheter AB|Bostadsrättsföreningen Hamngården i Grebbestad 1|Nerja Invest AB|JARVID Invest AB|Two Summits Invest AB
Karaten Bygg Väst AB,5569030637,4,46,Erlandsson; Jonas Jan,7,4,Karaten Bygg Väst AB|Karaten Bygg Entreprenad Väst AB|Karaten Bygg Väst Holding AB|Karaten Bygg Väst Fastighets AB|Karaten Bygg Entreprenad Väst Fastighets AB|Karaten Bygg Entreprenad Väst Holding AB|Volt & Ampere Väst AB
Transtema AB,5563203677,2,48,Öien; Mikael Johan,1,0,Transtema AB
DUO Asfalt AB,5567832661,4,52,Nilsson; Harald Alexander Dagson,3,3,DUO Holding AB|DUO Asfalt AB|Nilsson Invest AB
MetuSweden AB,5568431281,4,50,Sorokin; Juri,1,1,MetuSweden AB
Västkustens Anläggnings AB,5566570502,3,54,Eriksson; Bo Lennart,8,8,Spacem2 For smart living AB|Västkustens Anläggnings AB|ByggKreatör Väst AB|Strandblick AB|ER Projekt i Hovås AB|Belgica Property AB|ER Consulting i Hovås AB|ER Property I AB
Installationsbolaget Sprinkler Gbg AB,5566452404,2,63,Adolfsson; Bengt Sören,9,12,Installationsgruppen Invest Gbg AB|Installationsbolaget Solna AB|InstallationsBolaget Gbg AB|Installationsbolaget Sprinkler Gbg AB|Bröderna Adolfsson Aktiebolag|80 Smaker AB|Installationsbolaget Partners Swe AB|Installationsgruppen Gbg AB|Bostadsrättsföreningen Gibraltargatan 12
Team Builder TB AB,5567109557,3,55,Eriksson; Bo Anders,10,15,Marieholms Förvaltning AB|Team Builder TB AB|Landmärket Kungshöjd AB|Teambuilder Fastigheter Göteborg AB|Bostadsrättsföreningen Von Utfall i Sävedalen|Alesvängen Ekonomisk förening|Hovåsterrassen Holding AB|Teambuilder Projekt AB|Marieholms Fastigheter i Göteborg AB|Ale Nödinge Fastighets AB
Forcit Consulting AB,5568119357,2,49,Sigvardsson; Stig Jörgen Per-Ola,3,2,Mossen Hockey AB|Vipnordic AB|Forcit Consulting AB
Scaffolding Projects Sweden AB,5591076343,3,32,Öierstedt-Christiansen; Emil,2,0,Scaffolding Projects Sweden Logistics AB|Scaffolding Projects Sweden AB
Byggnadsbolaget Curt Lundahl & Co Aktiebolag,5562141498,3,61,Bryngelsson Lundahl; Susanne G M,6,6,Blockbyggarna Aktiebolag|Byggnadsbolaget Curt Lundahl & Co Aktiebolag|GöteBo Fastighetsaktiebolag|Götaliden Aktiebolag|Bokalen i Göteborg Aktiebolag|Aktiebolaget Alfred Ohlsson
Vinga Hiss AB,5566745849,4,50,Bodin; Fredrik Jan-Örjan,1,0,Vinga Hiss AB
Tumleheds Bygg Aktiebolag,5565721783,2,42,Börjesson; Kim Andreas,2,0,Anton Axelsson Consulting AB|Tumleheds Bygg Aktiebolag
Elektrobyrån Hjo Aktiebolag,5563410892,3,46,Olbrich; Claes Christoffer,6,11,Elektrobyrån Hjo Aktiebolag|Klimat och VVS-teknik i Värmland AB|K & K Väst El AB|Ströms Elinstallationer Aktiebolag|Hjo Installation Invest AB|Hjo ekonomi och bemanning AB
Fiskebäcks Byggnads AB,5568472574,4,54,Sjölin; Peter Marcus Alexander,3,2,KONTORET i GÖTEBORG AB|Påvelunds Förvaltning AB|Fiskebäcks Byggnads AB
S Studios Sweden Aktiebolag,5568070410,4,44,Berg Stocks; Daniel Sven Olof,1,6,S Studios Sweden Aktiebolag
ISAB Ventilation Väst AB,5565214888,4,66,Klevgård; Robert Viktor,1,1,ISAB Ventilation Väst AB
Innovatum AB,5565462008,13,54,Wänblom; Torsten Per Martin,9,4,Innovatum AB|Innovatum Science Center AB|Sandflo Forma AB|Innovatum Progress AB|Sandflo Fastigheter AB|Wänblom Consulting AB|Wargön Innovation AB|Innovatum Portfolio AB|SandfloGruppen AB
SweRör J.Borg AB,5564494564,4,44,Borg; Karl Anders Jonas,10,4,SweRör J.Borg AB|SR Elektriska AB|Teknik- och Installationssamordning Sverige AB|Comfort Sverige Holding AB|SR Sprinkler AB|Boxer Creation AB|SR Ventilation AB|SR Göteborg AB|KAJBORG Holding AB|Linneakarl Invest AB
EU-Ventilation Aktiebolag,5564447521,3,50,Bang; Mikael Tobias,1,2,EU-Ventilation Aktiebolag
Hildings Bergsprängning Aktiebolag,5561198036,2,54,Hilding; Patric Bertil,1,4,Hildings Bergsprängning Aktiebolag
Uddevallamålarna Aktiebolag,5564425121,4,58,Olsson; Paul Robert Urban,3,2,Uddevallamålarna Aktiebolag|ROMS Fastigheter AB|RoMi Holding AB
Kylkontroll Göteborg Aktiebolag,5564942158,4,53,Malmström; Claes Peter,2,2,Kylkontroll Göteborg Aktiebolag|Kylkontroll Göteborg Utvecklings AB
Kylkontroll Göteborg Aktiebolag,5564942158,4,53,Foleby; Hans Christer,2,4,Kylkontroll Göteborg Aktiebolag|Kylkontroll Göteborg Utvecklings AB
K 21 Service AB,5568933633,5,54,Fredriksson; Thomas Peter,9,11,K 21 Entreprenad AB|K 21 Service AB|K21 Entreprenad ROT AB|K21 Entreprenad Stenungsund AB|Fastighets AB Kusen|Consulting Construction Company Fredriksson AB|Humanitera AB|HKW Fastighets AB|Marie Fredriksson Development AB
SwedeLift Partille Hiss AB,5569142747,3,55,Juhlin; Robert Lars-Bertil,9,20,SwedeLift Partille Hiss AB|Instrumenta Diagnostiska och Kirurgiska Aktiebolag|Göteborg Tuve 19:58 Förvaltnings AB|Mellby Företagsfastigheter i Partille AB|Göteborg Tuve 19:59 Fastighets AB|Göteborg Tuve 19:59 Förvaltnings AB|Mellby Företagsfastigheter kommanditdelägare i    Partille AB|Mellby Företagsfastigheter komplementären i       Partille AB|Partille Mellby 11:6 Förvaltnings AB
Elcab Installation Aktiebolag,5564332756,4,58,Lindbäck; Jan Martin,4,6,Elcab Installation Aktiebolag|Core Kick AB|Drivco AB|Elcab Aktiebolag
Nordiska Ytskiktsbolaget AB,5562049790,2,58,Berg; Stig Henrik,6,23,Nordiska Ytskiktsbolaget AB|Adtension AB|PMG Project Management Group AB|HYRAB Aktiebolag|Blomfeldts Gruppen AB|Berg & Martinsson Holding AB
Nordiska Ytskiktsbolaget AB,5562049790,2,58,Nilsson; Anders Conny Roger,5,7,Nordiska Ytskiktsbolaget AB|Adtension AB|PMG Project Management Group AB|HYRAB Aktiebolag|Blomfeldts Gruppen AB
Inhouse Tech Göteborg AB,5568241201,5,57,Sundberg; Jan Anders Lennart,35,13,Ivar Kjellberg Aktiebolag|Aranäs Projekt AB|Bengt Dahlgren Göteborg AB|Inhouse Tech Göteborg AB|Aranäs Kolla Parkstad AB|Aranäs Onsalamotet AB|Aranäs Tölö AB|Aranäs AB|Aranäs Valand AB|Sundberg Jonsson Gårda 67:5 Fastighets AB|Sundberg Jonsson Gårda 69:26 Fastighets AB|Sundberg Jonsson Gårda 69:25 Fastighets AB|Sundberg Jonsson Gårda 69:20 Fastighets AB|Stuart Filshie Invest AB|Exacon Holding AB|Aranäs Parkering AB|Gubberoparken Fastighets AB|Aranäs i Kungsbacka 22 AB|Sundberg Jonsson Holding AB|Aranäs i Kungsbacka 14 AB|Kungsmässan AB|Aranäs i Kungsbacka 13 AB|Aranäs i Kungsbacka 20 AB|Aranäs i Kungsbacka 12 AB|Bengt Dahlgren Göteborg Holding AB|Aranäs Förvaltning AB|Aranäs i Kungsbacka 18 AB|Aranäs i Kungsbacka 21 AB|Aranäs i Kungsbacka 23 AB|Bifukarat AB|Aranäs i Kungsbacka 17 AB|Aranäs i Kungsbacka 24 AB|Aranäs Varlaberg AB|Aranäs Fastigheter AB|Aranäs i Kungsbacka 15 AB
Konstruktionssvets L.K. Aktiebolag,5561342154,4,63,Kristensson; Lars Gunnar,19,9,K-Svets Förvaltnings Aktiebolag|Scandinavian Tank Storage AB|H-Fönstret i Lysekil Aktiebolag|Bluetest Aktiebolag|Konstruktionssvets L.K. Aktiebolag|Korrosionsteknik L.K. Aktiebolag|Ernst Strids Glasmästeri AB|Gefle TestTeknik AB|Food Radar Systems in Sweden AB|Karlshamn Tank Storage AB|L.K. Isolerteknik Aktiebolag|Plåtbröderna Aktiebolag|K-Teknik Entreprenad AB|Stenungsunds Förvaltnings Aktiebolag|Stens Måleri Aktiebolag|Push & Win AB|SPS Smart Pipe Systems AB|K-Svets Storage AB|K-Svets Venture AB
Ottossons Golv Aktiebolag,5562383645,5,52,Ottosson; Fredrik Martin,4,10,Ottossons Golv Aktiebolag|Golvkedjan Aktiebolag|Golvkedjan Ekonomisk förening|FROT Invest AB
Ottossons Golv Aktiebolag,5562383645,5,52,Bergström; Elin Charlotte,2,0,ECB Invest AB|Ottossons Golv Aktiebolag
Takbyrån i Alingsås AB,5565651485,4,45,Udén; Tobias,8,21,Takbyrån i Alingsås AB|Fastighets AB Kristina 4|AB Färgenvik|Stigbygeln 1 AB|Antenvik AB|Karsten 13 AB|Tolica AB|U&E Förvaltning AB
Kanozi Arkitekter AB,5564740024,5,52,Brandrup-Wognsen; Eva Helene C,6,12,Kanozi Arkitekter AB|Kanozi Inredning & Design AB|Kanozi Sverige AB|Izonak AB|HBW konsultation AB|Kanozi Holding AB
Kanozi Arkitekter AB,5564740024,5,52,Jonsson; Lisa Margaretha,5,6,Kanozi Arkitekter AB|Kanozi Sverige AB|Izonak AB|Business story F33 AB|Kanozi Holding AB
BRAMARK och VA i Göteborg AB,5564972585,2,50,Grimslätt; Carl-Johan Claes,5,3,BRAMARK och VA i Göteborg AB|CJB MoVA AB|Von Utfall projektering AB|Projekttjänst i Göteborg Aktiebolag|CJG Fastigheter AB
Aktiebolaget Sätila Bygg,5560781345,4,51,Åkesson; Hans Rickard,6,2,Aktiebolaget Sätila Bygg|Lygnern AB|Förvaltning & Entreprenad i Sätila AB|Sätila-Hede 6:2 AB|Sätila Bygg Fastighets AB|Mark & Exploatering i Sätila AB
Aktiebolaget Sätila Bygg,5560781345,4,51,Åkesson; Sarah Anna Sofia,5,0,Aktiebolaget Sätila Bygg|Lygnern AB|Sätila-Hede 6:2 AB|Förvaltning & Entreprenad i Sätila AB|Mark & Exploatering i Sätila AB
Magnus Johansson & Son Måleri i Borås AB,5565732905,3,48,Törnblad; Carl Joakim,5,2,Åkermyntan AB|Magnus Johansson & Son Måleri i Borås AB|Hovaliden AB|Magnus Johansson & Son Måleri i Varberg AB|Lockryd Padel AB
Hova Rörledningsaffär Aktiebolag,5561681882,4,55,Danielsson; Anna Ingeborg,3,6,Sveriges Bad & Värmebutiker Aktiebolag|Ekonomiska föreningen för Sveriges                Bad & Värmebutiker|Hova Rörledningsaffär Aktiebolag
Sjömarkens Isolering Aktiebolag,5562381839,5,56,Håkansson; Lars Magnus,9,9,Sjömarkens Isolering Aktiebolag|Warmfiber Isolering AB|Sjömarkens Förvaltning AB|modedeviesain AB|Sjömarkens Isolering i Stockholm AB|Optimus Corpus AB|Twizzle AB|Semmlas AB|Sjömarkensgruppen AB
Sjömarkens Isolering Aktiebolag,5562381839,5,56,Riedel; Bror Nicklas,5,4,Sjömarkens Isolering Aktiebolag|Warmfiber Isolering AB|Sjömarkens Förvaltning AB|Sjömarkens Isolering i Stockholm AB|Sjömarkensgruppen AB
L.J. Mark & Anläggningar Aktiebolag,5562912856,2,51,Liljegren; Annika Therése,2,1,M3A Konsult i Göteborg AB|L.J. Mark & Anläggningar Aktiebolag
Projektlaget Bygg i Lidköping AB,5568542897,2,48,Lundström; Bernt Gunnar,3,3,Läcköskär Properties AB|Läcköskär Holding AB|Projektlaget Bygg i Lidköping AB
Svenska Inredningsfabrikanters Försäljnings       Aktiebolag,5563190239,4,43,Låstbom; Johan Henrik,4,2,Svenska Inredningsfabrikanters Försäljnings       Aktiebolag|LWA & Partners AB|Hem till Bengt AB|B Låstbom Holding AB
Bröderna Bräder Bygg AB,5564922911,2,58,Wetterlundh; Mats Ove,3,1,Bröderna Bräder Bygg AB|Hus 1:23 i Lindome Kommanditbolag|Gundal Fastighets AB
PlusEight System Aktiebolag,5565848636,4,55,Gränsfelt; Eric Magnus,6,10,PlusEight System Aktiebolag|PlusEight Engineering Aktiebolag|Pluseight Technology Aktiebolag|Borderfield AB|Pluseight Group Aktiebolag|PlusEight International AB
Glubonos AB,5562986728,5,56,Brunberg; Kenneth Mikael,9,19,Glubonos AB|Brunberg Entreprenad AB|Active i Trollhättan AB|MIKAEL BRUNBERG HOLDING AB|Brunberg Fastigheter AB|Heimer 72 AB|Torsred 3 ekonomisk förening|Bostadsrättsföreningen Heimer 7|Heimer 7 ekonomisk förening
Bröderna Perssons Rör Aktiebolag,5560752619,3,49,Persson; Patrik Bo Gunnar,3,0,Bröderna Perssons Rör Aktiebolag|Bröderna Perssons Rör & Försäljnings Aktiebolag|Bröderna Perssons Rör & Entreprenad Aktiebolag
Spännbalkkonsult SBK AB,5562339712,3,51,Sandkvist; Carl Oscar,1,2,Spännbalkkonsult SBK AB
VVS Teknik Ventilation i Krokslätt AB,5566370499,2,46,Brandenborg Lundgren; Johan Niklas,3,3,Brandenborg Varberg AB|VVS Teknik Ventilation i Krokslätt AB|Lundgrens Luftbehandling AB
Raska Ansvarsfulla Montörers Elinstallationer i   Angered AB,5564653086,3,56,Schön; Dan Mikael,2,2,Raska Ansvarsfulla Montörers Elinstallationer i   Angered AB|Raska Ansvarsfulla Montörers Elinstallationer     i Angered Holding AB
Raska Ansvarsfulla Montörers Elinstallationer i   Angered AB,5564653086,3,56,Adelbjer; Frans Johan,2,2,Raska Ansvarsfulla Montörers Elinstallationer i   Angered AB|Raska Ansvarsfulla Montörers Elinstallationer     i Angered Holding AB
Byggfram Entreprenad AB,5566342761,2,52,Östlund; Stefan Erik,8,3,Byggfram Entreprenad AB|Byggfram Uthyrning AB|Byggfram Högsbo 16:17 AB|Byggfram Fastighets AB|Byggfram Group AB|Byggfram i Göteborg AB|Byggfram Service AB|Byggfram Konsult AB
Aktiebolaget Fogspecialisten,5560804634,3,58,Zackrisson; Mikael,2,2,Mikael Zackrisson Holding AB|Aktiebolaget Fogspecialisten
Bertil Johanssons i Mellerud Byggnads Aktiebolag,5562900562,4,43,Johansson; Stig Ove,2,0,Bertil Johanssons i Mellerud Byggnads Aktiebolag|Johansson Bygg i Mellerud Aktiebolag
Kynningsrud Bygg AB,5591654222,5,48,Ekman; Henrik Ingemar,4,23,Kynningsrud Bygg AB|Skarsjövallen AB|Rannebergs småbåtshamn ek. för.|Ranneberg Invest AB
Falks Markentreprenad AB,5566787577,4,54,Larsson; Tommy Kenneth,4,1,Falks Markentreprenad AB|Tumbergs Grus AB|Åleden Industrifastigheter AB|Investicum AB
Husbyggen Väster AB,5565525150,3,63,Bergermo; Arne Richard,1,3,Husbyggen Väster AB
Canmera Comfort AB,5565124731,4,53,Gustavsson; Bo Anders,6,11,Canmera Comfort AB|Sävedalens Värme & Kylservice AB|Nimpos Solutions AB|Thermodynamik 1 AB|MaxProof Scandinavia AB|Canmera Inomhus Climate AB
Installationsgruppen Bohuslän AB,5565830410,3,47,Karlsson; Anders Erik Valter,5,1,Installationsgruppen Bohuslän AB|J A Karlsson invest AB|Anders Karlsson Invest AB|Effektiv Vvs Norden AB|Frigren invest AB
Engman Tak AB,5560794199,3,47,Hallner; Lars Fredrik,6,12,Engman Tak AB|Kork by Scandinavia AB|Fastighetsfokus Nr 3 AB|Sämsjövik AB|Högsbo Fastighetsutveckling AB|Ragnar Thorgren Holding AB
Utetjänst i Kungsbacka Aktiebolag,5564540739,3,51,Leman; Jan Jesper,2,4,LAK Förvaltning AB|Utetjänst i Kungsbacka Aktiebolag
Sector Alarm Service AB,5566021423,3,46,Deybarden; Hans Martin,5,28,Sector Alarm AB|Sector Alarm Service AB|Sector Alarm Försäljnings AB|SA Bevakning AB|Sector Alarm Europe AB
Betonmast Anläggning AB,5591896146,3,49,Andreasson; Jens Robert,3,2,Bostadsrättsföreningen Bellman Elva|Cachimbo Engineering AB|Betonmast Anläggning AB
S K Licenssvets Frölunda Aktiebolag,5563508323,2,62,Arro Suopanki; Christian Jarmo,1,1,S K Licenssvets Frölunda Aktiebolag
Betongbyggen Jonas Svensson Aktiebolag,5562634021,4,37,Svensson; Lars Jonas,7,12,Betongbyggen Jonas Svensson Aktiebolag|Spackelbyggen i Lindome AB|Fastighets AB Lindome 2:46|Bostadsrättsföreningen Svanen 9 i Kungsbacka      kommun|Fastighetsbolaget Betongbyggen Jonas Svensson AB|BK Rosa AB
Oscarssons Mark & Entreprenad i Mellerud AB,5564145190,2,31,Nielsen; Steen Christian,7,0,Oscarssons Mark & Entreprenad i Mellerud AB|Brålanda Frändefors Fiber Ekonomisk förening|Nielsen-Oscarssons Fastigheter AB|CN:s MarkisService|Valbergs VA Ekonomiska förening|C.Nielsen Entreprenad AB|Nielsen Oscarssons Fastigheter 2 AB
Byggnadsfirman Johansson & Ljunggren Aktiebolag,5561776716,3,47,Johansson; Gösta Örjan Ivar,5,1,Byggnadsfirman Johansson & Ljunggren Aktiebolag|Kommanditbolaget Fastighetsbolaget 31:an|Fiber i Ullasjö ekonomisk förening|AL Kolarp AB|GABACK AB
Göteborgs Väg- och Anläggningsbyrå AB,5561561795,2,48,Liljegren; Thomas Lars Erik,2,4,Lars Liljegren Invest AB|Göteborgs Väg- och Anläggningsbyrå AB
Annebergs Bygg och Anläggning AB,5566269675,3,54,Karlsson; Jonny Hans Olav,3,2,Annebergs Bygg och Anläggning AB|Cap Ferrat Holding AB|La Bocca Kungsbacka AB
Infra Action Sweden AB,5569958407,3,48,Trollius; Magnus Åke,6,26,Infra Action Sweden AB|Infra Action Sth AB|Infra Action Gbg AB|Infra Action Legal AB|Infra Action BD AB|Bostadsrättsföreningen Erik Dahlbergsgatan 50
Kjellners Rör AB,5568947500,3,49,Kjellner; Karl Emil David,3,8,Kjellner Gruppen AB|Kjellners Industrifastigheter AB|Kjellners Rör AB
ELCENTER JK I BORÅS Aktiebolag,5564434479,3,54,Axelsson; Jonas Jörgen,1,0,ELCENTER JK I BORÅS Aktiebolag
Crabat AB,5567762645,3,47,Bergström; Christer Eddy,4,3,Crabat AB|Crabat Bygg & Projektledning AB|Crabat Projektering AB|Pened ÖGM AB
Jan Håkansson Byggplanering Aktiebolag,5563197531,5,53,Håkansson; Anders Erik,18,12,Jan Håkansson Byggplanering Aktiebolag|Fastighetsbolaget Jolen AB|Saltkällan Exploatering AB|Eklanda Produktions och Fastighetsförvaltning AB|ELMHÅ Byggnads Aktiebolag|Bo Aktivt Särö AB|Ekonomisk förening BonTop Mölnlycke 1|Bostadsrättsföreningen Idrotten i Mölnlycke|Bo Aktivt Sverige Holding AB|Bostadsrättsföreningen Bo Aktivt Tyresö|Åbrinken Holding i Arboga AB|Ekonomisk förening Bo Aktivt Tyresö 1|Bostadsrättsföreningen Strömmen 1|Tärnehill Invest AB|Ekonomisk förening Idrotten i Mölnlycke 1|Bo Aktivt Tyresö AB|Idrotten Mölnlycke AB|BonTop Mölnlycke 2 AB
Jan Håkansson Byggplanering Aktiebolag,5563197531,5,53,Håkansson; Erik Jonas,7,59,APS Drift och Underhåll AB|Jan Håkansson Byggplanering Aktiebolag|Maxemal Fastigheter Varla AB|Maxemal Fastigheter Kolla 1 AB|ECOTRIM AB|Maxemal Fastigheter AB|Maxemal Fastigheter Kolla 2 AB
Aktiebolaget Borås Rörinstallationer,5560325507,4,52,Persson; Tomas Göran,10,16,Aktiebolaget Borås Rörinstallationer|APT Invest AB|Arlagatans Bostads AB|Butschgatans Bostads AB|Ås Härads Holding AB|ABRI Förvaltnings Aktiebolag|MSTEI Invest AB|MTF VVS Holding AB|OFA Holding i Borås AB|Steiland Förvaltning AB
Säve Byggnads AB,5566554944,5,50,Ivarsson; Tommy Michael,3,3,Säve Byggservice AB|Säve Byggnads AB|Säve Byggnads Holding AB
Tofta Plåt & Ventilation Aktiebolag,5562446368,3,47,Grönskog; Dan Kristian,3,5,Fam Grönskog AB|Tofta Plåt & Ventilation Aktiebolag|LG Contracting AB
Golvet Göteborg Aktiebolag,5561792630,4,65,Lyrbring; Anders Christer,5,8,Golvet Göteborg Aktiebolag|Oves Golv i Falkenberg AB|Golvet Varberg AB|Golvet TVU AB|Säljmax Individ & Resultatutveckling i Göteborg AB
Svagströmsmontage i Mölndal Aktiebolag,5561245050,3,54,Nordin; Kent Allan Mauritz,6,10,Svagströmsmontage i Mölndal Aktiebolag|Smigab; Svagströmsmontage i Göteborg AB|Smimab Tele AB|Tuppen Förvaltning AB|Svets; El; Mät; Kalibrering; Utrustning och       Verifiering i Göteborg AB|Kronander Täkten AB
