company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Edvardssons Måleri i Västra Frölunda Aktiebolag,5566224779,4,51,Lindqvist; Leif Harry,8,5,E Edvardsson Bygg AB|Edvardssons Måleri i Västra Frölunda Aktiebolag|E Edvardsson Byggresurs AB|Edvardssons Måleri i Kungsbacka AB|Edvardsson Gruppen Elektriska AB|Edvardsson Riv och Sanering AB|Edvardssonbolagen AB|LH Lindqvist Holding AB
C.Lidberg Bygg AB,5566159397,3,49,Johansson; Björn Inge,6,3,C.Lidberg Bygg AB|TW:s Byggnadsplåtslageri Aktiebolag|Lidberg Maskin AB|Jack Midhage Industri och Förvaltnings            Aktiebolag|Edetbo Förvaltning AB|Lucror AB
Markera Mark Göteborg AB,5567297832,4,44,Arvidsson; Malin Maria,6,7,Markera Mark Göteborg AB|Markera Projektledning Göteborg AB|Markera Business AB|Markera AB|Malin Arvidsson Yoga AB|Markera Holding Göteborg AB
TAXUS AB,5567089601,2,54,Karlsson; Björn Lars-Henrik,12,14,Två Grävare AB|TAXUS AB|Labelle & Karlsson AB|Evon AB|Bygghjulet AB|Bryggan i Stenungsund AB|Alebacken Invest AB|Ekonomihjulet AB|Hamnen i Stenungsund AB|Uteby Invest AB|Valla Tjörn Consulting AB|Höviksbostäder Aktiebolag
BGS Betong AB,5569061012,2,35,Fors; Carl Rickard Tobias,5,2,BGS Betong AB|T. Fors Fastighets AB|Fors Holding Aktiebolag|BGS Betongentreprenad AB|CRT Holding AB
Kållereds Bygg Aktiebolag,5564130846,2,55,Ehrenborg; Patrik Tobias,10,6,Kållereds Bygg Aktiebolag|Östergärde industriväg 81-91 förvaltning AB|Kållereds Byggservice AB|Aktiebolaget Patrik Ehrenborg|GELOT 1:37 Förvaltning AB|GELOT 2:63 Förvaltning AB|P.E. Förvaltning AB|Patrik Ehrenborg Investment 2 AB|Patrik Ehrenborg Investment AB|PE Komplimentera AB
Berge Consulting AB,5567323059,2,45,Berge; Sara Elisabet,5,3,Berge Consulting AB|Fore Development AB|HUGO Delivery AB|Berge Ventures AB|Berge Group AB
Berge Consulting AB,5567323059,2,45,Berge; Carl Henrik,5,7,Berge Consulting AB|Fore Development AB|HUGO Delivery AB|Berge Ventures AB|Berge Group AB
Alf Ericson i Göteborg Elektriska Aktiebolag,5564732518,5,45,Lindblom; Lars Gunnar,1,1,Alf Ericson i Göteborg Elektriska Aktiebolag
KWA Isolerteknik AB,5569769572,4,50,Wikstrand; Mats Christer,5,4,KWA Isolerteknik AB|JT Isolering Aktiebolag|Kupriten Fastigheter AB|Kupriten Fastigheter Holding AB|VAKAB Invest Holding AB
RES Renewable Norden AB,5566160684,3,52,Afzelius; Matilda Eva Johanna,17,22,RES Renewable Norden AB|Sirocco Wind Holding AB|Jädraås Vindkraft AB|Hällåsen Kraft AB|IDMOS Consulting AB|Stora Uvberget Vind AB|Skyttmon Borgvattnet Vind AB|Vargträsk Vindkraft AB|Granliden Vindkraft AB|Vindkraft i Norrhälsinge AB|Vinliden Vindkraft AB|Degerkölen Vindkraft AB|Trysslinge Vindkraft AB|Gubbaberget Vindkraft AB|Hornmyran Vindkraft AB|Storåsen Vindkraft AB|Vindkraft i Fjällberg AB
Pollex Aktiebolag,5563364107,7,51,Wingqvist; Tobias Lennart,3,6,Pollex Aktiebolag|Pollex PPR AB|Novex Holding AB
Pollex Aktiebolag,5563364107,7,51,Höglund; Paul Mattias,4,10,Pollex Aktiebolag|Aqua Robur Technologies AB|Novex Holding AB|Pollex PPR AB
NR kyl AB,5568937402,3,43,Ringström; Sten Leif Daniel,3,8,NR kyl AB|Bueno Taco AB|Refrigeration & Piping Technology Sweden AB
Ventab Styr Aktiebolag,5564586872,3,61,Persson; Lars Martin,3,1,Solvrån Invest AB|Anders & Christian El AB|Ventab Styr Aktiebolag
PCN Fastighetsservice AB,5566005129,3,54,Nyström; Per Christer,4,6,PCN Fastighetsservice AB|K-Plåt Co AB|Fastighet Kungälv Målaren 10 AB|Nyström Berglund Holding AB
Elinväst Henrik Nilsson AB,5560749706,2,72,Sjölund; Lennart Sigvard Olof,17,37,New Nordic Healthbrands AB|Parkallen Invest AB|Elinväst Henrik Nilsson AB|Kinna El & Tele Aktiebolag|Östanbäck Timmerhus AB|Elgruppen Väst AB|Fässbergs Elektriska Aktiebolag|Quickcool AB|Utmaningarnas Hus i Malmö AB|Godiva AB|Innovationskonsult Lundholm Aktiebolag|Teamification AB|ErySave Aktiebolag|Nomvula AB|Parkallen Group AB|Husbåtskompaniet i Junsele AB|Argmed Kommanditbolag
Teknik och Entreprenad Gruppen Norstorp AB,5590519541,2,59,Areschoug; Karl Fredrik,3,3,Bostadsrättsföreningen Fröland 3:30|Norstorp Aktiebolag|Teknik och Entreprenad Gruppen Norstorp AB
Ventilationsgruppen Bohuslän AB,5568732985,3,54,Aldhammar; Lars Pontus,1,2,Ventilationsgruppen Bohuslän AB
Två Grävare AB,5565454088,4,58,Persson; Lars Fredrik,2,2,Två Grävare AB|Ducer Education
Ecovinn AB,5590911581,3,53,Dehlfors; Daniel Patrik,2,0,VinnTer AB|Ecovinn AB
Energiförbättring Väst Aktiebolag,5564262805,3,48,Florell; Louise Maria Elisabet,1,2,Energiförbättring Väst Aktiebolag
Grävtjänst i Götene AB,5565653234,4,50,Bertilsson; Robert Mikael,6,3,Grävtjänst i Götene AB|TFM Fastighet AB|GS Fastighet & Maskin i Götene AB|Mickebert Handelsbolag|GS i Götene AB|Svensk Bygg- och Markteknik AB
Olof Leander Måleri AB,5565072435,2,54,Karlsson; Thomas Mathias,3,0,Olof Leander Måleri AB|WH Installation AB|Ljungbloms Elektriska AB
Berg och Grundsäkring L Svensson Aktiebolag,5565008249,2,40,Dahlholm Svensson; Leif Martin,10,9,Berg och Grundsäkring L Svensson Aktiebolag|Martin Dahlholm Fastighets Kommanditbolag|SVERO Kommanditbolag|Berg & Grundsäkring Dahlholm Bygg AB|Dahlholm Maskiner & Fordon AB|Persson och Dahlholm Fastigheter AB|West Coast Commercial Sverige AB|BGS Dahlholm Förvaltning AB|MDG Sweden AB|Martin S Dahlholm Holding AB
Västra Götalands Bygg och Tak AB,5569242000,3,41,Egfors; Karl Josef,5,6,Västra Götalands Bygg och Tak AB|Speranta AB|Egfors Byggteam AB|Betaniahuset AB|Jag och mitt hus AB
DHI Sverige AB,5565509600,7,47,Gustafsson; Lars-Göran Christer,1,3,DHI Sverige AB
DHI Sverige AB,5565509600,7,47,Mårtensson; Erik Peter,1,2,DHI Sverige AB
P & B Golv Aktiebolag,5561427385,3,49,Johansson; Anders Krister,3,9,P & B Golv Aktiebolag|P & B Munkedal AB|Krister Johansson Golv Aktiebolag
P & B Golv Aktiebolag,5561427385,3,49,Johansson; Anders Mikael,3,4,P & B Golv Aktiebolag|P & B Munkedal AB|Krister Johansson Golv Aktiebolag
HJ Bygg & Entreprenad AB,5561306241,4,50,Viklund; Hans Jörgen,4,1,HJ Bygg & Entreprenad AB|HJ Fastigheter i Viskafors AB|HJ Schakt & Transport AB|HJ Förvaltning i Viskafors AB
UTK Activ El Aktiebolag,5565263521,4,56,Sjöholm; Benny Leonard,9,4,Trafiksystem Väst AB|Electroteambolagen i Västsverige AB|UTK Activ El Aktiebolag|Electroteam i Västsverige AB|KD EL Service AB|BL El & Design AB|Ostkustens Elektriska Aktiebolag|Ackevis Miljö El AB|Electroteam i Stockholm AB
Electroteam i Västsverige AB,5560884891,4,56,Sjöholm; Benny Leonard,9,4,Trafiksystem Väst AB|Electroteambolagen i Västsverige AB|UTK Activ El Aktiebolag|Electroteam i Västsverige AB|KD EL Service AB|BL El & Design AB|Ostkustens Elektriska Aktiebolag|Ackevis Miljö El AB|Electroteam i Stockholm AB
Sandbäckens Sprinkler Väst AB,5590311311,6,50,Gustavsson; Nils Johan Rickard,1,1,Sandbäckens Sprinkler Väst AB
RIVAB i Göteborg AB,5562458769,3,57,Segerlund; John Christian,15,18,Lotus Maskin & Transport AB|Rivners Aktiebolag|AK Schakt o Entreprenad AB|RIVAB i Göteborg AB|Rivners Håltagning AB|Rivners Sanering AB|SödermalmsGruppen AB|LODAB Demolering AB|Restaurang Alba i Mariefred AB|Fastighets Aktiebolaget Snatteranden|Fastighetsbolaget Akusaa AB|Elghornet AB|LotusInfra AB|Segerlund Fastighetsbolag AB|MAHB Holding AB
Glose Murning & Puts Aktiebolag,5565113585,3,54,Larsson; Jan-Erik Georg,2,2,Glose Murning & Puts Aktiebolag|GLOSE BYGGTJÄNST - J-E LARSSON
Nordisol Akustik i Göteborg AB,5563579274,3,50,Olsson; Joakim Christer,3,2,Nordakbolagen AB|Attract & Retain AB|Nordisol Akustik i Göteborg AB
Team Håltagarna TB AB,5566214945,4,48,Johansson; Karl Sören Mikael,5,4,Team Håltagarna TB AB|Bostadsrättsföreningen Lunnevi nr 2|Team Betongsågning TBTS AB|Jokle Concrete AB|Camisöto AB
Blue Wall Construction Väst AB,5568635923,2,42,Carlsson; Cay Mattias,24,28,RSQ Invest AB|Blue Wall Construction AB|Blue Wall Construction Väst AB|Season Jönköping AB|Citagon AB|Proficore AB|Denim & Friends AB|Graniten 6 i Jönköping AB|Denim & Friends 4 AB|Denim & Friends 3 AB|Lampan i Nässjö AB|Season Retail AB|Stora Roten i Gränna AB|Denim & Friends 2 AB|Denim & Friends 1 AB|Stigamo Exploaterings AB|Knopparp Gård AB|Klasen i Jönköping AB|Fastighetsbolaget Ritaren 2 i Jönköping AB|CB 4 i Jönköping AB|Ravingatans Fastighets Aktiebolag|Stigamo Invest AB|Proficore Fastigheter AB|Premium Profil i Jönköping AB
Viametrics AB,5561134064,3,56,Andersson; Karl Åke Niklas,4,5,Viametrics AB|Modus Vivendi AB|Viametrics Group AB|Neroupp AB
Westman El i Göteborg AB,5563005734,2,58,Westman; Bo Göran Mikael,3,3,M Westman Consulting AB|WEMA Säkerhetspartner i Väst AB|Westman El i Göteborg AB
Lokalbyggen i Göteborg AB,5564342060,3,58,Alm; Mats Erik Lennart,2,0,Lokalbyggen i Göteborg AB|LiljeAlm Invest i Göteborg AB
Lokalbyggen i Göteborg AB,5564342060,3,58,Liljefält; Tony Ingemar,2,1,Lokalbyggen i Göteborg AB|LiljeAlm Invest i Göteborg AB
Dayspring Göteborg AB,5567328447,3,55,Kåwert; John Fredrik,12,10,Dayspring Göteborg AB|Dayspring Malmö AB|Dayspring AB|Fastighets AB Temperaturgatan 88:5|RP Stockholm AB|AB Brämaregården-Herkulesgatan 40|Kåwert Fastigheter AB|Kommanditbolag BoNära Munkebäck|BoNära Lyftet AB|Dayspring Holding AB|BoNära AB|Fastighetsbranschens Unga Nätverk                 Ekonomisk förening
Dayspring Göteborg AB,5567328447,3,55,Olsson; Per Daniel,1,0,Dayspring Göteborg AB
Göteborgs Egnahems Aktiebolag,5560953829,10,55,Windt-Wallenberg; Erik Stigbjörn,2,0,Framtiden Byggutveckling AB|Göteborgs Egnahems Aktiebolag
K J Byggnads i Håby Aktiebolag,5563639227,2,61,Johansson; Claes-Anders Bertil,3,4,Claes-Anders Johansson Invest AB|K J Byggnads i Håby Aktiebolag|Bra lokaler i Bohuslän AB
Moberg Fog Holding AB,5568423163,4,46,Moberg; Joakim Niklas,3,6,Svensk Repservice AB|Moberg Fog Holding AB|Moberg Fog & Brand AB
K21 Entreprenad Stenungsund AB,5591222459,5,54,Fredriksson; Thomas Peter,9,11,K 21 Entreprenad AB|K 21 Service AB|K21 Entreprenad ROT AB|K21 Entreprenad Stenungsund AB|Fastighets AB Kusen|Consulting Construction Company Fredriksson AB|Humanitera AB|HKW Fastighets AB|Marie Fredriksson Development AB
Pelle Perssons Måleri i Lidköping Aktiebolag,5564532090,3,48,Persson; Per-Olov Roland,2,7,Pelle Perssons Måleri i Lidköping Aktiebolag|Per-Olov P. Fastigheter AB
Sandbäckens Rör i Uddevalla AB,5569482648,4,63,Hagberg; Carl Jakob,2,0,Haja Förvaltning AB|Sandbäckens Rör i Uddevalla AB
STIBA Aktiebolag,5564243912,3,54,Österlund; Leif Joakim,5,3,STIBA Aktiebolag|Vima byggkonstruktion AB|Stiba besiktning och byggledning AB|Stiba Fastigheter AB|Stiba Förvaltnings AB
Zynka BIM AB,5569602864,2,64,Bengtsson; Urban Petter,4,2,Zynka BIM AB|Zynka Digital Buildings AB|Zynka Group AB|Zynka BIM 2 AB
RK Elteknik AB,5567848345,5,55,Lindström; Rickard Martin,14,4,RK Elteknik AB|BOHUS PMC Aktiebolag|RK Långemyrsvägen 4 Fastighet AB|Roger Lindström Konsult AB|RK Allhemsvägen 26 Fastighet AB|Uddevalla Hyresfastighet AB|RK Väst Holding AB|Rickard Lindström|Dalsland Hyresfastighet AB|Petrolium AB|Hästhagen 5 AB|RK Kultehagsvägen 3 AB|RK Group AB|RK Invent Väst AB
QSEC Sverige AB,5565707675,5,68,Lebeck; Lars Christer,5,6,QSEC Sverige AB|QSEC Holding AB|QSEC AB|QSEC Optimera AB|Bostadsrättsföreningen Detio
QSEC Sverige AB,5565707675,5,68,Kaber; Hannes Gustav,2,7,Wallry AB|QSEC Sverige AB
Peek Brunnsborrning AB,5566792163,3,55,Eklund; Jonas Emrik,7,5,Peek Brunnsborrning AB|Design at work Scandinavia AB|Borrföretagen i Sverige ekonomisk förening|Borrföretagen Service i Sverige AB|Svenskt Geoenergicentrum AB|Tollered 1:528 Fastighets AB|PEGJ Holding AB
Thermo-Fasad Aktiebolag,5561872853,3,42,Lundberg; Per Johan,4,0,ÅJ Måleri AB|Thermo-Fasad Aktiebolag|Kent Ohsol Målab Aktiebolag|M.M. Måleri Aktiebolag
K-B Rör Aktiebolag,5561110759,3,46,Karlsson; Daniel Tobias,3,3,Intressentföreningen Reko Comfort Ek. för.|KB Rör Holding AB|K-B Rör Aktiebolag
Avarn Låsteknik i Göteborg AB,5563552156,3,49,Liljeroos; Peter Piotr,7,12,Avarn Security Systems AB|Avarn Lås-Aktuellt AB|Avarn Låsteknik i Göteborg AB|Avarn Alviks Lås AB|Avarn Teknik Öst AB|Säkra Hem i Blekinge AB|BrainPower Invest AB
Råda Elektriska Aktiebolag,5561259283,4,44,Strömberg; Sven Rikard,1,0,Råda Elektriska Aktiebolag
Christian Blomkvist Bygg och Snickeri AB,5566139142,2,48,Blomqvist; Christian Jörgen Daniel,6,10,Christian Blomkvist Bygg och Snickeri AB|Torsborg Fastigheter AB|Sävare Måleri AB|Källstorps vatten; avlopp och fiber               ekonomisk förening|SAWIB Invest AB|Coactum gruppen AB
Betong Masters i Borås AB,5566459391,2,53,Ström; Per Daniel,4,8,Betong Masters i Borås AB|S & K i Borås AB|S & K Kantelementet 2 AB|DK2 Sverige AB
Mattkillarna i Göteborg Aktiebolag,5562427350,4,57,Österman; Ulf Emil,2,2,E-M Österman AB|Mattkillarna i Göteborg Aktiebolag
Protek Projektstyrning i Göteborg AB,5564957297,3,59,Nivala; Anna Cecilia,4,0,Protek Projektstyrning i Göteborg AB|pinpoint projektledning AB|Konsult Arenan i Göteborg AB|Nivala Heritage AB
Byggnads Aktiebolaget Olof Flink,5561655480,3,56,Flink; Lars Henrik,2,5,Byggnads Aktiebolaget Olof Flink|Knilf AB
CA consultadministration AB,5562578020,4,50,Dåverhög; Bengt Daniel,3,0,Sophantering Björnbärsvägen 42-64 i Floda         Ekonomisk förening|CA consultadministration AB|CA consult intressenter AB
Järngrinden Projektutveckling AB,5566559281,5,50,Ivarsson; Lars Patrik,52,184,Auto 7H Centrum AB|Tapetterminalen i Borås AB|Järngrinden AB|Järngrinden Projektutveckling AB|Pallas 1 Fastighets AB|GenJärn Borås Fastighet AB|Fastighets AB Myrten 2|Nya Särö Fastighets AB|Auto 7H Finans AB|Givestment Holding i Borås AB|W:m Rudells Group AB|Hästhoven i Borås AB|CFJ Kontraktsbolag AB|ABCWB M 1-10 Fastighets AB|Breared Projektutveckling 1 AB|GenJärn Borås Fastighet 2 AB|Depå Viared i Borås AB|Järngrinden Vind 1 AB|Mölndalstappen AB|Projekthus 10 i Borås AB|JärnSpiran Fastighetsutveckling AB|Tegelbrukstäppet AB|Projekthus Myntkatten i Borås AB|Braconierska villan AB|Solidhus i Kungsbacka AB|Kungsbacka Södra Stad Holding AB|J.G Fastighets AB|JärnSpiran Holding AB|WBME Holding i Varberg AB|AB Ulricehamn Australien 3|Grönskan Parkerings AB|Järngrinden Fastighets AB|Mark & Exploatering i Borås AB|Järngrinden Markutveckling Holding AB|Järngrinden Projektutveckling Holding AB|NewCo Breared AB|Bergdalsterrassen i Borås AB|Särö Flaggskepp AB|Järngrinden Fastighetsutveckling Holding AB|Rundgången Fastighet AB|InkInvest Aktiebolag|Pallastornet Fastighets AB|Halmstad Tegelbruk Handel AB|Projekthus 67 AB|Projekthus 55 AB|Marmor 4 i Varberg AB|Projekthus 69 AB|Järngrinden Projektutveckling Holding 2 AB|NewCo Bergdalen AB|Genjärn Borås Holding AB|Fristad Prästskog AB|Projekthus Funningen AB
Järngrinden Projektutveckling AB,5566559281,5,50,Johannesson; Bent Tobias,12,6,Järngrinden AB|Järngrinden Projektutveckling AB|GenJärn Borås Fastighet 2 AB|Mölndalstappen AB|JärnSpiran Fastighetsutveckling AB|Tegelbrukstäppet AB|Järngrinden Fastighets AB|JärnSpiran Holding AB|Järngrinden Projektutveckling Holding 2 AB|Kopparåsen Invest AB|Grönskan Parkerings AB|Rundgången Fastighet AB
Ytterby Maskintjänst Aktiebolag,5560465030,2,62,Tungebo; Jan Torsten,6,14,Ytterby Maskintjänst Aktiebolag|Tölö Bygg Aktiebolag|GSM Göteborgs Schakt & Maskin AB|Rollsbo Hyrmaskiner Kommanditbolag|Meryt konferens AB|Bostadsrättsföreningen Ekytter
Skaftöhus AB,5565879110,3,46,Borg; Nils Peter,5,14,Skaftöhus AB|Stockeviks fiskehamnsförening u.p.a.|Marina Tuvesvik Ekonomisk förening|Fastighetsbolaget Lavön AB|Hamnanläggning Tuvesvik Ekonomisk förening
Nauthall AB,5565915716,3,63,Jakobsen Loft; Eigil,10,23,Tipp Fastighets AB|Terrester AB|Nauthall AB|KAP FARVEL Aktiebolag|Amhult 2 AB|Amhults Centrumparkering AB|Lysevägens Bostads AB|Alassio AB|Charlie Bostads AB|Loft Fastighet 2 AB
Älmby Väst AB,5566357496,4,50,Nilverius; Ulf Anders,5,3,Älmby Väst AB|Nagguc AB|TPA Konsult & Marktjänst AB|R.G. Gustavsson Entreprenad AB|AN i Väst AB
POGAB Plåt AB,5566879937,3,50,Mattsson; Per Mathias,8,12,Higab AB|POGAB Plåt AB|Gårda Byggnadsplåt Aktiebolag|Ale Tollered 1:517 Fastighets AB|POGAB Maskin AB|Älvängens Företagarförening Ekonomisk förening|Pogab Holding i Väst AB|Ale Holding AB
POGAB Plåt AB,5566879937,3,50,Kloo; Jesper Mattias,5,4,POGAB Plåt AB|Gårda Byggnadsplåt Aktiebolag|POGAB Maskin AB|Kloo Byggnadsplåt AB|Pogab Holding i Väst AB
Kimmos Måleri AB,5564995719,4,55,Komulainen; Maritta Kristina,4,8,Kimmos Måleri AB|Anbaric studio AB|Kimmos Holding AB|Individuellhälsa - din coach Maritta
N.C.W. Plåt & Isolering Aktiebolag,5561395087,3,49,Carestam; Mats Johan,5,4,N.C.W. Plåt & Isolering Aktiebolag|Alelyckans Fastighets AB|MCA Invest AB|Idet Fastighets AB|Anmasc Fastigheter AB
Ytterbygg Entreprenad AB,5568933401,2,50,Berntsson; Mats Christer,9,14,Ytterbygg Aktiebolag|Ytterbygg Entreprenad AB|Slottsbol Drift AB|Trollhättan Skonaren 2 AB|Göteborg Högsbo 4:3 AB|Fastighets AB Skissing|Ytterbygg Invest2 AB|Ytterbygg Invest AB|YB 1/VC 1 AB
Densify AB,5569181745,4,47,Lorensson; Karl Christoffer,17,47,Densify AB|Donsö Strandfastighets AB|Densify Group AB|Densify Alfa AB|CLD Holding AB|Densify Vind AB|Densify Projektutveckling AB|Ekonomisk förening Råda Plaza|Stensjöberg AB|Densify Gamma AB|Ekonomisk förening Styrsö Plaza|Ekonomisk förening Hovås Bautasten|Densify Projekt AB|Ekonomisk förening Stensjö Plaza|Densify Beta AB|Ekonomisk förening Brottkärr Plaza|Bostadsrättsförening Bautastenen
Värmekällan Väst AB,5565042438,2,48,Kallies; Michael,2,6,Värmekällan Väst AB|Energi och Värmepumpsmannen AB
TRABEA Bygg AB,5590342795,3,53,Udd; Klas Martin,3,1,Ritaren Aktiebolag|TRABEA HOLDING AB|TRABEA Bygg AB
Sandbäckens Rör i Göteborg AB,5569093619,4,54,Cullbrand; Mats Karl Göran,4,4,Sandbäcken Utveckling Aktiebolag|Sandbäckens Rör i Uddevalla AB|Sandbäckens Rör i Göteborg AB|CULLMA Förvaltning AB
Klarins Rör i Göteborg AB,5568081797,2,66,Klarin; Kurt Ove,3,2,K KLARINS BYGG AB|Klarins Fastigheter AB|Klarins Rör i Göteborg AB
Veako AB,5591185011,3,37,Rasila; Karl Henrik,4,0,Veako AB|Rasila byggkonsult AB|Veako Civil AB|Veako Holding AB
Veako AB,5591185011,3,37,Johansson; Marcus David Mikael,4,1,Veako AB|MJ Väst AB|Veako Civil AB|Veako Holding AB
Crabat Bygg & Projektledning AB,5569352809,3,47,Bergström; Christer Eddy,4,3,Crabat AB|Crabat Bygg & Projektledning AB|Crabat Projektering AB|Pened ÖGM AB
SITAR Bygg AB,5569435745,3,37,Sitar; Cemil,2,3,Sitar Modul AB|SITAR Bygg AB
SITAR Bygg AB,5569435745,3,37,Basdag; Abdullah,2,1,Sitar Modul AB|SITAR Bygg AB
Rasch Direct AB,5567569966,5,48,Freyschuss; Carl Anders,3,12,Bröderna Rasch AB|Bevent Rasch AB|Rasch Direct AB
Råberget Entreprenad AB,5566038294,2,53,Andersson; Sofia Pia,2,3,Maryds Höjd AB|Råberget Entreprenad AB
Modernt Interiörmåleri i Partille AB,5565086641,2,67,Gidlöf; Karl Olof Roger,4,4,Modernt Interiörmåleri i Partille AB|Lindemark & Båvenby Måleritjänst AB|MediaTech i Mölndal Aktiebolag|Milves Holding AB
ISAB Rörinfodring Väst AB,5591371090,3,61,Eriksson; Johannes Anton,1,1,ISAB Rörinfodring Väst AB
Stylt-Trampoli Aktiebolag,5564212727,4,56,Johansen; Maria Elisabet,5,4,Stylt-Trampoli Aktiebolag|Fastighets AB Spelmansplatsen Nio|Stylt Intelligence AB|Stylt Electric Motion i Göteborg AB|Föreningen Ottelyckan; Instön; Ekonomisk förening.
Svenska Teknikingenjörer Sting AB,5567181317,3,54,Säresand Sikström; Per Nils Otto,8,25,Gantry AB|Bro Underhåll & Service BUS AB|Svenska Teknikingenjörer Sting AB|Melloff Bygg AB|Olidan 6:1 AB|Trollhätteruckel AB|Olidan 5:19 AB|Strömmarn's Bryggeri AB
Erséus Arkitekter AB,5566302583,3,53,Erséus; Peter Hans Erik,3,8,Erséus Arkitekter AB|Erséus Arkitekter Holding AB|Peter Erséus AB
Erséus Arkitekter AB,5566302583,3,53,Scherman; Claes Fredric,2,1,Erséus Arkitekter AB|Erséus Arkitekter Holding AB
Medins Ventilation Aktiebolag,5562038983,2,48,Andersson; Stig Fredrik,4,2,Medins Ventilation Aktiebolag|Medifast AB|Medivind AB|Anderssons Medivent AB
Pentagón Byggnads AB,5590633979,3,34,Andreasson; Anders Kristoffer,2,6,Pentagón Byggnads AB|Pentagon i Göteborg Holding AB
Rikstvåans Låsservice AB,5566886544,2,42,Andersson; Jan Lennart,5,9,Rikstvåans Låsservice AB|Rikstvåans Service Aktiebolag|BMA Invest AB|JLAN Invest AB|SLMA Invest AB
SA Bevakning AB,5566483243,3,46,Deybarden; Hans Martin,5,28,Sector Alarm AB|Sector Alarm Service AB|Sector Alarm Försäljnings AB|SA Bevakning AB|Sector Alarm Europe AB
UK Portservice AB,5565508339,2,46,Linder; André Liam,2,2,UK Portservice AB|TCAL AB
Söderqvist Engineering Sweden AB,5563325785,5,50,Söderqvist; Carl Jesper Napoleon,1,3,Söderqvist Engineering Sweden AB
Nossebro El-Service Aktiebolag,5563759132,5,49,Karlsson; Bo Christian,4,10,Nossebroortens energi ekonomisk förening|Nossebro El-Service Aktiebolag|Nossebro Energi Försäljnings Aktiebolag|Nossebro Energi Värme Aktiebolag
Radar arkitektur & planering AB,5566706197,8,42,Götestam; Karl Oskar,4,4,Radar arkitektur & planering AB|Bostadsrättsföreningen Körsbäret 19-21|Helhetshus Arkitektstudio i Sverige AB|gruppen för urban landskapsorganisation AB
UPS-teknik i Väst AB,5566363254,2,45,Vidal; Gunnar Henrik,6,5,UPS-teknik i Väst AB|Energiteknik i Kungälv AB|Vidals Fastigheter AB|Valitron AB|Vidal Holding AB|Vidacore AB
UPS-teknik i Väst AB,5566363254,2,45,Vidal; Britt Emma Helena,5,4,UPS-teknik i Väst AB|Energiteknik i Kungälv AB|Vidals Fastigheter AB|Vidal Holding AB|Vidacore AB
RÖRBÖJISAR I VÄST AB,5566701701,3,60,Gerke; Karl Dennis,4,0,RÖRBÖJISAR I VÄST AB|VVS Installationer Väst AB|SFDG Förvaltning AB|RÖRBÖJEN AB
SHT Entreprenad Väst AB,5568465172,2,45,Juthage; Erik Mattias,5,0,SHT Entreprenad Väst AB|Specialhåltagning i Göteborg AB|Signalgatan 10B Fastighets AB|KOMMANDITBOLAGET BACKA-BERGÖ 27:26|Hålta Holding AB
VANOVO AB,5590053079,3,38,Nerman; Kaj Mikael,3,0,VANOVO AB|Vanovo Öst AB|Vanovo Väst AB
Lidans Byggservice Aktiebolag,5564729209,2,49,Johansson; Carl-Johan,1,1,Lidans Byggservice Aktiebolag
development partner 09 AB,5567409858,6,40,Fjällglim; Mikael Tony,7,11,development partner 09 AB|FJÄLLGLIM & PARTNER AB|development partner 15 projekt AB|development partner 09 holding AB|Scius development partner AB|Haga Storby i Mölnlycke AB|development partner 17 projekt AB
development partner 09 AB,5567409858,6,40,Jonsson; Marcus Karl Oskar,4,3,development partner 09 AB|development partner copartner 1 AB|development partner intressenter 1 AB|Bostadsrättsföreningen Torp 35:2
Tingstad Måleri AB,5568972227,3,41,Fasnacht; Daniel Fredrik,6,7,Tingstad Måleri AB|Tingstad Frakt AB|Elteknik i Ale AB|C F Entreprenad & Konsult AB|Tingtown Förvaltning AB|Tingtown Holding AB
Svensk Bygglogistik AB,5565425104,5,50,Wallin; Urban Mikael,3,16,Logistikpatrullen AB|Svensk Bygglogistik AB|Y.N.W.A i Göteborg AB
Aktiebolaget Gunnar Svensson Textil &             Möbelinredning,5564836681,3,50,Svensson; Nils Fredrik,1,0,Aktiebolaget Gunnar Svensson Textil &             Möbelinredning
Kyl-Effekt AB,5566698451,3,47,Nero; Jonas,2,3,Röreffekt i Göteborg AB|Kyl-Effekt AB
Paralarm AB,5566129622,4,46,Johansson; Jonas Harald Tommy,4,2,Paralarm AB|Tångabergs Rör AB|Mejsek AB|Bostadsrättsföreningen Eklanda Gård
Knippla Rörkompani Aktiebolag,5563427730,4,60,Ejnarsson; Jan Robert,3,1,R Ejnarsson invest AB|Knippla Rörkompani Aktiebolag|KNIPPLA FASTIGHETSFÖRVALTNING KOMMANDITBOLAG
3BD Development AB,5569749459,3,40,Zannakis; Theodoros,6,4,3BD Development AB|Anodox AB|JVMB Fastigheter AB|Rekreation Västö Gotland AB|EVOTIV Aktiebolag|Bostadsrättsföreningen Seaside
Ventilation.Styr.Kylservice Vestkyl AB,5566490594,5,54,Persson; Björn Nicklas,2,1,UNIT HOLDING AB|Ventilation.Styr.Kylservice Vestkyl AB
Lundgrens Rör i Vedum Aktiebolag,5562426170,2,47,Lundgren; Dan Allan Tony,1,0,Lundgrens Rör i Vedum Aktiebolag
