company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
KVM Golventreprenad i Norrköping AB,5567250237,4,50,Johansson; Kjell Daniel,2,4,MHJ's Golv Aktiebolag|KVM Golventreprenad i Norrköping AB
Nova Projektpartner AB,5590444260,3,40,Ideström; Paul Göran Tobias,3,1,Anna Viola AB|Tobid AB|Nova Projektpartner AB
Åby Fasad Aktiebolag,5564378163,3,44,Carinci; Lars Christian Gino,2,8,Åby Fasad Aktiebolag|Fasadab i Sverige AB
Wilzéns Mark AB,5568410095,2,60,Wilzén; Andreas Bo,11,13,Wilzéns förvaltning AB|Wilzéns Bygg AB|Wilzéns Mark AB|Wilzéns Måleri AB|Wilzéns Fastigheter AB|Wilzéns Invest AB|Bostadsrättsföreningen Inspirationen 6F i         Linköping|Wilzéns Fastigheter i Norrköping AB|Kåparp Fastighetsförvaltning AB|EnklaHem Holding AB|Bostadsrättsföreningen Smedstabäcken
Nordisk Mark & Anläggning AB,5591694939,4,61,Johnsson; Björn Sven Viktor,5,5,Johnsson & Almén Holding AB|Nordisk Mark & Anläggning AB|Svenska byggmaskiner AB|Johnsson & Almén Fastighets AB|Viksgalan AB
Nordisk Mark & Anläggning AB,5591694939,4,61,Almén; Linus Sven Göran,7,10,Johnsson & Almén Holding AB|Nordisk Mark & Anläggning AB|Svenska byggmaskiner AB|Johnsson & Almén Fastighets AB|Apelbackens Gård|Apelbackens Gård|Popnpee &h2o i Lundby ekonomisk förening
Great Security Mitt AB,5561994434,4,52,Palmér; Hans Mikael,2,2,MIPAL AB|Great Security Mitt AB
Ventilationsprojekt i Norrköping AB,5566481684,2,45,Franzén; Robin Stefan,8,8,Bygg- och Installationsgruppen Svenska AB|Ventilationsprojekt i Nyköping AB|Ventilationsprojekt i Norrköping AB|Ventilationsprojekt i Katrineholm AB|Ventilationsprojekt i Linköping AB|Ventilationsprojekt i Eskilstuna AB|Luftombyte AB|Stroch AB
Linotol Golvteknik AB,5564897006,3,49,Larsson; Michael Bengt Hugo,15,27,Hansson & Larsson Förvaltning AB|Linotol AB|Linotolgolv AB|Linotol Väst AB|Linotol Golvteknik AB|Linotol Fogfria Golv AB|Kakel Entreprenören i Östergötland AB|Linotol Armerad Betong AB|A-Beläggningar AB|Betongproduktion i Skåne AB|Designfasader i Sverige AB|Entrézoner i Sverige AB|Tavlan 2 Fastighets AB|Linotol Invest AB|KEÖ Holding AB
Fastighetsteknik i Norrköping AB,5567890966,2,54,Kallio; Anders Mikael,3,2,Fastighetsteknik i Norrköping AB|Norrköpings Bostads och Förvaltningstjänster AB|Stall Kullen Dagsberg AB
Jens-Åke Andersson Bygg Aktiebolag,5562907690,2,61,Andersson; Jens Åke,3,1,Jens Åke Andersson Förvaltning AB|Jens-Åke Andersson Bygg Aktiebolag|Jens-Åke Andersson Fastighets Aktiebolag
Måleri-Hantverkarna i Linköping AB,5565361614,3,54,Andersson; Mats Åke,4,2,Måleri-Hantverkarna i Linköping AB|Måleriföretagen i Sveriges Serviceaktiebolag.|Nordisk Yta AB|Måleri-Hantverkarna i Linköping Holding AB
Egirs Bygg Aktiebolag,5562968544,4,55,Frisk; Lars-Magnus Lennart,9,3,Miljöbyggarna Entreprenad i Linköping Aktiebolag|Egirs Bygg Aktiebolag|Egirs Aktiebolag|K-E Egirs Fastighets AB|M Frisk AB|Fastighetsbolaget Priorn i Mjölby Aktiebolag|Egir & Co Aktiebolag|AC Frisk AB|Egirs Bygg Holding AB
Åby Eltjänst Aktiebolag,5560876913,4,56,Klint; Mårten Rickard Magnus,3,3,Menia AB|Åby Eltjänst Aktiebolag|Axemia AB
Ivarssons Bygg i Norrköping AB,5565546743,3,50,Kellgren; Rune Lennart,2,0,Ivarssons Bygg i Norrköping AB|Lovén & Kellgren Holding AB
S-O Wilssons Åkeri Aktiebolag,5561621656,5,55,Jonsson; Johan Oscar,2,1,Bostadsrättsföreningen Karl Johans Skola i        Norrköping|S-O Wilssons Åkeri Aktiebolag
Villavärme i Vadstena AB,5568855554,3,41,Sköld; Karl Johan Birger,3,2,Vadstena Energi och Brunnsborrning AB|Johan Sköld Förvaltning AB|Villavärme i Vadstena AB
Garantgruppen AB,5562015114,7,56,Ekermann; Lars Jerker,3,1,Garantgruppen Förvaltning AB|Garantgruppen AB|Ekermann Business Consulting AB
Sundins El i Norrköping AB,5590037916,6,56,Sundin; Sonnie Ingvar,1,1,Sundins El i Norrköping AB
Sandå Norrköping AB,5566236989,5,53,Börkén; Håkan Henrik,6,23,Sandå Norrköping AB|Nordic Wash AB|Fastighets AB Skulbacken|Bolmängens Fastighets AB|Börkéns FörvaltningsAktiebolag|Håbö Invest AB
Låssmeden i Norrköping AB,5561926691,2,42,Alkehed; Karl Erik Johan,1,3,Låssmeden i Norrköping AB
K-Entreprenad Mark Aktiebolag,5564106440,3,54,Jakobsson; Richard David Patrik,2,0,Smedsby förvaltning AB|K-Entreprenad Mark Aktiebolag
Linköpings Prima Golv & Kakel AB,5569299810,4,43,Gunnarsson; Olof Wilhelm,1,1,Linköpings Prima Golv & Kakel AB
Ventilationsteknik i Linköping AB,5567250898,2,52,Karlsson Blomgren; Daniel Erik,5,8,Ventilationsteknik i Linköping AB|Ventilationsteknik i Mjölby och Motala AB|Fyrtek Fastighets AB|Hanna Blomgren Konsult AB|Fyrtek Förvaltning AB
Nya Olsson Spårservice AB,5590049754,2,55,Olsson; Jari Pentti Johannes,3,3,Tranvia AB|Ek. för. Förskolan VK|Nya Olsson Spårservice AB
Lås o Nycklar i Linköping Aktiebolag,5562418227,2,52,Eriksson; John Pierre Matthias,10,18,Aktiebolaget Byggbeslag|Bysmeden Lås Aktiebolag|Lås och Säkerhetscenter i Uppsala AB|Lås o Nycklar i Linköping Aktiebolag|Lås & Nyckel i Luleå AB|Låskedjan i Umeå AB|Halmstad Låsservice Aktiebolag|Östersunds Låstjänst Aktiebolag|AB Byggbeslag Lås & Säkerhet|Melida AB
Ventilationsprojekt i Linköping AB,5562520980,3,46,Wall; Dick Göran,2,3,Ventilationsprojekt i Linköping AB|Linköpings Plåt- och VentilationsService          Aktiebolag
Lincom AB,5568980477,3,56,Änghede; Karl Linus,3,1,Kiselgatan Fastighetsförvaltning AB|Lincom Building AB|Lincom AB
Kompressorteknik Sweden AB,5565786471,2,63,Wassberg; Bengt Peter David,6,6,Kompressorteknik Sweden AB|Wave Impact Heat Management AB|Pantheraca Holding AB|Solid Expansion Concept Sweden AB|Mentorius Aktiebolag|Panthera Corporate Advisors Handelsbolag
P & A Måleri i Norrköping AB,5566264148,3,45,Andersson; Lars Tore Ingemar,4,6,P & A Måleri i Norrköping AB|Nordisk Yta AB|MålarLasse Holding AB|Wilhelm W Holding AB
Markmästarna i Östergötland AB,5566959465,3,49,Åklint; Karl Adam,1,2,Markmästarna i Östergötland AB
NGL Vatten & Energiteknik AB,5568129885,2,50,Norling; Jacob Sture,4,8,NGL Vatten & Energiteknik AB|Hertzmans Rörservice Aktiebolag|NGL Teknik i Linköping AB|Norling Mark & Fastighet
Kulturmålarna i Norrköping Aktiebolag,5564352887,3,38,Nordgren; Johan Henrik,3,9,Kulturmålarna i Linköping Aktiebolag|Kulturmålarna i Norrköping Aktiebolag|Kulturmalarna Holding Aktiebolag
Kulturmålarna i Norrköping Aktiebolag,5564352887,3,38,Heinefeldt; Moa Kristina,3,5,Kulturmålarna i Linköping Aktiebolag|Kulturmålarna i Norrköping Aktiebolag|Kulturmalarna Holding Aktiebolag
Mattssons Fastighetsutveckling i Norrköping AB,5563374395,3,68,Mattsson; Anders Fredrik,58,30,Brabo Stockholm AB|Mattssons Fastighetsutveckling i Stockholm        Aktiebolag|Norlinia AB|Mattssons Fastighetsutveckling i Norrköping AB|Good Housing Holding AB|Mattssons Industrifastigheter i Norrköping AB|Good Housing 101 AB|Fastighets AB Torsviken|Vilunda Parkering AB|Norrköping Nyap 1 AB|Garvaren 21 AB|Mollard MGMT AB|SB Stadsutveckling Östra AB|Norra Hamnen Stadsutveckling 6 AB|Logistikcenter Norrköping LCN AB|Dragonvägen Stadsutveckling AB|Norra Hamnen Stadsutveckling AB|Arkösunds Hotell AB|Bollen 2 i Norrköping AB|Arkösunds Båtvarv AB|Upplands Väsby Vilunda 1:223 Stadsutveckling AB|Lindö Parkering AB|Majmex Aktiebolag|Haga Norra Projekt HNP AB|Care of Malmö Aktiebolag|Solöfjärden Fastigheter Etapp 2 AB|Mattssons Fastighetsutveckling Holding AB|Solöfjärden Stadsutveckling AB|Kv Six Parkering AB|Mattssons Logistikfastigheter AB|MFU Fastigheter AB|Mattssons Industrifastigheter Holding AB|Haga Norra Stadsutveckling Kvarter 7a AB|Haga Norra Stadsutveckling Kvarter 7b AB|Good Housing 201 AB|Haga Norra Stadsutveckling Kvarter 6b AB|Arkösund Holding AB|ESM Stadsutveckling AB|Skärslipargränd Fastighet AB|Brabo Holding III AB|BRABO Holding IV AB|SB Stadsutveckling Västra AB|Mattssons Industrifastigheter Herstaberg AB|Ingelstaport AB|ESM Holding II AB|Vilundavägen Stadsutveckling AB|Haga Norra Stadsutveckling Kvarter 6 och 7 AB|Solöfjärden Holding II AB|ESM Holding AB|Väsby Park Stadsutveckling AB|Vilunda Förskola & Fastigheter AB|Brabo Holding AB|BRABO Holding II AB|Finlandsgatan Stadsutveckling AB|Torsö Fastighetsutveckling AB|Mariestad Fastighetsutveckling AB|Haga Norra Stadsutveckling Kvarter 6a AB|Good Housing 301 AB
Tjällmo Entreprenad AB,5565730404,2,44,Aktner; Martin Oscar,2,3,Hulttorp Förvaltning AB|Tjällmo Entreprenad AB
Sandbäckens Rör i Motala AB,5566770441,3,45,Håkansson; Karl Jörgen,2,0,J Håkansson Holding AB|Sandbäckens Rör i Motala AB
P & L Byggställningar AB,5569433088,5,48,Glemhorn; Hans Christian,1,1,P & L Byggställningar AB
T.G:s El i Finspång Aktiebolag,5562226083,3,37,Thormeyer; Rickard André,2,0,T.G:s El i Östergötland Holding AB|T.G:s El i Finspång Aktiebolag
Puts- och Fasadteknik i Linköping AB,5567538714,4,55,Adolfsson; Sven Magnus,3,2,EMGE Fastigheter i Västervik AB|Magniela AB|Puts- och Fasadteknik i Linköping AB
Usify AB,5566694161,4,59,Bugge; Bjarte,8,10,Usify AB|Audio To Me i Jönköping AB|Bugge Group AB|Usify Business AB|DIPS eHealth AB|Yummytech AB|Business by BK AB|Usify Holding AB
Månsson Rör & Värmepumpar AB,5568617756,8,58,Månsson; Carl Fredrik,5,15,Energicenter i Öst AB|Månsson Rör & Värmepumpar i Östergötland AB|Månsson Rör & Värmepumpar AB|Något bra AB|Intressentföreningen Reko Comfort Ek. för.
Motum Port AB,5565396503,3,52,Håkansson; Staffan Mikael,1,1,Motum Port AB
F-system Östgöta AB,5566823513,1,52,Hansevi; Gunnar Mikael,5,36,F-system Östgöta AB|F-system Logistik AB|Hansevi Invest AB|HanCal Holding AB|F-system AB
Structor Östergötland AB,5566373303,5,51,Grönqvist; Bengt Jimmy,2,1,Structor AB|Structor Östergötland AB
PLW Elteknik i Norrköping AB,5568514821,2,48,Lantz; Robert Roger,6,7,PLW Elteknik AB|PLW Elteknik i Norrköping AB|PLW Antenn & Mediateknik AB|PLW Gruppen AB|PLW Larm & Teleteknik AB|PLW Holding AB
Åhmans Måleri Aktiebolag,5562372796,3,44,Johansson; Hans Gunnar,3,6,Måleri Konsult Hans Johansson|Åhmans Måleri Aktiebolag|L H Måleri i Linköping AB
TEAM Projektpartner PPS AB,5569475576,3,44,Nilsson; Peter Gerhard,2,3,TEAM Projektpartner PPS AB|Pne Konsult AB
Stensätt i Linköping Aktiebolag,5563490811,3,50,Kursinski; Daniel Kristoffer,1,2,Stensätt i Linköping Aktiebolag
NMB Måleribolag i Norrköping AB,5565547048,3,52,Ivung; Lars Peter Birger,1,0,NMB Måleribolag i Norrköping AB
Vasa Fastigheter AB,5590978523,3,40,Bou-Zeid; Ali,10,11,Vasa Fastigheter AB|Bouzeid Invest AB|VF Mellan 2 AB|Adis Fastigheter AB|Bostadsrättsföreningen Northun i Kneippen|VF Vargen 14 AB|Cederdalen Fastigheter AB|VF Noshörningen 5 AB|VF Vargen 14 Mellan AB|Bou-Zeid Holding AB
Visera AB,5566825211,5,47,Freland; Jan Magnus,4,9,Visera AB|Optiqo Sweden AB|Bevara AB|Visera Holding AB
LP Schakt AB,5561977181,3,63,Persson; Karl Lennart,2,4,LP Schakt AB|Gäddvik Holding AB
Rydell & Lembke Kyl- och Värmeteknik Aktiebolag,5563025666,3,60,Lembke; Peter Lennart,6,5,Rydell & Lembke Kyl- och Värmeteknik Aktiebolag|Multichannel AB|APTUS Fastighets Handelsbolag|Scandecon Aktiebolag|Scandecon Iceclean Technology AB|A.P Lembke AB
TSE Trygg Säker Entreprenad AB,5568656556,4,53,Härdelin; Christian Bengt Harald,3,4,CLASIS AB|TSE Trygg Säker Entreprenad AB|AKWI Fastighets AB
Mannes Bygg Aktiebolag,5566139472,3,54,Alfredsson; Martin Karl Ludvig,4,2,Mannes Bygg Aktiebolag|HA Johansson Byggnads AB|Åtvidabergs Fastighets AB Tärnan|Mannes Byggmaskiner AB
MCM Relining i Norrköping AB,5568003049,3,44,Hansson; Karl Mårten Emil,3,5,Gertrud Holding AB|Gillberg MCM Holding AB|MCM Relining i Norrköping AB
IBS i Östergötland AB,5591411128,3,53,Asp; Pär Daniel,9,4,DAP Fastigheter AB|IBS Byggnadsställningar AB|IBS i Kalmar Län AB|IBS i Göteborg AB|IBS i Östergötland AB|Björröds Fastigheter AB|Hwita 7 AB|DA1 AB|DA2 AB
Ställningsbyggarna Bestorp AB,5569213449,3,47,Nilsson; Björn Albin,3,7,Ställningsbyggarna Bestorp AB|Bestorp Hiss & Lyft AB|Creative Chaos AB
Östgöta Byggstatik AB,5566126677,7,56,Ström; Lars Krister,4,3,Östgöta Byggstatik AB|Vätternkompaniet AB|Tegelviken Projektbolag AB|Tegelviken Projektbolag Holding AB
Östgöta Mobilkranar AB,5590108618,4,53,Gil; Victor,2,2,Gil Hus AB|Östgöta Mobilkranar AB
Östgöta vatten & energiborrning AB,5566609201,2,44,Huovinen; Timo Seppo Ilmari,1,0,Östgöta vatten & energiborrning AB
Tornby El Aktiebolag,5564775517,4,54,Rodell; Peter Arne Niclas,2,1,Tornby El Aktiebolag|P Rodell Invest AB
Svensk Beläggningstjänst AB,5591071831,3,41,Arnesson; Tore Håkan Wilhelm,1,0,Svensk Beläggningstjänst AB
Mats Fredriksson arkitektkontor AB,5565941779,4,47,Fredriksson; Mats Olof,5,3,Mats Fredriksson arkitektkontor AB|HMJ Förvaltning AB|Kattskär förvaltning AB|Mats Fredriksson Arkitektkontor|Krongården förvaltning AB
Mats Fredriksson arkitektkontor AB,5565941779,4,47,Lotz; Felix Freudenthal,4,0,Mats Fredriksson arkitektkontor AB|Ariadne Fastigheter AB|Séptago arkitektur och byggnation|Lotz & Liljethörn AB
RGB i Linköping AB,5566624721,3,62,Wiberg; Hans Christer,1,2,RGB i Linköping AB
Rör & Kylteknik Norrköping AB,5590904966,3,45,Mäntylä; Tuomo Juhani,1,3,Rör & Kylteknik Norrköping AB
Elektromontage Power i Sverige AB,5591186167,3,47,Ahlberg; Karl Joakim,3,0,Ostkusten fastighet & service AB|Ostkusten rör AB|Elektromontage Power i Sverige AB
Fjössystem Bygg Sverige AB,5591978704,4,40,Gidmark; David Henrik,3,54,Fjössystem Bygg Sverige AB|Climate 365 AB|Bast property consulting AB
Måleribolaget i Östergötland AB,5569882516,3,52,Schylander; Andreas Ulf,1,0,Måleribolaget i Östergötland AB
Projektallians i Sverige AB,5567860407,2,52,Kinneteg; Göran Dennis,2,5,Projektallians Holding AB|Projektallians i Sverige AB
Väg och Byggnad Harryson Aktiebolag,5561869479,4,60,Harryson; Pär Harry,2,1,Byggkvalité Ostkusten AB|Väg och Byggnad Harryson Aktiebolag
Sandbäckens Medicinska Gaser AB,5591914824,3,46,Styrman; Nils Tore Gustav,1,2,Sandbäckens Medicinska Gaser AB
Svensk Elteknik i Linköping AB,5590376041,3,44,Rhodes; Daniel Michael,3,2,WWR Vattensport AB|Svensk Elteknik i Sverige AB|Svensk Elteknik i Linköping AB
Total ventilation i Linköping AB,5591416606,4,37,Wallh; Kenny Burt Jerry,4,0,Total ventilation i Linköping AB|Event Total i Linköping AB|Albeos AB|Total Ventilation Entreprenad i Linköping AB
Idola Solkraft AB,5590298468,2,41,Music; Haris,4,3,Idola Solkraft AB|B-Excellent AB|Idola Mätteknik AB|Idola Holding AB
Idola Solkraft AB,5590298468,2,41,Karadza Music; Amna,4,2,Idola Solkraft AB|B-Excellent AB|Idola Mätteknik AB|Idola Holding AB
Resecentrum Mark o Exploatering i Linköping AB,5567069801,5,51,Stenberg; Michael Thomas,12,35,Aktiebolaget Stångåstaden|Kulturfastigheter i Linköping AB|TGS Fastigheter nr 3 AB|Resecentrum Mark o Exploatering i Linköping AB|Linköping Industrin 2 AB|Obligationen i Linköping Fastighets AB|Studentbostäder i Linköping AB|Ebbepark Brf 2 AB|Linköping Industrin 2 Holding AB|Stångåstaden Ebbepark Holding AB|Ebbepark Brf 3 AB|Ebbepark Brf 1 AB
Markbyrån i Åtvidaberg Aktiebolag,5562229178,2,59,Brusk; Rune Torbjörn,2,1,Markbyrån i Åtvidaberg Aktiebolag|Brusk Invest AB
Teko-Elnät AB,5591669345,3,43,Kärkkäinen; Lassi,1,1,Teko-Elnät AB
Östgöta Solel AB,5590209721,4,50,Nilsson; Nils-Johan Anders,5,1,Östgöta Solel AB|Sture Nilssons Rörinstallationer Aktiebolag|Tureverken AB|NiTo Fastigheter AB|NiNi Förvaltning i Göteborg AB
PLW Antenn & Mediateknik AB,5567416861,3,47,Lantz; Robert Roger,6,7,PLW Elteknik AB|PLW Elteknik i Norrköping AB|PLW Antenn & Mediateknik AB|PLW Gruppen AB|PLW Larm & Teleteknik AB|PLW Holding AB
Tjällmo Vatten & Värme AB,5566880885,2,45,Augustsson; Anders Nils Gustav,1,0,Tjällmo Vatten & Värme AB
Rörproduktion Mälardalen AB,5569665945,3,49,Roos; André Ise,14,34,Sandbäckens Rör i Norrköping AB|Sandbäckens Rör i Linköping AB|Katrineholms Rörproduktion AB|Sandbäckens Rör i Nyköping AB|Sandbäckens Rör i Motala AB|Trisec Aktiebolag|Sandbäckens Rör i Västerås AB|Sandbäckens Rör i Örebro AB|Rörproduktion Mälardalen AB|VVS Tjänst Sverige AB|Rörproduktion Sverige AB|Rörproduktion i Linköping AB|Space 76 AB|Space 76 Invest AB
Janne Grävarn i Vittorp AB,5569099343,3,51,Karlsson; Jan Stefan Rolf,4,2,Janne Karlsson Skog & Maskingrävning Aktiebolag|Janne Grävarn i Vittorp AB|Janne Karlssons Traktorgrävning|Vittorp Holding AB
Wilzéns Måleri AB,5564368248,4,46,Lindquist; Bernt Nicklas,1,2,Wilzéns Måleri AB
Tube Energi Aktiebolag,5564739240,5,41,Evers; Benny Gunnar,3,6,Tube Energi Aktiebolag|RHEL-Gruppen AB|Navringen Fastighets AB
Gröndalen Bygg AB,5591453393,4,45,Siverklev; Johan Andreas,5,3,Gröndalen Fastighets AB|Gröndalen Bygg AB|Siverklev Invest AB|Optimal Markentreprenad i Östergötland AB|Glan Invest AB
Mätpartner Norrköping AB,5569291718,3,38,Landin; Karl Anders Christer,6,7,Mätpartner Norrköping AB|Anders Eriksson Invest AB|Hyrpartner Sverige AB|Mätpartner Linköping AB|BL Holding i Norrköping AB|Mätpartner Infragruppen Sverige AB
Åtvidaberg Infrastruktur AB,5566511795,2,64,Nilsson; Nils Gustav Krister,1,0,Åtvidaberg Infrastruktur AB
Lets Paint Måleri och Design Norrköping AB,5591304273,3,28,Kjellander; Jimmy Björn Stefan,1,2,Lets Paint Måleri och Design Norrköping AB
Lets Paint Måleri och Design Norrköping AB,5591304273,3,28,Kjellander; Maria Natalie,1,2,Lets Paint Måleri och Design Norrköping AB
PLW Gruppen AB,5565834685,2,48,Lantz; Robert Roger,6,7,PLW Elteknik AB|PLW Elteknik i Norrköping AB|PLW Antenn & Mediateknik AB|PLW Gruppen AB|PLW Larm & Teleteknik AB|PLW Holding AB
Developing Design Sweden AB,5565992251,3,58,Sunnerberg Aldén; Anna Bodil Cecilia,3,7,Söderstaden I Östergötland AB|Developing Design Sweden AB|AB Byggkoordinator GKAK Dalarna
MSI-Rör AB,5566533930,5,56,Bengtsson; Hans Peter,9,12,VallaCom AB|Boman El & Larmtjänst i Norrköping AB|MSI-EL Motala Ströms Installation AB|MSI-Järn AB|MSI-Rör AB|Larm & Teleteknik i Motala AB|Bengtsson Fastigheter i Motala AB|MSI-EL AB|HSB Bostadsrättsförening Kvarnstenen i Motala
Montera inredning Sverige AB,5591624969,4,45,Grönvall; Ulf Stefan,2,0,Stegro Invest AB|Montera inredning Sverige AB
LGC Östergötland AB,5569014342,3,44,Carlson; Lars Göran Zerold,14,8,L-G C Isolering i Malmö AB|L-G C Isolering AB|L-G C Isolering i Helsingborg AB|L-G C Isolering i Karlskrona AB|Ugglehult LGJ AB|LGC Östergötland AB|Svenska Isolerfirmornas Service AB|Arnold Mossberg & Co AB|Rekond Fastigheter AB|LGC Entreprenad AB|LGC Holding AB|R Andersson I Tjureda AB|BLG Teknik & Fastighet AB|LGC Väst AB
Rörmontage Harry Malm AB,5566632427,4,66,Malm; Markus Daniel,4,2,Rörmontage Harry Malm AB|Peter Lange Kort AB|JDM Konsult AB|Sol El Norden AB
Teknik & Energi i Linköping AB,5591409593,3,38,Rosén; Marcus Ivar Lennart,2,6,Teknik & Energi i Linköping AB|Teknik & Energi i Linköping
Fröbergs Rör AB,5568347123,2,46,Fröberg; Hans Peter Mikael,2,1,Godegårds Fastigheter AB|Fröbergs Rör AB
MIVENT AB,5568966880,2,56,Hadén; Karl Bror Marcus,2,1,MIVENT AB|MIVENT
Spectra Sverige AB,5591488076,4,37,Bergman; Nils Jonatan,3,9,Spectra Stockholm AB|Spectra mark Öst AB|Spectra Sverige AB
Spectra Sverige AB,5591488076,4,37,Tolff; Lars Calle,2,3,Spectra Sverige AB|Spectra mark Öst AB
R & C Nordic AB,5566554704,3,40,Munter; Peter Mathias Malcolm,1,1,R & C Nordic AB
R & C Nordic AB,5566554704,3,40,Andersson; Arne Rikard Mattias,2,2,Mattias Andersson Entreprenad i Östergötland|R & C Nordic AB
Swebe fallskydd AB,5590053517,3,35,Jörgenson; Karl Andreas,2,1,Östgöta Beläggarna AB|Swebe fallskydd AB
Vångströms Golv Eftr. Aktiebolag,5562533967,3,63,Nilsson; Nils Göran Ingemar,1,1,Vångströms Golv Eftr. Aktiebolag
Mälardalens Rörisolering AB,5591040745,2,36,Puangngoen; Erik Rickard Andreas,2,0,Mälardalens Rörisolering AB|RP VVS Isolering
Micke och Kenneth Plåt-&Ventilationsservice AB,5566992367,2,52,Nilsson; Hans Mikael,1,0,Micke och Kenneth Plåt-&Ventilationsservice AB
NewVent Norrköping AB,5569931388,3,33,Samuelsson; Jonas Henrik,1,1,NewVent Norrköping AB
NewVent Norrköping AB,5569931388,3,33,Borin; Per Joel Håkan,1,2,NewVent Norrköping AB
Diabas Arkitekter AB,5566770250,2,58,Snäller; Alf Göran,1,6,Diabas Arkitekter AB
Valdemarsviks El AB,5561815001,3,43,Ivarsson; Per Fredrik,1,1,Valdemarsviks El AB
Valdemarsviks El AB,5561815001,3,43,Jonsson; Karl Henrik,1,2,Valdemarsviks El AB
Okidoki Kommunikation i Linköping AB,5565034997,2,51,Isacsson; Rikard,1,2,Okidoki Kommunikation i Linköping AB
NÅRSAB ENTREPRENAD AB,5590149810,2,41,Jubrink; Christian Bo Rune,3,0,NÅRSAB Holding AB|NÅRSAB ENTREPRENAD AB|NÅRSAB AB
Nordisk Yta AB,5567107544,7,52,Nilsson; Elvira Maria Elisabeth,2,0,Nordisk Yta AB|Måleriföretagen i Stockholm Serviceaktiebolag
B Kubik Entreprenad AB,5591736409,3,35,Nylund; Johan Peter,9,19,B Kubik - Byggresurs A AB|B Kubik - Byggresurs C AB|B Kubik Resurs AB|B Kubik Entreprenad AB|BK Uthyrning AB|JP Nylund Consulting AB|B Kubik - Fastighetsbolag 1 AB|B Kubik Holding AB|QBR Systems AB
Convise Linköping AB,5591151021,3,51,Eriksson; Peter Jan-Erik,2,2,Peter Eriksson Holding AB|Convise Linköping AB
Brandskyddsbesiktning BSB AB,5567813521,4,53,Bladh; Jan Eje Thomas,1,2,Brandskyddsbesiktning BSB AB
Petterssons Bygg & Trädgårdsentreprenad AB,5568132095,3,51,Pettersson; Gustav Bertil,2,0,Petterssons Bygg & Trädgårdsentreprenad AB|Bertil Petterssons Rökeri
El-effect i Linköping AB,5590422019,4,56,Detterfelt; Bengt Thomas,1,4,El-effect i Linköping AB
VI 3 CRM AB,5566690938,3,54,Karlsson; Mats Gunnar Vilhelm,1,5,VI 3 CRM AB
Läns Alarm i Linköping AB,5566523139,2,52,Jinstrand; Arne Magnus,5,2,Läns Alarm i Göteborg AB|Läns Alarm i Linköping AB|Henrik Lundqvist i Göteborg AB|Lisec Ekonomisk förening|Michael Karlsson i Göteborg AB
Montage Partner Sverige AB,5591122170,3,54,Karlsson; Johan Axel,5,9,RK Teknik i Gusum Aktiebolag|Montage Partner Sverige AB|NKK Fastigheter AB|Fastigheter i Gusum AB
Svenska byggmaskiner AB,5566834064,2,44,Almén; Linus Sven Göran,7,10,Johnsson & Almén Holding AB|Nordisk Mark & Anläggning AB|Svenska byggmaskiner AB|Johnsson & Almén Fastighets AB|Apelbackens Gård|Apelbackens Gård|Popnpee &h2o i Lundby ekonomisk förening
Järnvägskonsulter i Sverige AB,5591520985,3,54,Olsson; Roul Michael,2,7,SMK Östgöta Speedway AB|Järnvägskonsulter i Sverige AB
LR Konsult och Installation i Linköping AB,5564516101,4,52,Pihl; Sven Roger,2,2,LR Konsult och Installation i Linköping AB|PAPCEC Aktiebolag
Åby Isoleringar Aktiebolag,5566044987,3,45,Hansson; John Christian Leif,1,7,Åby Isoleringar Aktiebolag
TR Golv i Norrköping AB,5567921704,2,45,Tutak; Raffe Mariusz,1,2,TR Golv i Norrköping AB
AURUM Fastighetsutveckling i Linköping AB,5568159015,4,52,Larsson; Rolf Esbjörn,8,34,AURUM Fastighetsutveckling i Linköping AB|Aurum Fastighetsutveckling i Norrköping AB|Kompetensnyckeln Sverige AB|Aurum Fastighetsutveckling AB|Stadsbyggnadsforum Linköping AB|Vallaloft bostad AB|Slättö PU 18 AB|Stavfästet Holding AB
MVG Östergötland AB,5591674766,5,51,Skog; Lars Åke Stig,3,2,MVG Östergötland AB|Växthuset i Johannelund AB|Lars Skoog Holding AB
Takbröderna AB,5591470975,3,43,Liljegren; Martin Olaf,2,1,Takbröderna AB|Motala Kanaltrafik AB
Takbröderna AB,5591470975,3,43,Liljegren; Gustav Per,1,0,Takbröderna AB
NHS Industri & Miljö I Motala AB,5590506258,3,48,Thorsson; Leif Jimmy,1,2,NHS Industri & Miljö I Motala AB
Mantorp Hus AB,5568475718,4,49,Brissman; Johan Enar,5,2,Mantorp Hus AB|Mantorp Mark & Sten AB|Kocken 8 AB|Svea Boliv AB|Bostadsrättsföreningen Kocken 8
Hus och Bygg Håkan Berg AB,5562890144,2,63,Berg; Nils Erik Håkan,1,2,Hus och Bygg Håkan Berg AB
Linghem Bygg & Städ AB,5568518822,2,53,Malinowska; Magdalena,1,0,Linghem Bygg & Städ AB
Linghem Bygg & Städ AB,5568518822,2,53,Malinowski; Robert,1,0,Linghem Bygg & Städ AB
Adjuvo AB,5561010991,2,72,Nygren; Stig Gustav Kent,1,0,Adjuvo AB
