company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Byggkvalitet Dalarna AB,5591483036,2,31,Christensen; Erik Jesper,3,1,Byggbolaget i Dalarna AB|Byggkvalitet Dalarna AB|Ventilationsbutiken i Sverige AB
Dala Vibrationskonsult AB,5566400908,2,57,Eriksson; Spännar Erik Lennart,3,0,Filur AB|Dala Vibrationskonsult AB|Dala Vibrationskonsult
Johans Alltjänst i Borlänge AB,5568916844,2,49,Dalström; Bengt Johan,1,0,Johans Alltjänst i Borlänge AB
Johans Alltjänst i Borlänge AB,5568916844,2,49,Spånberg; Ulla Ann-Sofie,1,0,Johans Alltjänst i Borlänge AB
JODU AB,5590905831,2,47,Olsson; Inge Johnny,2,0,ZAZZ Energy of Sweden AB (publ)|JODU AB
JODU AB,5590905831,2,47,Bärger; Malin Johanna,1,1,JODU AB
Hjärtbons El AB,5569113359,2,64,Hjertbro; Karl Rickard,1,0,Hjärtbons El AB
PS Expo AB,5569641524,2,35,Soling; Per Erik,1,0,PS Expo AB
Esvelt Service AB,5568077001,2,51,Esvelt; Stephan Alexis,1,3,Esvelt Service AB
El o Communikation i Borlänge Aktiebolag,5564818119,2,66,Hedberg; Anders Lars-Eric,1,1,El o Communikation i Borlänge Aktiebolag
AKTIEBOLAGET TONY HEDLUND RÖR,5590435193,2,38,Svensson; Malin Kristina,1,1,AKTIEBOLAGET TONY HEDLUND RÖR
AKTIEBOLAGET TONY HEDLUND RÖR,5590435193,2,38,Hedlund; Eric Tony,2,1,TONY HEDLUND LANTBRUK|AKTIEBOLAGET TONY HEDLUND RÖR
Ingvar Ingrids Aktiebolag,5564503414,2,48,Ingrids; Jan Erik,1,2,Ingvar Ingrids Aktiebolag
Mitt Dala Bygg AB,5592143571,4,46,Eriksson; Erik Fredrik,1,1,Mitt Dala Bygg AB
SKAFFHOLDING AB,5569400707,2,47,Hedin; Jonas Christer,2,5,HYRESLADAN AB|SKAFFHOLDING AB
Bad & Rum Dalarna AB,5569943003,3,30,Heidenberg-Sjögren; E Patrik E,1,4,Bad & Rum Dalarna AB
Bellson's AB,5568043664,3,43,Bellskog; Jens Olav,1,1,Bellson's AB
Fjätens Alltjänst AB,5565207916,2,60,Persson; Per Anders,1,2,Fjätens Alltjänst AB
Swecarp AB,5569079188,2,41,Eriksson; Timo Juhani Edvard,1,12,Swecarp AB
59min AB,5590066261,2,53,Berg; Jan Svante,3,1,Movea Innovation AB|Movea Trafikkonsult AB|59min AB
59min AB,5590066261,2,53,Hysing; Anna Mari Irene,2,5,Movea Innovation AB|59min AB
Torstens Bygg och Entreprenad AB,5569154957,2,56,Larsson; Nils Torsten,3,0,Torstens Bygg och Entreprenad AB|Thurbo Fiber Ekonomisk förening|Torstens Bygg & Allservice
D.T. Vatten & Energiborrning Aktiebolag,5567149199,2,57,Thornton; David Michael,1,1,D.T. Vatten & Energiborrning Aktiebolag
Knuttes Bygg Borlänge AB,5569050791,3,62,Karlsson; Knut Ivar,1,1,Knuttes Bygg Borlänge AB
Kjells Plåt i Grängesberg Aktiebolag,5562935121,2,53,Andersson; Kjell Conny,1,0,Kjells Plåt i Grängesberg Aktiebolag
Besiktningsbolaget Trygga AB,5569479404,2,45,Persson; Mikael,2,6,Bostadsrättsföreningen Fjällfåglarna|Besiktningsbolaget Trygga AB
J.R Kabel-TV AB,5590425111,2,51,Roselius; Johan Ingvar,3,2,SAT-KAB Satellit och Kabel TV Specialisten        Aktiebolag|J.R Kabel-TV AB|J.R Kabel-TV
A.Eriksson Schakt AB,5569316432,2,52,Eriksson; Karl Andreas,1,0,A.Eriksson Schakt AB
solfamiljen AB,5591926596,3,32,Staffansson; Bengt Erik Manne,1,1,solfamiljen AB
solfamiljen AB,5591926596,3,32,Eklund; Per Johan,1,2,solfamiljen AB
Wermdala Totalbygg AB,5568136260,2,52,Skagerling; Pär Erik,4,5,Dala Vatten och Avfall AB|Vansbro Teknik AB|Wermdala Totalbygg AB|Smöttas Fastighets AB
C.B Bäckens Måleri AB,5568127772,2,33,Bäck; Mats Christoffer,1,0,C.B Bäckens Måleri AB
Grytnäs Industriservice AB,5567201818,2,43,Ols‚n; Carl Johan,2,5,Grytnäs Industriservice AB|GrytX Handelsbolag
Lövberg Tak & Bygg AB,5590058557,2,32,Lövberg; Emil Patrik,2,1,Lövberg Tak & Bygg AB|Lövberg Tak & Bygg
Holmer Bygg & Renovering AB,5563937829,3,56,Holmer; Per-Erik Jonas,1,3,Holmer Bygg & Renovering AB
Grycksbo Elektriska AB,5569067266,2,62,Wickström; Leif Sören,1,5,Grycksbo Elektriska AB
Ingemar Bygg i Dalarna AB,5569043770,2,44,Söderberg; Lars Sven Ingemar,1,2,Ingemar Bygg i Dalarna AB
Dibner AB,5568312168,2,58,Eriksson Pallin; Johan Ragnar,5,8,Dibner AB|Avesta Gamla Bryggeri AB|Avesta Förvaring AB|B Eriksson utvecklings AB|Ragnar & Co AB
gihans aktiebolag,5567844492,2,51,Svan; Hans Olof Staffan,2,3,gihans aktiebolag|INNOVA BYGG
Dalarnas byggare AB,5591064901,2,32,Wallner; Markus Gunnar,1,2,Dalarnas byggare AB
MHJ Gräv AB,5590788385,2,49,Johansson; Mats Håkan,2,0,MHJ Gräv AB|MHJ Gräv
Ductcon AB,5590505672,3,49,Bergström; Lars Johan,1,1,Ductcon AB
Mavacon Akvaprojekt AB,5592161730,4,47,Jansson; Karin Elisabet,2,2,Mavacon Akvaprojekt AB|Akvacon AB
Hedemora Byggplåt AB,5563091817,3,68,Bergdahl; Jan Gunnar,1,1,Hedemora Byggplåt AB
Nissa Retail Consulting AB,5569864829,3,55,Nissa; Marcus Per-Erik,1,0,Nissa Retail Consulting AB
Nissa Retail Consulting AB,5569864829,3,55,Nissa; Lisa Maria,1,2,Nissa Retail Consulting AB
Dennis Matsson Mark & Konsult AB,5569255226,3,54,Matsson; Kjell Dennis,1,0,Dennis Matsson Mark & Konsult AB
Byggcompaniet i Borlänge AB,5568047061,4,50,Sandgren; Nils Magnus,1,0,Byggcompaniet i Borlänge AB
Beischers Gräv- och Schaktmaskiner Aktiebolag,5560889296,3,67,Beischer; Karl Bruno Roland,1,0,Beischers Gräv- och Schaktmaskiner Aktiebolag
JB Elinstallationer och montage AB,5592069313,2,32,Bäckman; Per Jonas,1,0,JB Elinstallationer och montage AB
Richard Enlunds Montage AB,5568151822,2,42,Enlund; John Richard,1,1,Richard Enlunds Montage AB
Hollstenius VVS AB,5591593057,2,27,Andersson; Lars Anton,2,0,Hollstenius VVS AB|Hollstenius Vvs
Werken AB,5569059446,2,54,Warg; Anna Jennie Elisabeth,1,4,Werken AB
LOWA Byggteknik AB,5568572670,3,49,Sundin; Jonas Erik,1,2,LOWA Byggteknik AB
Jesper Eskils Elinstallation AB,5569126898,2,50,Eskils; Hans Jesper Mikael,1,0,Jesper Eskils Elinstallation AB
Borlänge Entreprenadschakt Aktiebolag,5561982710,2,66,Wiker; Bo Gustav Esbjörn,1,4,Borlänge Entreprenadschakt Aktiebolag
Solvarbo Entreprenad AB,5591581847,2,42,Knäpp; Oskar Anders,1,0,Solvarbo Entreprenad AB
Krylbo Byggkonsult Aktiebolag,5564045408,2,64,Ohls; Carl Henrik,2,0,Krylbo Byggkonsult Aktiebolag|Krylbo Byggkonsult
Impicon AB,5568080906,2,57,Syrjä; Erik Håkan Juhani,2,1,Svenska Skidspelen AB|Impicon AB
Jan Lennartsson Entreprenad i Krylbo AB,5590137435,2,66,Lennartsson; Jan Erik,2,1,Bäsinge Landsbygdsfiber ekonomisk förening|Jan Lennartsson Entreprenad i Krylbo AB
Martin Nyberg Landskapsarkitekt AB,5590988415,2,58,Nyberg; Martin Karl-Hugo,1,0,Martin Nyberg Landskapsarkitekt AB
Lyckåkers Schakt Aktiebolag,5562013390,2,62,Plan; Leif Valter,1,1,Lyckåkers Schakt Aktiebolag
B Ledin Grundvattenteknik Aktiebolag,5563828697,2,61,Ledin; Nils Bo,2,3,B Ledin GVT i Falun|B Ledin Grundvattenteknik Aktiebolag
Jörgen Fältsjö AB,5569550238,5,40,Fältsjö; Karl Jörgen,7,15,Kraftplan AB|Fast Mark Dalarna AB|Villovägens Bryggeri AB|Kraftplan Dalarna AB|Jörgen Fältsjö AB|Kraftplan Mälardalen AB|Rökbacken AB
Jörgen Fältsjö AB,5569550238,5,40,Fältsjö; Knuter Anna-Lena Birgitta,1,4,Jörgen Fältsjö AB
Industech AB,5591450571,3,48,Bunyarattaphan; Master Chanchai,2,1,Industech AB|Asien nära handelsbolag
Erik Lindgren Måleri AB,5568422397,2,47,Eriksson; Karin Marie,1,0,Erik Lindgren Måleri AB
Erik Lindgren Måleri AB,5568422397,2,47,Lindgren; Björn Erik,1,0,Erik Lindgren Måleri AB
Eriksson Bygg Malung-Sälen AB,5591967343,3,47,Eriksson; Nissjers Mats Krister,1,0,Eriksson Bygg Malung-Sälen AB
Eriksson Bygg Malung-Sälen AB,5591967343,3,47,Eriksson; Patrick Mattias,1,0,Eriksson Bygg Malung-Sälen AB
Träingenjörerna i Falun AB,5591902829,5,53,Emilsson; Karl Magnus Fredrik,3,3,Träingenjörerna i Falun AB|Trästrukturellt Ägande i Falun AB|Limträteknik i Falun Aktiebolag
Öhrns i Västerdalarna AB,5567495758,2,39,Öhrn; Karl Johan Mattias,1,3,Öhrns i Västerdalarna AB
RIC AB,5590472097,1,36,Norberg; Anders Richard,3,0,Swe Tak Solceller AB|Andersson & Norberg AB|RIC AB
Brand New Brand Nordic AB,5590456025,5,51,Lindqvist; Lars Richard Patrick,5,17,PROLINE Bilskade Aktiebolag|Brand New Brand Nordic AB|Business Capacity Scandinavia AB|Verknäset utveckling AB|Verknäset utveckling
Brand New Brand Nordic AB,5590456025,5,51,Steenhouwer; Hans Thomas,3,2,Steenhouwer Investments AB|Mälarö Sälj & Affärsutveckling AB|Brand New Brand Nordic AB
B. Börjessons Eltekniska Aktiebolag,5563169951,2,58,Börjesson; Bernht Olof,1,1,B. Börjessons Eltekniska Aktiebolag
Knifströms Consulting AB,5590259973,3,62,Knifström; Karl Rolf,2,1,Knifströms Consulting AB|DalaVika Fastigheter AB
Knifströms Consulting AB,5590259973,3,62,Knifström; Signe Gunilla,1,1,Knifströms Consulting AB
Sebastian Falk Bygg & Snickarservice AB,5590472162,2,31,Falk; Gustav Sebastian,1,0,Sebastian Falk Bygg & Snickarservice AB
Sinfinity AB,5591872774,3,34,Krigh; Johan Nicklas,2,0,Sinfinity AB|Prenixa AB
Nils Tägtsten i Falun Aktiebolag,5561788018,2,68,Tägtsten; Nils Anders,2,3,Anders Tägtsten Förvaltning AB|Nils Tägtsten i Falun Aktiebolag
Sofia Jemthans AB,5562599836,1,68,Jemthans; Anna Sofia Elisabeth,2,2,Stefan Jemthans AB|Sofia Jemthans AB
Teledahl Nordkvist Invest Aktiebolag,5564104684,2,45,Teledal; Carl Henrik,9,7,Haglöf & Nordkvist AB|Back Matsson-Gruppen AB|Haglöf & Nordkvist Norr AB|Joakim Matsson AB|Haglöf & Nordkvist Internet AB|Erik Nordkvist Redovisningsbyrå AB|Masuta AB|Haglöf & Nordkvist IT AB|Teledahl Nordkvist Invest Aktiebolag
MARKBOLAGET I DALARNA AB,5591013023,2,53,Aronsson; Anders Lennart,1,1,MARKBOLAGET I DALARNA AB
MARKBOLAGET I DALARNA AB,5591013023,2,53,Aronsson; Anders Lennart Emil,1,0,MARKBOLAGET I DALARNA AB
Nordic Contract Partner AB,5567945729,2,52,Larsson; Kallur Erik Stefan,1,3,Nordic Contract Partner AB
Perax Gräv och Transport Aktiebolag,5561685487,2,57,Axelsson; Arne Sivert,2,4,Perax Gräv och Transport Aktiebolag|Firma A Axelsson Evertsberg
Herlin konsult AB,5567433031,2,47,Lindström; Carl Göran,1,6,Herlin konsult AB
JW MarkBygg AB,5590614466,3,43,Viklund Trot; Ove Joel,1,1,JW MarkBygg AB
Ognizer AB,5591263784,2,37,Norell; Gustaf Filip,2,4,Zantos Holding AB|Ognizer AB
Ognizer AB,5591263784,2,37,Norell; Emelyne Anna Stephanie,3,6,Limati AB|Zantos Holding AB|Ognizer AB
IS Gräv AB,5569640526,2,41,Sik; Isak Erik,2,2,IS Gräv AB|Firma Anna Nyström AB
TL Vent & Plåt AB,5590524442,2,56,Larsson; Lars Tony Mikael,2,0,TL Vent & Plåt AB|LPVA Larssons plåt o ventilation
Mikael Karlsson Bygg i Borlänge AB,5591187140,2,59,Karlsson; Börje Mikael,1,5,Mikael Karlsson Bygg i Borlänge AB
Dalastaden AB,5565957841,2,52,Korsgren; Rolf Anders,1,2,Dalastaden AB
Byggnadsaktiebolaget Kurbits,5568382864,3,45,Olsson; Tomas Mikael,3,1,Byggnadsaktiebolaget Kurbits|UHOJ AB|Martin Nilsson Invest AB
Siljabygdens Byggteknik AB,5566499769,2,41,Tiger Palm; Anna-Lena,1,4,Siljabygdens Byggteknik AB
T&B i Falun AB,5590944822,3,64,Lindgren Bergh; Birgitta Maria,1,0,T&B i Falun AB
T&B i Falun AB,5590944822,3,64,Bergh; Knut Torsten,1,0,T&B i Falun AB
Matssons Entreprenad i Leksand Aktiebolag,5563931624,2,49,Matsson Strandberg; Christofer J,1,0,Matssons Entreprenad i Leksand Aktiebolag
MÅRTSAB AB,5567023469,2,63,Mårts; Bengt-Erik,2,7,MÅRTSAB AB|Landsbygdens Entreprenad i Hedemora               ekonomisk förening
MI Automation & Styrteknik AB,5565224739,2,60,Igel; Lars Ingemar,3,2,TI-XIF Spegelvänt|MI Automation & Styrteknik AB|M I Elektronik
Calle Lindroth AB,5569009961,2,48,Lindroth; Carl Håkan,2,5,Calle Lindroth AB|Optopro Solutions AB
Calle Lindroth AB,5569009961,2,48,Lindroth; Sandra Johanna,1,2,Calle Lindroth AB
Bergslagens montage & service AB,5590111018,2,50,Finn; Bengt-Olov,1,1,Bergslagens montage & service AB
Borlänge CAD-konsult AB,5566481452,2,59,Lehikoinen; Eva-Lena,2,1,Slowvos Sweden AB|Borlänge CAD-konsult AB
Svälas Holding AB,5591890206,2,48,Svälas; Bernth Johan,3,2,Tjärbrännaren i Dalarna AB|Svälas Holding AB|JWS Skogsdikning
FH ENTREPRENAD I VÄNERSBORG AB,5591305718,2,38,Hallström; Sven Fredrik,1,1,FH ENTREPRENAD I VÄNERSBORG AB
Rör Roland Aktiebolag,5564294832,2,74,Perskull; Roland Valter,1,2,Rör Roland Aktiebolag
SNS Bygg Lima AB,5567470348,2,57,Söderberg; Bo Stefan,2,2,Engdahl & Partner AB|SNS Bygg Lima AB
FALU BYGG & KONSULT AB,5569399032,3,61,Andersson; Kent Allan Vilhelm,1,0,FALU BYGG & KONSULT AB
TaleSpin AB,5563507655,3,53,Gerdel; Stinne,1,4,TaleSpin AB
Winberg och Backhans Bygg AB,5590576657,4,49,Winberg; Karl Georg,6,18,Winberg Sustainable Development AB|Winberg och Backhans Bygg AB|Winberg Förvaltning AB|ES Sustainable Real Estate AB|Bostadsrättsföreningen Furan Leksand
LKE Teknik AB,5568113772,2,52,Lys‚n; Stefan Birger,2,5,Luvian AB|LKE Teknik AB
Björklunds Bygg & Montage AB,5569151433,3,57,Björklund; Bror Mathias,1,1,Björklunds Bygg & Montage AB
Björklunds Bygg & Montage AB,5569151433,3,57,Björklund; Ulrica Maria Christina,1,0,Björklunds Bygg & Montage AB
Peppson AB,5591057384,2,38,Andersson; Hans Peter,2,4,PH Fönster AB|Peppson AB
Enuma AB,5567960264,2,54,Lindman; Lennart Folke,3,2,Expect Magic AB|Mad Man Events Ekonomisk förening|Enuma AB
Enuma AB,5567960264,2,54,Öhrn Lindman; Anna Elisabeth,3,3,Expect Magic AB|Enuma AB|Mad Man Events Ekonomisk förening
Alwagi AB,5590334123,3,55,Risander Karlsson; Kurt Jonny,3,11,Alwagi AB|ALWAGI|Älska Älvdalen Ekonomisk förening
Dantek Konsult AB,5566773650,4,58,Runström; Anders Håkan,1,5,Dantek Konsult AB
Wanthem AB,5591209142,2,55,Jansson; Lars Harry,1,2,Wanthem AB
Öxner bygg & inredning AB,5591103725,2,38,Öxner; Richard Per Erik,1,1,Öxner bygg & inredning AB
T. Lissels Bygg AB,5590037536,2,49,Lissel; Thomas Anders,2,1,Huskompassen i Sverige AB|T. Lissels Bygg AB
Silvbergs Maskin AB,5591934756,2,33,Engström; Pär Johan,1,0,Silvbergs Maskin AB
Avesta Ingenjörsbyrå Aktiebolag,5564214475,2,67,Folkjern; Per Olof,1,1,Avesta Ingenjörsbyrå Aktiebolag
Sven Larssons Rör Aktiebolag,5562470897,2,68,Nygårds; Jan-Erik,1,2,Sven Larssons Rör Aktiebolag
Stadsnätsteknik i Dalarna AB,5591354823,3,50,Olsson; Erik Martin,1,0,Stadsnätsteknik i Dalarna AB
Snickarduon Väst AB,5590119557,2,44,Rigbo; Karl Anton,1,4,Snickarduon Väst AB
Masuhrs Byggtjänst AB,5592038607,3,47,Masuhr; Peter Joachim,3,2,Masuhrs Byggtjänst AB|Masuhrs Entreprenad AB|Masuhrs Consulting AB
Masuhrs Byggtjänst AB,5592038607,3,47,Masuhr; Johan Emil,1,0,Masuhrs Byggtjänst AB
MHS Innovations AB,5567452544,2,51,Vinnicombe; Timothy Richard,2,0,MHS Innovations AB|MHS Innovations
Qvarfordt Bygg i Siljansnäs AB,5568436124,2,56,Qvarfordt; Johan Martin,4,0,ProductCare Sweden AB|Qvarfordt Bygg i Siljansnäs AB|Qvarfordt Invest & Konsult Stockholm AB|TQ Holding AB
Bohus Vital International Aktiebolag,5564996907,2,51,Antfolk; Per Niklas,2,4,Bohus Vital AB|Bohus Vital International Aktiebolag
Elias K Golv AB,5592034663,2,44,Korhonen; Elias Karl Olof,2,0,Elias K Golv AB|Elias Korhonen
Röjeråsen Mark Aktiebolag,5564849775,2,75,Lisserkers; Knut Göran Harry,4,4,Röjeråsens Invest & Fastighets Aktiebolag|Roland Petterssons Bil Aktiebolag|Röjeråsen Mark Aktiebolag|Vikarbyns Entreprenadmaskiner Aktiebolag VEMAB
Kalkylteknik i Dalarna AB,5569843237,2,56,Johansson; Johan Patrik,2,1,Företagarna Malung - Lima - Sälen                 Ekonomisk förening|Kalkylteknik i Dalarna AB
RJL Bygg AB,5590930979,2,44,Lundgren; Robert John,1,1,RJL Bygg AB
Backhans Consulting AB,5592007768,2,43,Backhans; Anders Daniel,3,3,Alback Consulting AB|Backhans Consulting AB|Winberg och Backhans Bygg AB
CIDAB AB,5568103799,2,39,Eriksson; Karl Olov Emil,5,1,Uppdragspartner i Mälardalen AB|Högbo Fastigheter AB|CIDAB AB|Koxon AB|Cidab Fastigheter AB
Schakt & Gräv Dals Maskin AB,5592167232,2,52,Dal; Per Johnny,1,1,Schakt & Gräv Dals Maskin AB
BGT ARKITEKTER AB,5569762270,2,68,Laestadius; Biörn Gustaf Torkel,1,1,BGT ARKITEKTER AB
Magnus Johansson Skogsvård & Trä AB,5566428677,4,62,Johansson; Karl Magnus,1,1,Magnus Johansson Skogsvård & Trä AB
Scandinavian Road and Infrastructure AB,5567976146,3,62,Martinsson; Per Göran,5,18,Scandinavian Roadconstruction AB|Dala Väg AB|Scandinavian Road and Infrastructure AB|Dalabygdens Mark & Bygg Aktiebolag|Falu Export & Trading AB
Norrvik Invest AB,5590545819,3,39,Eränen; Henrik Arne Runar,1,0,Norrvik Invest AB
