company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Billinge Kyl Aktiebolag,5564653706,4,55,Blennow; Hans Göran Magnus,2,3,Billinge Kyl Aktiebolag|Kyldelsdistributören i väst AB
BIMEKS Mur & Puts i Skåne AB,5568152143,2,47,Hamidovic; Kasim,2,4,Kasim Holding AB|BIMEKS Mur & Puts i Skåne AB
Biscaya Tak AB,5563160380,4,45,Skyttberg; Lennart Mikael,2,0,Biscaya Tak AB|Biscaya Tak Norr AB
Biscaya Tak Stockholm AB,5568238512,3,59,Strandberg; Thomas Gunnar,5,7,Contaki Entreprenad AB|Thomas Strandberg Konsult AB|Aktiebolaget Contaki|Conbox Byggnadsställningar AB|Biscaya Tak Stockholm AB
Biskopsmåla Bygg AB,5568699515,2,61,Bengtsson; Bengt Åke Mikael,2,0,Biskopsmåla Bygg AB|Biskopsmåla Bygg
Bizcore AB,5566230032,2,61,Näsström; Richard Paul,13,61,MARSUK Bygg AB|Bizcore AB|Gremio Bygg AB|4X Kapital AB|Aspviksnäs Aktiebolag|Timrarö Stamfastighet AB|Bizcore Invest AB|4X Real Estate AB|Gremio Holding AB|Acre Investments AB|Gremio Invest AB|Bostadsrättsföreningen Aspviksnäs|4X Holding AB
BJ Värmemontage AB,5566374269,2,49,Lindberg; Kurt Magnus Rikard,2,0,M-Lindberg Holding AB|BJ Värmemontage AB
BJC Group AB,5564388956,5,54,Bruun; Daniel Martin,10,10,BJC Group AB|Attraktiva Oskarshamn AB|Bohmans Fastigheter i Oskarshamn AB|Fastighetsaktiebolaget Svikten i Oskarshamn|BJC I OSKARSHAMN AB|BJC Gläntan AB|Solö 1 i Oskarshamn AB|Bruun Invest AB|BJC Kolla Parkstad AB|Bostadsrättsföreningen byggemenskapen Ärlan
Bjesse Bygg AB,5590544861,4,46,Eklund; Joakim Andreas,5,3,Konstruktionsbyrån i Uppsala AB|Bjesse Bygg AB|Bjesse Bygg och Entreprenad AB|Bjesse Hyresfastigheter AB|Bostadsrättsföreningen Dalarnas Längsta
Bjurbäcks Bygg & Plåt Aktiebolag,5565374294,4,43,Nydahl; Lars Daniel,4,0,Bjurbäcks Bygg & Plåt Aktiebolag|Bjurbäcks Bygg & Plåt Holding Aktiebolag|Bostadsrättsföreningen Sanden 7 i Umeå|DAJJ Fastigheter AB
Bjurbäcks Bygg & Plåt Aktiebolag,5565374294,4,43,Perman; Erik Olof Andreas,4,1,Bjurbäcks Bygg & Plåt Aktiebolag|Bjurbäcks Bygg & Plåt Holding Aktiebolag|Bostadsrättsföreningen Sanden 7 i Umeå|DAJJ Fastigheter AB
Bjuvensjö VVS AB,5591055834,2,34,Bjuvensjö; Emanuel Arnold Peter,1,0,Bjuvensjö VVS AB
Bjärke Energi AB,5564950920,7,57,Krantz; Sven Sigvard,5,4,Bjärke Energi ek. för.|Bjärke Energi AB|BestKraft AB|Bjärke Energi Källafors AB
Björkfors Gräv & Markservice Aktiebolag,5563859676,2,53,Götesson; Lars Ingemund,2,0,LiGö Lantbruk Aktiebolag|Björkfors Gräv & Markservice Aktiebolag
Björkholms El Aktiebolag,5560952094,2,50,Gustafsson; Sven Anders,3,8,Björkholms Sol AB|Björkholms El Aktiebolag|CAMAD Invest AB
Björklins entreprenad AB,5567957187,2,49,Björklin; Lars Thomas,1,1,Björklins entreprenad AB
Björkmans Glasmästeri Hallstahammar AB,5565667358,2,57,Johansson; Per Gustaf,4,10,Glaskedjan i Sverige AB|Björkmans Glasmästeri Hallstahammar AB|Västerorts Glasmästeri AB|Nettoglas i Sverige AB
Björkners Elektriska Aktiebolag,5562854504,2,62,Sjödin; Magnus Göran,2,2,Björkners Elektriska Aktiebolag|M. Sjödin AB
Björks Schakt & Transport AB,5567933287,2,37,Björk; Linda Marie Therese,1,1,Björks Schakt & Transport AB
Björkstadens Golv AB,5567308977,3,40,Milton; Jonas Petter,3,1,Björkstadens Golv AB|Björkstadens Golv i Vilhelmina AB|Milton Holding AB
Björn Franzéns Rör AB,5565853255,3,51,Franzén; Björn Thomas,3,7,Bostadsrättsföreningen Marinan|Björn Franzéns Rör AB|Cetrim AB
Björn Holmér Bygg AB,5566549845,3,61,Holmér; Björn,1,3,Björn Holmér Bygg AB
Björn Persson Plåtslageri Aktiebolag,5563363992,2,56,Persson; Emelie Marianne,6,13,Björn Persson Plåtslageri Aktiebolag|Flygheds Tak AB|Bostadsrättsföreningen Lustigkullan|Björn Persson Plåtkonsult AB|Feminae Ferro AB|Björn Persson Förvaltnings AB
Bergendahls EL Syd AB,5568920804,5,45,Rundwall; Pierre Oscar,5,3,Bergendahls EL Syd AB|CFboxen Ängelholm AB|Arena Padel Sverige AB|RBT Invest AB|PRundwall Invest AB
Björnberget Bygg AB,5568908825,4,40,Nenzén; Andreas Martin,6,10,Björnberget Bygg AB|Gästgivaregården Borgafjäll AB|Nenzén Holding AB|Björnberget Holding AB|Borgagården i Borgafjäll AB|Björnberget Entreprenad AB
Björnens Maskin & Lyft entreprenad AB,5569897944,2,43,Bäverstam; Linus Björn,1,0,Björnens Maskin & Lyft entreprenad AB
Björnens Maskin & Lyft entreprenad AB,5569897944,2,43,Sundevall; Björn Ivan,2,1,Björnens Maskin & Lyft entreprenad AB|Ljusterö Kiosk & Grill Handelsbolag
Björsby Rör AB,5565623633,3,51,Kangas; Mats Robert,1,2,Björsby Rör AB
BL El & Design AB,5566734983,5,52,Andersson; Per Johan Lennart,5,3,BL El & Design AB|Ostkustens Elektriska Aktiebolag|Ackevis Miljö El AB|Electroteam i Stockholm AB|Bostadsrättsföreningen SPINNROCKEN i JÄRFÄLLA
BL Håltagningsbolag AB,5566885124,2,45,Larsson; Lars Benny,4,1,Bostadsrättsföreningen Aspsätra 1|BL Håltagningsbolag AB|BL Bemanning AB|Benny Larsson Invest AB
Blacklink Networks AB,5568618259,2,54,Eklund; Kjell Christian,9,8,Blacklink Networks AB|Byggdesign Varberg AB|WeSell SignalSmart IoT i Sverige AB|Blacklink Entreprenad AB|Blacklink Electro AB|Skryt AB|Blacklink Holding AB|Blacklink Group AB|Give It Holding AB
Bladlund Entreprenad AB,5566299623,2,60,Bladlund; Per Lennart,1,0,Bladlund Entreprenad AB
Bladängens Bygg & Service AB,5566539556,3,62,Törnblom; Niklas Karl-Anton,3,0,Maya Delorez AB|Bladängens Bygg & Service AB|Bladängens Bygg & Service
Blarck Sverige AB,5569271579,4,42,Eng; Fredrik,2,9,Eng Konsult AB|Blarck Sverige AB
Blarck Sverige AB,5569271579,4,42,Holstein; Markus Ingvar,1,1,Blarck Sverige AB
BLD Entreprenad AB,5569001307,3,54,Strandberg; Albert Dennis,3,1,Stockholms Fiske o Jakt AB|BLD Entreprenad AB|Projekterarna Sverige AB
Bleck & Plåt i Ystad Aktiebolag,5562553858,2,49,Magnusson; Bo Patrik,15,10,Byggprojektgruppen Lindblom AB|Malmö Plåt- och Byggservice Aktiebolag|Ställningsbyggarna i Skåne AB|Fait rapidement à Malmö AB|CN Gruppen AB|Lomma Tak AB|UMOR AB|Bleck & Plåt i Ystad Aktiebolag|S.E. Brodins Plåtslageri Aktiebolag|Tak & Brandskydd i Sverige AB|Snigeln Fastigheter AB|ILPINAB AB|På golvet i Malmö AB|Brandtätning & Brandskyddsmålning i Malmö AB|Byggprojektgruppen fastigheter i Malmö AB
Bleck- och Plåtslageriet i Eskilstuna AB,5562629005,2,60,Bolander; Nils Håkan,5,8,Hagmans Tak Mälardalen AB|Bleck- och Plåtslageriet i Eskilstuna AB|Hagmans Tak Sverige AB|Staven Förvaltning i Eskilstuna AB|Creatoria AB
Blekinge Bygg & Anläggning AB,5568523699,4,44,Thomasson; Olof Karl-Johan,6,12,Blekinge Bygg & Anläggning AB|OM Blekinge Fastigheter AB|Hörviks Fastighets AB|Hörviks Hamnar Ekonomisk förening|OTAB Holding AB|Midhalls Fastigheter AB
Blekinge Byggentreprenad AB,5564427705,3,45,Nilsson; Göran Mikael,3,1,Blekinge Entreprenad AB|Blekinge Byggentreprenad AB|Attanäs Gård
Blekinge Kakel & Klinker AB,5568427255,3,44,Gustafsson; Jim Rickard,2,1,Rickard Gustafsson Fastigheter AB|Blekinge Kakel & Klinker AB
Blekinge Larmpartner AB,5568662174,2,46,Norberg; Stig Lennart,11,73,Captive Larm AB|Northern Wind Ventures AB (publ)|Marvel Real Estate AB|Porthole Capital AB|Automobilaffären i Hässleholm AB|Blekinge Larmpartner AB|J. Friman Holding AB|Porthole Security Invest AB|Marvel Venture AB|Captive Larm Holding AB|STRADALE KOMMANDITBOLAG
BLEKINGE RÖR & SVETSTEKNIK AB,5567663173,3,45,Jönsson; Mats Robert,1,0,BLEKINGE RÖR & SVETSTEKNIK AB
Blidö Mur- och Puts Aktiebolag,5562167188,3,53,Seling; Jan Micael,4,9,Blidö Mur- och Puts Aktiebolag|Seling-Gruppen AB|Natur & Event i Roslagen AB|Snö & Isfritt Stockholm AB
BLISAB Elteknik AB,5590794581,3,47,Wadström; Mats Henrik,4,2,BLISAB Elteknik AB|BLISAB Entreprenad AB|BLISAB AB|BLISAB Home AB
Blomquist Kylteknik AB,5567442495,3,52,Blomqvist; Johan Thore,9,1,Ripan AB|Blomquist Rör AB|Energibrunnar Nord AB|Blomquist Kylteknik AB|Blomquist Ventilation AB|Gävle Brunnsborrning AB|Aktiebolaget Vågbro Rör|Ripan Fastigheter AB|Ripan Björnänge Fastigheter AB
Blomquist Rör AB,5567449193,3,52,Blomqvist; Johan Thore,9,1,Ripan AB|Blomquist Rör AB|Energibrunnar Nord AB|Blomquist Kylteknik AB|Blomquist Ventilation AB|Gävle Brunnsborrning AB|Aktiebolaget Vågbro Rör|Ripan Fastigheter AB|Ripan Björnänge Fastigheter AB
Blomquist Ventilation AB,5563224053,3,52,Eriksson; Olof Andreas,16,1,Ripan AB|Blomquist Rör AB|Energibrunnar Nord AB|Blomquist Kylteknik AB|Blomquist Ventilation AB|Gävle Brunnsborrning AB|Aktiebolaget Vågbro Rör|Centrumfastigheter Bollnäs AB|Affärsfastigheter Bollnäs AB|Affärshus Säversta AB|Centrumfastigheter 2 Bollnäs AB|Skolfastigheter Bollnäs AB|Affärshus Häggesta AB|Affärshus Ren AB|Ripan Fastigheter AB|Ripan Björnänge Fastigheter AB
BLP entreprenad AB,5562246412,2,62,Wallin; Lena Maria,2,3,BLP entreprenad AB|HANDELSBOLAGET LANSEN 14
Bluepuma EL AB,5569369951,nan,nan,Ung; Fredrik Emanuel,6,6,2Electrify AB|Bergeld.tech AB|Bubro AB|Bluepuma Paintball|Sun 2Electrify AB|Bluepuma Holding AB
BLÅDER'S MÅLERI OCH KAKEL AB,5568134828,2,46,Blåder; Rolf Thomas,1,3,BLÅDER'S MÅLERI OCH KAKEL AB
BM Fuktteknik AB,5565920146,2,50,Wolf; John Mikael Bertil,4,2,BM Fuktteknik AB|Wolf Fastigheter i Svedala AB|MW Fastighetsförvaltning i Svedala AB|MW Luftinvest AB
BMA i Hallsberg AB,5567950695,3,56,Christensen; Daniel Thomas Alexander,10,2,Österlens Markteknik AB|EGUN Aktiebolag|MarkTeleElKonsult Malmö AB|BMA i Hallsberg AB|ELAG Aktiebolag|Kullhorns Gräv & Transport AB|EjAeS Group AB|Djupadal Group AB|Power & Tower Holding AB (publ)|Simrishamn Toften 4 AB
BMJ Betonghåltagning & Entreprenad AB,5564333507,3,37,Nyman; Carl-Magnus,2,2,BMJ Sanering AB|BMJ Betonghåltagning & Entreprenad AB
BMM i Tierp AB,5567444178,2,50,Wange; Per Niklas,3,1,BMM Fastigheter i Tierp AB|BMM i Tierp AB|Tämnaråns Invest AB
BMM i Tierp AB,5567444178,2,50,Löfström; Bernt Staffan,4,5,BMM i Tierp AB|Tämnaråns Invest AB|BMM Fastigheter i Tierp AB|Mittskog Mark & Bygg; Staffan Löfström
BMS Kranar AB,5565882692,4,54,Carlsson; Leif Arne Peter,3,13,BMS Kranar AB|Skärmtaket Tågarp AB|Bellarmine Group AB
BN Energikonsult Aktiebolag,5563951341,3,58,Näsbom; Björn Arne,1,9,BN Energikonsult Aktiebolag
BN Energikonsult Aktiebolag,5563951341,3,58,Westerlund; Johan Daniel,1,0,BN Energikonsult Aktiebolag
BN Energikonsult Aktiebolag,5563951341,3,58,Näsbom Mäki; Anne Gunilla,2,6,BN Energikonsult Aktiebolag|Mipro Projekt AB
BN Måleri & Golv Aktiebolag,5562485796,7,51,Blomquist; Kent Victor,3,3,Ö-viks Måleri AB|BN Måleri & Golv Aktiebolag|Hostbay Handelsbolag
Bo och Bygg Service i Fagersta AB,5566511712,2,60,Vedin; Anna Greta,3,5,Bo och Bygg Service i Fagersta AB|JHF Maskin och Service AB|Mark; Industri; Demontering i Fagersta AB
Bo och Bygg Service i Fagersta AB,5566511712,2,60,Forsman; Nils Peter,3,1,Myosotis Invest AB|Bo och Bygg Service i Fagersta AB|Mark; Industri; Demontering i Fagersta AB
Bo Tidblom Entreprenad och Sjötransport           Aktiebolag,5564449709,2,54,Tidblom; Bo Göran,2,2,LAOMI HUS AB|Bo Tidblom Entreprenad och Sjötransport           Aktiebolag
Boberg & Praesto Bygg AB,5568862220,2,52,Boberg; Sven Stefan,2,0,Boberg & Praesto Bygg AB|Bostadsrättsföreningen Giggen 25
Bobergs Industribyggen AB,5566263637,3,62,Boberg; Rickard Paul,2,2,Bostadsrättsföreningen Smedjan 11|Bobergs Industribyggen AB
BoBra Norden AB,5567576417,2,46,Andersson; Jan Henry Patrik,6,11,BoBra Norden AB|BoBra Norden blå AB|BoBra Norden Holding AB|Patrik Andersson Invest AB|BoBra Norden Grå AB|BoBra Norden Gul AB
Bodeborn Gräv Aktiebolag,5561633941,2,52,Erlandsson; Erik Tomas Natanael,108,110,Erlandsson Holding AB|Erlandsson Bygg i Stockholm AB|Treano Bygg AB|Erlandsson Properties AB|Erlandsson Bygg i Dalarna AB|VBE Byggproduktion AB|Erlandsson Bygg i Uppsala AB|Byggmäster i Mälardalen AB|Ellipsen Bygg AB|Trafiksystem Väst AB|Electroteambolagen i Västsverige AB|Kron & Karlsson Bygg & Mark AB|Västkustens Mark & Asfalt AB|Såg- & Betongborrning i Uddevalla Aktiebolag|Strand i Jönköping AB|Scandi Gruppen Overseas International Aktiebolag|Ockelbo Kabelteknik AB|Nytorps Rör Aktiebolag|Svenska Mark- och Anläggningsgruppen i Stockholm  AB|Byggsnabben i Stockholm AB|Asfalt & Mark i Gävle AB|Allan Eriksson Mark Aktiebolag|Jord & Berg i Kungsbacka AB|Tobbes Schakt AB|Bodeborn Gräv Aktiebolag|Svenska Mark-och Anläggningsbolagen i Syd AB|Skölsta Mark- och Rivningsentreprenader           Aktiebolag|UTK Activ El Aktiebolag|Electroteam i Västsverige AB|SweGrund Aktiebolag|A. Nordbecks Entreprenad Aktiebolag|Lunds Schakt & Planering i Borlänge Aktiebolag|Thyras Aktiebolag|Byggsnabben Aktiebolag|Terrapro AB|Ekängen Bygg & Mark AB|KD EL Service AB|Hörbys JM Entreprenad AB|BL El & Design AB|Byggbolaget i Bergslagen AB|Opalab Relining AB|Lars Johansson & Söner Åkeri i Märsta AB|Westins Maskin AB|Ostkustens Elektriska Aktiebolag|HJ Hydraulik Aktiebolag|ECB Entreprenadcraft AB|Ackevis Miljö El AB|Perssons Schakt i Mitt AB|House Västerås AB|Hälsinge Kulturfastigheter AB|Erlandsson Bolagen i Kungsbacka AB|Anera Fastighets AB|Svenska Mark- och Anläggningsbolagen i Kungsbacka AB|Sten & Markteknik i Jönköping AB|Fastighets AB Gunnilse|CJE Förvaltnings AB|Klousten Fastighets AB|Kabel & Mark i Syd AB|Asfalt & Mark Fastighets i Gävle AB|Fastighets AB Slaktaren|Erlandsson Fastigheter i Västerås AB|Erlandsson Dalafastigheter AB|Tomas Erlandsson Fastighets AB|Ljunghällen Fastighets AB|Effektoptimering Stockholm AB|Fastighets AB Kokosen|Bodén Fastigheter AB|Thyras Fastighets AB|Fastighets AB Stora Gatan|Electroteam i Stockholm AB|Keol Fastigheter i Vislanda AB|Erlandsson Bygg i Bohuslän AB|Förvaltningsaktiebolaget Gassin|Vibyholms Fastigheter AB|Erlandsson Fastigheter i Kungsbacka AB|Erlandsson Fastigheter i Halmstad AB|Pastro AB|Erlandsson Fastigheter i Dalarna AB|AMFI Fastigheter AB|Nytorp Energy Group AB|Erlandsson Bygg i Sörmland AB|Erlandsson Fastigheter i Uppsala AB|Erlandsson Bygg AB|Erlandsson Kontorsfastigheter i Uppsala AB|Frillesås Projektutveckling AB|Erlandsson Projektutveckling i Väst AB|Bostadsrättsföreningen Trampolinen|Fastigheten Rya 4:17 AB|Villaprojekt i Gävle AB|Hammerö Fastighets AB|Rågelundsfastigheten AB|Brion Förvaltnings AB|Bostadsrättsföreningen Språngbrädan|Fastigheten Frillesås 4:10 AB|Erlandsson Invest i Kungsbacka AB|Erlandsson Invest i Sverige AB|Erlandsson Projektutveckling Uppsala AB|House of Nordic Projektutveckling AB|Skölsta Mark Industrifastigheter AB|House ONP 1 AB|Erlandsson Skärfälten AB|Nederled Fastighets AB|Erlandsson Projektutveckling AB|SMA Infrastruktur AB|Magisterstadens Fastighets AB|Brudberget Balltorp Invest AB|Bostadsrättsföreningen Lejonet|Fastighets AB Clinet
Boetten Asset AB,5566518683,3,56,Söderlund; Per Olof,3,9,Boetten Bygg AB|Boetten Projektutveckling Aktiebolag|Boetten Asset AB
Bofab Värmland AB,5566017280,3,63,Ekström; Claes Rickard,2,2,Bofab Värmland AB|Clea Holding AB
Bogab förvaltning AB,5566475744,2,46,Pettersson; Per-Ola Magnus,2,0,Bilbert AB|Bogab förvaltning AB
Bogårdsnäs Aktiebolag,5564291911,2,58,Knutsson; Karl Tobias,1,1,Bogårdsnäs Aktiebolag
Boli Bygg AB,5568190259,4,46,Lindholm; Tony Christian,3,3,Boli Holding AB|Bolibo Fastigheter AB|Boli Bygg AB
Boli Bygg AB,5568190259,4,46,Bommelin; Patrik,3,1,Boli Holding AB|Bolibo Fastigheter AB|Boli Bygg AB
Bolinder & Partners Aktiebolag,5562656214,3,49,Bolinder; Anna Ulrika,4,8,Klick Data Aktiebolag|Bolinder & Partners Aktiebolag|Friends of Knowledge AB|Kunskapus AB
Bollmora Entreprenad AB,5590214259,2,50,Smulter; Mats Henrik,3,5,Bollmora Maskin AB|Bollmora Entreprenad Holding AB|Bollmora Entreprenad AB
Bollnäs Byggservice Aktiebolag,5563341964,3,45,Lundqvist; Kent Ove Lennart,1,1,Bollnäs Byggservice Aktiebolag
Boman El & Larmtjänst i Norrköping AB,5567405948,4,54,Boman; Willy Mikael,5,9,Boman El & Larmtjänst i Norrköping AB|Projektteknik i Östergötland AB|WMB Holding AB|Projektteknik Ljus i Östergötland AB|Solklart invest AB
Bomhus Glasmästeri Aktiebolag,5561400531,4,49,Claesson; Odd,1,1,Bomhus Glasmästeri Aktiebolag
Bonava Sverige AB,5567264121,4,55,Nilsson Hemborg; Fredrik Göran,43,74,Bonava Sverige AB|Kristineberg 1:10 Exploatering AB|BRO Linaberg 15 AB|Kallax Cargo AB|Bonava AB (publ)|Bonava Södermalm AB|Bryggvägen Fastighets AB|Bonava Holding 12 AB|Bonava Holding 31 AB|Bonava Holding 3 AB|Bonava Holding 27 AB|Bonava Holding 28 AB|Bonava Holding 20 AB|Bonava Holding 21 AB|Bonava Albert två AB|AB Broutsikten|Bonava Fyra AB|Bonava Holding 18 AB|Bonava Tre AB|Bonava Ursvik AB|Bonava Holding 22 AB|Bonava Hyresboende AB|Bonava Holding 11 AB|Bonava Holding 30 AB|Bonava Holding 16 AB|Bonava Holding 24 AB|Bonava Holding 4 AB|Bonava Holding 19 AB|Bonava Holding 25 AB|Bonava Holding 7 AB|Bonava Holding 34 AB|Bonava Holding 33 AB|Bonava Holding 32 AB|Bonava Holding 15 AB|Allemanshem AB|Steninge Slott Fastighet 15 AB|FÅGELBRO MARK Aktiebolag|Bonava Holding 1 AB|Bonava Holding 29 AB|Fastighets AB Piltåren|Ursvik Exploaterings AB|Steninge Slott Fastighet 14 AB|Bonava Holding 8 AB
BONOR Bygg AB,5590126396,3,41,Bolin; Nils Fredrik,5,1,BONOR Bygg AB|Vuollerim Bostäder AB|RT Ekonomikonsult AB|RT Förvaltning AB|BONOR Fastigheter AB
Bopec Väst AB,5591150197,7,48,Harrysson; Anna Camilla,2,1,Bopec Väst AB|Orust Hålslagning & Förvaltning AB
BORDEX AB,5561635060,3,60,Erixon; Bo Daniel,5,3,BORDEX AB|ABD Invest AB|Nyköpings Finsnickeri AB|Stora Bergsstugan Invest AB|Stora Bergstugan Handelsbolag
Borensbergs Rör AB,5565605705,2,53,Karlsson; Pär Magnus,3,2,Sandbäckens Rör i Linköping AB|Borensbergs Rör AB|Borensbergs Rör Handelsbolag
Bornius & Edströms Kakel Aktiebolag,5567529705,2,32,Bornius; Lars Kristian,8,5,Bornius & Edströms Kakel Aktiebolag|UR Golvelit AB|BHD Plattsättning & Entreprenad AB|Bornius & Edströms Bygg AB|Badhusservice Väst AB|Kikicaca AB|Bornius & Edströms Holding AB|BoDy Fastigheter AB
Borrspecialisten i Stockholm AB,5569292591,4,43,Nilsson; Antonio Pierre,1,3,Borrspecialisten i Stockholm AB
Borås Elektrokyl-Energiteknik AB,5567527477,5,54,Johansson; Anders Sven-Olof,3,14,Borås Elektrokyl-Energiteknik AB|Kbohlsolutions AB|Johanson & Jardving Invest AB
Borås MarkEntreprenad Aktiebolag,5563581650,3,51,Engqvist; Bengt Tomas,2,0,FörvaltarTeamet Västsverige Aktiebolag|Borås MarkEntreprenad Aktiebolag
Borås & Kungsbacka Lås och Säkerhet AB,5565819256,2,42,Rönnberg; Michael Cai Göran,1,0,Borås & Kungsbacka Lås och Säkerhet AB
Bosses Bygg & Betong i Gävle AB,5566470018,2,56,Sundberg; Bo Rune,2,0,Bosses Bygg & Betong i Gävle AB|Bosses Bygg & Betong
Botkyrka Entreprenad AB,5565162756,4,62,Steen; Lars Joacim,5,0,Botkyrka Entreprenad AB|Hundcoachen Fredrik Steen AB|Botkyrka Entreprenad i Tullinge AB|JJF Fastigheter AB|JJF Investering AB
Botkyrka VVS & Fastighetsservice AB,5564005808,3,43,Selberg; Jan Robert,2,0,R&A Selberg AB|Botkyrka VVS & Fastighetsservice AB
Botnia Ställning Aktiebolag,5566262589,2,55,Nordin; Bengt Tomas,2,6,Örnsköldsviks Byggställningar Förvaltnings        Aktiebolag|Botnia Ställning Aktiebolag
Bottnia Berg AB,5569572711,2,47,Nilsson; Oskar Kevin Alexander,2,1,Bottnia Berg AB|Alexander Nilsson Entreprenad
Bovänligt AB,5590556360,5,43,Nellber; Alexander,1,3,Bovänligt AB
Bovänligt AB,5590556360,5,43,Nellber; Nanna Linda Kristina,1,5,Bovänligt AB
BP Rör i Borgholm Aktiebolag,5563577534,3,68,Markström; Sven Niclas,5,1,BP Rör i Borgholm Aktiebolag|Kv. Gästgivaren i Borgholm AB|LK Fastighetspartner AB|Handelsbolaget Svegube Förvaltning|Niclas Markström AB
Bpasennus AB,5590205463,3,47,Vesanen; Jari Juhani,1,1,Bpasennus AB
BQ74 Total Commitment AB,5569206443,2,43,Boman; Bo Mickael Fredrick,4,3,BQ74 Total Commitment AB|Svenska Viltbutiken AB|BQ Wild Game Meat AB|Urskogen i Södermanland AB
Br Isakssons Markteknik AB,5569128126,4,39,Isaksson; Josef Andreas,3,1,Br Isakssons Markteknik AB|Nordic Equipment Welding AB|BR Isakssons markteknik
Bra Boende Centralt Konsult i GBG AB,5565005955,3,48,Taube; Eric Oscar,37,119,Hemåt Fastigheter AB|Hemåt Kalix AB|Hemåt Boden Två AB|Bra Boende Centralt Konsult i GBG AB|Badhålan AB|Kungsvikens Marin o Fritid AB|Bostadsrättsföreningen Hemåt i Boden|Drista Kapital AB|Taube Konsult AB|Bozo Fastigheter Nr1 Aktiebolag|Malö Hamn Kungsviken Fastighets AB|Hemåt Boden AB|Drista Holding AB|Köpcoachen Sverige AB|Bozo Holding AB|Bostadsrättsföreningen Skrea kyrkbacke|Bozo AB|Bostadsrättsföreningen Bra Boende nr 52|Bostadsrättsföreningen Bra Boende nr 51|Bostadsrättsföreningen Bra Boende nr 50|Bra Boende nr 3 ekonomisk förening|Bra Boende nr 2 ekonomisk förening|Bostadsrättsföreningen Magasinet Kungsviken|Bra Boende nr 1 ekonomisk förening|Bostadsrättsföreningen Bra Boende Nr 48|Bostadsrättsföreningen Bra Boende nr 46|Bostadsrättsföreningen Landevi Park 1|Bostadsrättsföreningen Vargspåret|Bra Boende nr 4 ekonomisk förening|Drista Avkastnings AB|Tollskär Förvaltning AB|Koljön Management AB|Altplatsen Utveckling AB|Bostadsrättsföreningen Marstrand 73:2|Drista Investment AB|Bostadsrättsföreningen BonTop i Mölnlycke|PRDN Holding AB
Bra Golv i Norrbotten Aktiebolag,5564667987,2,55,Granström; Rolf Johan Niklas,2,6,Obrof AB|Bra Golv i Norrbotten Aktiebolag
Bra Golv i Piteå AB,5568757651,3,44,Kaatari; Per Erik,1,1,Bra Golv i Piteå AB
Bra Tak Entreprenad Skåne AB,5568899362,2,43,Wallberg; Jimmy Daniel,8,4,Helsingborgs Byggplåt AB|Bra Tak Entreprenad Skåne AB|MJD Fastighets AB|Jimmy Wallberg Fastighet 1 AB|Jimmy Wallberg Fastigheter AB|Jimmy Wallberg Holding AB|Helsingborgs Aluminium System AB
CJB MoVA AB,5566733381,2,50,Grimslätt; Carl-Johan Claes,5,3,BRAMARK och VA i Göteborg AB|CJB MoVA AB|Von Utfall projektering AB|Projekttjänst i Göteborg Aktiebolag|CJG Fastigheter AB
Brame Bemanning AB,5569495947,2,38,Brännström; Johan Andreas,5,9,Brame Bygg AB|Brame Bemanning AB|Scandinex AB|Dina projekt AB|Oldtimer Scandinex AB
Brand El & Säkerhetsteknik i Blekinge AB,5566922976,3,47,Nilsson; Magnus Petter,3,3,Bra Standard i Blekinge Holding AB|MPN i Blekinge AB|Brand El & Säkerhetsteknik i Blekinge AB
Brandt Entreprenad AB,5565548152,2,47,Brandt; Sebastian Bernard Dag,1,1,Brandt Entreprenad AB
Brantås Bygg AB,5567170427,4,48,Lindgren; Sven Fredrik,2,2,Brantås Bygg AB|Lindgren Bro's Handelsbolag
Brattlands Åkeri Aktiebolag,5563553220,2,57,Karlsson; Jan Bertil,1,1,Brattlands Åkeri Aktiebolag
Bredbergs Elbyrå Aktiebolag,5565020301,2,52,Bredberg; Carl-Henrik,3,10,Bostadsrättsföreningen Wollmar Yx50|Bredbergs Elbyrå Aktiebolag|Bredbergs Förvaltning AB
Brinkens Plåtslageri Aktiebolag,5561422121,2,35,Asad; Rabah,2,1,Brinkens Plåtslageri Aktiebolag|Emma Josefines AB
