company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Stenhörning AB,5569111734,3,61,Hollén; Åsa Elisabet,1,1,Stenhörning AB
MAKA ARKITEKTUR AB,5568573611,2,37,Svegmark der Hagopian; Ylva E M,2,2,Swegmark Invest Aktiebolag|MAKA ARKITEKTUR AB
HAJPO Aktiebolag,5564163995,2,65,Holmström; Johan Håkan,2,1,JJapp i Borås AB|HAJPO Aktiebolag
Jutabo Konsult AB,5569783722,3,38,Henriksson; Sven Bo Göran,18,36,Klövern Jesper AB|ÅBY TRAVSÄLLSKAP|Åby Arena Hotell AB|Åby Arena Mässa AB|Jutabo AB|Jutabo Konsult AB|Sven H Konsult AB|Wood & Hill Näset 2 AB|Åby Arena AB|Hallsås Fastigheter AB|Jutabo Fastigheter AB|Bostadsrättsföreningen Tomteberget i Lerum|Wood & Hill Näset 1 AB|Bo Bra i Lerum AB|Mjuka Böljan 2 AB|Mjuka Böljan 1 AB|Jutabo Holding AB|Jutabo Mark i Lerum AB
Fagerås Schakt O Jakt AB,5569884439,2,42,Johansson Lindell; Kjell Marcus,1,1,Fagerås Schakt O Jakt AB
Pixbo Måleri AB,5568098726,2,50,Lundberg; Johan Mathias,1,2,Pixbo Måleri AB
Lilcon AB,5569317166,2,47,Liljeäng; Pär-Martin Gösta,1,1,Lilcon AB
JOOY DESIGN AB,5568875529,2,54,Nero; Curt Magnus,2,0,JOOY DESIGN AB|Inter Neroc
Jonas Hoffman Byggställningar AB,5569498438,2,42,Hoffman; Jonas Glenn Roger,2,2,Jonas Hoffman Byggställningar AB|Sve a byggställningar
JONSENTAB Entreprenad AB,5592051162,2,50,Asp; Jolanta Elzbieta,2,3,JONSENTAB Entreprenad AB|Jonsent AB
Schaktsupport Borås AB,5591317721,2,49,Svensson; Johan Mathias,1,1,Schaktsupport Borås AB
Wickelgren Arkitekt & Design Aktiebolag,5564285566,1,76,Wickelgren; Jan-Evert,2,3,Wickelgren Arkitekt & Design Aktiebolag|Havsberga förvaltnings AB
Borås VVS och Fastighetsservice AB,5590234505,3,48,Olsson; Gösta Tobias,1,2,Borås VVS och Fastighetsservice AB
Nilzéns Renovering & Byggdesign AB,5569616153,4,48,Kot; Grzegorz Miroslaw,1,0,Nilzéns Renovering & Byggdesign AB
Skarlands Byggnads AB,5569792574,1,54,Skarland; Bo Johny Christer,1,0,Skarlands Byggnads AB
Iluvfridays Textil AB,5590847546,2,46,Frank; Peter Henrik,2,3,Bostadsrättsföreningen Mustad|Iluvfridays Textil AB
Fredriksbergs Golv & Kakel AB,5569949687,2,44,Fransson; Erik Lars-Olof Gunnar,3,0,Kartkungen Sverige AB|Fredriksbergs Golv & Kakel AB|Fredriksbergs Golv & Kakel i Vänersborg
Lund & Johansson Styr- och Reglerteknik AB,5564144078,2,57,Johansson; Ove Peter,1,2,Lund & Johansson Styr- och Reglerteknik AB
Grävtjänst i Väst AB,5590991963,2,43,Sällström; Torbjörn,1,0,Grävtjänst i Väst AB
Jones Fastighetskonsult AB,5569284358,4,48,Jones; Mats Åke,2,1,Aktiebolag J.R.Nilsson Förvaltningskonsult|Jones Fastighetskonsult AB
Jones Fastighetskonsult AB,5569284358,4,48,Jones; Monica Asta,1,0,Jones Fastighetskonsult AB
Ingmar Melin Måleri Eftr AB,5565474326,2,66,Karlsson; Anders Mikael,1,1,Ingmar Melin Måleri Eftr AB
ANDRÈNS BYGG OCH KAKEL AB,5569382368,3,34,Andrén; Anna Sofia,1,1,ANDRÈNS BYGG OCH KAKEL AB
Purgus AB,5566424866,3,42,Sandberg; Peter,3,2,Olle & Peter Entreprenad och Konsult AB|Pronova Holding AB|Purgus AB
Purgus AB,5566424866,3,42,Rawlings; Olof Peter Daniel,5,7,Olle & Peter Entreprenad och Konsult AB|Elva Vitvaror och Belysning AB|Purgus AB|Independia Ventilation AB|Pronova Holding AB
Claribe AB,5591490825,3,45,Bronson; Lina Johanna,1,1,Claribe AB
Göteborgs innovation AB,5569845547,4,51,Blomén; Mats Olof Folke,2,2,Mölndals Plåt Aktiebolag|Göteborgs innovation AB
Göteborgs Snickartjänst AB,5568544844,2,52,Gustafsson; Carl Jonas,1,1,Göteborgs Snickartjänst AB
James Hilmarch Entrepenad AB,5590803788,2,33,Hilmarch; James Stewart William,1,0,James Hilmarch Entrepenad AB
OCTOPUS Fastighetskonsulter Aktiebolag,5563894301,2,73,Mattsson; Karin Gunilla,2,3,OCTOPUS Fastighetskonsulter Aktiebolag|KONSULTGRUPPEN OCTOPUS HANDELSBOLAG
Team Skalhamn AB,5569656878,2,65,Berghult; Sven Olof,1,4,Team Skalhamn AB
Amiraliteten i Velanda AB,5590947007,2,65,Olsson; Claes Gustav Lennart,6,7,Svenska Allmogehus Kommanditbolag|WOC Hus i Uddevalla Kommanditbolag|TMA Fastighets AB|Amiraliteten i Velanda AB|Clowi AB|Licher Ekonomisk förening
Skiltorps Bygg & Transport AB,5566709399,2,52,Parkås; Ove Gunnar,4,3,Skiltorps Bygg & Transport AB|PMO Däck Bilservice|Parkås Nytt och Begagnat|Parkås Bygg & Entreprenad
Aktiebolaget Cim & Bim,5563920486,3,58,Andersson; Lars Erik,3,5,Haby i Sotenkanalen AB|Sjösexans Marina Aktiebolag|Aktiebolaget Cim & Bim
Timber Hub AB,5590840871,3,39,Jockwer; Robert,1,0,Timber Hub AB
Timber Hub AB,5590840871,3,39,Goto; Yutaka,1,0,Timber Hub AB
Varaslättens Bygg Aktiebolag,5561817874,3,71,Nydenfeldt; Kent-Erik Göran,2,0,Easy Kommanditbolag|Varaslättens Bygg Aktiebolag
Spinnspö Förvaltning AB,5590241971,2,52,Petersson; Thomas,5,13,Murbiten Plattsättning Aktiebolag|Bostadsrättsföreningen Bäckebol Företagspark|Spinnspö Förvaltning AB|Made for Bike Sweden AB|Keramik & Våtrums Konsult i Göteborg AB
Top Cote AB,5561504100,3,61,Andersson; Sture Carl-Johan,9,21,Oriva Aktiebolag|Omnigon AB|Top Cote AB|Oriva International Aktiebolag|Karinette Förvaltning Aktiebolag|Xwine AB|Trend Things in Sweden AB|Bostadsrättsföreningen Tingsrätten|Bergsmule Fastighets AB
Rolf Hermann EL AB,5565789384,2,45,Hermann; Rolf Gerhard,9,5,Lyster Fastighets AB|J.H eltjänst AB|Grevillihallen Fastighets i Mariestad AB|Rolf Hermann EL AB|Lidälven Aktiebolag|BeRo Trading Lidköping|Callux Fastigheter i Lidköping AB|Fastighetsaktiebolaget Gjuteriet|Botten Holding AB
Sandareds Arkitektkontor AB,5569911000,2,54,Svenson Lind‚n; Marie Helene,4,3,Martin Lindén Konsult AB|Busfab AB|Sandareds Arkitektkontor AB
Gerdes Bygg AB,5568353469,2,57,Gerdes; Michael Hermann,1,0,Gerdes Bygg AB
Gillholm Konsult AB,5591730477,2,45,Gillholm; Patrik Gunnar,5,0,Gillholm Konsult AB|Gillholm Group AB|Bostadsrättsföreningen Leopold i Hjuvik|Kanndalen Knippla Skola AB
Abesiktning Syd AB,5567610943,3,55,Hansson; Leif Christer,1,0,Abesiktning Syd AB
FÄLEMARK FILM AB,5569703928,2,56,Fälemark; Karl Johan Kristian,7,4,HEA Medical Aktiebolag|Illusion Film & Television Aktiebolag|FÄLEMARK FILM AB|Drago Films AB|FÄLEMARK & SÖDERBERGH HANDELSBOLAG|H E A Intressenter Aktiebolag|H.E.A. Aktiebolag
Lilla Edets Byggkonsult AB,5569443046,2,55,Höglind; Bernt-Owe,1,3,Lilla Edets Byggkonsult AB
Robert D. Hus & Bygg AB,5591522049,2,35,Duran Leon; Robert Jimmy,1,0,Robert D. Hus & Bygg AB
Robert D. Hus & Bygg AB,5591522049,2,35,Palmér; Lena Ulrika,1,0,Robert D. Hus & Bygg AB
Anna Hörling Form AB,5567395305,2,57,Hörling; Anna Catarina,3,5,Bostadsrättsföreningen Häggen 17:10|Anna Hörling Form AB|Brokiga & Company AB
Remontant AB,5591321392,2,39,Rexborg; Sandra,2,2,Remontant AB|Monkey Boys Constructions
Realen AB,5590977004,2,64,Ahlstedt; Anders Fritjof,15,22,FOLKESHUS AB|TVÅTUMFYRA Byggnads Aktiebolag|VAVIS AB|ELCENT AB|Omvent AB|Builda AB|Speakat Fastighetstjänster AB|Tigtag AB|LTCON AB|Realen AB|Tillse Datasysteam AB|Lvator AB|Sotenhus AB|Stranehus AB|Ståfast AB
Tvärredslunds Byggnads AB,5568921679,2,53,Ahonen Jansson; Jani Henrik,1,1,Tvärredslunds Byggnads AB
Västkustens Byggteknik AB,5569924631,3,50,Johansson; Axel Johannes,1,3,Västkustens Byggteknik AB
GRP Entreprenad AB,5568607914,2,42,Öberg; Carl Toivo Patrick,1,2,GRP Entreprenad AB
Ranch Tech AB,5564582863,2,64,Olsson Eldh; Thord Kenneth Mikael,1,1,Ranch Tech AB
NiCaDrill AB,5569638561,2,42,Sundén; Niklas Ingemar,1,4,NiCaDrill AB
Invacore AB,5564799715,2,61,Bowald; Lars Ingemar,3,1,Productus AB|Invacore AB|HALLBOHUS HANDELSBOLAG
Leather Comfort & Design Aktiebolag,5590848478,2,50,Hisenaj; Dalip,1,1,Leather Comfort & Design Aktiebolag
Leather Comfort & Design Aktiebolag,5590848478,2,50,Jasari; Spresa,1,0,Leather Comfort & Design Aktiebolag
Fiskbäcks skorsten och kakelugns renovering AB,5569170474,2,60,Fiskbäck; Lars,1,2,Fiskbäcks skorsten och kakelugns renovering AB
Mjölner Bygg i Göteborg AB,5565772067,2,41,Magnusson; Carl Jonas Robert,1,2,Mjölner Bygg i Göteborg AB
Stenstorps Golv & Bygg AB,5569431595,2,64,Fransson; Johan Conny Lennart,1,1,Stenstorps Golv & Bygg AB
Byggkonsult i Källängen Aktiebolag,5590204631,2,56,Johansson; Jan Åke Torgny,1,0,Byggkonsult i Källängen Aktiebolag
Goblin Entreprenad AB,5590680319,2,38,Kauramäki; Robert Rikard,1,0,Goblin Entreprenad AB
Reand Holding AB,5569943029,2,49,Kärrbrink; Torsten Andr‚as,3,2,Reand Holding AB|AK KONCEPT AB|ak koncept
KEJO Infrateknikkonsult AB,5569298952,2,74,Johansson; Karl Erik Gunnar,2,4,KEJO Infrateknikkonsult AB|Åwan AB
Timmervik Entreprenad AB,5591697544,2,29,Kanefur; Emil Conny,3,2,Timmervik Entreprenad AB|Byggmästaregatans Fastigheter i Kungälv AB|Dösebacka Lackering Aktiebolag
Göteborgs Fasad & Fönster Måleri AB,5590290895,2,60,Andersson; Jan Bertil,1,4,Göteborgs Fasad & Fönster Måleri AB
Sanna Neselius AB,5568140098,2,50,Neselius; Heidi Sanna Matleena,1,1,Sanna Neselius AB
FabriCat AB,5591505713,2,51,Johansson; Catrine Susann Maria,1,2,FabriCat AB
Yoin Yoga & Inredning AB,5591373419,2,59,Essung; Sara Maria,1,1,Yoin Yoga & Inredning AB
Tobias o Anton Bygg AB,5590460860,3,41,Gustafsson; Anton Bertil,1,1,Tobias o Anton Bygg AB
Mälarens Plattsättning AB,5569016016,2,42,Andersson; Jonas Erik,1,1,Mälarens Plattsättning AB
MAIK AB,5569709461,2,45,Mammos; Michael Steven,1,2,MAIK AB
MAIK AB,5569709461,2,45,Mammos; Natalja,1,1,MAIK AB
Holmberg Construction Consulting AB,5592077993,2,50,Holmberg; Peter Magnus,1,0,Holmberg Construction Consulting AB
Trestads Värme AB,5568991334,2,52,Grimås; Carl Johannes,5,7,Linköping Specialist Klinik AB|Nordiskt Centrum för Kirurgi AB|Nordiskt Centrum för Plastikkirurgi AB|Trestads Värme AB|RuRo Holding AB
Tyrells VVS AB,5562554831,2,45,Tyrell; Robert Laurentius,2,4,Tyrells VVS AB|Ringön F2 AB
Wihmans Bygg AB,5590184684,3,49,Wihman; Ola Rein,6,4,Wihman Åssen AB|Wihmans Bygg AB|Fastighet Älvefjordsgatan 13 AB|Wihman Fastigheter AB|Fastighet Åssen 1 AB|Wihman Invest AB
Wihmans Bygg AB,5590184684,3,49,Wihman; Maria Charlotte,6,2,Wihman Åssen AB|Wihmans Bygg AB|Fastighet Älvefjordsgatan 13 AB|Wihman Fastigheter AB|Fastighet Åssen 1 AB|Wihman Invest AB
Hultafors Marin Fordonsteknisk Reparation &       Industriteknik AB,5567779771,2,46,Ljungberg; Stig Johan Daniel,1,6,Hultafors Marin Fordonsteknisk Reparation &       Industriteknik AB
Aldu Solenergi AB,5590699673,2,50,Andreasson; Yngve Harry,3,9,Kungshamns Bildepå Aktiebolag|Aldu Solenergi AB|Yngve Nordqvist Förvaltnings AB
Aldu Solenergi AB,5590699673,2,50,Andreasson; Alex Oleh,1,0,Aldu Solenergi AB
Carlund & Co AB,5562038017,4,65,Carlund; Rigmor Harriet,3,5,Carlund & Co AB|Text & Grafik i Göteborg Aktiebolag|Göteborgsgruppen reklam AB
Carlund & Co AB,5562038017,4,65,Carlund; Jan Robert,3,2,Carlund & Co AB|Göteborgsgruppen reklam AB|Text & Grafik i Göteborg Aktiebolag
BCK ENTREPRENAD AB,5591242978,2,37,Kavak; Behcet,4,8,Kortedala Frukt AB|AVAKIA Frukt & Grönt Aktiebolag|Venders café AB|BCK ENTREPRENAD AB
SÖNE ALLTJÄNST AB,5568252356,2,61,Larsson; Erik Sture Roland,1,4,SÖNE ALLTJÄNST AB
PCB Maskinuthyrning AB,5568999360,2,33,Bergqvist; Karl Bengt Pontus,3,2,Partnering Bygg i Väst AB|PCB Maskinuthyrning AB|PCB Service AB
AB Kyllareds El,5569668188,2,65,Dahlquist; Dan Gunnar,1,1,AB Kyllareds El
Balken Entreprenad AB,5569849424,2,68,Hermansson; Rune Christer,2,5,Balken Entreprenad AB|Balken Tech AB
Veine Gustafssons Verkstad och Entreprenad AB,5591436141,3,51,Gustafsson; Jan Veine Benny,1,4,Veine Gustafssons Verkstad och Entreprenad AB
Sandhs Entreprenad i Sverige AB,5567504542,2,59,Sandh; Daniel Christopher,5,5,Sandh's El & Telekom AB|badrumsprecision i Sverige AB|Maristic AB|Sandhs Entreprenad i Sverige AB|DSDH Fastigheter AB
ELEXAB AB,5590869243,2,51,Charters-Rowe; Robin Sebastian D,1,0,ELEXAB AB
LANDFILL SWEDEN AB,5590946611,3,44,Bengtsson; Christer Ulf Magnus,3,0,BENGTSSON SYNNERGREN TRANSPORTER AB|LANDFILL SWEDEN AB|B&S Transporter
LANDFILL SWEDEN AB,5590946611,3,44,Johansson Synnergren; David Markus,1,0,LANDFILL SWEDEN AB
Nordisk Vattenprojektering AB,5566705884,2,59,Paal; Eugen Laszlo,6,5,WL Bokföringsbyrå AB|Nordisk Vattenprojektering AB|P T P Service Kommanditbolag|Cullteko Service Kommanditbolag|ARTVITA AB|Cullteko Holding AB
VSN Video System Networks Sweden AB,5567761217,3,47,Svensson; Erik Magnus Lennart,1,6,VSN Video System Networks Sweden AB
Montageexperten i Göteborg AB,5591907588,3,42,Lilja; Jonas Erik Petter,1,3,Montageexperten i Göteborg AB
Dagholmen Produktion AB,5591679260,3,61,Erlandsson; Inger Gunilla,4,3,Dagholmen Markförädling AB|Dagholmen Produktion AB|HPZ Holding AB|GUER Holding AB
Byggbiten i Göteborg AB,5591992721,2,38,Tegnborg; Dennis Christer,4,4,Golvbiten i Göteborg AB|FARCO AB|Byggbiten i Göteborg AB|Tegnborg Holding AB
Kungsvatten i Borås AB,5591855969,2,45,Karlsson Bergqvist; Kristian Markus,1,1,Kungsvatten i Borås AB
Olsson E & F AB,5590278296,2,37,Olsson; Robert Leif,1,2,Olsson E & F AB
Pumpexperten i Kungsbacka AB,5592200264,2,51,Larsson; David Rickard,3,3,Pumpexperten i Stockholm AB|Pumpexperten i Kungsbacka AB|AKV
Pumpexperten i Kungsbacka AB,5592200264,2,51,Jalkhammar Larsson; Helene Marianne,2,0,Pumpexperten i Stockholm AB|Pumpexperten i Kungsbacka AB
CGT Bygg AB,5590270954,3,46,Tell; Claes Göran,1,2,CGT Bygg AB
JC Grafisk Konsult AB,5569177842,2,53,Carlsson; Bo Jörgen,3,6,Aeroseum AB|Fröken Fridas Assistans AB|JC Grafisk Konsult AB
UTA Bygg & Fastighetskonsult AB,5590569611,2,62,Augustsson; Ulf Thomas,1,2,UTA Bygg & Fastighetskonsult AB
UTA Bygg & Fastighetskonsult AB,5590569611,2,62,Augustsson; Ulla Gunilla Alexandra,1,0,UTA Bygg & Fastighetskonsult AB
Kjell Englund AB,5590504196,2,70,Englund; Kjell Göran,2,0,Kjell Englund AB|KMD Fastigheter Hönö AB
Anelo Entreprenad AB,5568162209,2,53,Larsson; Per Anders,2,1,Anelo Entreprenad AB|ANELO Fastigheter AB
Bröderna Perssons Sprängaktiebolag,5561586529,2,71,Persson; Sven Åke,1,0,Bröderna Perssons Sprängaktiebolag
LT Ingenjörsbyrå AB,5591820864,3,35,Tóth; László Bence,1,2,LT Ingenjörsbyrå AB
Preveco AB,5567033658,4,34,Arvidsson; Lena Birgitta,2,2,BTEC AB|Preveco AB
BuildingMore bygg AB,5591477194,2,54,Derdziak; Marcin,4,3,ManningMore bemanning AB|BuildingMore bygg AB|HousingMore fastighet AB|HousingMore holding AB
Rävlanda Elektriska AB,5568940265,2,31,Andreasson; Martin Lars Ivan,1,5,Rävlanda Elektriska AB
ÖJERSJÖ MÅLERI AB,5591979678,2,49,Ottosson; Kjell Ronny,1,0,ÖJERSJÖ MÅLERI AB
Algeröd Jokumsen Kakel & Klinker AB,5590357587,2,43,Algeröd Jokumsen; Niklas Christian,4,1,Algeröd Jokumsen Kakel & Klinker AB|JPAB Bygg Aktiebolag|Hjälperöds bygg & finsnickeri|Algeröd Jokumsen Kakel & Klinker Handelsbolag
Fonthéns Bygg AB,5592085863,2,31,Fonthén; Louise Maria,1,0,Fonthéns Bygg AB
Fonthéns Bygg AB,5592085863,2,31,Fonthén; Karl Martin,1,0,Fonthéns Bygg AB
LGM Elservice Aktiebolag,5562902113,2,72,Petersson; Birgitta Erene,3,0,LGM Elservice Aktiebolag|HISINGEN ENTREPRENAD KOMMANDITBOLAG|HISINGENS RENT KOMMANDITBOLAG
ALLFIX VÄST AB,5568335029,4,47,Olsson; Stig Bertil,1,4,ALLFIX VÄST AB
Repiper AB,5567655278,3,58,Nilsson; Lars Göran,4,16,Repiper Solutions AB|Bostadsrättsföreningen Domnarvet 10|Repiper AB|Cloacina Invest AB
Repiper AB,5567655278,3,58,Brandt; Lars Patrik,18,30,Patrik Brandt Invest AB|ISAB Group AB|ISAB Ventilation Väst AB|ISAB Rörinfodring Syd AB|ISAB Rörinfodring Väst AB|ISAB Ventilation Syd AB|Repiper Solutions AB|Fastighets AB Kretskortet 1|Hofaren Service AB|Repiper AB|ISAB Marine AB|ISAB Solutions AB|Boxer Creation AB|Hofaren Förvaltnings AB|ISAB Rörinfodring Öst AB|ISAB Rörinfodring AB|John Fredrik Sweden AB|Bless Group AB
Innoveum AB,5568729676,2,57,Merits; Anders Mikael,1,0,Innoveum AB
Hiltab Byggnadsställningar AB,5569313157,2,36,Hansson; Håkan Daniel Albert,1,0,Hiltab Byggnadsställningar AB
Svensk Kranförartjänst AB,5590112883,2,58,Hermansson; Pontus Per Erik,2,0,HunTrap Sweden AB|Svensk Kranförartjänst AB
Accent Branding AB,5565639696,2,67,Pernervik; Debby,2,4,Accent Branding AB|Talooni AB
Ranch Market AB,5562852938,2,54,Källqvist; Maud Gunnel,3,2,Cross Nordic Logistics Holding AB|Ranch Market AB|Junction
Plesir AB,5566134333,2,61,Sköld Maniette; Marianne Elisabeth,2,2,Lotta Westling AB|Plesir AB
Mölndals Hyr- & Markservice AB,5590497755,2,43,Bergman; Jenny Mari,2,1,Mölndals Måleribemanning AB|Mölndals Hyr- & Markservice AB
Mölndals Hyr- & Markservice AB,5590497755,2,43,Atals; Daniel Fredrik,3,2,Mölndals Måleribemanning AB|Mölndals Hyr- & Markservice AB|Mölndals Målar'n AB
SLN Bygg och Projekt AB,5590726708,2,37,Uhlmann; Niclas Ingemar,1,0,SLN Bygg och Projekt AB
Ratcon AB,5567855654,2,57,Lid‚n; Lars Robert,6,26,Virtual Trainer Apps Sweden AB|Laroli AB|Ratcon AB|Virtual Trainer Sweden AB|Clevero AB|KRAFT Konsultgrupp i Sverige AB
Stadiga Hus i Västsverige AB,5591515910,2,24,Cimilji; Behar,2,3,Stadiga Hus i Västsverige AB|Delira Fastigheter AB
pd3 studio AB,5591287692,4,49,Johansson; Lars Anders,16,28,Scil Projektutveckling AB|Scil Konsult AB|pd3 studio AB|Princip projektutveckling AB|Scil iProjekt AB|Anders Johansson AB|Scil Holding AB|Bostadsrättsföreningen Bergsjö Hage|Picnirp AB|Tress Projektutveckling AB|Scil AB|Bostadsrättsföreningen Smörslottet|Scil iProjekt Holding AB|Picnirp Byvädersterrassen AB|Bostadsrättsföreningen Bergsjö Gård|Bostadsrättsföreningen Lilla Berget Norrmalm
pd3 studio AB,5591287692,4,49,Ekstrand; Karl Andreas,2,8,Candera AB|pd3 studio AB
Ztega AB,5590295746,2,45,Larsson; Lars Joakim Erik,1,3,Ztega AB
AP Service Sverige AB,5592087737,2,55,Päts; Inno Indrek Ilmar,2,1,AP Service Sverige AB|AvloppsProffsen Svenska AB
AP Service Sverige AB,5592087737,2,55,Mevik Päts; Anna Thea,2,1,AP Service Sverige AB|AvloppsProffsen Svenska AB
SACRO AB,5591056154,3,60,Ottosson; Sten Åke,2,0,SACRO AB|HSB Bostadsrättsförening Ljuset i Alingsås
SACRO AB,5591056154,3,60,Renheim Ottosson; Eva Christina,1,0,SACRO AB
Trestads Rörmärkning Aktiebolag,5563964229,2,71,Fredriksson; Conny Bernt Krister,1,2,Trestads Rörmärkning Aktiebolag
Konsultservicespecialisten i Borås AB,5568534498,2,64,Ek; Christer Patrik,1,1,Konsultservicespecialisten i Borås AB
Optivia AB,5592088800,8,42,Kihlqvist; John Daniel,4,6,JDK Entreprenad|Optivia AB|JAVAB Aktiebolag|Optivia Holding AB
Göteborgs Maskincentral AB,5569772477,2,55,Andersson; Rolf Jörgen,2,0,Byggeriet Lerum AB|Göteborgs Maskincentral AB
Trestad Elteknik; KE Eriksson Aktiebolag,5564406105,2,81,Eriksson; Karl-Erik,1,1,Trestad Elteknik; KE Eriksson Aktiebolag
Waterback Invest AB,5591904759,2,33,Petrusic; Boris,2,0,App Trading International AB|Waterback Invest AB
Nod 55 Arkitektur & Konst AB,5568279904,2,65,Lidholm; Anders Lennart,2,4,Nylander Arkitektur AB|Nod 55 Arkitektur & Konst AB
Landala Bygg AB,5591097117,2,30,Jakobsson; Magnus Joachim,2,1,Landala Bygg AB|Landala Bygg
LBD Måleri AB,5590063904,1,55,Dahlqvist; Boel Ann-Christin,2,1,Bastanäs Måleri AB|LBD Måleri AB
O-G Primus Gradus AB,5568829575,2,40,Commer; Stephan,1,1,O-G Primus Gradus AB
Timmerås Mark & Bygg AB,5569810301,2,53,Timmerås; Lars Anders Bertil,1,2,Timmerås Mark & Bygg AB
Biversten Arkitektfirma Aktiebolag,5563320273,2,74,Biversten; Åke Uno Klemens,2,0,Biversten Arkitektfirma Aktiebolag|Biversten Arkitektfirma
Ställningskungen AB,5567147623,2,73,Himell Månsson; Stina Hilda Louise,7,9,Mon.Zon Sverige AB|Mon.Zon AB|Himell Fastighets AB|Ställningskungen AB|Mon.Zon rent AB|Mon.Zon Development AB|Mon.Zon Group AB
IQC Engineering AB,5591998538,2,48,Jungevik; Jens Christian,2,1,IQC Engineering AB|Jungevik Holding AB
Trosley Consulting AB,5566532403,2,51,Hoban; Milla Susan,1,1,Trosley Consulting AB
Main Office Sweden AB,5590226436,2,33,Eriksson; Isabella Magdalena,1,4,Main Office Sweden AB
