company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
F.Player AB,5566743109,2,50,Player; Fredrik Andreas,4,5,F.Player AB|F. Player Holding AB|F.Player Fastigheter AB|F.Player Concrete Company AB
Facturera Sverige AB,5562134485,2,64,Hjort; Erik Marcus Jonatan,7,22,Sveagruppen Tidnings Aktiebolag|Facturera Sverige AB|Miljonlotteriet International AB|Globalt Media i Skellefteå Aktiebolag|Svensk Frilansfakturering AB|Prime Time Gaming PTG AB|Umeå Nykterhetsvänners Byggnadsförening           Ekonomisk förening
Fagersta Fiberteknik AB,5590471594,4,40,Fredriksson; Lars Peter,2,2,JSPF Uthyrning och Konsulttjänst AB|Fagersta Fiberteknik AB
Fagersta Fiberteknik AB,5590471594,4,40,Siljamäki; Janne Marko Johannes,2,1,JSPF Uthyrning och Konsulttjänst AB|Fagersta Fiberteknik AB
Fait rapidement à Malmö AB,5569972143,2,43,Petersen; Jimmy Erik,3,0,Fait rapidement à Malmö AB|UMOR AB|Jipet Luft AB
Fakab Plåt- och Stålentreprenad AB,5564385176,2,60,Danielsson; Skräddar Mats Ivar,3,3,Fakab AB|Fakab Invest AB|Fakab Plåt- och Stålentreprenad AB
Fakta Bygg Sverige AB,5590502497,3,41,Eriksson; Jens-Oskar,3,2,Fakta Bygg Sverige AB|Fakta Bygg Sverige|West Coast Construction
Falkenbergs Bygg AB,5569580763,2,45,Eliasson; Alf Niklas,5,3,Falkenbergs Bygg AB|LKN Bostad AB|Noke i Falkenberg AB|JALU AB|Falkenbergs Bygg & Entreprenad AB
Falkenbergs Elinstallation AB,5566651740,3,45,Larsson; Sven Fredrik,3,1,Falkenbergs Elinstallation AB|Halmstad Elinstallation AB|FLMK Förvaltning AB
Falkenbergs Plattsättning AB,5569856569,2,51,Helgesson; Lars Christer,4,1,Falkenbergs Plattsättning AB|Falkpooler AB|Chrippa FootballCare AB|Chrippa & Pilli Holding AB
Falkviks Byggtjänst AB,5567122774,3,64,Axelsson; Jan Anders Peter,3,1,Falkviks Bygg & Betong AB|Falkviks Byggtjänst AB|Falkviks Bygg Aktiebolag
F Gustafsson Holding AB,5568412224,3,45,Gustafsson; Olof Fredrik,3,2,Falköpings Elservice och Installationer AB|Fastighet Vrågatan 3 AB|F Gustafsson Holding AB
Falköpings Måleri Aktiebolag,5562353200,3,52,Ewertzon; Pierre Olof Christian,4,1,Målerifakta Aktiebolag|Måleriföretagen i Sveriges Serviceaktiebolag.|Falköpings Måleri Aktiebolag|Måleriföretagen i Väst Serviceaktiebolag
Falk-EL Aktiebolag,5564946225,2,54,Johnsson; Kjell Roger,1,1,Falk-EL Aktiebolag
Fallskyddspecialisterna i Heby AB,5567322424,2,63,Jansson; Kay Tony Reinhold,4,8,Fallskyddspecialisterna i Heby AB|Kaj J Fastigheter i Heby AB|ANCSAFE AB|KJ Gruppen AB
Falu Allbygg Aktiebolag,5561601096,2,44,Blank; Håkan Bernt,3,5,Falu Allbygg Aktiebolag|Hire Falun AB|Bygghantering i Falun AB
Falu Lås & Nyckelservice AB,5566704622,2,44,Hedvall Jansson; Dan Fredrik,7,9,Dala Lås Aktiebolag|CFS Larm AB|Falu Lås & Nyckelservice AB|Dala Lås i Ludvika AB|nitton68 AB|Alf-Åke Jansson Invest AB|iProduce Development AB
Fam. Olsen Entreprenad AB,5566048632,4,46,Olsen; Freddy Ludvik,1,3,Fam. Olsen Entreprenad AB
Farsta Lås Aktiebolag,5563831790,2,44,Åhlén; Sören Per Gunnar,2,1,Farsta Lås Aktiebolag|RCSS Sverige AB
Fasadera AB,5569311904,3,38,Stobierski; Marcin,2,1,Fasadera AB|Fasadera Bygg AB
Fasadglas Bäcklin Produktion AB,5565724043,3,57,Kling; Karl Johan Fredrik,1,1,Fasadglas Bäcklin Produktion AB
Fasadglas i Uppsala AB,5565147039,4,54,Moell; Linus Lars Olof,3,2,Moell & Snibb Healthcare Communication AB|Moell Konsult AB|Fasadglas i Uppsala AB
Fasadgruppen Norden AB,5569498271,3,46,Warolin; Anders Pål Oskar,39,67,Fasadgruppen Group AB (publ)|Fasadrenoveringar Roland Karlsson I Mälardalen AB|FRONT RK AB|Sterner Stenhus Fasad AB|STARK Fasadrenovering i Sverige AB|AB Karlssons Fasadrenovering|Johns Bygg & Fasad AB|Karlaplans Plåtslageri Aktiebolag|Mälardalens Mur och Puts AB|Valbo Fasad Entreprenad AB|rapid hyrställningar AB|Murpoolen i Skåne AB|Malmö Mur & Puts AB|SmartFront AB|Simtuna Bygg och Betong Teknik Aktiebolag|Frillesås Mur och Puts Aktiebolag|Robust Hyrställning Sverige AB|Mellansvenska Fasad; Lars Svensson AB|V Fasad AB|Fasadteknik i Nyköping Aktiebolag|Allt i Murning i Karlshamn Aktiebolag|Got Invest AB|Fasadgruppen Norden AB|Ume fasad AB|Vaggeryd Logistikpark AB|Fiskaregården Investment AB|Fiskaregårdens Projektutveckling AB|STARK Hyrställningar i Sverige AB|Hisingsfastigheter i Göteborg AB|Ulf Sparregatan Projektutveckling AB|Warolin Vision AB|AB Karlssons Fasadrenovering i Skåne|Vaggeryd Logistikpark 1 AB|Vaggeryd Utveckling AB|Fiskaregården Holding AB|Förvaltning Von Utfallsgatan AB|Fiskaregården Projekt Gulan AB|Warolin Invest AB|Fiskaregården Förvaltning AB
Fasadgruppen Norden AB,5569498271,3,46,Jacobsson; Martin Björn Bernhard,17,8,Fasadgruppen Group AB (publ)|Fasadrenoveringar Roland Karlsson I Mälardalen AB|FRONT RK AB|Sterner Stenhus Fasad AB|Johns Bygg & Fasad AB|Karlaplans Plåtslageri Aktiebolag|rapid hyrställningar AB|Malmö Mur & Puts AB|SmartFront AB|Simtuna Bygg och Betong Teknik Aktiebolag|Frillesås Mur och Puts Aktiebolag|Mellansvenska Fasad; Lars Svensson AB|Fasadteknik i Nyköping Aktiebolag|Allt i Murning i Karlshamn Aktiebolag|Fasadgruppen Norden AB|Ume fasad AB|Martin Capital AB
Fasadkultur Alvik3 AB,5563211324,3,49,Hedman; John Gunnar,2,1,Hedmans Hantverk AB|Fasadkultur Alvik3 AB
Fasadrenoveringar Roland Karlsson I Mälardalen AB,5566854245,4,45,Karlsson; Niklas Lars-Olof,6,4,Fasadrenoveringar Roland Karlsson I Mälardalen AB|FRONT RK AB|rapid hyrställningar AB|SmartFront AB|Mur & Putsföretagen i Sverige Service AB|Entreprenörfirma Roland Karlsson AB
Fasadteknik i Nyköping Aktiebolag,5564914579,4,44,Karlsson; Erik Peter,7,3,Fasadteknik i Nyköping Aktiebolag|Mur & Putsföretagen i Sverige Service AB|Vallmon Fastigheter AB|Sussi mäklar AB|S&P Nyköping AB|Fastighetsbolaget Vallmon 1 AB|Susanne och Peter Invest AB
Fastighetsaktiebolaget HSB N Bohuslän,5563936318,5,62,Jakobsson; Carl Gunnar Mattias,13,2,HSB Fastighetsservice i Uddevalla Aktiebolag|HSB Norra Bohuslän ek för|HSB Produktion i Norra Bohuslän Handelsbolag|Fastighetsaktiebolaget HSB N Bohuslän|Lostif Fastighet AB|HSB Bostadsrättsförening Stickan i Uddevalla|Dyrsten Hus 4 i Uddevalla AB|Guldus Holding AB|Guldus Mark AB|Solgläntan i Uddevalla Ekonomisk förening|HSB Bostadsrättsförening Korpen i Uddevalla|HSB bostadsrättsförening Ljungberget              i Bohus-Malmön|HSB Bostadsrättsförening RÖNNEN I LJUNGSKILE
Fastighets Competens i Norrland AB,5565963336,2,59,Holm; Lars Erik Niclas,1,11,Fastighets Competens i Norrland AB
Fastrus AB,5568147564,2,48,Hylta; Folke Fredrik,2,3,Salty Dobby Yachts AB|Fastrus AB
FB Construction AB,5569205627,2,38,Bertilsson; Peter Tonny Joakim,1,4,FB Construction AB
FB Produktion AB,5590221577,2,53,Lindblad; Henrik Malcolm,36,46,FB Bostad AB|FB Produktion AB|FB Invest Vellinge Park AB|FB Bostad Utveckling Invest Vårlöken AB|FB Åkarp 2 Ekonomisk förening|FB Invest Önskemålet AB|Bostadsrättsföreningen Ingefäran|Bostadsrättsföreningen Björnhovda Gård|FB Bostad Utveckling Invest A AB|FB Bostad Utveckling Invest B AB|FB Bostad Utveckling Invest Grönstenen AB|FB Bostad Holding A AB|FB Turako Invest 1 AB|FB Larsson Invest 1 AB|Bostadsrättsföreningen Bolighuset|Bostadsrättsföreningen Grönstenen|Ulfsbergsgården Tullinge AB|FB Åkarp 1 Ekonomisk förening|Tibble Gård Utveckling AB|FB Invest 9 AB|FB Projekt Önskemålet AB|FB Utveckling Norsesund AB|FB Bostad Utveckling Invest Hallska Maden AB|FB Invest Åkarp AB|FB Bostad Utveckling AB|FB Bostad Holding B AB|FB Bostad Holding Bolighuset AB|Bostadsrättsförening Vårlöken|Bostadsrättsförening Hallska Maden|FB Bostad Utveckling Holding Kolberga AB|FB Bostad Utveckling Projekt Hallska Maden AB|FB Bostad Holding Björnhovda 2 AB|FB Bostad Holding Björnhovda AB|FB Bostad Utveckling Projekt Vårlöken 1 AB|FB Bostad Utveckling Projekt Kolberga AB|Bostadsrättsföreningen Önskemålet
FC Bygg AB,5568217664,2,44,Fält; Håkan Joachim,2,0,Wiggson AB|FC Bygg AB
Felicia Bygger AB,5569636433,2,62,Eriksson; Per Odd,6,7,Nytorget Fastigheter AB|Felicia Bygger AB|Nytorget Clean & Facility AB|Odd Property Partner AB|Zäll Smokehouse AB|Bryggan Ett AB
Fellert Acoustical Ceilings AB,5566322425,2,50,Ernelöv Rosenberg; Arne Michael,3,10,Micoustic AB|Fellert Acoustical Ceilings AB|Styjl AB
Fellert International AB,5568593775,nan,nan,Ernelöv Rosenberg; Arne Michael,3,10,Micoustic AB|Fellert Acoustical Ceilings AB|Styjl AB
Fem Punkt Tre AB,5569119315,2,46,Karlsson; Kenth Göran Roland,2,3,Centrum i Sydost; ekonomisk förening|Fem Punkt Tre AB
Fence Works in Askersund Filial,5164102781,nan,nan,Astrauskas; Egidijus,1,1,Fence Works in Askersund Filial
Ferdinan Bygg AB,5590196928,2,67,Csaky; Vilmos Nandor,2,6,Nandor Miljöbygg|Ferdinan Bygg AB
Ferm & Persson AB,5569481368,3,50,Odenlund; Ralf Jonas,1,0,Ferm & Persson AB
Ferm & Persson AB,5569481368,3,50,Nestenborg; Ivar Fredrik Daniel,5,10,Ferm & Persson AB|Hisingens Industri & Skeppsservice AB|Glastjänster för Glasbranschföreningen Aktiebolag|Nestcon AB|FP Glas & Fog AB
FHT konstruktion AB,5569136780,3,52,Glusauskas; Darius,1,2,FHT konstruktion AB
Fiber och Elkraft i Norr AB,5568401466,4,53,Rautio; Rolf Mikael,5,3,Fiber och Elkraft i Norr AB|Rautio och Pääjärvi Fastighetsförvaltning AB|Kiruna Åttan Fastighetsförvaltning AB|Parakka Bad och Tvättstuga Ek. för.|Kiruna Åttan AB
Fiber och Elkraft i Norr AB,5568401466,4,53,Pääjärvi; Ulf Jörgen,4,2,Fiber och Elkraft i Norr AB|Rautio och Pääjärvi Fastighetsförvaltning AB|Kiruna Åttan Fastighetsförvaltning AB|Kiruna Åttan AB
Montage och Maskintjänst Fjällbacka AB,5569597577,2,32,Andersson; Tage Nicklas,2,0,Montage och Maskintjänst Fjällbacka AB|Fiberentreprenad Väst
Fibrite FE AB,5590959135,4,46,Sundström; Per Arne,2,8,Fibrite AB|Fibrite FE AB
Fiddes El & Bygg AB,5567765846,3,54,Fredriksson; Erik Martin,6,9,Fiddes El & Bygg AB|Kustkonferens AB|Helpsome AB|Sveriges Golfdestination No.1 Ek. för.|RM Education AB
Filipidippi AB,5567013056,2,54,Zaric; Goran,2,2,Mälardalens Bygg Support Handelsbolag|Filipidippi AB
Filipidippi AB,5567013056,2,54,Ljubisavljevic; Dragan,2,4,Mälardalens Bygg Support Handelsbolag|Filipidippi AB
FIMAB Entreprenad AB,5565030672,2,65,Brorsson; Per-Olov Thomas,1,6,FIMAB Entreprenad AB
Finestra Projekt AB,5569258550,3,61,Selander; Nils Johan Giuseppe,3,6,Johan Selander AB|Finestra Projekt AB|Bröderna Selanders Manufaktur (BSM) Handelsbolag
Fingerprint Retail AB,5569391435,2,39,Nilsson; Per Håkan Stefan,2,5,Fingerprint Logistics AB|Fingerprint Retail AB
Finnvedens Bygg Aktiebolag,5564619699,3,67,Lindell; Ulf Daniel,2,0,Finnvedens Bygg Aktiebolag|Boet Konsult AB
Fint & Färdigt Bygg Sthlm AB,5569058570,2,55,Melander; Jon Oscar Benedict,1,4,Fint & Färdigt Bygg Sthlm AB
FIR Fasad & Industrirengöring Aktiebolag,5563102085,2,63,Haijlen; Marita Josefine,1,3,FIR Fasad & Industrirengöring Aktiebolag
Fireprotection Sweden AB,5565980561,2,51,Gustafsson; Joackim,4,7,Fireprotection Sweden AB|JG Trading AB|FPS Brandskydd AB|Alida Sko i Gävle Aktiebolag
Firma Exass i Oxelösund AB,5569830200,2,45,Exass; Hjalmar Martin,1,1,Firma Exass i Oxelösund AB
Fixzit VVS i Solna AB,5565541231,2,53,Lundman; Georgi Jojje David,2,6,Fixzit VVS i Solna AB|Fixzit förvaltningsaktiebolag
Fjellkakel AB,5568242126,2,42,Haglund; Anders Matthias,3,2,Föräldrakooperativet Krubban ek.för|BHD Plattsättning & Entreprenad AB|Fjellkakel AB
Fjälkinge Byggservice Aktiebolag,5562694082,4,43,Lindström; Pierre Jonas,2,2,Fjälkinge Byggservice Aktiebolag|JFP Förvaltning AB
Fjällvärme i Sälen AB,5565361895,4,55,Eriksson; Bo Ture,45,98,Ski Invest Sälen AB|Experium AB|Hundfjället Centrum AB|Fjällinvest AB|Åre Invest Aktiebolag|Lima Transtrand Fastighets AB|SkiStar Åre Mark AB|Hundfjället Servicecenter AB|Fjällvärme i Sälen AB|SkiLodge Village Lindvallen AB|SkiStar Fastighetsservice AB|SkiStar Åre Logi AB|Entréhuset i Sälen AB|Blästervallen Fastighets AB|Björnrike Torg AB|Bostadsrättsföreningen Tandådalens Fjällhotell|Björnrikegården Nya AB|Eveline Fastighets AB|Åre Sadeln Invest AB|Sälens Företagskonsult|Skiab Invest AB|SkiStar Lodge Hundfjället AB|Vemdalen Logi AB|Selvägen i Sälen AB|Bostadsrättsföreningen Åre Village 1|Bostadsrättsföreningen Timmerbyn 3|Sadelbyn 6 AB|Fjällmedia AB|Sadelbyn 5 AB|56:62 i Vemdalen AB|SkiOnline AB|Bostadsrättsföreningen Sadelbyn 7-8|SkiStar Invest AB|Bräcke Mark AB|Bostadsrättsföreningen Snötorget|Bostadsrättsföreningen Timmerbyn 1|Bostadsrättsföreningen Sadelbyn 6|Bostadsrättsföreningen Sadelbyn 5|Bostadsrättsföreningen Åre Village 2|Bostadsrättsföreningen Timmerbyn 2|Bostadsrättsföreningen Timmerbyn 5|Bostadsrättsföreningen Sörgårdarna 3|Bostadsrättsföreningen Sörgårdarna SAK 2|Bostadsrättsföreningen Selvägen|Bostadsrättsföreningen Timmerbyn 4
Fjärdhundra Bygg AB,5569583478,2,52,Salim; Mahmoud,2,7,Fjärdhundra Bygg AB|Fjärdhundra Fönster AB
Fjärrtek i Norr Aktiebolag,5564222593,3,45,Isaksson; Dan Erik,1,0,Fjärrtek i Norr Aktiebolag
Fjärås El & Ekonomi Aktiebolag,5564301769,2,62,Ryott; Carl-Fredric,4,8,Fjärås El & Ekonomi Aktiebolag|Bostadsrättsförening Hede 1:3|Ryott Fastigheter AB|Ryott Holding AB
FL Montage AB,5568824782,3,34,Frense; Holger,17,23,Frense Living Bygg AB|FL-Prefab AB|FL Montage AB|Staring Eskilstuna AB|FL Industrifast AB|Skyhall AB|Frense Holding AB|Frense Living Fastigheter AB|Hällby-Ökna Fastighet AB|FL-ByggProjekt AB|FL Nystavaren AB|Staring Sverige AB|FL Skogstorp Fast1 AB|Frense Living Fastigheter II AB|Frense Living Real Estate AB (publ)|FL Årby Norra I AB|Staring Rental AB
FL Montage AB,5568824782,3,34,Eriksson; Ann-Louise Gunborg,18,19,Frense Living Bygg AB|FL-Prefab AB|FL Montage AB|Staring Eskilstuna AB|FL Industrifast AB|Frense Ekonomi & Fastighetstjänst AB|Skyhall AB|Frense Holding AB|Frense Living Fastigheter AB|Hällby-Ökna Fastighet AB|FL-ByggProjekt AB|FL Nystavaren AB|Staring Sverige AB|FL Skogstorp Fast1 AB|Frense Living Real Estate AB (publ)|Frense Living Fastigheter II AB|FL Årby Norra I AB|Staring Rental AB
Flatås Måleri AB,5590863352,4,50,Härsjö; Lars Magnus,3,3,Mange Målare AB|Flatås Måleri AB|Magnus Härsjö Holding AB
FLB Ställningar AB,5569594020,3,43,Lundström; Carl Anders Fredrik,4,0,FLB Ställningar AB|FLB-Fastigheter AB|FLB-Holding AB|FLB Svedala
Flens Eltjänst Aktiebolag,5562862226,4,46,Lundin; Karl Erik Mikael,3,6,Lyckebo Bokföring AB|Flens Eltjänst Aktiebolag|Sörmlands Eltjänst AB
Flens Plåt Aktiebolag,5566158423,2,52,Sundelius; Robert,3,1,Strindeborgs gästgiveri AB|Flens Plåt Aktiebolag|T & R Invest AB
Flexibel Luftbehandling i Stockholm AB,5563410512,4,56,Tedebo; Bengt Anders,29,529,Ecoclime Group AB|Flexibel Luftbehandling i Stockholm AB|Nytt Bolag nu i Stockholm AB|Envirocon AB|B Tedebo Holding AB|Bostadsrättsföreningen Åhusen i Trosa|Bärbalken 624 AB|Bärbalken 609 AB|Bärbalken 622 AB|Bärbalken 629 AB|Bärbalken 625 AB|Bärbalken 632 AB|Bärbalken 621 AB|Bärbalken 605 AB|Bärbalken 623 AB|Bärbalken 626 AB|Bärbalken 620 AB|Bärbalken 628 AB|Bärbalken 618 AB|Bärbalken 615 AB|Bärbalken 631 AB|Bärbalken 630 AB|Bärbalken 627 AB|Bärbalken 617 AB|Bärbalken 619 AB|Bärbalken 633 AB|Bärbalken 634 AB|Bärbalken 635 AB|Bärbalken 616 AB
FlexiRail AB,5568164296,3,51,Jodstam; Jan Fredrik,4,4,FlexiRail AB|Svensk Kabelåtervinning AB|KeyRail AB|Tobaksholmen ekonomisk förening
FlexKom AB,5568906118,3,42,Sakalauskas; Kestutis,1,0,FlexKom AB
Flytgolv i Landskrona Aktiebolag,5564704392,3,48,Svensson Persson; Per Axel Daniel,4,8,Flytgolv i Landskrona Aktiebolag|Flytgolv Fastighets AB|Flytgolv i Stockholm AB|Flytgolv Holding AB
FM Golv AB,5567061832,3,54,Wågberg; Per Olof,1,1,FM Golv AB
FMJ Solutions AB,5590270640,3,30,Andersson; Fredrik Sebastian,2,1,Hard Cash Holdings AB|FMJ Solutions AB
FMT Installation AB,5564461654,3,46,Alvefjord; Martin Lars Erik,3,10,Lamega Utveckling AB|FMT Installation AB|Energivärme i Stockholm AB
FNK VVS AB,5569079139,2,54,Klingvall; Nils Gustav Thomas,2,3,FNK VVS AB|Värme&Vatten i Stenungsund AB
Foam King Sweden AB,5568495096,3,49,Wigstrand; Bengt Magnus,6,8,Foam King Sweden AB|Marinservice i Skåne AB|Skandinavisk Panel AB|Mapeco AB|LIVINI invest AB|Septab AB
Fobta AB,5568453855,2,53,Söderkvist; Leif Krister,1,3,Fobta AB
Fogentreprenören Sverige AB,5564458791,2,49,Jerlström; Kent Mikael,2,1,Jerlström's Snickeri AB|Fogentreprenören Sverige AB
Folkets Bygg AB,5567927834,2,38,Chomiszczak; Robert Sylwester,4,3,Folkets Bygg AB|Folkets Bygg Kommanditbolag|FB Bygg o Riv AB
Arvet Produktion AB,5563244937,5,54,Olsson; Per Arne Georg,5,35,Arvet Produktion AB|Arvet Trä Aktiebolag|Duved Framtid AB|Olsson Business Consult AB|Träpionjärerna Holding Aktiebolag
Arvet Produktion AB,5563244937,5,54,Wilén; Kenneth Ove,14,37,Arvet Produktion AB|Arkemi AB|Fastighetsaktiebolaget Sjökrogen 1|Arvet Trä Aktiebolag|Royal Sweden Arabian Aktiebolag|Murmestarens Fastighetsförmedling Aktiebolag|Arvet Bostäder AB|Träarken Aktiebolag|Arvet Trä Finans AB|Träpionjärerna Holding Aktiebolag|Bostadsrättsföreningen The View|Trähubben AB|Bostadsrättsföreningen Ulfsunda Slottspark 1|Arvet Stockholm Ett AB
Formavilla Byggnadsaktiebolag,5568611445,2,46,Bolteus; Joakim Lars,1,6,Formavilla Byggnadsaktiebolag
Formtrappan AB,5569010159,2,53,Dahlin; John Eric,5,9,Formtrappan AB|Formtrappan Fastighets AB|Formtrappan Tillverkning AB|Formtrappan Holding AB|Q-Form AB
Fornboda Bygg och Snickerier AB,5563923753,2,55,Klitterud; Lars Magnus,1,3,Fornboda Bygg och Snickerier AB
FORNUDDENS BYGG AB,5568275530,3,32,Lehtinen; Mauritz Johan Bernhard,1,1,FORNUDDENS BYGG AB
FORNUDDENS BYGG AB,5568275530,3,32,Hellgren; Tom Leo Alexander,2,1,Hellgrens Finsnickeri AB|FORNUDDENS BYGG AB
Forsane värme och vattenservice AB,5568047426,3,53,Ekholm; Johan Daniel,1,1,Forsane värme och vattenservice AB
Forsberg & Tibell Kyl Aktiebolag,5563184083,3,57,Danell; Egon Morgan Samuel,2,1,Forsberg & Tibell Kyl Aktiebolag|Chiller Forsberg & Tibell AB
Forsells Bygg i Stockholm AB,5567959381,3,49,Forsell; Bengt Conny,3,2,Forsells Bygg i Stockholm AB|Forsells Invest i Stockholm AB|Vik 1:81 AB
Forslins El Aktiebolag,5562579044,3,40,Forslin; Leif Ola,1,2,Forslins El Aktiebolag
Forsséns Elektriska Aktiebolag,5562010727,3,51,Fors‚n; Johan Anders,8,20,Forsséns Elektriska Aktiebolag|Gerstaberg Gård AB|Knut Wall marking systems AB|Jolifo Invest AB|Clean Car Södertälje AB|Gerstaberg bolagsmark AB|Södertuna utveckling AB|Edö Ö Jord och Skog AB
Foxor Bygg AB,5568559479,2,37,Ghoneim; Foad Kassem,2,1,Foxor AB|Foxor Bygg AB
Foxor Bygg AB,5568559479,2,37,Schultz; Mette Sofia,2,2,Foxor AB|Foxor Bygg AB
FP Badrumsspecialisten AB,5569945891,4,45,Karimi Ghalvazi; Peyman,3,1,HKT Invest AB|FP Badrumsspecialisten AB|Torslandavillan AB
Fraab AB,5590826482,2,43,Frändesjö; Karl Gunnar Erik,11,20,Fraab AB|Sticky Fingers Kommanditbolag|Frändesjö Fastighetsförädling AB|JF & NG AB|Bostadsrättsföreningen Purpursnäckan 1|Frändesjö Group AB|KEF Properties AB|KMA Sweden Invest AB|Bostadsrättsförening Korallen|Tigger Kommanditbolag|KGF Properties AB
Framtida bygg i dalarna AB,5569690414,3,33,Rokka; Mattias Erik,1,2,Framtida bygg i dalarna AB
Francks Kylindustri i Bergslagen AB,5566544606,3,50,Lindblom; Ralph Patrik Ingemar,1,3,Francks Kylindustri i Bergslagen AB
Franks Parkett & Trägolv AB,5564366606,2,47,Szigetvari; Ferenc,1,6,Franks Parkett & Trägolv AB
Franssons Golv AB,5567852248,4,46,Fransson; Johan Gerhard,2,1,Kristinehamns Stugan AB|Franssons Golv AB
Fredins Takentreprenad AB,5565880076,4,42,Fredin; Bengt Torbjörn,2,2,Aktiebolaget Bengt Fredin Taktäckning & Isolering|Fredins Takentreprenad AB
Fredrik Janssons Måleri AB,5568650591,3,62,Thunström; Dan Thomas,4,6,Bröderna Thunströms Måleri Aktiebolag|Fredrik Janssons Måleri AB|Bröderna Thunströms Fastigheter AB|TT Maskin i Ludvika AB
Fredrik Källströms Elektriska AB,5569921421,5,51,Källström; Fredrik Lennart,2,5,Loovena Aktiebolag|Fredrik Källströms Elektriska AB
Fredrik Källströms Elektriska AB,5569921421,5,51,Hedsjö; Johan Reinhold,1,2,Fredrik Källströms Elektriska AB
Fredrik Mattsson Gräv AB,5568383797,3,34,Mattsson; Thore Fredric,1,1,Fredrik Mattsson Gräv AB
Fredrikssons Rör i Masugnsbyn Aktiebolag,5565154340,3,53,Fredriksson; Fredrik Lars-Uno,2,0,Fredrikssons Rör i Masugnsbyn Aktiebolag|Fredrikssons Rör
Fredrikssons Teknik & Bygg AB,5569853673,6,35,Larsson; Hans Anton,3,2,Fredrikssons Teknik & Bygg AB|Bostadsrättsföreningen Barken 30|AntLar
Freman Bygg AB,5567334593,2,62,Persson; Nils Fredrik,6,2,Freman Bygg AB|Freman Bygg Byggservice AB|FREMAN BYGG Kommanditbolag|FP Konsult|Auto media i Borås|Bostadsrättsföreningen Rinnabacken Bollebygd
fresan AB,5590176318,4,61,Pertovt Närman; Fredrik,3,1,Visex Fastigheter AB|AFM Holding AB|fresan AB
Fresta konsult & Bygg AB,5569858128,1,40,Hellman; Mattias Stefan,7,5,Fresta konsult & Bygg AB|Hellmans Busskomfort AB|Classic Rentals AB|Beauty by us AB|Classic service Sverige AB|Nogafy AB|Hellmans Busskomfort Sverige AB
Fridh & Hell's Bygg AB,5568016975,4,44,Fred Hell; Jonas Nils-Erik,4,2,Fridh & Hell's Bygg AB|Mount Position Byggnadsställningar AB|Dalslands Massivhus AB|Sötsjöbaden Holding AB
Fridhems Elektriska AB,5569916074,2,47,Westman; Henry Stefan,4,0,Fridhems Elektriska AB|ELBOLAGET C ANDERSSON & CO Aktiebolag|FE Holding AB|SAE Fastigheter AB
Fridlunds Måleri AB,5569025124,3,52,Fridlund; Patrik Åke Mikael,2,1,JOMI Måleritjänst i Trelleborg AB|Fridlunds Måleri AB
Frigotech Aktiebolag,5564487121,4,55,Sellin; Magnus Harald,5,5,Frigotech Aktiebolag|Kraftfast AB|Powerboss Holding AB|Sdip Glacio AB|Bostadsrättsföreningen Bergsfallet 18
Frikab Elinstallationer AB,5567357594,2,56,Karlsson; Björn Georg,3,0,New International Union Channel AB|Björn Karlsson i Arvika AB|Frikab Elinstallationer AB
Frillesås Mur och Puts Aktiebolag,5563518025,4,43,Dragstedt; Nils Åke Morgan,4,1,Frillesås Mur och Puts Aktiebolag|Slevens Fastighetsförvaltning AB|Frillesås MP AB|Fasadsleven AB
Friska Fläktar Installation AB,5560709346,2,54,Flink; Leif Bertil Holger,8,5,Friska Fläktar Installation AB|Friska Fläktar Teknik AB|Friska Fläktar Luftbehandling Aktiebolag|Friska Fläktar Förvaltning AB|Leif Flink Ventilation AB|Friska Fläktar Teknik Förvaltning AB|Gepo Vent AB|Friska Fläktar AB
Friska Fläktar Luftbehandling Aktiebolag,5564416112,2,54,Flink; Leif Bertil Holger,8,5,Friska Fläktar Installation AB|Friska Fläktar Teknik AB|Friska Fläktar Luftbehandling Aktiebolag|Friska Fläktar Förvaltning AB|Leif Flink Ventilation AB|Friska Fläktar Teknik Förvaltning AB|Gepo Vent AB|Friska Fläktar AB
Friska Fläktar Teknik AB,5566607973,3,54,Hedin; Sten Patrik,8,2,Friska Fläktar Installation AB|Friska Fläktar Teknik AB|Friska Fläktar Luftbehandling Aktiebolag|Friska Fläktar Förvaltning AB|Leif Flink Ventilation AB|Friska Fläktar Teknik Förvaltning AB|Friska Fläktar AB|Strömstäppan Massage & Friskvård AB
Friskytt Byggtjänst AB,5569317778,2,33,Friskytt; Lars Viktor Emanuel,1,1,Friskytt Byggtjänst AB
Fristad Gräv & Schakt Aktiebolag,5564091543,2,63,Andersson; Görgen Lars-Åke,3,4,Frispark AB|Fristad Gräv & Schakt Aktiebolag|Sykedjan i Borås  Aktiebolag
Fritz Trädgårdsanläggningar AB,5566516174,2,47,Carlsson; Gustav Robert,15,45,Skärgårdens Byggteknik i Göteborg AB|Fritz Trädgårdsanläggningar AB|SBT Supply AB|SBT Properties AB (publ)|CRC Projekt AB|Kanawla Fastighets Konsult AB|SBT STRIKK AB|Ekonomisk förening SBT 1 Properties|SBT Living Holding AB|SBT Group AB|SBT Living AB|Ekonomisk förening Storas Skär|Min Gröna El I Ekonomisk förening|Danaplatsen Fastighets AB|Svanhild Fastighets AB
