company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Extern Resurs i Falun AB,5562333954,3,63,Bjelkenstedt; Björn Thomas,12,8,ABC Scaffholding AB|ABC-Ställningsmontage AB|ABC Bygghissar och Byggmaskiner AB|Entreprenadställningar i Stockholm AB|Extern Resurs i Falun AB|ABC Franchise AB|Björntjänst i Haninge AB|AB Stückeln|ABC Recycling AB|Bånudden Fastighets AB|Extern Resurs i Örebro AB|TDM Ekonomi AB
Bullens Marktjänst AB,5590317706,2,30,Larsson; Niklas Hans,1,1,Bullens Marktjänst AB
Bureca Proffsen AB,5568817117,2,56,Alameri; Ali Abdulla,6,2,Bureca Proffsen AB|Bureca Bageriet AB|Bureca Vent AB|Bureca Gruppen AB|Oud Huset AB|Bureca Staden AB
Bushati Måleri AB,5569754491,2,33,Bushati; Astrit,1,1,Bushati Måleri AB
Butiksetablering Öst AB,5590432984,3,49,Eriksson; Karl Oskar,5,3,Butiksetablering Öst AB|Butiksetablering Väst AB|Uppsala Life Arena AB|Svensk Butiksetablering Holding AB|Eriksson & Eriksson Kommanditbolag
Butiksteknik i Väst AB,5567881148,3,52,Wetterborg; Fredrik Rolf,3,12,Final Touch Event AB|Butiksteknik i Väst AB|CITO Holding AB
BVA Bygg- och Industriservice AB,5569318743,4,51,Saikoff; Lars Mikael Alexander,1,0,BVA Bygg- och Industriservice AB
BVK Montage AB,5569794786,3,49,Kaisto; Jukka-Pekka,6,3,BVK Montage AB|WFKS Fastighetsförvaltning AB|SilkFast AB|JPK Fönstermontage AB|Vallby Holding AB|AVAB Montage AB
Byggbröderna i Falkenberg AB,5566842919,2,57,Kjeller; Nils Kurt Jan-Åke,7,25,Byggbröderna i Falkenberg AB|Olssons Entreprenad i Halland AB|LBF Protection AB|NKAB Entreprenad AB|Byggbröderna Betongentreprenad i Falkenberg AB|Byggbröderna Mur & Kakel i Falkenberg AB|Byggbröderna Anläggning i Falkenberg AB
Bygg Craft Baudou Carlsson AB,5568650724,4,45,Carlsson; Carl Hans Daniel,2,0,Byggcraft Syd AB|Bygg Craft Baudou Carlsson AB
Bygg Craft Baudou Carlsson AB,5568650724,4,45,Baudou; Karl Arne Fredrik,2,0,Bygg Craft Norduppland AB|Bygg Craft Baudou Carlsson AB
Bygg en 3 Prenad i Genarp AB,5566669007,2,58,Thorgren Bengtsson; Eivor Marita,3,2,Wäby Holding Aktiebolag|Wärdshuset i Genarp AB|Bygg en 3 Prenad i Genarp AB
Bygg Inredning Enskede AB,5567865240,2,37,Witowski; Zenon Stefan Peter,2,5,Bygg Inredning Enskede AB|ZW Byggservice
Bygg Johan i Eksjö AB,5567786040,2,52,Hugosson; Per Johan Martin,3,1,Hugossons Hyresfastigheter AB|ByggJohan|Bygg Johan i Eksjö AB
Bygg Klokt Stockholm AB,5569318628,2,58,Varon Caicedo; Arvey,2,3,Bygg Klokt Stockholm AB|AB Tyngre transport Stockholm
Bygg Konsult TeG Aktiebolag,5565903696,2,75,Granström; Tage Erik,1,2,Bygg Konsult TeG Aktiebolag
Bygg och Entreprenadkedjan i Halmstad AB,5566544119,2,60,Söderberg; Rolf Jörgen,4,0,Bygg och Entreprenadkedjan i Halmstad AB|Kakel Kök & Bar AB|Däckhuset i Laholm AB
Bygg och inredningsgruppen i Stockholm AB,5568477102,2,44,Bjälkengren; Robert,5,4,Bygg och inredningsgruppen i Stockholm AB|AMB Produktion AB|Fastighetstjänst & Byggström i Stockholm AB|Vivit AB|Bjälkengren Holding AB
Bygg och Markelit i Sörmland AB,5569649485,4,44,Haglund; Christoffer,8,3,Nyköpings Bygg & Kakel AB|Bygg och Markelit i Sörmland AB|Agroelit Aktiebolag|Kakel Enterprise 2016 AB|BME Management AB|Snöyra Holding AB|Snöyra Fastighet AB|Christoffer Haglund AB
Bygg Sitko AB,5590610977,2,47,Sitko; Zbigniew Mariusz,1,1,Bygg Sitko AB
BYGG TEKNISKA GRUPPEN TOMAS PIVORAS AB,5567830657,2,55,Pivoras; Tomas,5,1,BYGG TEKNISKA GRUPPEN TOMAS PIVORAS AB|Agusteco AB|Scandinavian Building Construction AB|TMR Fastighetsförvaltning AB|Ottmans Affärsutveckling AB
Bygg & Fasad; Bengt Glaas Aktiebolag,5562252428,4,50,Glaas; Johan Mikael,7,11,Maximalfönster i Åshammar AB|Bygg & Fasad; Bengt Glaas Aktiebolag|Valbo Fönsterteknik Aktiebolag|Odenfönster AB|J Glaas Förvaltning AB|Galaglan Holding AB|Valbo Plåtteknik AB
BYGG & FASADGRUPPEN I ÖSTERGÖTLAND AB,5569338923,2,40,Karlsson; Jonas Mats Roy,2,2,Lincopia AB|BYGG & FASADGRUPPEN I ÖSTERGÖTLAND AB
Bygg & Golv i Västerås AB,5568407836,4,42,Zetterlund; Per Martin Lennart,1,1,Bygg & Golv i Västerås AB
Bygg & Hantverk i Linköping AB,5569574352,2,70,Roth; Peter,4,3,Bygg & Hantverk i Linköping AB|Proframe Aktiebolag|Humania Certifikat AB|Byggeffektiv i Linköping AB
Bygg & Interiör i Katrineholm GolvEntreprenad AB,5566997200,4,52,Karlsson; Mats Tore,3,2,GBR Service Aktiebolag (GBRAB)|Bygg & Interiör i Katrineholm GolvEntreprenad AB|Ritsen AB
Bygg & Markplanering i Ljusdal Aktiebolag,5562809086,2,50,Jonsson; Jonas,2,2,Bygg & Markplanering i Ljusdal Aktiebolag|JAS; Jonas Anläggningsspecialisten AB
Bygg & Måleritjänst i Kiruna AB,5568295306,3,51,Westin; Kent Arthur,3,0,Snögubben Fastighetsförvaltning AB|Snögubben Förvaltning AB|Bygg & Måleritjänst i Kiruna AB
Bygg & Takkungen AB,5569245771,2,46,Vikingasköld; Niclas Colin,4,3,Bygg & Takkungen AB|Vikingaskölds Frukost & Lunchbar Kommanditbolag|Takkungen|Heavens Key
Bygg & Vent i Syd AB,5569699654,3,28,Wendel; Per Fredrik Tobias,1,2,Bygg & Vent i Syd AB
JenCas Fastigheter AB,5562409598,2,28,Carlsson; Jennie Emma Sofia,2,3,JenCas Holding AB|JenCas Fastigheter AB
BYGGA GWG AB,5564010659,4,42,Stener; Karl Michael,9,7,BYGGA GWG AB|MEJA STENER AB|Business Gnosjöregion AB|Bygga Fastigheter i Värnamo AB|Röret 22 AB|Bygga Bo Bra i Värnamo AB|Ideella Föreningen Gnosjöregionens Näringslivsråd med firma Gnosjöregionens Näringslivsråd; (GNR)|Meja Stener Invest AB|Bygga Hyrmaskiner i Värnamo AB
Byggaktiebolaget Leif Eriksson,5563062735,3,46,Eriksson; Leif Niclaes,1,1,Byggaktiebolaget Leif Eriksson
Byggaktiebolaget Y. Andersson & Söner,5561575167,4,69,Andersson; Kurt Anders Lennart,1,0,Byggaktiebolaget Y. Andersson & Söner
Byggarna Peter Johansson & Hörngren AB,5590288329,4,37,Karlsson; Peter,1,2,Byggarna Peter Johansson & Hörngren AB
Byggbiten i Norrland AB,5568754260,3,44,Norlén; Jens-Patrik Christian,4,11,Byggbiten i Norrland AB|Bygg & Förvaltning i Norrland AB|Bygg & Förvaltning i Västernorrland AB|Byggbiten i Norrland Förvaltning AB
Byggbolaget i Bergslagen AB,5568586365,4,45,Adolfsson; Andreas Daniel,2,3,Byggbolaget i Bergslagen AB|Bagerian AB
Byggbolaget Peter & Morgan AB,5565215372,2,50,Brengesjö; Carl Evert Peter,2,4,Peter o Morgan Förvaltnings AB|Byggbolaget Peter & Morgan AB
Byggbolaget södermalm AB,5568483621,1,34,Lalli; Ilpo,3,23,FBP Bygg & Produktion AB|Byggbolaget södermalm AB|FBP Stockholm AB
Byggcenter i Katrineholm AB,5567489074,3,56,Assargren; Hans Stefan,5,2,Byggcenter KFV Bygg & Service AB|Byggcenter i Katrineholm AB|Borrax Betonghåltagning AB|TB Estates AB|Borgüs Industrifastigheter AB
Byggcity Byggconsult AB,5568233430,4,50,Bohlin; Karl Anders Lars,6,25,Byggcity Byggconsult AB|Lars Bohlin Byggkonsult AB|Solarsyd AB|KUBFAST AB|Byggfiler i Sverige AB|Nubes AB
Byggdax MJJ AB,5565539524,2,54,Johnsson; Mats Jan,6,0,Byggdax MJJ AB|Stenungsund Bygg & Fastighet AB|MC-JOHNSSON; MATS JOHNSSON|MJ BYGGDAX|Byggdax Exceed Bygg & Fastighet AB|MJJ Holding AB
Byggdesign Norden AB,5567943658,2,36,Tholander; Mattias Olof David,1,1,Byggdesign Norden AB
ByggElit Wermland AB,5590616123,4,44,Kärnström; Anders Erik,1,0,ByggElit Wermland AB
Byggentreprenad i Mönsterås AB,5568231020,4,52,Larsson; Lars Tommy,2,1,Byggentreprenad i Mönsterås AB|Byggentreprenad Förvaltning i Mönsterås AB
Byggentreprenad Resurs Sverige AB,5590361696,2,39,Khodr; Hassan Bachir,9,6,Byggentreprenad Resurs Sverige AB|Riventreprenad Sverige AB|M&F E Sverige AB|Mark - Sten Entreprenad Sverige AB|Solution Team Sverige AB|Storage Solution Sverige AB|Cleaning Solution Syd AB|3T Sverige AB|Khodr Invest AB
Byggex Construction AB,5569692352,3,42,Jönsson; Ralph Stig Richard,1,1,Byggex Construction AB
Byggex Construction AB,5569692352,3,42,Malmström; Victor Tony,3,1,Byggex Construction AB|Bostadsrättsföreningen Bara 1|VM Service
Bygghyttan i Karlsborg Aktiebolag,5564511227,4,57,Kämpe; Karl Erik Gustav,2,1,Bygghyttan i Karlsborg Aktiebolag|Stenpiren AB
Byggjobbarna i Götaland AB,5568177793,3,51,Sanderheim; Camilla Josefin,2,1,Byggjobbarna i Götaland AB|Skövdes Sambo AB
Byggkompaniet i Västerås AB,5567370217,3,45,Steén; John Rickard,1,6,Byggkompaniet i Västerås AB
Byggkvalité Nyköping AB,5567819031,3,56,Eriksson; Nils Jonas,1,0,Byggkvalité Nyköping AB
Bygglaget Väst AB,5590614243,nan,nan,Bergqvist; Tobias Emanuel,2,5,Tuweo Bygg AB|Bostadsrättsföreningen Furulund i Ahlafors
ByggLigan AB,5567594774,2,52,Norburg; Nils Daniel Sverker,2,10,Alastor Press Bokförlag AB|ByggLigan AB
Byggmetropol Göteborg AB,5590993860,2,38,Alia; Bekim,11,7,Byggmetropol Göteborg AB|Bleon Bygg AB|Surte 4:105 AB|Surte 4:101 AB|LENAS Bostäder AB|cater consult Sverige AB|LENT 10 Handelsbolag|Gothia Team Fastigheter AB|Bilmetropol Göteborg AB|Byggmetropol Göteborg Holding AB|Lent 20 AB
Byggmästare Eric Gunnarsson Aktiebolag,5564764529,5,70,Eriksson; Lars Tommy Roland,2,1,Heléne Eriksson Hair and Makeup AB|Byggmästare Eric Gunnarsson Aktiebolag
Byggmästare Sjöö AB,5568028319,nan,nan,Sjöö; Anders Rune,1,1,Anders Sjöö AB
Byggnadsaktiebolaget A J Palmqvist,5569587826,3,61,Mattsson; Arne Lennart,2,1,Jonas Andre Bygg AB|Byggnadsaktiebolaget A J Palmqvist
Byggnads Aktiebolaget Algot Gustavsson,5563124394,2,51,Åkestam; Karin Astrid Birgitta,3,2,ChaCaCa AB|Byggnads Aktiebolaget Algot Gustavsson|KENBI MARKNADS TEAM HANDELSBOLAG
Byggnads Aktiebolaget Andersson & Baggman,5561336313,2,59,Andersson; Leif Pontus,7,8,Byggnads Aktiebolaget Andersson & Baggman|Kombinatet AB|Leif Andersson Byggkonstruktioner och             Frakt i Finspång Aktiebolag|Malia Konsult & Entreprenad AB|Malia Invest AB|Hotspot Innovate AB|Malia Holding AB
Byggnadsaktiebolaget Apelman & Son,5560871401,2,51,Apelman; Björn Ingemar,5,5,Byggnadsaktiebolaget Apelman & Son|Fastighetsaktiebolaget Silentz 2|Apelman Fastigheter AB|Granath Måleri AB|Apelman Holding AB
Byggnads Aktiebolaget Jarledal & Svensson,5561785535,3,63,Jarledal; Lars-Göran Karl,2,5,Byggnads Aktiebolaget Jarledal & Svensson|Jarlis Maskin Aktiebolag
Byggnadsaktiebolaget Libellen,5563413300,2,57,Johansson; Lars Ingvar Buster,3,7,V & P Kiro Friskvård AB|Byggnadsaktiebolaget Libellen|SVEDICA MONTAGE
Byggnadsaktiebolaget Per Wall,5566334420,nan,nan,Jonsson; Bertil Mikael,1,2,LM Alltjänst Handelsbolag
Byggnadsaktiebolaget Bröderna Gustafsson,5562076868,4,42,Gustavsson; Bo Sören,7,10,Fastighetsaktiebolaget Billy Gustafsson|Byggnadsaktiebolaget Bröderna Gustafsson|Fastighets AB Skärlagsängen|Gnesta Bygg Aktiebolag|Byggnadsaktiebolaget Runan|Billy Gustafsson Fastigheter AB|Bostadsrättsföreningen Skärlagsparken 2
Byggnadsaktiebolaget N.J. Andersson & Son,5560798299,3,65,Molinder; Karl Jonas Ivar,13,13,Fastighetsägarna GFR AB|Ivar Tegnander Fastighets AB|Kalmar Tenngjutaren 4 AB|Byggnadsaktiebolaget N.J. Andersson & Son|Jörgen Tegnanders Fastighets AB|Kalmar Tenngjutaren 3 AB|Kalmar Tenngjutaren 2 AB|Rednanget Fastigheter AB|Fastighetsägarna GFR Ek. för.|Neratuj AB|Grävbolaget i Kalmar Aktiebolag|Kalmar Tenngjutaren 1 AB|TEGNABO AB
Byggnadsautomation Gävleborg AB,5565276929,4,56,Nordlander; Per Erling,5,9,Byggnadsautomation Gävleborg AB|System Control And Design Application Group       in Sweden AB|Moldeo AB|Kylproduktion 2.0 AB|Krapao AB
ByggnadsAutomation i Växjö AB,5568795644,2,52,Johansson; Tore Mats Jörgen,2,0,ByggnadsAutomation i Växjö AB|ByggnadsAutomation i Växjö
Byggnadsfirma Karls & Svens Aktiebolag,5562015379,3,59,Svens; Per Olov,3,1,Karls & Svens Bygg AB|Dala Träfiberisolering AB|Byggnadsfirma Karls & Svens Aktiebolag
Byggnadsfirma Lundberg & Carlsson Aktiebolag,5561080796,4,39,Granlinger; Simon Arne,2,8,Byggnadsfirma Lundberg & Carlsson Aktiebolag|Simon & Andreas Fastigheter AB
Byggnadsfirma O Nilsson Aktiebolag,5564670379,4,38,Nilsson; Olof Christian,10,8,Byggnadsfirma O Nilsson Aktiebolag|Inova Assistans AB|Housing Gruppen Mälardalen AB|Boot Hostel AB|ODF Bygg AB|Rio Fastighetsutveckling AB|Mellandammen Holding AB|Emoll Invest AB|Bostadsrättsföreningen Fabrikören i Nacka|SalaHem AB
Byggnadsfirma Oscar H. Nord Aktiebolag,5560728502,7,51,Andersson; Johan Ove,9,0,Förvaltnings AB Lunden|Byggnadsfirma Oscar H. Nord Aktiebolag|Byggnadsaktiebolaget Karlsson & Wingesjö|K W Flyg AB|K W Holding AB|Byggnads Aktiebolaget Vrinnevi|Lunden Kapitalförvaltning AB|Saltskogs Fastighets Aktiebolag|Byggnadsaktiebolaget Tryckeriet
Byggnadsfirman Manfredsson & Johansson Aktiebolag,5560878364,4,52,Johansson; Lars Yngve Sören,1,2,Byggnadsfirman Manfredsson & Johansson Aktiebolag
Byggnadsfirman Sven Alvarsson Aktiebolag,5563266088,5,40,Jonsson; Henrik Per,4,0,Byggnadsfirman Sven Alvarsson Aktiebolag|Henrik Jonsson i Vetlanda AB|Jesper Bexell i Vetlanda AB|Alvarssons Eftr. AB
Byggnadshyttan Kalk & Bygg AB,5564144029,7,60,Boström; Kaj Björn Bertil,2,0,Byggnadshyttan Sverige Aktiebolag|Byggnadshyttan Kalk & Bygg AB
Byggnadsplåt i Jönköping AB,5569990434,3,51,Magnusson; Ulf Bernt,2,3,Byggnadsplåt i Jönköping AB|Byggnadsplåt i Jönköping Fastighets AB
Byggnadsverk i Sverige AB,5569101933,3,33,Jansson; Karl Tommy Lennart,2,3,Grymme|Byggnadsverk i Sverige AB
Byggnationer Rönström A Andersson i Söderhamn AB,5590733423,4,46,Andersson; Johan Anders,4,4,Byggnationer Rönström A Andersson i Söderhamn AB|Daniel Rönström Bygg AB|AVAT Holding AB|Rolf Persson Bygg Aktiebolag
Byggnor Närke AB,5568727555,4,44,Jansson; Anna Maria Cecilia,13,14,Byggnor Närke AB|Innobo Produktion AB|Innobo Consulting AB|IMA Jansson AB|EmRedo Ekonomikonsult AB|Fundator AB|Skogsleden i Köping AB|Innobo Markutveckling AB|Eken i Almby AB|Bostadsrättsföreningen Ekbacken 1|Franmi Förvaltning AB|Maskinuthyrning i Örebro AB|InnoBo i Örebro AB
Byggobjekt Syd AB,5566695598,2,47,Jönsson; Anders Fredrik,3,1,HATIMA Fastigheter AB|HATIMA AB|Byggobjekt Syd AB
Byggpojken AB,5565613519,2,44,Ajland; Kenth Mathias,5,3,Byggpojken AB|Kruthare AB|Ajland Group AB|Rakel AB|Ceramics Trading Sweden AB
Byggpolarna i Juoksengi Aktiebolag,5563234599,3,60,Higberg; Peter Vilhelm,3,1,Nya Älvgården AB|Byggpolarna i Juoksengi Aktiebolag|AllaNova ekonomisk förening
ByggPro Tyresö AB,5569221822,2,51,Fahlström; Olof Andreas,1,2,ByggPro Tyresö AB
Byggprofil i Stockholm Aktiebolag,5561773093,2,54,Andersson; Per Urban,3,3,Harald på Söder AB|Byggprofil i Stockholm Aktiebolag|Sjöstadens Snickeri Stockholm AB
Byggprojekt Olsson & Ström AB,5567273882,2,55,Paulsson; Anton Paul,2,0,Byggprojekt Olsson & Ström AB|Tryggeriet AB
ByggRakt Stockholm AB,5590453501,2,31,Hanna; Samuel,5,3,ByggRakt Stockholm AB|Luxbad AB|SKH Stockholm AB|Tassholmen AB|J.K Sverige Invest & Fastighet AB
Byggservice i Geijersholm Aktiebolag,5564801495,2,48,Andersson; Hans Morgan,1,1,Byggservice i Geijersholm Aktiebolag
Byggservice i Geijersholm Aktiebolag,5564801495,2,48,Andersson; Anette Katharina Rose M,2,5,Byggservice i Geijersholm Aktiebolag|Katharina Andersson Media
Byggsnabben Aktiebolag,5561352518,3,50,Sjöman; Peter Erik Johan,3,3,Byggsnabben i Uppsala AB|Byggsnabben Aktiebolag|Byggsnabben i Stockholm AB
BYGGSOLID SVERIGE AB,5569377590,4,39,Lundborg; Göran Carl Gustav Daniel,10,12,BYGGSOLID SVERIGE AB|Sandnell & Lundborg Sverige AB|Solida Fastigheter Sverige AB|SalongWhite AB|D.Lundborg Holding AB|Sandnell Holding AB|Solida Hem Sverige AB|Solida mellan 1 sverige AB|Solida Hem Sverige Förvaltning AB|Solida Hem Sverige Holding AB
Byggstark AB,5561874180,3,39,Stark; Lars Fredrik,3,1,Byggstark Fastighet & Konsult AB|Byggstark AB|Starktrek Enterprise AB
ByggSvensson i Sävsjö Aktiebolag,5563183507,3,60,Svensson; Bo Olof,1,3,ByggSvensson i Sävsjö Aktiebolag
BYGGSYSTEM STOCKHOLM AB,5590072566,2,55,Persson; Dick Erik Stefan,2,3,08 JR Byggsystem & Projektledning Stockholm AB|BYGGSYSTEM STOCKHOLM AB
Byggteamet Halland AB,5565727681,4,52,Andersson; Lars Benny,1,1,Byggteamet Halland AB
Byggtech i Stenungsund Aktiebolag,5566342662,2,54,Lindbäck; Olof Magnus,4,4,Byggtech i Stenungsund Aktiebolag|Maskinfast i Stenungsund AB|Accessorie Coach AB|AB Hallerna 145
Byggtjänsten Jämtland AB,5568134281,2,42,Eriksson; Per Cristian,3,3,Byggtjänsten Jämtland|Byggtjänsten Jämtland AB|Sidensvansen AB
Byggtrio i Borlänge AB,5566231725,3,61,Andersson; Per Anders,2,6,Byggnadsföreningen Sv.Byggnadsträ Avd.98          Semesterhem Älvbrinken u.p.a.|Byggtrio i Borlänge AB
Byggvän Aktiebolag,5562693712,3,54,Arnesson; Per Tomas,2,0,Thomas Arnesson Holding AB|Byggvän Aktiebolag
Bygg- och Reparationsfirma Lars Bergling          Aktiebolag,5562434919,3,37,Bergling; Lars Johan,1,2,Bygg- och Reparationsfirma Lars Bergling          Aktiebolag
Bygg- & Designgruppen BDG AB,5567059638,3,42,Eriksson; Johan Erik Ragnar,7,2,Bygg- & Designgruppen BDG AB|Bygg- & Designgruppen BDG Entreprenad AB|Bygg- & Designgruppen BDG service AB|Bygg- & Designgruppen BDG Elteknik AB|Väsby-Vik Fastighets AB|Lykta Produktion AB|Bygg- och Designgruppen BDG Holding AB
Bygg- & Markplanering i Mariefred AB,5563376200,2,57,Pilsetnek; Kristian,1,1,Bygg- & Markplanering i Mariefred AB
Bygg-Sven i Östervåla AB,5568457344,4,49,Pentler; Lars Martin,4,7,Bygg-Sven i Östervåla AB|Bygg-Sven i Östervåla Fastighets AB|Bygg-Sven i Östervåla Holding AB|Bostadsrättsförening Klippan
Bålsta Småstadsutveckling AB,5569640112,2,51,Altgenug; Roger Daniel,15,6,Bålsta Småstadsutveckling AB|Bista Mälarstad AB|Råby-Gärde Fastighetsförvaltning AB|RoA Fastigheter AB|Br A Fastigheter VBY AB|Br A Fastigheter Kommanditbolag|Br A Kapital AB|BR A Förvaltning AB|Bröderna Altgenug Fastigheter Handelsbolag|Väppeby Småstad 2 AB|Bostadsrättsföreningen Viby Lupin|R G Kapital AB|SiSe Hus AB|RoA Holding AB|HuHe Hus AB
Båstad Rör Aktiebolag,5561380584,4,62,Andersson; Ulf Ingemar,1,1,Båstad Rör Aktiebolag
Freezing Fiber AB,5565960738,3,50,Bäck; Pierre Morgan,10,4,Professional wireless Sverige AB|Freezing Fiber AB|Marktec Sweden AB|Kommanditbolag Bäckhuset|Trefas consulting Sverige AB|Bäckhuset AB|Bäck Service & Underhåll AB|Bäck Entreprenad AB|Bäck Holding AB|M Bäck Fastighetsförvaltning AB
Bäckaskogs Plåt AB,5566105473,2,45,Hansson Levin; Per Jonas Daniel,5,2,H - Construction AB|Bäckaskogs Plåt AB|H-Fasad AB|Hansson Levin Holding AB|H-L Invest Fastigheter AB
Bälinge Ventilation AB,5569569139,4,54,Bengtsson; Lars Reine,1,2,Bälinge Ventilation AB
Böj På Rakbit AB,5567396436,2,55,Carlsson; Thomas Lars-Åke,1,2,Böj På Rakbit AB
Böle Byggservice AB,5564705795,3,48,Norling; Jan Dick,3,2,Kanor AB|Lasse Nystedt Konsult AB|Böle Byggservice AB
Börje Johansson Bygg i Fåglum Aktiebolag,5562307727,3,50,Johansson; Karl Enar Börje,1,2,Börje Johansson Bygg i Fåglum Aktiebolag
Börje Johansson Bygg i Fåglum Aktiebolag,5562307727,3,50,Karelund; Björn Mathias,2,1,Börje Johansson Bygg i Fåglum Aktiebolag|Karelund Konsult AB
Böta Kvarn Construction AB,5590748611,nan,nan,Enggrön; Lars Robert,1,5,Enggröns Konsult AB
B-O Kranar Aktiebolag,5562080530,3,63,Eriksson; Bengt Örjan,4,7,Svärdsjöfastigheter AB|B-O Kranar Aktiebolag|Byggmästare Olle Eriksson; Handelsbolag|Linghedsfastigheter AB
B2 Entreprenad i Arboga AB,5567303770,2,50,Holm; Rickard Gustav,7,7,B2 Entreprenad i Arboga AB|Kemred AB|B4 i Arboga AB|R G Holm AB|Bygg Buddha Handelsbolag|RMG i Arboga AB|J E Holm AB
B&L Badrum och Bygg AB,5567912281,3,55,Backman; Bo Niklas,1,2,B&L Badrum och Bygg AB
C Skönnerud Bergarbeten AB,5568066830,2,67,Skönnerud; Christer Mikael,1,4,C Skönnerud Bergarbeten AB
C & R EL AB,5566318290,2,43,Hedengren Ramirez; Claudio Staffan,2,4,C & R EL AB|Bomber och Granater stockholm
C. Johansson Byggtjänst Aktiebolag,5564847308,3,57,Johansson; Claes Christer,14,22,Nynäs-Ösmo Holding AB|Nynäs-Ösmo Lastbilscentral AB|Andor Intressenter AB|Tykoflex AB|C. Johansson Byggtjänst Aktiebolag|Ideella föreningen Stockholms Byggmästarförening  med firma; Stockholms Byggmästareförening|Nynäshamn Fastighet AB|Skog och Trädgård Nynäshamn AB|Tykoflex Fastigheter Aktiebolag|Nynäs-Ösmo Entreprenad AB|Nynäs-Ösmo Produktion AB|Nynäs - Ösmo Fastighets AB|Nynäs-Ösmo Kalvö AB|NYÖS Förvaltnings AB
Cabletronic Aktiebolag,5563779627,2,56,Matthiessen; Johan Olof Bertil,5,16,Cabletronic Aktiebolag|Gula Väggen AB|Marknadskompaniet Sleipner Aktiebolag|HSB Bostadsrättsförening City i Täby|Jerta AB
Calculated pipes Sweden AB,5590347760,4,37,Olsson; Stefan Erik,1,0,Calculated pipes Sweden AB
Calculated pipes Sweden AB,5590347760,4,37,Nagy; Frank Rickard,1,0,Calculated pipes Sweden AB
Calleido Byggservice i Linköping AB,5564436433,7,58,Sterner; Nils Magnus Gustaf,2,3,Riksbyggen Bostadsrättsförening Vasalunden|Calleido Byggservice i Linköping AB
Calmarsunds H.E. Undertak AB,5568712300,3,54,Eklund; Anders Mikael,2,2,Calmarsunds H.E. Undertak AB|Eklunds Invest i Kalmar AB
BSF i Brömsebro Försäljning AB,5590773361,2,24,Minas; Björn Nikolaus Lennart,3,4,BSF i Brömsebro Försäljning AB|Smålands bygg o anläggning AB|Malmö Bil o emballage Kommanditbolag
Canova Elinstallationer AB,5590672332,3,45,Moen; Lars-Mickael,4,2,Molöf Bygg AB|Canova Elinstallationer AB|Elektropartner Nacka AB|Molöf Invest AB
Capella Bygg i Malmö AB,5564612900,2,57,Clas‚n; Lars Georg,2,4,Capella Bygg i Malmö AB|Patrik Clasén Invest AB
Captive Larm AB,5567210538,2,46,Norberg; Stig Lennart,11,73,Captive Larm AB|Northern Wind Ventures AB (publ)|Marvel Real Estate AB|Porthole Capital AB|Automobilaffären i Hässleholm AB|Blekinge Larmpartner AB|J. Friman Holding AB|Porthole Security Invest AB|Marvel Venture AB|Captive Larm Holding AB|STRADALE KOMMANDITBOLAG
Cardie Bygg AB,5590545470,2,60,Löfström; Erik Torbjörn,4,2,Cardie Bygg AB|ALerigo AB|ALerigo Music Production AB|Chainstream AB
Carel Nordic AB,5569118671,3,51,Valerin; Matteo,1,0,Carel Nordic AB
Carls Elektriska AB,5565419610,4,60,Sjöberg; Björn Håkan,4,6,Carl Hanssons Rör & Värme Aktiebolag|Carls Elektriska AB|ByggProjekt Eskilstuna AB|Bygg Projekt BPE AB
Carlsson & Berger Aktiebolag,5566992870,3,55,Hållgärde Carlsson; Carl Ulrik,2,4,C&B Örebro AB|Carlsson & Berger Aktiebolag
Carl-Philips VVS Aktiebolag,5561982074,2,63,Nilsson; Kenth Stefan,3,2,Aktiebolaget Centralvärme|Carl-Philips VVS Aktiebolag|Landskrona Installation Aktiebolag
Carowa Bygg AB,5590772884,3,53,Cargeling; Ulf Tage Roger,2,2,R Cargeling AB|Carowa Bygg AB
Carowa Bygg AB,5590772884,3,53,Rogefors; Per Ewert Marcus,2,0,Carowa Bygg AB|M Rogefors AB
Carpenter i Mälardalen AB,5567079156,4,52,Åhlin Bilalovic; Elma,10,15,Carpenter i Mälardalen Holding AB|Carpenter i Mälardalen AB|Carpenter Fastigheter Östra Nibble AB|Carpenter Skälby Fastigheter AB|Carpenter Fastigheter AB|Carpenter Industrifastigheter AB|Carpenter Fastigheter Fäbodvallen AB|Bostadsrättsföreningen Södra Källtorp 3|Carpenter Fastigheter Stenåldern AB|Carpenter Fastigheter Södra Källtorp AB
Categori Data AB,5565615118,4,47,Ferm; Erik Christer,3,3,E-M Ferm konsult i Sundbyberg AB|Categori Data Holding AB|Categori Data AB
CC Gruppen AB,5569535577,4,51,Philipsson; Lars Jörgen,1,1,CC Gruppen AB
CD Entreprenad AB,5564202082,nan,nan,Dalmans; Olov Christer,5,11,Törnäset Fastighets AB|CD Fastigheter AB|CD Rental AB|CD Motorsport i Malung AB|Christer Dalmans Holding Aktiebolag
Ce Sprinkler Aktiebolag,5561125617,3,39,Nilsson; Jim Ove,2,2,Ce Sprinkler Aktiebolag|Ce Sprinkler Invest AB
Cederlöfs Plattsättning Aktiebolag,5563443448,2,41,Berglind; Carl Fredrik,2,5,CFB Holding AB|Cederlöfs Plattsättning Aktiebolag
