company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
NP Måleri & Fastighetsservice i Västerort AB,5566285887,3,45,Engström; Björn Peter,5,3,NP Måleri & Fastighetsservice i Västerort AB|Malmstens Måleri och Färgsättning AB|Måleriföretagen i Stockholm Serviceaktiebolag|Engströms Förvaltning AB
Tekno-Bygg i Stockholm AB,5565444113,3,41,Åström; Robert Lars,3,1,Grås Invest AB|Tekno-Bygg i Stockholm AB|GRÅS AB
Habitek Utemiljö AB,5565370052,3,53,Sandelius; Johan Anders,10,18,Aktiebolaget POM Sandelius|Habitek Byggentreprenad AB|Habitek Utemiljö AB|Ideella föreningen Stockholms Byggmästarförening  med firma; Stockholms Byggmästareförening|Habitek Förvaltning AB|Stall Fågelsjö Handelsbolag|Stall Mollica Handelsbolag|Habitek Fastigheter AB|Habitek Invest AB|Stenhamra Gård AB
Varpans Bygg AB,5563888782,2,41,Windahl; Fredrik Ingemar,1,4,Varpans Bygg AB
Structor Projektutveckling AB,5566360037,6,53,Näslund; Leif Harald,2,4,Structor Projektutveckling AB|Skillingegården AB
Stockholms formbyggare AB,5568004948,5,43,Rågmo; Erik Mikael Patrik,3,2,Stockholms formbyggare AB|Mtr3 invest AB|H.E.L.P by smine kommanditbolag
Svea Fönster AB,5567745566,3,51,Hasselsten; Björn Peter,6,10,Svea Fönster AB|DS Håltagning AB|Fönst AB|Väsby Redovisning AB|BE Förvaltning AB|LIPEERHA Investments AB
SME Södertörns Miljöenergi Aktiebolag,5561725804,2,50,Johansson; Patrik Gunnar,10,1,SME Södertörns Miljöenergi Aktiebolag|PG's Maskin AB|PG Roads AB|Metu Konsult AB|Funem AB|Diesel Doris AB|Väg-O-Hyra AB|Nacka Spräck & Sprängning AB|Heylin AB|Haninge Asfalt AB
Ognio Mur Aktiebolag,5564736170,3,58,Siegl; Klas Toni Rickard,1,0,Ognio Mur Aktiebolag
SOREX Entreprenad AB,5564339959,2,41,Sörman; Martin Kjell,3,2,MKS Fastigheter AB|SOREX Entreprenad AB|MKS Förvaltning AB
Rörcompaniet AB,5568148166,3,53,Sundin; John Tomas,1,1,Rörcompaniet AB
Lehto Sverige AB,5591206411,3,53,Perslund; Stig Thomas,4,142,Lehto Sverige AB|Perslund Management AB|Lehto Säby Holding AB|Ekilla Holding AB
Stockholms Plattsättnings Aktiebolag,5562329473,4,49,Zettergren; Conny Börje,9,4,Stockholms Platt-bolagen Förvaltning AB|Stockholms Plattsättningsentreprenader Aktiebolag|Standart bygg & platt AB|Stockholms Plattsättnings Aktiebolag|Byggkeramikrådet Aktiebolag|Stockholms Platt Kakelförsäljning AB|Stockholms Platt; Bygg & Fastighetsservice AB|Stockholms Söderort Platt AB|Rätt Sten Bostad AB
KSS Klimat- & Styrsystem Aktiebolag,5565221255,3,44,Almér; Björn Jonas,2,2,KSS Klimat & Styrsystem AB Uppsala|KSS Klimat- & Styrsystem Aktiebolag
VVS-METODER Stockholm AB,5563113231,6,49,Lindberg; Lars Anders,1,6,VVS-METODER Stockholm AB
MBA Entreprenad i Täby AB,5564368271,2,62,Blomster; Per Svante,16,16,MBA Entreprenad i Täby AB|Blomster MBA Förvaltning i Täby AB|Denita Fastighetsutveckling AB|Abilion Medical Systems AB|MBA Berga 6:550 Holding AB|SSB Entreprenad i Täby AB|Näsbypark Bostads Holding AB|Bostadsrättsföreningen Draknästet|MBA Berga 13:1 Holding AB|Bergabågen Holding i Åkersberga AB|MBA Mark & Invest i Täby AB|SSB Invest AB|MBA Portik etapp 2 i Åkersberga Holding AB|Näsbypark Bostads AB|MBA Drakhöjden Åkersberga Holding AB|MBA Hacksta 1:20 Holding AB
Property Partner Nordic AB,5567393847,2,62,Gärdebrant; Marcus,10,20,Property Partner Nordic AB|Batir AB|Property Partner Nordic Projektledning AB|Grönfix AB|Valborg Fastigheter AB|Property Partner Nordic Energilösningar AB|SF Struktur 2 AB|SF Struktur 4 AB|Batir Holding AB|Kevlar Kapital AB
Roslagens Byggnadsentreprenad AB,5567497036,5,54,Rensvik; Kent Owe,9,23,Roslagens Byggnadsentreprenad AB|Nestor Exploatering AB|Rensviks ByggBolag AB|Stjärnan Exploatering AB|Roslagens Byggnadsentreprenad Holding AB|Roslagens Exploaterings AB|Roslagens Byggnadsentreprenad Invest AB|Håsta 1 AB|Rensvik Holding Aktiebolag
JPC Entreprenad AB,5568285232,5,57,Norberg; Harry Allan Edvin,2,14,Resab förvaltning AB|JPC Entreprenad AB
Klimatsystem i Stockholm AB,5566222245,2,54,Falge; Lars Bo,6,2,Klimatsystem i Stockholm AB|Skrubbatriangeln Fastigheter AB|Montagegruppen i Stockholm AB|KN Drift och Förvaltning AB|Klimatsystem i Tyresö AB|Energi och Fastighetsteknik i Tyresö
Sandå Stockholm AB,5560592304,2,56,Lundberg; Jörgen Mathias,1,1,Sandå Stockholm AB
Nator AB,5569690257,4,48,Schmidt; Erik Jonas,5,12,Nator AB|Villa Ed inredning AB|Villa Ed AB|Båtbyggartorp Holding AB|Nator P AB
Katako Aktiebolag,5562193127,3,53,Ljungkvist; Lennart Mikael,6,8,Akustikbyggarna Sverige AB|Interoc Akustik AB|Katako Aktiebolag|Ceiling Distribution Center Group Scandinavia AB|SLS Montage i Göteborg AB|CDC Lighting AB
Aktiebolaget Täby Rör,5560905290,3,53,Landgren; Mats Stefan,1,1,Aktiebolaget Täby Rör
Lindberg Stenberg Arkitekter Aktiebolag,5562506609,6,62,Hofvander; Nils Olof,4,16,Lindberg Stenberg Arkitekter Aktiebolag|Hofvander & Partners Aktiebolag|Hofvander Consulting|Lindberg Stenberg Utveckling AB
Lindberg Stenberg Arkitekter Aktiebolag,5562506609,6,62,Carlsson; Mats Göran,4,1,Lindberg Stenberg Arkitekter Aktiebolag|VISION & FASON ARKITEKTER HANDELSBOLAG|Eva Bratell AB|Lindberg Stenberg Utveckling AB
Equator Stockholm AB,5560640616,6,50,Valencia Abrego; Raul Ernesto,4,1,Equator Stockholm AB|Bostadsrättsföreningen Utkiken|Bostadsrättsföreningen Martallen|Bostadsrättsföreningen Majvivan
Equator Stockholm AB,5560640616,6,50,Karlsson; Annica Josefine,15,5,Equator Stockholm AB|Portiken Aktiebolag|Kronhaga Strand Utveckling AB|Equator Fastighetsutveckling AB|Equator European Network AB|Kronhaga Strand Bygg AB|Equator Plus AB|KSU 2 AB|Equator Fastighetsutveckling Holding AB|KSU 1 AB|KSU Fastighet 1 AB|KSU 4 AB|KSU Fastighets 3 AB|KSU Fastighet 2 AB|KSU 3 AB
Portiken Aktiebolag,5562336841,5,59,Karlsson; Annica Josefine,15,5,Equator Stockholm AB|Portiken Aktiebolag|Kronhaga Strand Utveckling AB|Equator Fastighetsutveckling AB|Equator European Network AB|Kronhaga Strand Bygg AB|Equator Plus AB|KSU 2 AB|Equator Fastighetsutveckling Holding AB|KSU 1 AB|KSU Fastighet 1 AB|KSU 4 AB|KSU Fastighets 3 AB|KSU Fastighet 2 AB|KSU 3 AB
LTP Säkerhetsteknik AB,5569938326,2,45,Holmgren Holmsten; David Erik Tobias,3,0,Intelligent Brands AB|Blomberg och Holmsten AB|LTP Säkerhetsteknik AB
Aircano AB,5563070829,5,42,Strömberg; Niklas Patrik,1,0,Aircano AB
Lindhov Bygg Aktiebolag,5563001733,2,50,Rosberg; Björn Sven Mattias,3,10,Mattias Rosberg Projekt och Design AB|Lindhov Bygg Aktiebolag|Mattias Rosberg Design
Rockstore Engineering Aktiebolag,5562074640,6,49,Knutsson; Hans Krister,2,4,Rockstore Förvaltnings AB|Rockstore Engineering Aktiebolag
Torpheimer i Stockholm AB,5569343683,2,48,Tillfeldt Retsler; Hans Daniel,1,2,Torpheimer i Stockholm AB
Structor Mark Stockholm AB,5566246855,6,53,Lundin; Hans Ingvar,1,2,Structor Mark Stockholm AB
N19 Bygg AB,5591825988,3,50,Holsti; Andreas Pehr Olof,2,1,N19 Bygg AB|W47 fastighetskonsult AB
Bold Stockholm AB,5568233216,2,50,af Sandeberg; Carl-Fredrik M G D,2,7,Bold Stockholm AB|AFS Fastighetsutveckling AB
Svenska Väg Aktiebolag,5561033001,3,63,Elofsson; Anders Magnus,4,12,Svenska Väg Aktiebolag|Asfalt i Kungsängen AB|Elofsson Construction Company Aktiebolag E.C.C|Avsked Aktiebolag
StorStockholms Farmartjänst Aktiebolag,5565654570,3,41,Olsson; Mikael Valentin,6,5,StorStockholms Farmartjänst Aktiebolag|Hyresprinsen AB|Miljökungen Aktiebolag|Tony Olsson Fastighets AB|Travprinsessan AB|Tony Olsson Holding AB
OSS Nordic AB,5591006001,5,58,Helldin; Anna Margaretha,6,3,Göte Claessons Transport AB|OSS Nordic AB|G Claessons Fastighets AB|Bjurbäcksvägen Fastighets AB|Helldin Consulting AB|Bostadsrättsföreningen Nya Hemmet
Roslagens MarkEntreprenad AB,5568371198,2,43,Wallin; Peter Johan,9,3,Roslagens MarkEntreprenad AB|Hårnacka Exploatering AB|Rmeab Maskiner AB|Solsidan Holding AB|Roslagens Holding AB|Solbacka Mitt AB|Sundsviks Exploatering AB|Lindholmen Bostadsexploatering AB|Roslagens MarkEntreprenad Holding AB
AB Kuggholmengruppen,5566805726,3,51,Sköld; Jan Ivar,1,12,AB Kuggholmengruppen
Bysmeden Lås Aktiebolag,5564887767,2,52,Eriksson; John Pierre Matthias,10,18,Aktiebolaget Byggbeslag|Bysmeden Lås Aktiebolag|Lås och Säkerhetscenter i Uppsala AB|Lås o Nycklar i Linköping Aktiebolag|Lås & Nyckel i Luleå AB|Låskedjan i Umeå AB|Halmstad Låsservice Aktiebolag|Östersunds Låstjänst Aktiebolag|AB Byggbeslag Lås & Säkerhet|Melida AB
Infragross i Sverige AB,5568156870,3,43,Bogfelt; Olof Joakim,7,14,Bogfelts Holding AB|Bogfelts Installationer och Entreprenad AB|Infragross i Sverige AB|Motivex Invest AB|Ljuspoolen i Kumla AB|Gunborg Capital i Stockholm AB|Sixten Capital AB
Konsultgruppen Röda Tråden Aktiebolag,5565016671,7,56,Kollström; Sten Ove,6,10,Konsultgruppen Röda Tråden Aktiebolag|Lanolia Städ & Service AB|Active Consult i Gnesta AB|Partner Invest Holding i Gnesta AB|Tekniska Konsultbyrån i Gnesta AB|RT Sverige Ekonomisk förening
Trafikia AB,5569614521,3,46,Hagström; Mats Göte,3,1,Sensebit AB|Trafikia AB|HSB Bostadsrättsförening Björnö i Stockholm
LH Electronic Alarm Aktiebolag,5562967355,2,44,Söderlund; Victor Robert,1,0,LH Electronic Alarm Aktiebolag
CONPAL AB,5566701917,3,59,Apak; Mehmet,5,15,CONPAL AB|Conpal Konsult AB|Apak Konsult Aktiebolag|Dilan Produktion AB|Conpal Svinningehöjden AB
Mercury Engineering Sweden AB,5569663098,5,44,Vaughan; Eoin Paul,1,1,Mercury Engineering Sweden AB
MESAB Bygg AB,5569706186,3,42,Danishmand; Medi,2,9,MESAB Bygg AB|Landan Konsult AB
Årsta Berg & Bygg Aktiebolag,5563394666,3,56,Goliats; Pier Rikard,3,4,Årsta Berg & Bygg Aktiebolag|Olofsson & Goliats Aktiebolag|Rockab Engineering
Årsta Berg & Bygg Aktiebolag,5563394666,3,56,Olofsson; Curth Hugo Henrik,2,4,Årsta Berg & Bygg Aktiebolag|Olofsson & Goliats Aktiebolag
Årsta Berg & Bygg Aktiebolag,5563394666,3,56,Garpedal; Fredrik,2,2,Årsta Berg & Bygg Aktiebolag|InStance AB
Lövhagen Mark & Trädgård i Upplands Väsby AB,5564305331,2,50,Lagerström; Karin Maria,9,2,Karstebo Invest Aktiebolag|Pahlén AB|Lövhagen Mark & Trädgård i Upplands Väsby AB|Vikingsoda AB|Raines Mark & Trädgårdstjänst Aktiebolag|Lövhagen UWS AB|Pahlen Fastigheter AB|Pahlén Intressenter AB|Karedwina AB
LEJA Entreprenad AB,5569682320,7,64,Alterius Olsson; Johan-Erik,11,15,ÅFA Aktiebolag|SpångaMälarö Holding AB|LEJA Schakt och Transport AB|LEJA Entreprenad AB|LEJA Åkeri AB|AB Mälaröåkarna|Furudal 3 i Stockholm AB|SpångaMälarö Fastighets AB|Storstockholms Transport Aktiebolag|SpångaMälarö Förvaltning AB|Leja Fastigheter AB
J. Wretvall Rörservice AB,5565480299,4,51,Eriksson; Mårten Erik,4,3,J. Wretvall Rörservice AB|MULLINER AB|G-4Space AB|G-4Galaxy AB
Lefa-Mark Aktiebolag,5563837771,4,47,Berg; Staffan,2,4,Lefa-Mark Aktiebolag|Mountain Future Holding AB
Team Guardab i Sverige AB,5562899244,4,45,Nilsson; Daniel Thomas,2,3,D Nilsson Fastighets AB|Team Guardab i Sverige AB
Team Guardab i Sverige AB,5562899244,4,45,Tzelidis; Andreas Johan Daniel,1,8,Team Guardab i Sverige AB
Gatun Arkitekter AB,5565120515,7,46,Leinonen; Ari Eino,4,6,Gatun Arkitekter AB|SSARK Maltbryggeri AB|Veikko AB|Gatun Intressenter AB
Byggnadsfirman Erik Wallin Aktiebolag,5560821166,4,52,Wallin; Karl Jesper,17,36,Byggnadsfirman Erik Wallin Aktiebolag|Wallin Bostadsutveckling AB|Byggnadsfirman Erik Wallin Invest AB|WBU ägarbolag 5 AB|WBU ägarbolag 2 AB|WBU ägarbolag 1 AB|Wallin Bostadsutveckling Holding AB|WBU ägarbolag 8 AB|WBU ägarbolag 6 AB|WBU ägarbolag 7 AB|WBU ägarbolag 4 AB|Projektbolag Årstafältet AB|WBU ägarbolag 3 AB|Projektbolag Oxford AB|AB Frontonen|WBU ägarbolag 9 AB|Projektbolag Hammarbyhöjden AB
Robust Hyrställning Sverige AB,5591086185,3,49,Notlund; Paul Tomas,3,15,Robust Hyrställning Sverige AB|NOTOM Kommunikation AB|STARK Hyrställningar i Sverige AB
Nordic Blooc AB,5568534738,3,49,Gustavsson; Stefan Karl Gunnar,5,3,Nordic Blooc AB|Blooc AB|Bokningsservice i Sverige AB|Bostadsrättsföreningen Havsfrun 15|Sevda Mercil AB
Hedström & Taube Projektledning Aktiebolag,5565184602,4,55,Rondin; Dag Jonas Tage,7,9,Hedström & Taube Projektledning Aktiebolag|Improvement Byggekonomi AB|Improvement design i Stockholm AB|Improvement Miljö i Stockholm AB|Improvement Projektledning i Stockholm AB|Future Improvement i Stockholm AB|Dirigent Projektledning Handelsbolag
COPUNO SWEDEN AB,5569586307,3,52,Ojeda Pastoret; Francesc,1,3,COPUNO SWEDEN AB
bk beräkningskonsulter AB,5566196969,5,51,Synnerholm; Åsa Birgitta,3,4,Bostadsrättsföreningen Mullvaden Första 20|bk beräkningskonsulter AB|Octaed beräkningskonsulter AB
bk beräkningskonsulter AB,5566196969,5,51,Anderberg; Per Johan Magnus,2,7,Octaed beräkningskonsulter AB|bk beräkningskonsulter AB
Yxlö Mark & Grund AB,5567406573,2,42,Larsson; Anders Edvin,3,7,Yxlö mark o Grund Handelsbolag|Yxlö Mark & Grund AB|Johannesdals Jordbruk Handelsbolag
KI Rör AB,5568209034,2,55,Ekberg; Karl Ivan Alexander,4,10,KI Rör AB|GELEK Fastighets AB|K.I.A.E. Invest AB|WebQlick AB
Mysec Sweden AB,5566107354,3,51,Hedlund; Anders Toste,6,12,Mysec Sweden AB|Larmator Aktiebolag|Maerwine AB|EH Active Consulting AB|SEC Management AB|T Hedlund Holding AB
Tid Plats Färdigt Bygg i Stockholm AB,5566767124,3,37,Öberg; Gianni Sven Gustav,10,6,Tid Plats Färdigt Bygg i Stockholm AB|Bruksgatan Nykvarn Försäljning AB|Terranix AB|TPF-G46 BYGG AB|Bostadsrättsföreningen Haninge Vendelsö 3:442|Boniatpf fastigheter AB|Tid Plats Färdigt Bygg i Stockholm Holding AB|Spolteknik i Stockholm AB|Bruksgatan Nykvarn JV AB|Bruksgatan Nykvarn Holding AB
B&B Bro & Betong Projektledning AB,5564478641,4,44,Tengblad; Lars Magnus,2,5,B&B Bro & Betong Projektledning AB|B&B Bro & Betong Holding AB
Malmstens Måleri och Färgsättning AB,5565729596,3,48,Malmsten; Jan Erik,7,10,Bröderna Siljendahl Måleri Aktiebolag|Malmstens Måleri och Färgsättning AB|W.Malmstens Bygg AB|Malmsten & Klang Förvaltnings Handelsbolag|Bostadsrättsförening Fjällbranten|Backmalm Holding AB|J Malmsten Holding AB
M3 Installation AB,5566202544,5,59,Ring; Lars Björn,1,1,M3 Installation AB
H&MV Engineering Sverige AB,5590709365,4,46,Stokes; John Paul,1,2,H&MV Engineering Sverige AB
Building Green in Sweden AB,5567977789,13,49,Werner Flyborg; Charlotta E B,1,1,Building Green in Sweden AB
ThelAndersson Bygg och Måleri AB,5567664601,3,57,Thelander; Peter Magnus,14,9,ThelAndersson Bygg och Måleri AB|Thelandersson tomter AB|ThelAndersson Fastighets AB|Thelandersson bostäder AB|Roslagens hyrcenter AB|Thelandersson Industrifastigheter AB|Pinja Bygg & Fastighets Aktiebolag|Thelandersson Lodge AB|Thelandersson Börjevägen 3 AB|Thelandersson specialfastigheter AB|Thelandersson söderbyhus AB|Thelandersson Förvaltning AB|Bostadsrättsföreningen Dalarnas Längsta|Thelandersson Holding AB
Vega Måleri AB,5563177624,5,58,Falstad; Lars Ragnar Mikael,2,0,Vega Måleri AB|Vega Fastigheter AB
SMW Elevator AB,5567291074,3,44,Bergstedt; Carl Rickard Lars,2,2,RITHE E&E Solutions AB|SMW Elevator AB
Nordisol Akustik Stockholm Aktiebolag,5563096337,3,45,Oscarsson; Mats Bertil,5,5,Nordisol Akustik Stockholm Aktiebolag|Fastighetsbolaget Lon Handelsbolag                Oscarsson - Nordahl|Samsop AB|Oscnord AB|WON Invest AB
Tello Service Partner AB,5567168744,3,46,Bergman; Emil Daniel Augusto,3,7,Northern Airlines AB|Tello Service Partner AB|TELLO CAPITAL AB
Mods Graphic Studio Aktiebolag,5565058574,3,54,Almstedt; Lars Daniel,1,2,Mods Graphic Studio Aktiebolag
Sickla Låsteknik AB,5566316591,2,44,Norrman; Lars Krister,5,8,Sickla Låsteknik AB|Haninge Lås AB|Låskomfort AB|Krister Norrman AB|Bostadsrättsföreningen Fjällstigen 78
Mälardalen Construction Service AB,5566081997,4,51,Bäckström; Kurt Niclas,9,8,Team Bäckström AB|Bäckström Anläggning Aktiebolag|Bäckström Stockholm Aktiebolag|Mälardalen Construction Service AB|Åse Bäckström Consulting AB|N.J Bäckström Compani Aktiebolag|Mälardalens Markförädling AB|TB Fastighetsutveckling AB|TB Miljöförvaltning AB
Sören Lundgren Byggkonsult Aktiebolag,5562641836,5,51,Harlin; Lars Anders,18,50,Credentia AB|Sören Lundgren Byggkonsult Aktiebolag|ALH BYGGKONSULT|Bostadsrättsföreningen Spinna|Bostadsrättsföreningen Nor i Täby Park|Bostadsrättsföreningen Forma Porslinsfabriken|Bostadsrättsförening Fyrtornet Dalénum|Bostadsrättsföreningen Uppleva|Bostadsrättsföreningen Parklinden i Söderdalen|Bostadsrättsföreningen Trivas i Årstahusen|Sören Lundgren Byggkonsult Intressenter AB|Bostadsrättsföreningen Upptäcka|Bostadsrättsföreningen Bofinken i Kallhäll|Bostadsrättsföreningen Ryttarstugan Västra|Bostadsrättsföreningen Periskopet Dalénum|Furuparken Fastigheter AB|Bostadsrättsföreningen Färga Porslinsfabriken|Bostadsrättsföreningen Väva i Hammarby Sjöstad
Nikkarit AB,5566980636,3,27,Broström; Jens Sebastian,1,0,Nikkarit AB
Aktiebolaget Enebybergs Plåtslageri,5561952614,4,56,Thyberg; Lars Christer,4,8,Aktiebolaget Enebybergs Plåtslageri|Aluminium Land AB|Plåtpartnergruppen Service Sverige AB|Thyberg & Öberg Förvaltning AB
STHLM ByggAlliance AB,5568522352,2,36,Osin; Ilya,5,1,STHLM ByggAlliance AB|SEVER Consulting AB|MedPro Sverige AB|Swesan AB|BLAGO Holding AB
P O Erikssons Rör Aktiebolag,5562668193,4,51,Eriksson; Per Olof,2,1,Fastighetsaktiebolaget Pullser|P O Erikssons Rör Aktiebolag
Elinder&Sten Arkitekter AB,5568865256,6,52,Elinder; Christian Gunnar Erik,2,2,Elinder & Sten Holding AB|Elinder&Sten Arkitekter AB
V Fasad AB,5568611924,4,42,Karlsson; Stefan Sven-Erik,7,31,STARK Fasadrenovering i Sverige AB|Mälardalens Mur och Puts AB|Valbo Fasad Entreprenad AB|Robust Hyrställning Sverige AB|V Fasad AB|STARK Hyrställningar i Sverige AB|Stefan Karlsson Konsult & Fastighets AB
Erfator Projektledning AB,5564017795,3,57,Klockare; Sven Matti,8,14,Bravida Sverige AB|ABEKA El & Kraftanläggningar Aktiebolag|Bravida Säkerhet Aktiebolag|SystemHouse Solutions AB|Erfator Projektledning AB|Kylteknik i Bohuslän AB|SanTek Kameraövervakning AB|Sprinklerinstallationer Sverige AB
Ljus & Kraft Installationer Lidingö               Aktiebolag,5564815974,4,63,Hybinette; Mats-Erik,1,1,Ljus & Kraft Installationer Lidingö               Aktiebolag
SREV AB,5568991243,3,42,Rinaldo; Peter Mikael,4,2,SREV AB|SREV Förvaltning AB|SREV Maskin AB|Fastighetsbolaget Gransta 17 AB
SREV AB,5568991243,3,42,Silfverberg; Niklas,4,5,SREV AB|SREV Förvaltning AB|SREV Maskin AB|Fastighetsbolaget Gransta 17 AB
Sterco Ventilation & Fastighetsunderhåll AB,5568465289,2,35,Schelander; Stefan Conny Erik,2,3,Sterco Ventilation & Fastighetsunderhåll AB|Sterco Holding AB
Proplatt Stockholm AB,5569416182,2,40,Hofstedt; Nils Joakim,5,2,Proplatt Stockholm AB|KiHo AB|Kitanovic Holding Tyresö AB|Best Invest Stockholm AB|Bäst i spets AB
Proline Nord AB,5569146706,3,49,Nilsson; Per Olof Bertil,1,2,Proline Nord AB
TQI Consult VVS AB,5565806196,3,50,Thunvall; Bo Kenneth,8,13,Gustavsberg Rörsystem AB|TQI Stockholm AB|TQI Consult VVS AB|TQI Consult Aktiebolag|API-Teknik Aktiebolag|TQI Consult Väst AB|TQI Projekt AB|Fotbollsajten Scandinavia Aktiebolag
Superfront AB,5569110892,3,47,Born; Monica Elisabet,3,5,Mick Born Studios AB|Superfront Holding AB|Superfront AB
Mod:g construct AB,5569309833,5,48,Liljestrand; Johan Olof,3,1,Liljestrands Händer AB|Mod:g construct AB|Mod:group Holding AB
Mod:g construct AB,5569309833,5,48,Hebrand; David Magnus,5,14,Mod:group Holding AB|Mod:g construct AB|Mod:g Service AB|Mod:g develop AB|Dilectis AB
Great Security Mekanik Stockholm AB,5560994450,4,52,Holmberg; Lejf Kenneth,3,14,Great Security Mekanik Stockholm AB|Pricks Fastigheter AB|Lock Holding AB
Olsson Berglin AB,5591124846,4,38,Olsson; Mattias Sigvard,3,1,Olsson Berglin Maskinuthyrning AB|SMOCON AB|Olsson Berglin AB
