company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Lundblads Golv AB,5560974767,3,52,Berggren; Jan Mikael,3,0,Lundblads Golv i Västervik AB|Lundblads Golv AB|Lundblads Måleri Aktiebolag
Conservator Fuktreducering Svenska Aktiebolag,5563231421,4,61,Gustafsson; Eva Astrid Elisabeth,3,0,Ideella föreningen Föreningen Energieffektiva     Byggnader i Sydost med företagsnamn Föreningen|Conservator Fuktreducering Svenska Aktiebolag|Tregus Handelsbolag
Lars Aldorssons Bygg AB,5569654774,2,40,Aldorsson; Lars Sven Bertil,2,1,Snickar'n i Oskarshamn AB|Lars Aldorssons Bygg AB
Kronståhl & Juhlin Måleri AB,5567044325,2,53,Juhlin; Leif Mikael,1,0,Kronståhl & Juhlin Måleri AB
Västerviks RÖR AB,5566585336,4,51,Hermansson; Bengt Stefan,1,1,Västerviks RÖR AB
Strandabyggen Aktiebolag,5562555283,2,46,Petersson; Mats Stig-Olof,2,0,Nateviks Aktiebolag|Strandabyggen Aktiebolag
Oves Byggnadsplåtslageri AB,5566686837,2,50,Karlsson; Johan Ove Fredrik,1,0,Oves Byggnadsplåtslageri AB
S.H.E. Service-Huset Elektronik och               Satellit Aktiebolag,5563275535,4,53,Andersson; Carl Philip,1,2,S.H.E. Service-Huset Elektronik och               Satellit Aktiebolag
LJ RÖRTEKNIK I TORSÅS AB,5569406878,3,58,Nicklasson; Lars Georg,3,0,Djursvik Holding AB|Djursviks Fastigheter AB|LJ RÖRTEKNIK I TORSÅS AB
LJ RÖRTEKNIK I TORSÅS AB,5569406878,3,58,Georgsson; Jonas Mikael,3,0,Djursvik Holding AB|Djursviks Fastigheter AB|LJ RÖRTEKNIK I TORSÅS AB
Målilla Måleri Aktiebolag,5561951681,2,52,Matinlassi; Jari Juhani,4,2,Målilla Måleri Aktiebolag|Målilla Fastigheter AB|Jari Matinlassi Holding AB|Jennifers Hårfix
Rör-Karlsson Kyl AB,5567866107,4,49,Eriksson; Bo Nils-Åke,1,2,Rör-Karlsson Kyl AB
Perssons bygg & ställnings AB,5568499809,2,54,Persson; Lars Erik Peter,1,3,Perssons bygg & ställnings AB
B & W Betongborrning Aktiebolag,5564580883,3,42,Larsson; Lars Emil,3,2,Möre Riv & Sanering AB|B & W Betongborrning Aktiebolag|E.L. Betonghåltagning AB
Montageservice i Kalmar AB,5567111942,2,42,Lindberg; Cristopher Micael,3,1,Montageservice i Kalmar AB|OpenUp AB|CONL AB
Mats Dahlström Arkitektkontor Aktiebolag,5565006037,2,61,Dahlström; Mats Ingvar Lennart,1,1,Mats Dahlström Arkitektkontor Aktiebolag
StenStures Måleri AB,5567240253,3,52,Duveskog; Carl Jonas Roger,25,33,Hagblomgruppen Förvaltnings AB|Hagblomgruppen AB|Hagbloms Golv AB|Hagbloms Måleri i Kalmar Aktiebolag|Hagbloms Färghandel Aktiebolag|Gullins Måleri och Golv AB|Herb. Hagblom Aktiebolag|AB Sture Larssons Måleri|Bengt Stenberg Måleri i Jönköping Aktiebolag|Hagbloms Måleri Aktiebolag|Lundblads Måleri Aktiebolag|A Måleri & Golv i Uppland AB|NMB Måleribolag i Norrköping AB|Harryssons Golv och Måleri AB|Falköpings Måleri Aktiebolag|Måleribolaget i Östergötland AB|Lundblads Golv AB|Bengt Stenberg Måleri i Östhammar Aktiebolag|Måleribolaget i Karlshamn AB|Lundblads Golv i Västervik AB|Jämshögs Måleri Aktiebolag|StenStures Måleri AB|Hagbloms Marint Måleri AB|Hagbloms Glasmästeri AB|CH Fastigheter i Växjö Aktiebolag
Crilles VVS & Värmepumpsteknik AB,5590902085,4,47,Barman; Christian Tord Johan,1,0,Crilles VVS & Värmepumpsteknik AB
Crilles VVS & Värmepumpsteknik AB,5590902085,4,47,Barman; Anna Sofia Helén,2,5,Crilles VVS & Värmepumpsteknik AB|1 Insteg Sverige AB
Markisservice Sydost AB,5569404782,3,41,Engström; Marcus Gunnar Arne,9,9,Hitta Rätt i Ålem AB|Hitta Rätt AB|Markisservice Sydost AB|Solskyddarna i Karlskrona AB|QA Torsåsstationen Aktiebolag|Lilla Strand AB|Del Engström Fastigheter AB|Hitta Rätt Invest AB|Timmernabben Fastigheter AB
SLD - Scandinavian Leak Detection AB,5569172744,2,47,Hennermark; Daniel,1,1,SLD - Scandinavian Leak Detection AB
Nordpolen energi AB,5591733653,3,38,Anaje; Alexander,2,3,Anaje Consulting AB|Nordpolen energi AB
Atrio Arkitekter Västervik Aktiebolag,5560840885,4,74,Bohlin; Birger Leif-Åke,4,5,Lokalfastighet i Mjölby AB|Atrio Arkitekter Västervik Aktiebolag|Bygg & Data Projektering i Mjölby Aktiebolag|Ingeniörsbyrån VVS Konsult i Västervik AB
Maskinteknik i Kalmar AB,5566302823,3,46,Ericsson; Glen Joachim,1,1,Maskinteknik i Kalmar AB
CBAL Bygg AB,5590570791,2,37,Lind; Dan Per Anders,1,4,CBAL Bygg AB
Elfirman Kalmar-Öland AB,5567557748,4,42,Hesselmark; Tomas Karl Gustav,1,2,Elfirman Kalmar-Öland AB
R.T. Plåt Aktiebolag,5562170778,3,59,Johansson; Jan Tord Erik,1,0,R.T. Plåt Aktiebolag
Snäckstrands Bygg & Bo AB,5590725247,2,41,Lidzén; Fredrik Ove Gunnar,1,1,Snäckstrands Bygg & Bo AB
SEA TEKNIK AB,5591627574,3,46,Sjöbrandt; Carl Johan,3,1,SEA TEKNIK AB|Dafab Transport AB|Sjöbrandt i Kalmar
SEA TEKNIK AB,5591627574,3,46,Eriksson; Pär Kennert,22,16,Eriksson och Ahlqvist Fastigheter AB|Ryssebacken Fastighets Aktiebolag|Eriksson och Ahlqvist AB|SEA TEKNIK AB|BPK Fastighets AB|EA Utveckling Calmarsundsparken AB|EA Utveckling Tullslätten AB|EA Utveckling Västerås AB|Bygg-Power Kalmar AB|Living in AB|Bostadsrättsföreningen Snäckan Oskarshamn|Bostadsrättsföreningen Gården Västerås|EA Utveckling Gården Västerås AB|EA Utveckling Oskarshamn Norrtorn 87 AB|Bostadsrättsföreningen Solsticksvägen             i Västervik|EA Projektering AB|Fastighetsbolaget Vasatomten AB|Eriksson och Ahlqvist Exploatering AB|EA Utveckling Tungelsta AB|Eriksson & Ahlqvist Holding AB|Eriksson och Ahlqvist Exploatering 2 AB
Västervik Golf Resort AB,5569478695,3,53,Billberg; Johan Peter Olofson,10,10,Västerviks Golf Aktiebolag|Västervik Golf Resort AB|Västervik Golfrestaurang AB|Billberg Golf Promotion Aktiebolag|Västerviks Golf Mark Aktiebolag|Västervik Golf Hotell AB|Västervik Golf & Lodger AB|Västervik Golf Sportanläggning AB|Västervik Golf Holding AB|Västervik Golf Resort Holding AB
William J Byggservice AB,5569503757,2,39,Johansson; William Daniel Egon,2,1,William J Byggservice AB|Willes Byggservice
Elförbättringar på Öland AB,5568348352,2,59,Ohlsén; Pär Johan,4,1,Ryd-Rönnerum Drift AB|Elförbättringar på Öland AB|Ryd/Rönnerum Vind AB|P O elförbättringar
R-F el-service i Borgholm Aktiebolag,5564895059,3,53,Jonsson; Jan Bertil Roland,2,0,RF Holding Björkviken AB|R-F el-service i Borgholm Aktiebolag
R-F el-service i Borgholm Aktiebolag,5564895059,3,53,Nilsson; Hans Magnus Fredrik,2,0,RF Holding Nydala AB|R-F el-service i Borgholm Aktiebolag
Andreas Alexander Bygg AB,5569755993,3,52,Alexander; Andreas Johan,1,0,Andreas Alexander Bygg AB
Sailor Bath&Tile AB,5591326235,5,44,Hjertqvist; Björn Tomas Mikael,6,18,Pronova Interior AB|Sailor Bath&Tile AB|NORDIQ INTERIOR SOLUTIONS AB|TMH Fastigheter AB|IZI Global Contract AB|TMH Holding AB
HC Elektriska AB,5568451891,2,54,Karlsson; Lars Håkan Sören,1,1,HC Elektriska AB
Högsby sol & elinstallation AB,5590293485,2,31,Johansson; Patrik Olof,1,2,Högsby sol & elinstallation AB
ByggTEQnik i Oskarshamn AB,5567515613,2,51,Björklund; Sven Mikael Tobias,1,1,ByggTEQnik i Oskarshamn AB
Kalmarsunds glas AB,5568932593,2,47,Pontmark; Mats Åke Fredrik,1,1,Kalmarsunds glas AB
Stenhagen Måleri AB,5569393993,2,49,Pettersson; Mats Erland Michael,1,0,Stenhagen Måleri AB
WERMA Värmeteknik AB,5567880363,2,54,Qvarnström; Bernt Peter,2,6,WERMA Värmeteknik AB|PQ Förvaltning AB
Mapping Industries AB,5566884275,4,53,Nissvik; Johan Roger,2,14,Tourgolf Scandinavia AB|Mapping Industries AB
En trappa upp bygg AB,5569775785,1,52,Panait; Florentin Manuel,1,2,En trappa upp bygg AB
Elteknik i Tjust AB,5568578693,2,31,Karlsson; Zebastian Lars Jonas Love,1,5,Elteknik i Tjust AB
Bygg- och Projektledning Mattias Hagblom AB,5567149439,4,59,Hagblom; Johan Mattias,1,1,Bygg- och Projektledning Mattias Hagblom AB
Bygg- och Projektledning Mattias Hagblom AB,5567149439,4,59,Hagblom; Anna Christine,1,2,Bygg- och Projektledning Mattias Hagblom AB
Vimmerby Fibernät AB,5562035088,7,60,Svahn; Torbjörn Martin,7,1,Sinfra; Svensk Inköpscentral för                  Infrastruktur Ekonomisk förening|Vimmerby Energi & Miljö AB|Vimmerby Energiförsäljning AB|Vimmerby Energi Nät AB|Vimmerby Fibernät AB|Norra Smålands Energi Aktiebolag|Fjärrvärmeutveckling FVU Aktiebolag
RA i Högsby AB,5565786398,2,72,Jilkén; Leif Anders,19,61,Stångåkonsult i Kalmar Handelsbolag|PolyPlank Aktiebolag (publ)|RA i Högsby AB|Modulärbyggen i Kalmar AB|Möbelswea i Nybro AB|Memonote AB|Talludden Invest AB|REPOC AB|Fröseke Panel AB|Twinblade Power Tools i Kalmar AB|CompoTherm AB|ReCap Moduler Försäljnings Aktiebolag|Palace New Stars AB|LEJ Fastigheter AB|Palace Entertainment Group i Kalmar AB|Palace Conserts & Events AB|Polyplanet AB|PolyPlank Entreprenad Aktiebolag|Palace Entertainment Group No. 1 Holding AB
Murspecialisten i Oskarshamn AB,5590745427,2,54,Riikonen; Klaus Maurits Ingemar,2,1,Murspecialisten i Oskarshamn AB|MURSPECIALISTEN i Oskarshamn
Hagbloms Glasmästeri AB,5566822127,3,52,Lindström; Jonny Sten Gösta,4,5,Hagblomgruppen Förvaltnings AB|Hagblomgruppen AB|Hagbloms Måleri i Kalmar Aktiebolag|Hagbloms Glasmästeri AB
AB Mikael Axelssons Gräv Silverdalen,5568982648,4,44,Axelsson; Sven Mikael,1,1,AB Mikael Axelssons Gräv Silverdalen
Ingström Bygg & Montage AB,5591308597,2,35,Ingström; Henrik Ingemar,1,3,Ingström Bygg & Montage AB
OAC AB,5569628158,2,54,Svensson; Lars Inge,1,2,OAC AB
Söderlunds Golv & Kakel AB,5590488648,2,35,Söderlund; Robin Joakim,1,0,Söderlunds Golv & Kakel AB
Magnusson & Magnusson AB,5564935988,2,79,Magnusson; Per Henrik,3,3,Krönbaden AB|Magcom Aktiebolag|Magnusson & Magnusson AB
Kalmar SweBygg & Entreprenad AB,5569779498,2,43,Ahlström; Emil Tobias,1,0,Kalmar SweBygg & Entreprenad AB
Entreprenad Aktiebolag STELE Förvaltning,5564996329,2,74,Johansson; Karl Gustaf Martin,2,0,Entreprenad Aktiebolaget Stele|Entreprenad Aktiebolag STELE Förvaltning
Västerviks Bygg & Montage AB,5590446141,2,29,Hukkanen; Felix,1,1,Västerviks Bygg & Montage AB
MESAB Fastigheter AB,5590509526,3,57,Johansson; Nicklas Per-Ulrik,2,1,Mörbylånga Elservice Aktiebolag|MESAB Fastigheter AB
MESAB Fastigheter AB,5590509526,3,57,Gunnersten; Pernilla Eva,1,1,MESAB Fastigheter AB
IT IZ Bygg AB,5590762604,2,45,Zdrodowski; Tomasz,1,0,IT IZ Bygg AB
Arkitekt & Design i Högsby Aktiebolag,5563829059,2,55,Petersson; Jörgen Jan Christer,1,3,Arkitekt & Design i Högsby Aktiebolag
StällningsGruppen i Götaland AB,5567905046,2,52,Svensson; Per Göran,2,0,StällningsGruppen i Götaland AB|PeBeEss Konsult AB
Ulf Eliasson AB,5567311138,2,62,Eliasson; Ulf Peter Lennart,1,3,Ulf Eliasson AB
Gabrielssons Grävtjänst Aktiebolag,5563953503,2,45,Gabrielsson; Pär Magnus,1,2,Gabrielssons Grävtjänst Aktiebolag
Isoleringsfirma Anders Ottosson Nybro AB,5567443535,2,61,Ottosson; Karl Anders Ingvar,1,2,Isoleringsfirma Anders Ottosson Nybro AB
Ölands Stenförädling AB,5566068309,3,58,Sjöström; Jörgen Rolf Peter,4,2,Sjöström Stenförädling AB|Ölands Stenförädling AB|Sjöström Nore Fastigheter AB|AB Jämtlandskalksten
A-Stängsel Aktiebolag,5565835773,2,55,Lämsä Lahtela; Kari Johannes,1,3,A-Stängsel Aktiebolag
Gamleby Bygg AB,5590486147,2,39,Björkman; Torsten Jonatan,3,1,Gamleby Bygg AB|Byfiket i Gamleby AB|Brånestad Bygg och Träförädling
MAGNUS VVS-TEKNIK AB,5568968571,2,64,Augustsson; Göran Magnus,1,5,MAGNUS VVS-TEKNIK AB
crevia bygg & design AB,5568067325,2,49,Vedin; Carl Johan,1,0,crevia bygg & design AB
Öbergs bygg & fastighetsservice AB,5569553216,2,46,Öberg; Björn Markus,2,1,Öbergs bygg & fastighetsservice AB|TvåM Bygg & Fastighet AB
Tham Plåt & Bygg AB,5590899000,2,44,Tham; Uwe,1,1,Tham Plåt & Bygg AB
Tham Plåt & Bygg AB,5590899000,2,44,Tham; Janine,2,1,Broakulla Folkets Husförening Ekonomisk förening|Tham Plåt & Bygg AB
Rälla Bygg o Kakel AB,5567073175,2,60,Olsson; Weine Olof Jörgen,3,1,Towox AB|Rälla Bygg o Kakel AB|JT Fuktsäkringsteknik AB
Vassmolösa Snickeri och Bygg AB,5590115027,2,39,Hagman; Erik Lennart Mikael,2,12,Johans Bygg & Snickeri Hagby AB|Vassmolösa Snickeri och Bygg AB
Axator Energy AB,5568584600,3,55,Denfors; Lars Tore Gunnar,2,2,Axator AB|Axator Energy AB
Calmare Måleri & Inredning AB,5590323795,2,49,Strandberg; Joakim,2,3,Strandberg Group AB|Calmare Måleri & Inredning AB
Läckeby Plåtslageri AB,5568761273,2,52,Carlsson; Karl Johan Anders,1,2,Läckeby Plåtslageri AB
Järnvägsbaronen AB,5591602916,2,40,Torstensson; Christer Bengt Erik,3,0,Järnvägsbaronen AB|ChTo Rail Sweden|Brunsvikens Transport AB
Fredrik Bergqvist Entreprenad AB,5569741951,2,40,Bergqvist; Fredrik John Einar,1,1,Fredrik Bergqvist Entreprenad AB
Byggteknik Sydost AB,5590246772,2,37,Åsenius; Fredrik Bengt Johan,3,1,Stall M.Å. AB|Byggteknik Sydost AB|Bygg Teknik Fredrik Abelsson
GC Måleri & Bygg AB,5569512642,2,71,Karlsson; Göran Ingvar Lennart,1,0,GC Måleri & Bygg AB
MB Byggkonsult AB,5567786016,2,61,Brorson; Mikael Anders,2,3,GHAB Arkitekter & Ingenjörer AB|MB Byggkonsult AB
Joakim Ohlsson Bygg & Service AB,5568455785,2,53,Olsson; Marie Anneli Gunilla,1,1,Joakim Ohlsson Bygg & Service AB
Joakim Ohlsson Bygg & Service AB,5568455785,2,53,Olsson; Joakim Tomas,1,1,Joakim Ohlsson Bygg & Service AB
Knarrudden Bygg AB,5591904734,2,36,Syrén; David Thomas,1,0,Knarrudden Bygg AB
Artie Arkitekt AB (publ),5590543178,2,63,Makipour; Jahanbakhsh,3,4,Artie Arkitekt Holding AB|Artie Arkitekt AB (publ)|Stenhus Öland AB
Värmelaget Sverige AB,5568095300,2,46,Ek Sterner; Niclas Hans,1,1,Värmelaget Sverige AB
Brogårdens Gräv & Schakt Aktiebolag,5562800176,2,69,Johansson; Tommy Karl Lars-Henrik,1,1,Brogårdens Gräv & Schakt Aktiebolag
Konsultfirman Magnus Köhler AB,5569834285,2,49,Köhler; Magnus Lennart,1,1,Konsultfirman Magnus Köhler AB
C&K Grennborg AB,5590967336,2,64,Grennborg; Kurt Åke Gösta,1,3,C&K Grennborg AB
Hydrex Inspectron AB,5567779987,2,54,Stäringe; Pär Joakim,5,6,Hydrex Entreprenad AB|Hydrex Bostads AB|Hydrex Inspectron AB|Hydrex System Aktiebolag|Hydrex Equipment AB
Ola Smedborn BK AB,5590519087,2,53,Smedborn; Kjell Ola,2,6,Smedborn Appelqvist Holding AB|Ola Smedborn BK AB
A.M.O HVAC-services AB,5591199699,2,43,Sjöstrand; Mats Åke,3,2,Manketorps Holding AB|A.M.O HVAC-services AB|A.M.O Klimatteknik AB
Färjestadens Byggtjänst Öland AB,5591632582,2,42,Ivarsson; Per Anders,1,1,Färjestadens Byggtjänst Öland AB
Niklas Ekholms Måleri & Design AB,5567003487,2,54,Andersson Ekholm; Per Niklas,3,1,Magnus Andersson 1 AB|Magnus Andersson 2 AB|Niklas Ekholms Måleri & Design AB
Säkerhetsunion i Sverige AB,5567157846,2,57,Hellström; Olof Peter,1,3,Säkerhetsunion i Sverige AB
Mölstad Entreprenad AB,5591351688,2,51,Svensson; Karl Peder,1,0,Mölstad Entreprenad AB
Hans Engström Elteknik AB,5567750764,2,53,Engström; Hans Ove Robert,1,1,Hans Engström Elteknik AB
Degerhamns VVS Och Montage AB,5592020662,2,42,Johansson; Stefan Andreas Patrik,1,0,Degerhamns VVS Och Montage AB
VIMMERBY ENTREPRENAD-& MASKIN Aktiebolag,5564161346,2,55,Esping; Nils Reinhold Jörgen,2,1,VIMMERBY ENTREPRENAD-& MASKIN Aktiebolag|JE:s Maskin & Schakt
Blomstermåla Måleri AB,5569165151,2,55,Werninge; Peter Hans-Åke,1,3,Blomstermåla Måleri AB
Rumino AB,5591498646,2,51,Noll; Michaela-Nicole,1,1,Rumino AB
Johans Entreprenad Skandinavien AB,5590693205,2,50,Albinsson; Johan Roland,1,0,Johans Entreprenad Skandinavien AB
Kollberg Sustainable Engineering AB,5591826127,2,45,Kollberg; Claes Göran,3,3,CemVision AB|Kollberg Sustainable Engineering AB|Ölands YogaStudio & Islandshästar AB
Byggcompaniet i Kalmar AB,5568499023,2,52,Karlsson; Carl Per-Eric,1,0,Byggcompaniet i Kalmar AB
T. Pernius Transport AB,5569536237,2,43,Pernius; Tobias Martin,1,1,T. Pernius Transport AB
Jennetegs Grävtjänst AB,5568343759,2,65,Jenneteg; Björn Roger Gunnar,2,2,Jennetegs Grävtjänst AB|FriTeg Fastigheter Handelsbolag
Jubile AB,5590733316,1,40,Sandanam; Cedwin Anand,3,5,Jubile AB|Sabina Ddumba AB|JuiceBoy Productions
Grävfirman Mikael Holmberg AB,5567330385,2,48,Holmberg; Sven Mikael,1,1,Grävfirman Mikael Holmberg AB
