company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Amalin AB,5567051148,2,34,Gustavsson; Carina Margareta,2,4,Amalin AB|Byggprodukt Norden AB
Ekhögs Bygg AB,5568792641,3,45,Bronegård; Carl Dennis,1,2,Ekhögs Bygg AB
Opteamera AB,5590671508,2,62,Lilja; Elisabet,1,5,Opteamera AB
CHUMPON GRUPPEN AB,5568873391,2,51,Stavenow; Marcus Promit,2,3,CHUMPON GRUPPEN AB|Chumpon Byggmontage
Kungsbyggen Kungsängen AB,5568636251,3,35,Ankarstorm; Elwer W J B A,1,3,Kungsbyggen Kungsängen AB
Kungsbyggen Kungsängen AB,5568636251,3,35,Norderfors; Fredrik Gunnar,2,1,Kungsbyggen Kungsängen AB|Uppsala Gokart & Event AB
Bakerscape AB,5568076623,2,51,Baker; Gail Lynn,1,6,Bakerscape AB
Lej Ut Reklambyrå AB,5564671823,2,64,Blomquist; Claes Johan,2,3,Lej Ut Reklambyrå AB|Lucka24 AB
Projektmål Sverige AB,5591240337,2,36,Pektas; Erol Ercan,1,2,Projektmål Sverige AB
Takplus Bygg AB,5590379144,2,33,Ikincisoy; Hiverdar,1,0,Takplus Bygg AB
Briab Group AB,5590789045,7,47,Wulff; Björn Åke,6,8,Briab - Brand & Riskingenjörerna AB|Briab Products & Solutions AB|Briab Group AB|Briab Projekt AB|Briab Projektpartner Sverige AB|K19 Holding AB
sagas bricks & mortars AB,5591057434,2,54,Neveris; Silvia Hajnalka Marija,2,3,Bostadsrättsföreningen Nova Park|sagas bricks & mortars AB
Viktor & David Plåtslageri AB,5592067861,4,35,Sundin; Viktor Alvar Håkan,1,0,Viktor & David Plåtslageri AB
Viktor & David Plåtslageri AB,5592067861,4,35,Lardner; David Johan,2,0,Viktor & David Plåtslageri AB|LARDNERS PLÅT DESIGN
Outer space arkitekter AB,5591753990,3,42,Johansson; Mor Bengt Mikael,3,0,Mijo Arkitektur AB|Bostadsrättsföreningen Skorstenen|Outer space arkitekter AB
Outer space arkitekter AB,5591753990,3,42,Keshavarz; Sam,2,1,Bostadsrättsföreningen Kransbindaren|Outer space arkitekter AB
Installera Stockholm Din Partner AB,5568648280,2,46,Rehnqvist; Kjell Johnny Michael,5,6,Installera Stockholm Din Partner AB|Genuine Marine Sweden AB|Impact Inspiration|Smarta Drag AB|Marin & Transport i Stockholm AB
Agerstig Bygg och Entreprenad AB,5569646978,2,51,Agerstig; Björn Krister,1,5,Agerstig Bygg och Entreprenad AB
J Linderholm Plåtslageri AB,5569531055,2,32,Linderholm; Joel Lennart,4,3,J Linderholm Plåtslageri AB|Robotmäklarna i Skara AB|BärgarBo Aktiebolag
Newlight Designers AB,5569866980,2,40,Andersson; Michael,1,0,Newlight Designers AB
CMH Projekt AB,5568959471,3,49,Hybinette; Carl Magnus,2,0,Ljus & Kraft Installationer Lidingö               Aktiebolag|CMH Projekt AB
Janush bygg AB,5591924336,2,30,Podgorneac; Ianus,1,0,Janush bygg AB
Janush bygg AB,5591924336,2,30,Podgorneac; Dumitru,2,0,Sthlm Bygg&Gräv AB|Janush bygg AB
Geton Consulting Aktiebolag,5568606650,3,50,Chang; Yanting,3,1,Geton Consulting Aktiebolag|Geton Teknik Handelsbolag|Dubbelycka Kommanditbolag
Severin International Trade and Display Systems   Aktiebolag,5563729960,2,65,Severin; Jan Christer Arne,1,1,Severin International Trade and Display Systems   Aktiebolag
Nivis Pluma AB,5569833196,2,47,Giovannone; Enrico,1,2,Nivis Pluma AB
Nivis Pluma AB,5569833196,2,47,Vikander; Cecilia,1,0,Nivis Pluma AB
Snickibygg AB,5568281173,2,48,Olsson; Jonas Mauritz,1,1,Snickibygg AB
Anneko Design Sweden AB,5569189516,2,60,Asplund; Anneli Helena Kristina,3,7,T1 Skafferi & Design AB|Anneko Design Sweden AB|Anneko Design
Sussi's Schakt & Entreprenad AB,5567945109,2,47,Klatzkow; Pia Susanne,2,5,Wavedog's Trim & Hundcenter AB|Sussi's Schakt & Entreprenad AB
Terra Development AB,5591604912,2,37,Hoffmann Nilsson; Jan Olov Torbjörn,1,3,Terra Development AB
H2O Rör AB,5566843198,3,53,Törnros; Mathias John Bertil,1,3,H2O Rör AB
Prestigo Öst AB,5591102024,2,36,Wartecki; Lukas Andreas,2,3,Prestigo Öst AB|Prestigo AB
Snahr Production AB,5590119995,2,40,Larsson Snahr; Dennis Hans Göran,1,2,Snahr Production AB
BPH Consulting AB,5591732614,2,47,Westberg; Lars Håkan,2,4,BPH Consulting AB|EastCoast Solution
Qvitronic Aktiebolag,5563125839,2,54,Qvist; Curt Roger,1,4,Qvitronic Aktiebolag
LANU BYGG AB,5590132741,2,36,Culea; Emilian,1,1,LANU BYGG AB
Team Safety 1979 AB,5569665606,2,43,Bergengran; Kim Christopher,1,1,Team Safety 1979 AB
Unicornia Consulting AB,5567885610,2,55,Grennard; Per Mikael,3,2,Broms Renhållning Aktiebolag|Ljungdahl Sweden AB|Unicornia Consulting AB
Team Lundin entreprenad AB,5569872764,3,44,Lundin; Lars Thomas,2,4,Thomas Lundins Måleri & Fastighetsservice         Aktiebolag|Team Lundin entreprenad AB
Team Lundin entreprenad AB,5569872764,3,44,Lundin; Patrik Lars,5,4,Thomas Lundins Måleri & Fastighetsservice         Aktiebolag|Team Lundin entreprenad AB|M-One Stockholm AB|Svinningeudds Tomtägares förening u.p.a.
AB Swericon,5565179172,3,63,Ericsson; Gösta David Anders G R,2,1,Gericon AB|AB Swericon
AddComp AB,5569371486,3,63,Gunnarsson; Olof Mikael,2,3,Leksands Knäckebröd AB|AddComp AB
Jarl Eurenius Håkansson Management AB,5568331564,2,43,Eurenius Håkansson; Jarl Pontus,3,3,Hakanil AB|Bostadsrättsföreningen Kniven 24|Jarl Eurenius Håkansson Management AB
Masters of audio Stockholm Aktiebolag,5564469541,2,49,Jonsson; Henrik Daniel,1,11,Masters of audio Stockholm Aktiebolag
Hammarns Byggverkstad AB,5568515687,2,40,Blaszczyk; Norbert Szczepan,1,0,Hammarns Byggverkstad AB
KenCon AB,5567836878,2,56,Näsfeldt; Per Kenny,2,3,KenCon AB|KenCon Invest AB
Byggbyrån Stockholm AB,5591719447,2,31,Sandblom; Henry Axel,1,1,Byggbyrån Stockholm AB
Införvarv Bygg AB,5568391469,2,54,Eriksson; Frans Olle,2,4,OTEA Båt & bygg AB|Införvarv Bygg AB
DeNiRo Invest AB,5564364858,3,44,Dellham; Helena Catarina,5,8,CRTEC AB|DeNiRo Invest AB|Flowrox AB|Catarina Dellham Konsult AB|Swedish Environmental Management Group AB
DREVICO AB,5566523212,2,65,Härdfeldt; Nils Erik Jonny,1,1,DREVICO AB
DREVICO AB,5566523212,2,65,Pettersson; Lena Margareta,1,2,DREVICO AB
OLIVER BARANOWSKI AB,5569675381,2,52,Baranowski; Oliver Mikael,1,3,OLIVER BARANOWSKI AB
PA Stenberg Konsult AB,5591742233,2,57,Stenberg; Per Anders,2,1,Kemieko Konsult AB|PA Stenberg Konsult AB
Svensk Byggsolution AB,5590825682,3,35,Kababa; Elias,3,6,Svensk Byggsolution AB|Friends of Leon AB|Bostadsrättsföreningen Drabanten 8
Svensk Byggsolution AB,5590825682,3,35,Kassab; Tanious,2,1,Svensk Byggsolution AB|Blomknoppen AB
Lindberg & Wiklund Måleri AB,5590817226,2,55,Lindberg; Mats Arne,3,6,Golv & Tätskikt i Stockholm AB|Lindberg & Wiklund Måleri AB|Mats Lindberg Redovisning i Ekerö AB
Pluskon AB,5590881305,2,53,Kolman Janouch; Erik,6,4,MONOKON AB|Artmesh AB|Pluskon AB|Kolman Boye Architects AB|Jemakel AB
P. Östervall El & Bygg AB,5590077334,2,53,Östervall; Robert Sture Patrik,1,1,P. Östervall El & Bygg AB
Projektvägledning i Sverige AB,5567392674,2,53,Näslund; Bengt Ove,2,7,Projektlots i Sverige AB|Projektvägledning i Sverige AB
Dalcon AB,5568156011,2,50,Daleke; Lina Johanna Zung,4,2,Bostadsrättsföreningen Harpalten 1|Dalcon AB|Daleke Fastigheter AB|Dalcon Archipelago AB
Dalcon AB,5568156011,2,50,Daleke; Karl Evert Joakim,5,5,Conpal Konsult AB|Dalcon AB|Daleke Fastigheter AB|Dalcon Archipelago AB|Bostadsrättsföreningen Nordklint 2
Svelos AB,5591063531,2,45,Djurfelter; Kjell Thomas,2,1,Svelos AB|SVELOS Svensk El Och Säkerhet
AB Saskia,5565998449,3,65,Zootjes Källberg; Marie Kristina,1,1,AB Saskia
Stenhamra Eltjänst Aktiebolag,5564485307,2,54,Norlén; Stefan,1,2,Stenhamra Eltjänst Aktiebolag
Katalogia AB,5565587234,2,59,Rabinowicz; Lior,3,5,Katalogia AB|Yourcoml AB|Yourex Holding AB
DataMedic Aktiebolag,5563004455,3,68,Holmsten; Lea Anneli,2,2,DataMedic Aktiebolag|BujuAnton AB
NeeCon Byggkonsult AB,5567899777,3,53,Vincefi Nee; Tom David Sebastian,3,4,Bostadsrättsföreningen Humleboet 15|Projektlots i Sverige AB|NeeCon Byggkonsult AB
Väsbylund VVS AB,5591114664,2,59,Mellgren; Carl Fredrik,1,0,Väsbylund VVS AB
Infrastark AB,5590894795,2,53,von Holst; Carl Johan,1,2,Infrastark AB
Blanca Entreprenad AB,5590607650,2,53,Alcala; David Alvaro,1,1,Blanca Entreprenad AB
Broder Jord AB,5591206676,2,32,Espar; Jindar,1,2,Broder Jord AB
SG Plåt AB,5591739197,3,44,Svensson; Erik Joachim,2,2,SG Plåt AB|SG Plåt Handelsbolag
SG Plåt AB,5591739197,3,44,Grahn; Sofie Maria,2,1,SG Plåt AB|SG Plåt Handelsbolag
TronS Elektriska AB,5569175069,3,43,Söderbäck; Karl Gösta,1,1,TronS Elektriska AB
Lars Gustavssons Bygg och Anläggnings Aktiebolag,5563246270,2,64,Gustafsson; Lars Gunnar,1,6,Lars Gustavssons Bygg och Anläggnings Aktiebolag
T.R.P Bygg AB,5568061047,2,45,Asplund; Tord Ralf Peter,1,2,T.R.P Bygg AB
FESTON bygg och entreprenad AB,5590752332,2,66,Johansson; Björn Roger,1,1,FESTON bygg och entreprenad AB
Sundex Aktiebolag,5563646073,2,54,Sundqvist; Lars Göran,1,2,Sundex Aktiebolag
Elanders Projekt AB,5591263800,2,52,Helgeström; Per Anders,1,2,Elanders Projekt AB
SKANDINAVISKA BYGG & RENOVERING Aktiebolag,5590987029,2,40,Zuk; Pawel,1,0,SKANDINAVISKA BYGG & RENOVERING Aktiebolag
Sahlqvist Bygg AB,5568662042,2,60,Sahlqvist; Nils Magnus,2,3,Sahlqvist Bygg AB|Wolsi Gustafsson Eftr. Hand- och Pressförgyllning Aktiebolag
Tjäderholmen Fastighetsteknik AB,5569451080,2,48,Gustafsson; Magnus Emil Folke,1,5,Tjäderholmen Fastighetsteknik AB
Lej Din Hantverkare i Stockholm AB,5590615414,2,29,Leffler; Mikael Olof,1,1,Lej Din Hantverkare i Stockholm AB
Öns Schakt och Bygg AB,5592042559,3,44,Rendle; David Oscar Ludvig,3,1,Dalarö Skärgårdsrestaurang Handelsbolag|Öns Schakt och Bygg AB|Dalarö Strand Hotel AB
KöksJohan AB,5569061939,2,39,Strandberg; Karl Johan Oscar,2,0,Värmdö Plattsättning AB|KöksJohan AB
Energi Konservator AB,5568561137,2,40,Nydén; Dan Michael,5,11,Energi Konservator AB|GWB Transport Kommanditbolag|XRA Transport & Bygg Kommanditbolag
Patrik's Gräv & Entreprenad PGE AB,5568924962,2,57,Hallgren; Patrik Andreas,1,1,Patrik's Gräv & Entreprenad PGE AB
Langemar Bygg och Fastighets AB,5568357890,2,57,Langemar; Carl Thomas,1,3,Langemar Bygg och Fastighets AB
ABA Bygg & Renovering AB,5568122864,2,47,Eminbayli; Teymur,1,2,ABA Bygg & Renovering AB
Projektpartner Stockholm AB,5568961535,2,39,Karlsson; Jan Andreas,2,2,Projektpartner Stockholm AB|Projektresurs Stockholm AB
Backs Snickeri AB,5568370935,2,53,Back; Karl Bo Morgan,2,4,HSB Bostadsrättsförening Bergfoten i Tyresö|Backs Snickeri AB
Kasper Interiör & Måleri AB,5567418651,2,68,Kasper; Kenneth Hans,2,1,Kenneth Kasper Interiör|Kasper Interiör & Måleri AB
VVS Solutions Stockholm AB,5591119804,4,37,Keller; Peter Mikael,1,0,VVS Solutions Stockholm AB
ARRI Bygg AB,5590776976,2,62,Serva; Arunas,1,0,ARRI Bygg AB
Gamla Stans Rörservice AB,5563388478,2,53,Andersson; Bengt Åke,1,5,Gamla Stans Rörservice AB
MB Projekt AB,5568738610,2,41,Brantsberg; Anders Mattias,1,5,MB Projekt AB
MB Projekt AB,5568738610,2,41,Brantsberg; Rebecka K E,1,3,MB Projekt AB
JA Gruppen AB,5591931968,2,39,Hallfors; Anders-Olov,2,0,JA Gruppen AB|Hallfors Tak & Bygg
TS2-Entreprenad AB,5591063523,2,39,Silén; Tobias Klemens,2,1,TS2-Entreprenad AB|Swoon Ent. Handelsbolag
Matts Bergs Åkeri och Entreprenad AB,5562754340,2,44,Berg; Matts Kent Eric,2,7,Matts Bergs Åkeri och Entreprenad AB|Matts Berg's Åkeri Holding AB
Sjöstaden projekt AB,5566753587,2,47,Andersson; Stefan Gunnar,1,2,Sjöstaden projekt AB
Max Träbyrå AB,5565708129,2,34,Lidén; Isaac Joakim,3,2,ESTERIÖR GROUP AB|Max Träbyrå AB|Ekonomiska föreningen Esteriör
Liljedahl Plattsättning Aktiebolag,5563244770,2,61,Liljedahl; Ralf Iwan,1,0,Liljedahl Plattsättning Aktiebolag
FSR Bygg och Montage AB,5569086704,2,33,Rosborg; Sture Gustav Fredrick,2,1,DittAvfall.se Bromma AB|FSR Bygg och Montage AB
NORDISK ENTREPRENAD & FÖRVALTNING AB,5569568305,2,36,Mollabeqiri; Edmond,2,10,Dolcinium Bygg & Konsult AB|NORDISK ENTREPRENAD & FÖRVALTNING AB
Krissco AB,5567258479,3,54,Kristiansson; Klas Anders,1,2,Krissco AB
Prefabpartner i Norrtälje AB,5590694054,2,54,Hellgren; Karl Magnus Lennart,1,2,Prefabpartner i Norrtälje AB
Aktiebolaget Rubus,5561514992,2,62,Sundquist; Håkan Krister,4,4,East & West Distribution AB|2 Tech Scandinavia AB|Aktiebolaget Rubus|Virtual Sports Sweden AB
Sustainable Management Sweden AB,5591738066,2,59,Jansson; Linda Carina,101,18,SBF Inst 1 Linnekulla Fastigheter AB|SBF Trumman i Luleå Fastighets AB|SBF Beckaprästen Fastighets AB|SBF Bostad Norra Fastighets AB|Sle6 i Helsingborg AB|SBF Inst 1 Hörby Fastigheter AB|SBF Inst 1 Trollet 2 Fastigheter AB|SBF Inst 2 Hörby AB|SBF 12 Ystad Schultz Kommanditbolag|SBF Stanstorp Fastighets AB|SBF 14 Osby Fastighets AB|SBF 12 Safiren Fastigheter AB|SBF Inst 1 Örtofta Fastigheter AB|SBF 11 Skövdekapellet AB|SBF Inst 1 Trollet 3 Fastigheter AB|SBF Brågarpstorgets Fastighets AB|SBF 14 Rädisan Fastighets AB|SBF 14 Fastigheter 22 AB|SBF 14 Fastigheter 1415 AB|SBF Inst. 2 Palsternackan Fastigheter AB|SBF 12 Lugna Björnen Fastigheter AB|SBF 11 Kronankaret Fastighets AB|SBF Inst. 1 Ehrenpreus Fastighets AB|SBF Inst 1 Kronblåsten Fastighets AB|SBF Institution 1 Holding 2 AB|SBF Inst 1 Champinjonen Fastigheter AB|SBF 12 Getingen Fastigheter AB|SBF 14 Fastigheter 21 AB|SBF Inst. 2 Värna 11 Fastighets AB|Storgatsbacken 9 Fastighets AB|SBF 11 Krongerdten Fastighets AB|SBF Inst 1 Bifrost Fastigheter AB|SBF Inst. 2 Råkan Fastighets AB|SBF 12 Holding 3 AB|SBF Institution 1 Holding 3 AB|SBF 14 Laholmskräftan Fastighets AB|SBF 14 Holding 1 AB|SBF Institution 1 Holding AB|SBF 14 Holding 3 AB|SBF Institution 2 Fastigheter 2 AB|SBF 14 Berget Fastighets AB|SBF 14 Borgängeln Fastigheter AB|Sustainable Management Sweden AB|SBF Inst. 2 Finnveden 9 Fastighets AB|Värnamo Lejonet 22 Fastighets AB|SBF 14 Fastigheter 16 AB|SBF 14 Kronbrisen 1 Fastighets AB|SBF Institution 2 Fastigheter 3 AB|SBF 14 Kronviborg AB|SBF Institution 1 Fastigheter 3 AB|SBF 8201 Inst 2 Holding AB|Flintgatan 2 Fastighets AB|SBF 14 Fastigheter 18 AB|SBF 14 Holding 2 AB|SBF 14 Fastigheter 24 AB|SBF 14 Fastigheter 1414 AB|SBF Bostad Holding 4 AB|SBF 12 Holding 2 AB|SBF 12 Fastigheter 16 AB|SBF Inst 1 Fastigheter 8145 AB|SBF 12 Holding 1 AB|SBF Bostad Holding 5 AB|SBF Institution 2 Fastigheter 4 AB|SBF Bostad Fastigheter 30 AB|SBF Bostad Fastigheter 28 AB|SBF Bostad Fastigheter 29 AB|SBF Bostad Fastigheter 27 AB|SBF Bostad Fastigheter 26 AB|SBF 11 Holding 3 AB|SBF-6 Fastigheter 4 AB|SBF 11 Fastigheter 4 AB|SBF 4 Fastigheter 6 AB|SBF 11 Växjötrasten Fastigheter AB|SBF 8 Fastigheter 8 AB|SBF 8 Fastigheter 9 AB|SBF Institution 1 Holding 4 AB|SBF Institution 1 Fastigheter 4 AB|Svenska Bostadsfonden Femtioelva AB|SBF 12 Fastigheter 17 AB|SBF Inst 2 Fastigheter 8235 AB|SBF Inst 2 Fastigheter 8232 AB|SBF Bostad Fastigheter 38 AB|SBF Inst 2 Fastigheter 8230 AB|SBF Inst 2 Fastigheter 8231 AB|SBF Inst 2 Fastigheter 8233 AB|SBF Inst 2 Fastigheter 8234 AB|SBF Bostad Holding 7 AB|SBF Bostad Fastigheter 40 AB|SBF Bostad Fastigheter 41 AB|SBF Bostad Fastigheter 42 AB|SBF Bostad Fastigheter 43 AB|SBF Bostad Fastigheter 44 AB|SBF Inst 2 Fornväxjö Fastigheter AB|SBF Bostad Fastigheter 35 AB|SBF Bostad Fastigheter 31 AB|SBF Bostad Fastigheter 32 AB|SBF Bostad Fastigheter 33 AB|SBF Bostad Holding 6 AB|SBF Bostad Fastigheter 34 AB|SBF Bostad Fastigheter 36 AB|SBF Bostad Fastigheter 39 AB
REM Elektriska AB,5561575308,2,44,Lopatic; Toni,1,0,REM Elektriska AB
Våtrumsproffset i Stockholm AB,5590024898,2,44,Eriksson; Pär Gunnar,1,6,Våtrumsproffset i Stockholm AB
Stonebreaker Stockholm AB,5591628176,2,58,Andelkovic; Bratislav,1,2,Stonebreaker Stockholm AB
Stonebreaker Stockholm AB,5591628176,2,58,Andelkovic; Dusica,1,3,Stonebreaker Stockholm AB
Gixxer Byggkonsult AB,5566895701,2,47,Maculewicz Lara; Anna,3,3,Gixxer Byggkonsult AB|A & A Redovisning|AWM Sverige AB
Jan Pettersson AB,5569847329,2,39,Pettersson; Jan Erik Christian,14,19,My First Home Holding AB|MFH Bygg AB|HR & Lönekontroll i Stockholm AB|Jan Pettersson AB|My First Home AB|My First Car Park AB|Fyrisvallsgatans Fastighets AB|Fastighetsbolag Librobäck 12:8 AB|Hammarby-Smedby 2 AB|Junior Living Fyra AB|Junior Living Librobäck AB|Junior Living Holding AB|Bostadsrättsföreningen Solitär|Junior Living i Solna AB
Metia Bygg Aktiebolag,5564776507,2,66,Andersson; Berth Reinhold Ingemar,1,3,Metia Bygg Aktiebolag
Finsta Entreprenad AB,5590361977,2,56,Pettersson; Christer Inge Wilhelm,1,1,Finsta Entreprenad AB
Triunfo AB,5590936703,2,30,Martinez Herrera; Jonathan Andrés,1,0,Triunfo AB
Catrin's Idé & Måleri AB,5567685994,2,58,Synstad; Catrin Elisabeth,1,1,Catrin's Idé & Måleri AB
Sågaräng Kabelentreprenader i Huddinge AB,5569838872,2,52,Andersson; Göran Inge,2,1,Sågaräng Kabelentreprenader i Huddinge AB|Sågaräng Entreprenad
Stefans Pool och Snickeri AB,5591510895,2,41,Andersen; Stefan Georg,1,4,Stefans Pool och Snickeri AB
Nidus Arkitektstudio AB,5567357172,2,44,Hammar; Malin Victoria Christina,2,3,GP Horse AB|Nidus Arkitektstudio AB
A2 Consulting AB,5590788336,2,34,Osman Gulai; Abdulkader,2,8,Infralution AB|A2 Consulting AB
Jan Jan Invest AB,5569623845,3,42,Magnusson; Valter Jan Mattheus,4,6,Nynäshamns Golf AB|Jan Magnusson Konsult AB|Jan Jan Invest AB|JanJan Invest Holding AB
Dalarö bygg och mark entreprenad AB,5569608341,2,45,Sundström; Rolf Magnus,1,0,Dalarö bygg och mark entreprenad AB
Bertil Pihl's Elektriska AB,5566297601,3,52,Pihl; Stig Erik Bertil,1,1,Bertil Pihl's Elektriska AB
Bertil Pihl's Elektriska AB,5566297601,3,52,Pihl; Anna Veronica,2,2,Jemda Fastigheter AB|Bertil Pihl's Elektriska AB
TÅ Consult AB,5590669387,2,45,Åhsberg; Allan Tobias,2,2,TÅ Consult AB|Bostadsrättsföreningen Stubinen 3
Rail Group Consulting AB,5592010804,3,47,Lindström; Mari Ann-Sofie,1,2,Rail Group Consulting AB
Stockholms Bygg- och fastighetsvision AB,5590511456,2,56,Berzins; Lars Johan Gunnar,3,1,Bostadsrättsföreningen Charlie|Hemfyren AB|Stockholms Bygg- och fastighetsvision AB
TurboForce AB,5562886282,2,73,Wernquist; Erik Lars,4,4,TurboForce AB|Michael Lindgren Media AB|Ulf Wernquist Aktiebolag|TurboJr AB
Byggmaster Stockholm AB,5569019200,2,48,Muftah; A M,5,0,Byggmaster Stockholm AB|edsvikens plattsättning AB|OYA FOOD AB|MRF byggtjänster AB
Mvp Anläggning AB,5592072119,2,58,Öhrn; Britt Marie,1,0,Mvp Anläggning AB
Mvp Anläggning AB,5592072119,2,58,Arvind; Tobias,1,1,Mvp Anläggning AB
Ruottinen Bygg AB,5590274949,1,47,Soliman; Omar Mohamed,1,7,Ruottinen Bygg AB
Jonas Wagell AB,5567874242,2,65,Wagell; Leif Jonas,2,6,Jonas Wagell AB|Jonas Wagell Design & Arkitektur
Josefin i projekt AB,5591791123,2,42,Leander; Ingegärd Josefin,1,1,Josefin i projekt AB
Heart of Lovikka AB,5567885339,2,51,Hagelin; Sofia Maria,1,2,Heart of Lovikka AB
B4Rail AB,5591453484,2,63,Luczak; Boguslaw Bogdan,1,1,B4Rail AB
Björkqvists Golv AB,5569210908,2,50,Björkqvist; Anders Eric,1,0,Björkqvists Golv AB
Björkqvists Golv AB,5569210908,2,50,Segerberg; Anna Petra Elisabeth,1,0,Björkqvists Golv AB
Marti 5 AB,5567511836,2,55,Marti De Luque; Juan Miguel,8,26,Megakakel Sverige AB|Svenska Neptun Aktiebolag|RNM Invest AB|Marti 5 AB|GMB Fastigheter AB|Svenska Neptun Store AB|Crescendo Miljö & Design Aktiebolag|Bostadsrättsföreningen Odinsvägen 23
Architectura Verum AB,5569200362,3,37,Ibrahim; Linar,2,0,Ninous Papyrum Lingua AB|Architectura Verum AB
Envalls Plåtslageri AB,5569057580,2,60,Envall; Ulf Håkan,1,0,Envalls Plåtslageri AB
Perfect World Electro Linx Energy Nordic AB,5591227532,2,61,Stenmark; Henning Ola Niklas,3,4,Perfect World Electro Linx Energy Nordic AB|Saltsjödepån AB|Saltsjö Depån
Kontio Hus AB,5591065247,2,51,Jushka; Vytautas,3,2,Kontio Hus AB|HRT Småland AB|VJ SERVICES
