company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Br Fogd AB,5565032082,3,41,Fogd; Göran Daniel,1,1,Br Fogd AB
Br Fogd AB,5565032082,3,41,Fogd; Linnéa Caroline,2,1,Fogd Invest AB|Br Fogd AB
Rämhed bygg o riv AB,5568541501,2,51,Rämhed; Dick Johan Erling,1,1,Rämhed bygg o riv AB
LandCon Project AB,5562229160,2,63,Land; Lena Charlotte,1,1,LandCon Project AB
NEAX AB,5567736094,2,51,Rosengren; Jeanette Kristina,1,6,NEAX AB
Dalaglas och fasader AB,5591206791,3,45,Forsberg; Jesper Harry,1,1,Dalaglas och fasader AB
Entreprenad & Fastighet i Svealand AB,5566947304,3,53,Nylén; Karl Johan Tobias,3,2,Byggentreprenörerna i Svealand Plattsättning AB|Entreprenad & Fastighet i Svealand AB|Byggentreprenörerna i Svealand AB
Sven-Olov Norman AB,5560911561,2,74,Norman; Sven Olov,3,3,Norman Höjden 1 AB|Vattenhuset i Älvdalen AB|Sven-Olov Norman AB
Fallbyns Konsult & Förvaltning AB,5565647053,2,60,Jansson; Lars Anders,2,1,Bostadsrättsföreningen Jasminen 6|Fallbyns Konsult & Förvaltning AB
Kodiac Gräv AB,5590647979,2,70,Svedberg; Björn Gustaf,1,1,Kodiac Gräv AB
PR Rivkonsult AB,5569569261,2,71,Rantanen; Pertti Seppo Olavi,1,2,PR Rivkonsult AB
Bröderna Fjärdsmans AB,5590236476,3,31,Fjärdsmans; Daniel Axel,6,2,Svenska Schakt & Bergshantering AB|Fjärdsmans Entreprenad AB|Nya Ålsta Gård AB|Nacka Bilbolag Fastigheter AB|Bröderna Fjärdsmans AB|FED från Dalarna AB
Aktiebolaget Johans Rivningar,5563445476,2,60,Hellman; Johan Ola,1,2,Aktiebolaget Johans Rivningar
E.M.A Group AB,5591577068,3,30,Björkqvist; Erik Patrik,2,0,E.M.A Group AB|EB ALLSERVICE
Isoflex Holding AB,5568039266,4,67,Vissgården; Lars Thomas,7,10,Isoflex Aktiebolag|ADLEVA AB|Isolight AB|Frimurarlogens Fastighetsaktiebolag|TVAMA Fastigheter AB|Isoflex Holding AB|Thomas Vissgården AB
Grenga AB,5565701900,2,60,Markus; Lars Robert,13,21,Dalarnas Infraentreprenad AB|Infra Supply Sweden AB|Svensk Markexploatering AB|Hyttings Industrifastighet Aktiebolag|PROVIDOR Aktiebolag|Dala Infrakonsult i Sverige AB|Rommehedsbolagen i Dalarna AB|Wasa Ved AB|Grenga AB|RLH i Högsta Aktiebolag|Dala Infrastructure AB|Hytting Invest AB|Hytting Holding AB
UCP Utveckling AB,5567958755,3,69,Påhlsson; Ulf Christer,1,2,UCP Utveckling AB
FIGSAB AB,5590370267,2,53,Göransson; Per Göran Ingemar,2,2,FIGSAB AB|FIGs Bygg & Mark
Firefighter Security Consulting Sweden AB,5569068363,2,48,Dofs; Maria Camilla Victoria J,16,15,EcoFront Ekonomi & Redovisning AB|EcoSprint i Dalarna AB|Svedo Fastigheter AB|Outer space arkitekter AB|Valter Albornoz Vårdtjänst AB|Dofs Konsult AB|pikaia AB|OPS Security AB|Firefighter Security Consulting Sweden AB|EcoFront Lönecentral AB|Svedo Bygg AB|Klinable AB|Sundfiske Teknik ek. för.|Wahlkvist Hälsa & Träning AB|Ecofront Ekonomi & Redovisning i Dalarna AB|Samuel Dofs Invest AB
Firefighter Security Consulting Sweden AB,5569068363,2,48,Svensson; Ola Per,6,5,EcoFront Ekonomi & Redovisning AB|Svedo Fastigheter AB|Dofs Konsult AB|OPS Security AB|Firefighter Security Consulting Sweden AB|Svedo Bygg AB
Building Improvement Technology Europe AB,5591190524,2,50,Albertsson; Karl Fredrik,1,8,Building Improvement Technology Europe AB
Toragarden Consulting AB,5568290943,3,53,Jonsson; Sven Birger,2,2,Markus Jonsson IT Consulting AB|Toragarden Consulting AB
GEOSTRIX Aktiebolag,5569567059,4,60,Jonuks; Carl Roland Eddie,2,5,Cityzapnow AB|GEOSTRIX Aktiebolag
Borlänge Banteknik AB,5591740369,2,48,Strand; Lars Ola Peter,1,1,Borlänge Banteknik AB
Rollex AB,5565694758,2,36,Hallberg; Lars Mikael,4,4,Eaztimate AB|Digitalyard Sverige AB|Fotbollsvår i Falun Ekonomisk förening|Rollex AB
Entreprenad A.F. Aktiebolag,5561558692,2,69,Fernström; Leif Rune,1,1,Entreprenad A.F. Aktiebolag
Pamboof AB,5591297857,4,50,Åkesson; Per Andreas,2,0,Pamboof AB|Dalaform
Simar Entreprenad AB,5569942955,2,34,Eriksson; John Andreas,3,2,Simar Holding AB|Elfstrom Holding AB|Simar Entreprenad AB
Mega el projekt I Dalarna AB,5590104567,3,59,Sundberg; Lars-Erik,5,6,Mega i Dalarna AB|Mega Byggnader AB|L-E Sundberg Invest AB|Mega Rental I Dalarna AB|Mega el projekt I Dalarna AB
2Håll AB,5591035570,2,39,Håll; Karl Patric,10,15,Hålls Holding AB|Sollerö Åsens Fastighets AB|2Håll AB|Karsta Holding AB|Bramabo Capital Holding AB|Håll Rensbo 1 AB|Karsta D1 AB|Håll Rensbo 3 AB|Håll Rensbo 2 AB|Andreas Håll Entreprenad AB
G.A.G. Kreering AB,5569390429,2,55,Genberg; Gert Andréas,1,1,G.A.G. Kreering AB
Dala Stängsel AB,5568134380,2,52,Grimstedt; Knut Åke Niklas,1,2,Dala Stängsel AB
Bygg Aktiebolaget Sold,5560621079,2,56,Sold; Gunnar,1,2,Bygg Aktiebolaget Sold
Falu Rör och Värme AB,5569463937,2,41,Hessén; Lars Anders,5,1,VVS-Tjänst i Falun AB|Falu Rör och Värme AB|Braattha AB|Sahlanders Grafiska Fastighets AB|VVS-Tjänst i Falun Holding AB
Cado Innovation AB,5568925464,2,57,Doverholt; Helena Catrine,2,2,Cado Innovation AB|Ponnyprakt
LJUNGFALLETS BYGG Aktiebolag,5564506441,2,74,Lagerqvist; Rolf Göran,2,2,Gonäs Byggnadsförening u p a|LJUNGFALLETS BYGG Aktiebolag
Rätt i Viken AB,5567654883,3,48,Edenheim; Kersti Karolin Susann L,2,7,Rättviksbacken AB|Rätt i Viken AB
DSSA Bygg AB,5590456124,2,37,Alm; Lars Lennart Stefan,1,0,DSSA Bygg AB
Hexadrone Sweden AB,5591682637,2,37,Sammils; Magnus Erik Bertil,1,0,Hexadrone Sweden AB
Projekt teknik Sverige AB,5590171871,2,37,Söderström; Lars Elov,1,8,Projekt teknik Sverige AB
Timmerpalats AB,5567178628,2,62,Léman; Clas Erik,2,5,C Léman Förvaltning AB|Timmerpalats AB
JPS Golv AB,5568675770,2,40,Söderlund; Jens Patrik,2,1,JPS Golv AB|JPS Golv
Åke Höglunds Måleri Aktiebolag,5564090461,4,57,Rönnberg; Erik Torbjörn,7,5,Rönnberg & Mattsson Bygg Aktiebolag|Norbergs Bygg & Inredning AB|Högåsa Företagspartner AB|Restaureringsmasarna Bygg AB|Södra Dalarnas Tillväxtkassa AB|Åke Höglunds Måleri Aktiebolag|Engsbergs Holding AB
Dalecarlia Solel AB,5569487076,2,54,Dahlström; Tommy Sven Åke,6,3,Garantiasfalt i Ornäs Aktiebolag|Be-Lo Elektriska Aktiebolag|Dexter Holding AB|Dalecarlia Solel AB|Tomnäs Fastighetsförvaltning AB|Be-Lo Elektriska Holding i Borlänge AB
Beltab Fastighet AB,5569991879,2,60,Belt; Bernardus Hermanus Hendricus,4,9,Wellness Travel Group Sweden AB|Beltab Holding AB|Grön Betongpumpning Sverige AB|Beltab Fastighet AB
JST Bygg & Fönster AB,5569913063,2,39,Persson; John Verner,3,0,JST Bygg & Fönster AB|4Hundra Tassar AB|JohnJohn Bygg i Dalarna AB
K V S Energiteknik Aktiebolag,5562662030,2,73,Strandberg; Knut Vilhelm,1,1,K V S Energiteknik Aktiebolag
Maskin Mark Aktiebolag,5562112184,3,57,Johansson; Kenneth Göte Emanuel,1,1,Maskin Mark Aktiebolag
Ventura Grafiska Aktiebolag,5564889797,2,61,Ventura; Jan Peter,2,2,AB Svenska Bridgeförlaget|Ventura Grafiska Aktiebolag
Dalpilen Projektutveckling AB,5569274821,2,33,Backlars; Sam Carl Erik,6,1,Dalpilen Projektutveckling AB|Dalpilen Projekt AB|Gruvfogden Invest AB|GFI Industrihus AB|Luxonen Invest AB|DAPAB Entreprenad AB
T Kandalafft AB,5566612791,2,51,Kandalafft; Tony,2,3,T Kandalafft AB|T Kandalafft Bygg
Tullmora AB,5569984577,2,77,Eggen; Rolf Erik,1,2,Tullmora AB
Ragnar & Co AB,5568334337,2,58,Eriksson Pallin; Johan Ragnar,5,8,Dibner AB|Avesta Gamla Bryggeri AB|Avesta Förvaring AB|B Eriksson utvecklings AB|Ragnar & Co AB
Hedemora Grävtjänst Aktiebolag,5563504447,2,52,Eriksson; Karl Erik,27,18,Falu Redovisningsbyrå Aktiebolag|Solventia Aktiebolag|Pinus & Picea AB|Skogen i Klitten AB|Hedemora Grävtjänst Aktiebolag|Pinus & Picea Liden AB|Pinus & Picea Mjågen AB|Pinus & Picea Ärnäs AB|Pinus & Picea Dysberg AB|Pinus & Picea Kittan AB|Pinus & Picea Evertsberg AB|Pinus & Picea Garberg AB|Pinus & Picea Nybolet AB|Pinus & Picea Brunnsberg AB|Pinus & Picea Västermyckeläng AB|Dalarnas Bilgodstrafik Aktiebolag|Pinus & Picea Rot AB|Pinus & Picea Blyberg AB|Pinus & Picea Gåsvarv AB|Pinus & Picea Kåtilla AB|Pinus & Picea Karlsarvet AB|Pinus & Picea Klitten AB|Pinus & Picea Månsta AB|Pinus & Picea Östermyckeläng AB|Pinus & Picea Näset AB|Pinus & Picea Holen AB|Pinus & Picea Åsen AB
Isakssons Byggplåt AB,5561220335,3,54,Fält; Lars Patrik,4,0,Industriellt Utvecklingscenter Dalarna Aktiebolag|Isakssons Rostfria AB|Nätverk Tunnplåt i Dalarna Ekonomisk förening|Isakssons Byggplåt AB
RS Entreprenad i Grängesberg AB,5563861623,2,31,Saarinen; Robin Emanuel,2,0,RS Entreprenad i Grängesberg AB|Robin Saarinen Entreprenad
ConBef AB,5568997950,3,61,Freiholtz; Bernt Hugo,1,0,ConBef AB
ConBef AB,5568997950,3,61,Freiholtz; Britt Ingrid,1,0,ConBef AB
Promantra AB,5568716814,2,53,Åhlander; Carl Fredrik,1,0,Promantra AB
ÖPAB Golvbeläggningar AB,5564068624,2,36,Lindberget; Roine Mattias,2,3,ÖPAB Golvbeläggningar AB|Bygg Anläggning Service i Hammarberget AB
BELOK AB,5590112768,2,68,Nilsson; Ulf Christer Bertil,1,3,BELOK AB
EraTec AB,5568391360,2,55,Andersson; Erik Stefan,2,1,Bone Invest AB|EraTec AB
Sälen Elservice & Entreprenad AB,5592076615,2,49,Fyhr; Per Anders,3,1,Sälen Elservice & Entreprenad AB|Rättvik Elservice & Entreprenad AB|Mora Elservice & Entreprenad AB
Hedemora Bygg & lokalanpassning AB,5590050794,2,64,Hed; Siv Marita Susanne,2,5,Hedemora Bygg & lokalanpassning AB|Bostadsrättsföreningen Sarven
Pond Labs AB,5568991797,2,52,Mangell; Dan-Luis,12,24,Pond Design AB|Mälardalens Omsorgsfastigheter Holding AB (publ)|Upptecon AB|NuvoAir AB|NoseOption AB|Crossfell AB|Sthlm HC AB|LBA Maskin & Handel Aktiebolag|Bostadsrättsföreningen Sälgen 8|Pond Labs AB|J Ben L International AB|J Ben L Holding AB
Westlake i Avesta AB,5590064886,3,48,Espås; Bernt Reinhold,1,3,Westlake i Avesta AB
Sälje Bygg & entreprenad AB,5569811507,2,43,Tillman; Johan Mattias,1,1,Sälje Bygg & entreprenad AB
Bs Fastigheter & Event AB,5591898308,2,31,Pettersson; Mathias Leif Anders,2,2,Bs Fastigheter & Event AB|Bergslagens Spårservice AB
Svenska Kemskydd AB,5591635684,2,27,Ölund; Bror Anton,1,0,Svenska Kemskydd AB
Svenska Kemskydd AB,5591635684,2,27,Lundvall; Per Henrik,1,0,Svenska Kemskydd AB
Groos Holding AB,5590997507,2,44,Gustavsson Roos; Hed Magnus Christer,1,1,Groos Holding AB
Göran Norrgårds Aktiebolag,5564093663,2,71,Norrgårds; Hans Göran,1,2,Göran Norrgårds Aktiebolag
Vika Rör AB,5569641573,2,52,Andersson; Mats Erik,1,1,Vika Rör AB
DeNaPo AB,5591037907,2,43,Wahlberg; Jonas Anders Hugo,2,0,NSS Group AB|DeNaPo AB
HMB Holding AB,5565522157,11,50,Karlsson; Karl Krister,9,23,HMB Construction AB|SWE Maskinrenting AB|HMB Construction Örebro AB|Lillskär Invest 7 AB|Hundala Holding AB|HMB Holding AB|HMB Falun AB|Lillskär Kasernhus 4 Strängnäs AB|HMB Strängnäs AB
ABEKA El & Kraftanläggningar Aktiebolag,5565157012,3,58,Oscarsson; Lars Håkan,8,3,ABEKA El & Kraftanläggningar Aktiebolag|ELIXIR FITNESS AB|Säven 15 AB|Oinvest Sverige AB|Silverörten AB|KOHJT Fastighets AB|Svenska Octav AB|Boleg AB
FRONT RK AB,5565187506,4,45,Karlsson; Niklas Lars-Olof,6,4,Fasadrenoveringar Roland Karlsson I Mälardalen AB|FRONT RK AB|rapid hyrställningar AB|SmartFront AB|Mur & Putsföretagen i Sverige Service AB|Entreprenörfirma Roland Karlsson AB
Tuna Förvaltning och Entreprenad AB,5567432520,5,50,Lundin; Jonas Emanuel,15,67,Colorama AB|Tuna Förvaltning och Entreprenad AB|Svenska Färghusgruppen AB|Broja Fasadställningar Aktiebolag|Svenska Färghusgruppen Försäljnings AB|Wijoy Invest AB|Innehållet 5 & 6 AB|Itzinya AB|Åre Petstore AB|Gillissons Bygg AB|FÄRGTEMA Butiksutveckling AB|Istinden AB|Vägmästarna AB|Istinden Projects AB|Husby Rekarne exploatering AB
SjötorpsHus AB,5565750691,3,57,Johansson; Hans Erik,10,13,SjötorpsHus AB|Sjötorps Bygg AB|Sjötorps Fastigheter 1 AB|Sjötorps Fastigheter 2 AB|Sjötorps Förvaltning AB|Bostadsrättsföreningen Hemlängtan 1; Vagnhärad|Bostadsrättsföreningen Djulö Backar 2; Katrineholm|Solbäckensförvaltning i Vingåker AB|Bostadsrättsföreningen Sjöglimten; Ragnars Gärde; Katrineholm|Bostadsrättsföreningen Alen; Katrineholm
SjötorpsHus AB,5565750691,3,57,Knutsson; Pär Göran,12,15,SjötorpsHus AB|Sjötorps Bygg AB|Sjötorps Fastigheter 1 AB|Sjötorps Fastigheter 2 AB|Sjötorps Förvaltning AB|PGK Timberhouse Group AB|Bostadsrättsföreningen Djulö Backar 2; Katrineholm|Bostadsrättsföreningen Sjöglimten; Ragnars Gärde; Katrineholm|Bostadsrättsföreningen Siken; Katrineholm|Solbäckensförvaltning i Vingåker AB|Bostadsrättsföreningen Hemlängtan 1; Vagnhärad|Bostadsrättsföreningen Alen; Katrineholm
Byggteknik i Katrineholm Entreprenad AB,5590787213,3,62,Tolbäcken; Hans Anders,3,6,Byggteknik i Katrineholm Entreprenad AB|Byggteknik i Katrineholm AB|FestRum i Katrineholm AB
Byggnadsfirma G. Insulander Aktiebolag,5561436741,3,60,Boklund; Carl Jonas,11,9,Byggnadsfirma G. Insulander Aktiebolag|Stallarholmens Trivselboende AB|Viljansgården 6C AB|Viljansgården 6A AB|Viljansgården 6B AB|Bostadsrättsföreningen Väderkvarnen 12|Mikaelsgården fastighets AB|Finsnickeri Gripsholm AB|Insulander Maskin AB|Insulanders Fastighetsutveckling AB|Viljansgården 3 AB
Byggmästarna i Nyköping Aktiebolag,5565844502,5,57,Wiklund; Clas Marcus Sigvard,6,1,nan
Nyvest Bygg Aktiebolag,5563669224,3,59,Larsson; Hans Magnus,4,3,Larsson Lindell AB|Nyvest Bygg Aktiebolag|Hjälmen 2 i Nyköping AB|BASFABAktiebolag
Byggteknik i Katrineholm AB,5566195912,3,62,Tolbäcken; Hans Anders,3,6,Byggteknik i Katrineholm Entreprenad AB|Byggteknik i Katrineholm AB|FestRum i Katrineholm AB
Gimlä Bygg o Förvaltning AB,5563466381,3,39,Eriksson; Lars Gunnar Anders,14,8,Gimlä Bygg o Förvaltning AB|Brime Fastighetsutveckling AB|Gimlä Bemanning AB|Oskarius Invest AB|Sindre Förvaltning AB|BRIME Fastighets AB|Eriksberg Gård & Byggnader|Anders Alltjänst|Granlunda Fjällgård Aktiebolag|Oskarius Ett AB|Sindre Holding AB|Sindre i Eskilstuna AB|Gimlä Bygg och Förvaltning Group AB|Glase AB
Elektrotjänst i Katrineholm Aktiebolag,5562096486,4,55,Karlsson; Karl Agne,5,10,EKI Holding AB|ANCA Invest AB|Elektrotjänst i Katrineholm Aktiebolag|Elektrotjänst Fastigheter i Katrineholm AB|JKPN Traktorn 7 AB
Trosabygdens Teknik AB,5565454542,6,46,Haglund; Johan Niklas,16,5,Trosabygdens Teknik AB|Dextera AB|Trosa Tekniska Fastighets AB|Trosaortens Fastighets AB|Husby Skola Fastighets AB|Norra Husby 3:6 Fastighets AB|Rörhuset Fastighetsbolag AB|Bilverkstadens Fastighets AB|Åvägen 16 Fastighets AB|Bråtavirket Fastighets AB|Östra Kyrkvägen 2B Fastighets AB|Bråtavirket AB|Kalkbruksvägen Fastighets AB|Mälarklinten AB|Mölna Äng Fastighets AB|Trosa Grus & Transport AB
