company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Kilenkrysset Aktiebolag,5562836931,2,63,Persson; Jan Erik,239,157,Kilen 187 Strängnäs AB|Kilen 42 Strängnäs Aktiebolag|Jan Persson Holding Aktiebolag|Kilen 193 Strängnäs AB|Kilen 78 Strängnäs AB|Kilen 173 Strängnäs AB|Kilen 45 Strängnäs AB|Kronoslätt Företagspark Aktiebolag|Kilenkrysset Bygg Aktiebolag|Kronoslätt Fryshus AB|Kilenkrysset Aktiebolag|Kilen Prefab Aktiebolag|Milmac Sweden Aktiebolag|Kilen Rosersberg 11:84 AB|Kilen 7 Solberga Aktiebolag|Kilen 48 Strängnäs AB|Kilen Strängnäs Exploatering AB|Kilen Eldsundsviken AB|Stockholm Nord Kombiterminal AB|Kilen 17 Strängnäs AB|Rosersberg Utvecklings AB|Kilen 46 Strängnäs AB|AVATAR Invest AB|Kilen Rosersberg 11:100 AB|Kilen Nord Fastighetsförvaltning AB|Kilen Rosersberg 11:77 AB|Kilen 105 Strängnäs AB|Primexxa Fastighets AB|Kilen 94 Strängnäs AB|Bernhardssons Möbler i Strängnäs AB|Kilen Rosersberg 11:107 AB|Gruvbrinken Fastighets AB|Kilen 87 Strängnäs Aktiebolag|Kilen Rosersberg 11:98 AB|Kilen 119 Strängnäs AB|Rosersbergs Exploaterings AB|Kilen 123 Strängnäs AB|20004 Karlskrona AB|Violstaden Flen Fastighets Aktiebolag|Kilen 25 Strängnäs AB|Avatar Fastigheter AB|Kilen 99 Strängnäs AB|Kilen 120 Strängnäs AB|KilenX 121 AB|Bro Markutveckling AB|Kilen 133 Strängnäs AB|Kilen 146 Strängnäs AB|Milmac Fastighets AB|Smilla i Strängnäs AB|Krogsta Tun Fastighetsförvaltning AB|Kanslihuset Eldsundsviken AB|Kilen 109 Strängnäs Aktiebolag|Kilen Venngarn Fastighetsförvaltning AB|Kilen 139 Strängnäs AB|Björn Gärtze Aktiebolag|Kilen 176 Strängnäs AB|Kilen 121 Strängnäs AB|Kilen 8 Förvaltning AB|United Tools i Strängnäs Aktiebolag|Kilen 165 Strängnäs AB|Kilen 172 Strängnäs AB|Kilen Två Präntaren Aktiebolag|Kilen 147 Strängnäs AB|JEP Strängnäs Fastighetsförvaltning Aktiebolag|Bilreservdelsdepån Invest i Strängnäs Aktiebolag|Kilenviolen Aktiebolag|Solberga Handelscenter Aktiebolag|Zeger Fastigheter AB|Kilen 162 Strängnäs AB|Kilen 135 Strängnäs AB|Kilen 167 Strängnäs AB|Kilen 116 Strängnäs AB|Kilen Strängnäs Förvaltning AB|Kilen Syd Aktiebolag|KilenX Bygg och Förvaltning AB|Kilen 67 Strängnäs Aktiebolag|Kilen 68 Strängnäs AB|Kilen 52 Strängnäs AB|Jan Persson Förvaltnings Aktiebolag|Rödfalken Invest Aktiebolag|Kilenkrysset Sweden AB|Kilen 212 Strängnäs AB|Kilen 14 Rosersberg Holding AB|Betongprodukter i Kungsör AB|Kilenkransen Aktiebolag|Kilen 211 Strängnäs AB|Kilen 207 Strängnäs AB|Kilen 210 Strängnäs AB|Kilen 171 Strängnäs AB|Svenskt Guld & Ur Aktiebolag|Kilen 74 Strängnäs AB|Kilen 60 Strängnäs AB|Kilenkrysset Fastigheter Aktiebolag|Kilen 183 Strängnäs AB|Kilen 41 Strängnäs AB|Norrboda Rankhus Krysset AB|Kilen 131 Strängnäs AB|Kilen 59 Strängnäs AB|Jan Persson Inköps Aktiebolag|Kilen 209 Strängnäs AB|Kilen 140 Strängnäs AB|Kilen 118 Strängnäs Aktiebolag|Kilen 70 Strängnäs AB|Kilen 5 Rosersberg Invest Aktiebolag|Gruvbrinken Invest AB|Kilenkrysset Rail AB|Kilen 80 Strängnäs Aktiebolag|Kilen 114 Strängnäs AB|Kilen Eldsundsviken 6 AB|Kilen 177 Strängnäs AB|Kilen 192 Strängnäs AB|Kilen 168 Strängnäs AB|Wallstanäs Exploaterings AB|Kilenkrysset Produktion Aktiebolag|Kilen 197 Strängnäs AB|Kilen 112 Strängnäs AB|Kilen 97 Strängnäs AB|Kilen 195 Strängnäs AB|Kilen 137 Strängnäs AB|Kvarnkrysset AB|Kilen 132 Strängnäs AB|Kilen 206 Strängnäs AB|Kilen 203 Strängnäs AB|Kilen 208 Strängnäs AB|Kilen 213 Strängnäs AB|Kilen 58 Strängnäs AB|AIL Group Förvaltning AB|Kilen 204 Strängnäs AB|Kilen 202 Strängnäs AB|Kilen 104 Strängnäs AB|Kilen 124 Strängnäs AB|Kilen 128 Strängnäs AB|KilenX 123 AB|Kilen 151 Strängnäs AB|Kilen 117 Strängnäs AB|Kilen 28 Strängnäs Aktiebolag|Kilenkrysset Fastighetsutveckling Aktiebolag|Kilen Eldsundsviken 7 AB|Kilen Eldsundsviken 8 AB|Kilen 122 Strängnäs AB|Kilen 22 Strängnäs AB|Kilen 20 Strängnäs AB|Kronoslätt Fastighets Aktiebolag|Kilen 134 Strängnäs AB|Kilen Rosersberg Förvaltning AB|Kilen 201 Strängnäs AB|Kilen 84 Strängnäs AB|Kilen 54 Strängnäs Aktiebolag|Kilen Eldsundsviken 3 AB|Kilen 191 Strängnäs AB|Kronoslätt Invest AB|Kilen 95 Strängnäs AB|Kilen 141 Strängnäs AB|Kilen 143 Strängnäs AB|Kilen 179 Strängnäs AB|Kilen 182 Strängnäs AB|Kilen 184 Strängnäs AB|Kilen 185 Strängnäs AB|Kilen 186 Strängnäs AB|Kilen 188 Strängnäs AB|Kilen 189 Strängnäs AB|Kilen 190 Strängnäs AB|Kilen 194 Strängnäs AB|Kilenkrysset Exploatering Aktiebolag|Krogsta Fastighets AB|Kronoslätt Förvaltnings Aktiebolag|Kungsängen Exploatering AB|Kilen Bostad AB|Avatar Förvaltning AB|Kilen 196 Strängnäs AB|Mälarringens Logistikcenter AB|Kilen 66 Strängnäs AB|Kilen 51 Strängnäs AB|Zeger Förvaltning AB|Kilen Eldsundsviken 5 AB|Kilen 31 Strängnäs AB|Kilen 36 Strängnäs AB|Kilen Strängnäs Invest AB|Kilen 108 Strängnäs AB|Kilen 11 Strängnäs Förvaltning AB|Kilen 23 Strängnäs Aktiebolag|Kilen 85 Strängnäs Aktiebolag|Kilen 81 Strängnäs AB|Kilen 93 Strängnäs AB|Kilen 100 Strängnäs AB|Kilen 19 Strängnäs Aktiebolag|Kilen 144 Strängnäs AB|Kilen 153 Strängnäs AB|Kilen 148 Strängnäs AB|Kilen 200 Strängnäs AB|Kilen 199 Strängnäs AB|Kilen 198 Strängnäs AB|Kilen 159 Strängnäs AB|Kilen 161 Strängnäs AB|Kilen 164 Strängnäs AB|Kilen 156 Strängnäs AB|Kilenkrysset Förvaltning AB|Kilen 154 Strängnäs AB|Vårfruberga Utbildning AB (svb)|Kilen 145 Strängnäs AB|Kilen 149 Strängnäs AB|IVP Holding AB|IJP Invest AB|Expimont AB|Kilen Rosersberg Invest AB|KilenX 120 AB|Kilen 158 Strängnäs AB|Kilen 152 Strängnäs AB|Kilen Eldsundsviken Bostads AB|KilenX 140 AB|KilenX 141 AB|KilenX 142 AB|KilenX 143 AB|KilenX 150 AB|KilenX 151 AB|KilenX 152 AB|KilenX 153 AB|Kilen 65 Strängnäs AB|Kilen 106 Strängnäs AB|Kilen 47 Strängnäs Aktiebolag|Eskilstuna Logistikkrysset AB|Kilen Strängnäs AB|Kilen Eldsundsviken 2 AB|Kilen Eldsundsviken 4 AB|Uppsala Exploaterings AB|Kilen Eldsundsviken Holding AB|Kilen Strängnäs Holding Aktiebolag|Kilen 175 Strängnäs AB|Kilen Eldsundsviken 1 AB|KilenX 130 AB|Kilen 115 Strängnäs AB|Bussen 7 Strängnäs Fastighets AB|Kilen 163 Strängnäs AB|Kilen 89 Strängnäs AB|Kilen 150 Strängnäs AB|Kilen 157 Strängnäs AB|KilenX 131 AB|Kilen 160 Strängnäs AB|KilenX 132 AB
Sjötorps Bygg AB,5567720460,3,57,Johansson; Hans Erik,10,13,SjötorpsHus AB|Sjötorps Bygg AB|Sjötorps Fastigheter 1 AB|Sjötorps Fastigheter 2 AB|Sjötorps Förvaltning AB|Bostadsrättsföreningen Hemlängtan 1; Vagnhärad|Bostadsrättsföreningen Djulö Backar 2; Katrineholm|Solbäckensförvaltning i Vingåker AB|Bostadsrättsföreningen Sjöglimten; Ragnars Gärde; Katrineholm|Bostadsrättsföreningen Alen; Katrineholm
Sjötorps Bygg AB,5567720460,3,57,Knutsson; Pär Göran,12,15,SjötorpsHus AB|Sjötorps Bygg AB|Sjötorps Fastigheter 1 AB|Sjötorps Fastigheter 2 AB|Sjötorps Förvaltning AB|PGK Timberhouse Group AB|Bostadsrättsföreningen Djulö Backar 2; Katrineholm|Bostadsrättsföreningen Sjöglimten; Ragnars Gärde; Katrineholm|Bostadsrättsföreningen Siken; Katrineholm|Solbäckensförvaltning i Vingåker AB|Bostadsrättsföreningen Hemlängtan 1; Vagnhärad|Bostadsrättsföreningen Alen; Katrineholm
Janssons Bygg i Bettna AB,5567696587,2,37,Jansson; Sven Robin,12,9,Janssons Bygg i Bettna AB|Toltorp Bygg Aktiebolag|Nyköping Plåt & Tak AB|Rörmontage i Katrineholm AB|Elcenter i Sörmland AB|Arnö 1:3 i Nyköping Aktiebolag|BASFABAktiebolag|Jansson Group Aktiebolag|R. Jansson Invest AB|RJB INVEST AB|Toltorp Bygg Bostads Aktiebolag|KWD Jansson Invest AB
Ventilationsprojekt i Nyköping AB,5564640497,3,46,Ljungkvist; Hans Fredrik,7,19,Ventilationsprojekt i Nyköping AB|Ventilationsprojekt i Katrineholm AB|Ventilationsprojekt i Linköping AB|Ventilationsprojekt i Eskilstuna AB|Ventilationsprojekt i Sverige AB|Largo Consult AB|Luftombyte AB
Ellfolk Bygg AB,5563052991,2,37,Johansson; Lars Ola,1,0,Ellfolk Bygg AB
Ellfolk Bygg AB,5563052991,2,37,Ellfolk; Johnny Alf Mikael,17,10,Ellfolk Group AB|Ellfolk Bygg AB|Ellfolk Projektutveckling AB|Fastighetsaktiebolaget Ormvråken AB|Nordic Performance Car AB|Ellfolk Fastighetsförvaltning AB|Hillwood AB|Ädlingen 21 Fastighets AB|Ormvråken Katrineholm AB|Ormvråken Holding AB|Ormvråken Slagsta AB|Ekeby 3195 Fastighets AB|Ormvråken 7 Fastighets AB|Ormvråken 9 Fastighets AB|Hagvalla Fastighets AB|Ormvråken Strängnäs AB|Padel Arena Strängnäs AB
Kjellbergs Bygg i Trosa AB,5567336689,3,64,Kjellberg; Johan Lars Patrik,9,4,Kjellbergs Bygg i Trosa AB|Favarent AB|Mats Eriksson Byggplåt i Trosa AB|Kjellbergs Industrifastigheter AB|Fastighetsbolaget Fyran i Trosa AB|Fyrstädet AB|AB Storökan|Fava Holding AB|AB Storökan fyra
Oppunda El Aktiebolag,5564568797,4,54,Samuelsson; Tord Johan,6,8,Oppunda Invest Holding AB|Oppunda El Aktiebolag|Oppunda Svets & Mekanik AB|Familjen Samuelssons Fastigheter AB|Oppunda Invest Aktiebolag|Familjen Samuelssons Fastigheter Holding AB
rapid hyrställningar AB,5566233069,4,45,Karlsson; Karl Roland Magnus,5,3,Fasadrenoveringar Roland Karlsson I Mälardalen AB|FRONT RK AB|rapid hyrställningar AB|SmartFront AB|Entreprenörfirma Roland Karlsson AB
Teknikservice i Katrineholm-Vingåker Aktiebolag,5565858502,3,52,Andersson; Timo Anders,6,9,Teknikservice i Katrineholm-Vingåker Aktiebolag|Teknikservice Fastigheter i Katrineholm Nyköping  AB|Carota Consulting AB|Teknikservice Invest i Katrineholm - Vingåker AB|Rapidus AB|Teknikservice i Katrineholm-Vingåker Holding AB
Teknikservice i Katrineholm-Vingåker Aktiebolag,5565858502,3,52,Thuresson; Robert Mattias,6,8,Teknikservice i Katrineholm-Vingåker Aktiebolag|Elteknikbranschens Gymnasium i Nyköping AB|Teknikservice Fastigheter i Katrineholm Nyköping  AB|RMT Consulting AB|Teknikservice Invest i Katrineholm - Vingåker AB|Teknikservice i Katrineholm-Vingåker Holding AB
InneVäder Aktiebolag,5564536760,2,52,Mård; Peter Sebastian,4,4,InneVäder Aktiebolag|Hjälmarpärlor Aktiebolag|Stall Åmål Tösse Handelsbolag|Mårds Holding AB
AB El & Säkerhet Sörmland,5562422468,4,59,Gunnar; Lars Erik,2,4,EV Fastigheter i Katrineholm Holding AB|AB El & Säkerhet Sörmland
SmartFront AB,5590546031,4,45,Forsberg; Karl Stefan,2,2,SmartFront AB|Forsberg Företagsutveckling AB
Byggnads Aktiebolaget Ulf Kruus,5563153864,3,50,Kruus; Ulf Karl Martin,5,17,Byggnads Aktiebolaget Ulf Kruus|Ekviken Fastighets AB|Markbolaget Kruus AB|Bostadsrättsföreningen Sjömagasinet i Mariefred|Pyramiden 4 i Mariefred AB
Bernin Bygg Aktiebolag,5561856559,2,47,Bernin; Per Jonas,6,5,Bernin Bygg Aktiebolag|NVB Nordisk Vattenbilning AB|Bernin Invest AB|Björkeby Svets AB|Curbs Event & Utbildning AB|Bostadsrättsföreningen Åre-Berge 2:96 i Åre
Flens Byggmaskiner Aktiebolag,5560730425,4,57,Nygren; Karl Niclas,3,0,Davén Kranar Aktiebolag|Scandinavian Cranes AB|Flens Byggmaskiner Aktiebolag
Gerry Karlsson Bygg AB,5562019611,4,52,Karlsson; Kenneth Gerry,2,3,Eskilstuna Plattsättning AB|Gerry Karlsson Bygg AB
Mählqvist Rör Aktiebolag,5561222612,3,56,Mählqvist; Sven Gunnar,5,7,Mählqvist Rör Aktiebolag|Mählqvist Fastigheter AB|Mählqvist Rör Förvaltnings AB|Vingåkers-Berga Förvaltnings AB|Kaflevi Rör AB
PQ Projektledning Aktiebolag,5567223234,5,53,Karlsson; Lars Jonas,10,2,PQ Projektledning Aktiebolag|PQ Projektutveckling AB|Tvålingen Utveckling AB|Fastighetsutveckling i Mälardalen AB|PQ Projektledning Holding AB|Tvålingen Holding AB|Ibaraki AB|Bostadsrättsföreningen Siken i Eskilstuna|Bostadsrättsföreningen Harren i Eskilstuna|Nya PQ Projektledning Holding AB
Sandå Södermanland AB,5561070615,2,57,Andersson; Lars,2,4,Bostadsrättsföreningen Skärgårdsbyn; Sankt Anna|Sandå Södermanland AB
Oppunda Kraftkonsult AB,5565252961,2,59,Svedberg; Andreas Torbjörn,3,2,Oppunda Hyr & Entreprenad AB|Oppunda Kraftkonsult AB|Oppunda Kraftmiljö AB
Nyköpings Bygg & Kakel AB,5590119227,4,44,Haglund; Christoffer,8,3,Nyköpings Bygg & Kakel AB|Bygg och Markelit i Sörmland AB|Agroelit Aktiebolag|Kakel Enterprise 2016 AB|BME Management AB|Snöyra Holding AB|Snöyra Fastighet AB|Christoffer Haglund AB
Aquadus VVS AB,5565831798,5,53,Gustafsson; Kjell Johan,3,7,Rörtema i Nyköping AB|Aquadus VVS AB|Bocknyckeln AB
Djurgårdens Bygg & Miljö AB,5566835954,3,54,Bergström; Alf Joacim,6,6,Djurgårdens Bygg & Miljö AB|DBM Mark & Entreprenad AB|Belanjo AB|Fuktsäkra Hem i Sverige AB|SunnySide Holding i Eskilstuna AB|Attefallsbyggarna i Sverige AB
Byggcenter KFV Bygg & Service AB,5565540464,3,56,Assargren; Hans Stefan,5,2,Byggcenter KFV Bygg & Service AB|Byggcenter i Katrineholm AB|Borrax Betonghåltagning AB|TB Estates AB|Borgüs Industrifastigheter AB
Rörtema i Nyköping AB,5566112255,3,53,Persson; Thomas-Olov,4,6,Aquadus VVS AB|Rörtema i Nyköping AB|Lastudden Invest AB|Lastudden AB
LG Contracting i Eskilstuna AB,5591443188,3,52,Shehadeh; Nayef Ziad,3,1,LG Contracting i Eskilstuna AB|Klimatrör i Stockholm Aktiebolag|VVS-METODER Stockholm AB
Björsons Måleri Eftr. Aktiebolag,5563356301,3,47,Larsson; Nils Johnny,9,5,Bröderna Siljendahl Måleri Aktiebolag|NP Måleri & Fastighetsservice i Västerort AB|Björsons Måleri Eftr. Aktiebolag|P & A Måleri i Norrköping AB|Nordisk Yta AB|JMCL Fastigheter Vasavägen AB|JMCL Fastigheter AB|Måleriföretagen i Öst Serviceaktiebolag|JMCL Holding AB
Oppunda VVS-Service Aktiebolag,5562247428,5,59,Glimring; Kurt Stefan,2,5,Oppunda VVS-Service Aktiebolag|Rörstjärnan AB
OLB Entreprenad AB,5563284586,9,39,Lyktberg; Jan Eino,4,3,OLB Entreprenad AB|OLBK AB|O.L.B Invest AB|E.L Invest AB
Takläggarna i Mälardalen AB,5568457542,4,46,Eriksson; Erik Mikael,3,1,Strängnäs Byggnadsplåtslageri AB|Takläggarna i Mälardalen AB|Pressaren Holding AB
Toltorp Bygg Aktiebolag,5563066066,3,38,Bergström; Lars Jonas,3,0,Toltorp Bygg Aktiebolag|LJBE Förvaltning AB|BASFABAktiebolag
Ventilationsprojekt i Katrineholm AB,5562735653,3,46,Waltherson; Dick Walther,2,6,Ventilationsprojekt i Katrineholm AB|Diasson AB
Katrineholms Rörproduktion AB,5569764029,3,46,Wintervide; Bo Fredrik,1,0,Katrineholms Rörproduktion AB
Golvmaterial; Hans Johansson Aktiebolag,5561892380,4,49,Landler; Theodor Bengt,3,2,Golvmaterial; Hans Johansson Aktiebolag|Jakobjörn AB|CC Nyköping AB
Skandinaviska Gripens Entreprenad AB,5567850747,5,45,Ahlander; Dan Åke,4,2,Skandinaviska Gripens Entreprenad AB|Ahlvestor AB|Salong Together AB|Seven 4 You AB
Sofielundarna i Bettna AB,5561154906,4,56,Eriksson; Sven Johan Patrik,4,6,Sofielundarna i Bettna AB|PE Innovations AB|B J E Förvaltnings Aktiebolag|Dämbol 1:12 AB
Structor Eskilstuna AB,5565882577,4,58,Almberg; Ove Joakim,3,4,Structor AB|Structor Västerås AB|Structor Eskilstuna AB
Wettergrens Tak och Plåtslageri AB,5566138656,2,48,Fredriksson; Frank Billy,3,1,Frank Fredriksson Holding AB|Wettergrens Tak och Plåtslageri AB|VD Fastigheter AB
Frense Living Bygg AB,5569751836,3,35,Frense; Holger,17,23,Frense Living Bygg AB|FL-Prefab AB|FL Montage AB|Staring Eskilstuna AB|FL Industrifast AB|Skyhall AB|Frense Holding AB|Frense Living Fastigheter AB|Hällby-Ökna Fastighet AB|FL-ByggProjekt AB|FL Nystavaren AB|Staring Sverige AB|FL Skogstorp Fast1 AB|Frense Living Fastigheter II AB|Frense Living Real Estate AB (publ)|FL Årby Norra I AB|Staring Rental AB
Frense Living Bygg AB,5569751836,3,35,Eriksson; Ann-Louise Gunborg,18,19,Frense Living Bygg AB|FL-Prefab AB|FL Montage AB|Staring Eskilstuna AB|FL Industrifast AB|Frense Ekonomi & Fastighetstjänst AB|Skyhall AB|Frense Holding AB|Frense Living Fastigheter AB|Hällby-Ökna Fastighet AB|FL-ByggProjekt AB|FL Nystavaren AB|Staring Sverige AB|FL Skogstorp Fast1 AB|Frense Living Real Estate AB (publ)|Frense Living Fastigheter II AB|FL Årby Norra I AB|Staring Rental AB
Lykil Eskilstuna AB,5565131835,4,58,Henriksson; Henrik Carl Tionus,12,19,Lykil Eskilstuna AB|Lykil Automation AB|Lykil Säkerhet AB|Smelås Aktiebolag|Lykil i Strängnäs AB|Lykil Låsmästarna AB|Tionus Fastigheter AB|Tionus AB|Garm Bevakning och Säkerhetstjänst AB|Eskilstuna Gym AB|Löta Handelsträdgård AB
Erikssons Plåt i Nyköping AB,5566850151,3,58,Dahlberg; Tomas Alexander,1,1,Erikssons Plåt i Nyköping AB
Ovacon AB,5565885364,3,57,Petersson Hemstad; Björn Jesper,9,5,Trosabygdens Teknik AB|Ovacon AB|Kofoten 1 AB|Trosa Kvarn AB|Kofoten Förvaltnings AB|Kvarnen AB|Trosa Kvarn Förvaltning AB|Företagsutveckling B Petersson Aktiebolag|Kvarnen Management AB
VVS-Vattentec i Eskilstuna Aktiebolag,5566508502,3,42,Johannesson; Mikko Antti Daniel,4,8,VVS-Vattentec i Eskilstuna Aktiebolag|Eltec Elinstallation i Mälardalen AB|Frenora Holding AB|Varonen i Eskilstuna AB
Velox Track & Field AB,5567964977,2,43,Salvéus; Ulrik Gustav Detlof,1,0,Velox Track & Field AB
Bredberg Bygg AB,5567919419,3,59,Bredberg; Klas Göran,1,1,Bredberg Bygg AB
Your Builders i Sverige AB,5569657652,2,55,Ramse; Carl Evert Rolf,4,9,Your Builders i Sverige AB|trofè jakt nordic AB|Troféjakt World Wild AB|your consulting i sverige AB
Östkustens Byggteknik AB,5568757388,2,45,Eklöf; Christer Kim Jörgen,3,4,Aktiebolaget Snickerikontakt|Trosabyrån AB|Östkustens Byggteknik AB
Stefan El AB,5569620361,2,59,Eriksson; Sven Stefan,11,12,Stefan El AB|Arrector Aktiebolag|City Hotell i Eskilstuna Aktiebolag|Skölden Bostäder AB|Drottninggatans Fastighetsbolag AB|AM Industrifastighet AB|Hållstallet AB|Bostadsrättsföreningen Vårdkasen 8|Bostadsrättsföreningen Syrenen 12|Vårdkasen i Eskilstuna AB|Vårdkasen i Eskilstuna Holding AB
Kihlgren & Söner Bygg AB,5564739562,2,56,Redfors; Christer Lennart,5,1,Kihlgren & Söner Bygg AB|Svarvaren 4 AB|Vingåker Arena AB|CR Padel AB|MKCR Holding AB
National Rail (NRS) AB,5590913991,2,47,Eriksson; Lars Gunnar,3,3,National Rail (NRS) AB|Adam Erixon Invest AB|Katrineholms Miljösanering AB
P Karlssons Planering; Gräv & Schakt AB,5566632575,4,47,Karlsson; Niklas Peter Roger,1,1,P Karlssons Planering; Gräv & Schakt AB
Nera Installation i Nyköping AB,5567514889,2,45,Håkansson; Kjell Christian,3,1,Nera Sverige AB|Nera Resurs AB|Nera Installation i Nyköping AB
Stålpålning Mälardalen AB,5569654956,5,53,Klintberg; Kenneth Andreas,3,1,Stålpålning Mälardalen AB|Stålpålning Holding Mälardalen AB|Klintberg Holding AB
Sméstadens Fasad & Kultur AB,5563526036,nan,nan,Öberg; Kjell Daniel,1,5,MälarFasad AB
LH Produkter Mälardalen AB,5568868680,2,61,Leppänen; Anders Peter,1,2,LH Produkter Mälardalen AB
S D Entreprenad AB,5565728143,2,46,Didriksson; Jan Sebastian,2,2,S D Entreprenad AB|S.Didricksson Entreprenad
Nyköpings Mur och Platt AB,5568023823,2,43,Lindell; Hans Kenneth Mikael,2,6,Nyköpings Mur och Platt AB|HL Besiktning AB
Structor Miljöpartner AB,5567524532,4,52,Rodéhn; Johan Fredrik,1,3,Structor Miljöpartner AB
Strigin säkerhetsglas AB,5590761424,4,57,Bjälkefors; Lars Bo Martin,2,2,Ramfast Metall AB|Strigin säkerhetsglas AB
Krantjänst i Mälardalen Aktiebolag,5561489948,2,49,Hägglöf; Hans Magnus,4,0,Krantjänst i Mälardalen Aktiebolag|Eskilstuna Mobilkranar AB|Karpdammen Fastighet AB
Stapp AB,5567718399,3,49,Willix; Anders Johan,2,4,Stapp AB|PWx Konsult AB
Swelöv Ställningsmontage AB,5567444335,4,55,Svedberg; Per Olof,8,6,Swelöv Ställning och Montage AB|Swelöv Ställningsmontage AB|Alvdapa Aktiebolag|Swelöv AB|Swelöv Holding AB|Pom fastigheter handelsbolag|Swelövia Stockholm AB|Jannes Ställnings Service AB
Airpool AB,5590715594,3,45,Bikowski; Sebastian,3,4,Ärna Ventilation AB|ÄrnaAir Ventilation Holding AB|Airpool AB
Laggarhults Golv & Kakel AB,5590988233,4,31,Karlström; Carl Richard Gösta,1,3,Laggarhults Golv & Kakel AB
Laggarhults Golv & Kakel AB,5590988233,4,31,Angebjer; Björn Viktor,1,1,Laggarhults Golv & Kakel AB
Åda Gods AB,5560780859,2,63,Isoz; Johan Michael,10,5,Åda Gods AB|ÅDA Golf & Country Club AB|Åda Treehouse AB|Tredje Hökeberga förvaltning AB|Åda Fastighets AB|Michael Isoz|Anderviken Fastighets AB|Hökeberga förvaltning AB|Bostadsrättsföreningen Torpa Äng 1|Andra Hökeberga förvaltning AB
Tim Anderssons Bygg AB,5569953291,2,40,Andersson; Tim Magnus,1,1,Tim Anderssons Bygg AB
Nyköpings VVS Teknik AB,5568322183,2,53,Possman; Karl David Emanuel,1,2,Nyköpings VVS Teknik AB
Mälardalens BergEntreprenad AB,5569345076,2,40,Andersson; Per Gustav Emil,2,1,Mälardalens BergEntreprenad AB|Guldvägsberget AB
Tuna Stängsel AB,5568269541,5,46,Fontana; John Mikael,9,5,M Fontana Bygg & Smidesservice AB|Tuna Stängsel AB|P O Svetsservice Svets & Smide AB|ÅMFast AB|3Hufvudgruppen AB|Stationshuset Kvicksund AB|Fastighetsbolaget Sågen 22 Eskilstuna AB|Fastighetsbolaget Skytteln 11 Eskilstuna AB|Fastighetsbolaget NETSAL AB
Layandgo AB,5568042344,3,58,Sandberg; Bengt-Arne,6,9,Layandgo AB|Sandhag Nordic AB|Hagman & Sandberg Förvaltning AB|Löddret 1 AB|Basanda Förvaltning AB|CORE World AB
Nokon Bostad AB,5590392840,3,54,Hästbacka; Stig Anders,11,25,NOKON Byggnads AB|Nokon Holding AB|Nokon Industri AB|Nokon Bostad AB|Anders Hästbacka AB|JOHANNA HÄSTBACKA AB|Nokon Invest AB|Konkreta Hus 5 AB|Konkreta Hus 10 AB|Konkreta Hus 9 AB|Konkreta Hus 8 AB
Gustav Weidman Aktiebolag,5590039979,2,47,Weidman; Gustav Knut Philip,1,0,Gustav Weidman Aktiebolag
Resana Bygg AB,5591159859,2,32,Jansson; Kent Håkan Torbjörn,3,2,Optima i Eskilstuna AB|8195 Invest AB|Resana Bygg AB
Maskin & bygg i strängnäs AB,5569226029,2,39,Ågren; Per Joachim,2,1,Micaela flaminia Tapetserare AB|Maskin & bygg i strängnäs AB
Maskin & bygg i strängnäs AB,5569226029,2,39,Ågren; Micaela Maria Flaminia,2,1,Micaela flaminia Tapetserare AB|Maskin & bygg i strängnäs AB
Markjobb Sörmland AB,5566193305,3,52,Iwerbo; Johan Anders,8,2,Aktiebolaget Södermännen|Markjobb Sörmland AB|Virdisol AB|AQVIS Miljö AB|RD Rent Dagvatten AB|Aktiebolaget Indelningen|Iwerbo Fastigheter AB|Iwerbo Holding AB
Nordvall Bleck & Plåt AB,5569761819,2,47,Nordvall; Ernst Roger,2,1,I. Mobergs Frisersalong Aktiebolag|Nordvall Bleck & Plåt AB
Torshälla Fasadrenoveringar AB,5568048754,3,43,Blom; Robert Göran Andreas,1,0,Torshälla Fasadrenoveringar AB
FM Isolering AB,5591233928,3,38,Frick; Mattias Sven Gunnar,2,1,FM Isolering AB|Södergren & Frick; Isolerings Aktiebolag
Europa byggställningar AB,5591472195,2,40,Farias Araya; Eduardo Mauro,1,0,Europa byggställningar AB
TB Eriksson Bygg AB,5567303614,2,52,Eriksson; Bernt Thomas,1,1,TB Eriksson Bygg AB
Nyköpings Industrirör AB,5568534076,2,38,Hägg; Jan Rickard Arne,3,3,Nyköpings Industrirör AB|Nyköpings Industrirör Fastigheter AB|Warpig Invest AB
Ekologiska Byggvaruhuset i Sverige AB,5566045166,2,65,Hedenstedt; Erik Adam,5,5,Ekologiska Byggvaruhuset i Sverige AB|Erik Hedenstedt AB|ANNA LEFVERT ORD & BILD AB|Hamnmagasinet i Trosa AB|Emils Backe Fastigheter AB
RC Gräv & Bygg AB,5569576183,3,40,Forsberg; Robert Åke,5,0,RC Gräv & Bygg AB|Smartyta i Katrineholm Skepp 9 AB|Maskinbolag RC AB|RC Sverige AB|Smartyta i Katrineholm Skepp 8 AB
RC Gräv & Bygg AB,5569576183,3,40,Johansson; Cliff Rickard,5,0,RC Gräv & Bygg AB|Smartyta i Katrineholm Skepp 9 AB|Maskinbolag RC AB|RC Sverige AB|Smartyta i Katrineholm Skepp 8 AB
