company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Hörby Glasmästeri Aktiebolag,5561780429,3,61,Håkansson; Nils Johan Mattias,1,0,Hörby Glasmästeri Aktiebolag
TF Montage AB,5568367311,2,47,Freij; Ulf Thomas,1,0,TF Montage AB
Prio-Vent Syd AB,5591366694,2,51,Latifi; Drenusha,1,2,Prio-Vent Syd AB
Animek System Aktiebolag,5562062587,2,36,Larner; Nils Ola,3,0,OLAB Elektromontage AB|Animek System Aktiebolag|Ausås Invest
Hassel Dörrar AB,5565198446,2,63,Hassel; Robert Jörgen,1,3,Hassel Dörrar AB
Benny Fransson Entreprenad AB,5566414750,2,63,Fransson; Benny Stefan Mikael,2,4,Benny Fransson Entreprenad AB|BILLIGE FRASSE
Nyttadesign Aktiebolag,5567361976,4,53,Serrebo; Maria Charlotta Choon-Ja,1,3,Nyttadesign Aktiebolag
H Malmberg Byggentreprenad AB,5569862005,2,50,Malmberg; Håkan Olof,2,6,H Malmberg Byggentreprenad AB|Premium House Sverige AB
Målaren Daniel Ljungdahl AB,5568337744,2,43,Ljungdahl; Mats Daniel,1,1,Målaren Daniel Ljungdahl AB
SKAVA Byggservice AB,5590340369,2,51,Olszak; Andrzej,1,3,SKAVA Byggservice AB
Tengwalls Hus & Trädgårdar i Malmö AB,5568225360,2,44,Tengwall; Carl Niklas,5,6,Bostadsrättsföreningen Skansen 3|Tengwalls Hus & Trädgårdar i Malmö AB|Niclas Tengwall Kommanditbolag|Tax Kommunikation Handelsbolag|Annat AB
Skånsk Fastighets Service AB,5568141690,2,48,Olsson; Nils Mikael Fredrik,7,0,Skånsk Fastighets Service AB|Ytbehandlarna i Kvistofta AB|Handelsgården i Kvistofta AB|Skånsk Fastighetsservice|Rols AB|Ytbehandlarna Gune AB|RäddningsResurs Skåne AB
Olofsfälts Vind AB,5591003883,4,52,Persson; Carl Erik Anders,2,0,Olofsfälts Vind AB|PENOVA
Olofsfälts Vind AB,5591003883,4,52,Eek; Anna Kristina,1,0,Olofsfälts Vind AB
Castor Sverige AB,5591138739,3,68,Pettersen; Thor Gunnar,1,0,Castor Sverige AB
MS Mark & Stenentreprenad AB,5591896195,3,28,Frank; Christian Marcus,1,0,MS Mark & Stenentreprenad AB
MS Mark & Stenentreprenad AB,5591896195,3,28,Nilsson; Mats Simon Alfred,1,0,MS Mark & Stenentreprenad AB
Grävomera i Malmö AB,5590469606,2,36,Abramczuk; David Sebastian,3,1,Grävomera i Malmö AB|Bring It Online AB|Bygg och Schakt i Öresund
Kenneth Johansson Värmeservice Aktiebolag,5562280957,2,70,Johansson; Monica Ingegerd,1,0,Kenneth Johansson Värmeservice Aktiebolag
Bureca Vent AB,5591853212,5,41,Alameri; Ali Abdulla,6,2,Bureca Proffsen AB|Bureca Bageriet AB|Bureca Vent AB|Bureca Gruppen AB|Oud Huset AB|Bureca Staden AB
Stensättning Syd AB,5592057946,2,42,Nordkvist; Andrée Kristoffer,1,1,Stensättning Syd AB
JV värme kyla VVS AB,5591050504,2,43,Vilhelmsson; Hans Göran Jonas,1,0,JV värme kyla VVS AB
GS Bygg i Stolpaberga AB,5569720302,2,61,Svensson; Per-Olof Görgen,2,0,GS Bygg i Stolpaberga AB|Jörgen Svensson Bygg
Tage Möller Arkitektbyrå AB,5562981919,2,69,Bergström Johansson; Ingrid Maria,4,5,Tage Möller Arkitektbyrå AB|Breabäck Trädgård & Design AB|Epion AB|Aktiebolaget Occidenten
