company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Svalövs Golv AB,5568405913,2,52,Lindgren; Per Oscar Magnus,7,5,Svalövs Golv AB|Företagshotellet i Svalöv AB|Svalövs Industrihotell AB|Fastighetsbolaget Hotellet i Teckomatorp AB|Mc Torp AB|MB Torp Holding AB|Magnus Lindgren Holding AB
Svalövs Golv AB,5568405913,2,52,Lindgren; Måns Fritiof,2,6,Svalövs Golv AB|Fritiofs Fastighetsbolag AB
Per Holding Olsson AB,5564507068,3,70,Olsson; Per Harald,8,4,Byggadministration Harald Olsson Aktiebolag|CAD Studion i Skåne AB|Eladministration Turesson & Olsson                Aktiebolag|Per Holding Olsson AB|Prinsen Clemens Holding AB|KOM af sted Aktiebolag|Påskalyckan 8 & 1 Bostadsrättsförening|Copericus AB
Meckbygg AB,5590943832,2,53,Meck; Johan Rasmus,2,1,Meckbygg AB|Mecken
Fastec Skåne AB,5567243174,3,56,Lind; John Thomas,2,0,Bostadsrättsföreningen Riksvägen|Fastec Skåne AB
GlasAkuten i Landskrona AB,5569099798,2,53,Bengtsson; Kurt Niclas,5,14,Glasakuten I Skåne AB|GlasAkuten i Landskrona AB|GlasAkuten Invest AB|GlasAkuten Fastighets AB|MTI Produkter AB
4 TEC Sol AB,5591128870,3,56,Hedin; Lars Åke,4,1,4 TEC Sol AB|4T Energy Consulting Malmö AB|Teca Sweden Aktiebolag|Teca Aktiebolag
StruEngineers AB,5590580394,3,47,Shiltagh; Sam,2,1,Bostadsrättsföreningen Krithusen 4; Limhamn; Malmö|StruEngineers AB
Nep Aktiebolag,5568043896,2,65,Nilsson; Kjell Tommy,3,2,Margareta Nilsson AB|Nep Aktiebolag|Rutenfellt Konsult AB
Måleri och Bygg i Hässleholm AB,5568298383,2,46,Ekstrand; Kjell Yngve Patrik,2,2,Kakelsättarna i Hässleholm AB|Måleri och Bygg i Hässleholm AB
Måleri och Bygg i Hässleholm AB,5568298383,2,46,Blixt; Siv Jessica Marlen,1,0,Måleri och Bygg i Hässleholm AB
Top Housing Project Management AB,5564583580,2,56,Eklund; Bengt-Evert,8,14,Top Housing Project Management AB|HouseFactory AB|P R A E D I A T O R INTERNATIONAL Aktiebolag|TUN 9 AB|TOP Housing Aktiebolag|Husfabrikken Sverige AB|Scienso AB|Steninge Slott Fastighet 24 AB
DanielZ Bygg & Trädgårdsentreprenad AB,5591728794,2,53,Zulewska; Justyna,1,0,DanielZ Bygg & Trädgårdsentreprenad AB
AGO Bygg AB,5569372864,2,59,Persson; Carl Fredrik,3,8,AGO Bygg AB|AGO Bygg Sverige AB|ErGu AB
Rör & Energi i Skåne AB,5566837927,3,50,Bengtsson; Bengt Olle,1,4,Rör & Energi i Skåne AB
kvc bygg AB,5566614854,2,69,Åkerman; Göran Arvid,10,11,Solida Stenhus Entreprenad Sverige AB|kvc bygg AB|Holding Projekt 2020 Tygelsjö AB|The East Hamptons Bostadsrättsförening|Entreprenad Projekt Dalköpinge 12:7 AB|Fastigheter Projekt 2020 Tygelsjö AB|Bostadsrättsförening Mejeriet i Tygelsjö|PÅG Holding i Ystad AB|Fastigheter Projekt Dalköpinge 12:7 AB|Entreprenad Projekt 2020 Tygelsjö AB
PJ MARKTJÄNST AB,5591100481,2,50,Arvidsson; Per Johan Edward,2,1,PJ MARKTJÄNST AB|PJ Marktjänst
Saberg Bygg AB,5590752506,2,37,Saberg; Nour Leo Merdad,9,8,Suprema Sweden AB|Saberg Bygg AB|Saberg Holding AB|Elitas Sweden AB|Suprema Construction AB|Kyrkstöten 9 AB|H100 AB|H50 Landskrona AB|V2M AB
Wobedo Design AB,5567820393,4,60,Lundgren; Anders,1,11,Wobedo Design AB
VICLIN AB,5568884604,2,61,Thuné; Kjell Oscar,5,14,VICLIN AB|Morvi AB|OSPE Byggservice|Morvi Holding AB|Viclin Holding AB
MTMS Construction AB,5567603344,2,54,Swierczewski; Michal Janusz,1,0,MTMS Construction AB
A Projektering AB,5591671838,4,43,Nilsson; Gustaf Joachim,1,0,A Projektering AB
Frostproof AB,5568516297,2,58,Karlsson; Bengt Eric Martin,2,1,Frostproof AB|White One AB
FuktCom Konsult Grantén AB,5568732621,2,54,Grantén; Kjell Gunnar Jörgen,1,0,FuktCom Konsult Grantén AB
Retrohus i Sverige AB,5568995863,nan,nan,Rydén; Ewa-Maria Ingeborg,3,14,Seaside Living by Rydén AB|Last Minute Bride Ekonomisk förening|ROYAL CLASSIC OF SCANDINAVIA KOMMANDITBOLAG
HKJ Stenhus AB,5590579453,3,48,Johansen; Henrik,5,6,HKJ Stenhus AB|Kitchen In by HKJ AB|HKJ Förvaltning AB|Outdoor Access AB|HKJ Trading Far East AB
Bad & Energi i Limhamn AB,5564659869,2,72,Persson; Nils Åke,2,3,N.G. Nilsson i Sjöbo Förvaltnings AB|Bad & Energi i Limhamn AB
Wennström & Lundquist arkitekter AB,5569753196,4,49,Lundqvist; Nils Peter,1,1,Wennström & Lundquist arkitekter AB
Wennström & Lundquist arkitekter AB,5569753196,4,49,Wennström; Karl Viktor,1,1,Wennström & Lundquist arkitekter AB
Assidas Consulting AB,5591410658,2,49,Johansson; Lars Thomas,6,5,MTB Konsult AB|TT Kran & Montage AB|Assidas Consulting AB|LAGERTHA Bygg AB|Lagertha Fastigheter AB
Rinex Service Aktiebolag,5561462259,3,44,Sjöberg; Carl Johan Fredrik,4,7,Brand & Säkerhet i Helsingborg AB|Rinex Service Aktiebolag|FASTIGHETSBOLAGET PEEN AB|DEFIA AB
MOBI Trading AB,5566117924,2,63,Vahaba; Moshe,3,1,Aktiebolaget Lantbruks- och Industrimaskiner|MOBI Trading AB|DIUK AB
Sunda Fasader Skåne AB,5590525886,3,40,Nielsen; Michael,2,0,Nielsen fastigheter i Lomma AB|Sunda Fasader Skåne AB
House of Success AB,5591100838,2,43,Åkerman; Anna Marianne,1,4,House of Success AB
House of Success AB,5591100838,2,43,Nilsson; Jimmy Morgan,1,1,House of Success AB
Skantriva AB,5591076103,2,42,Ghobadi; Behboud,1,0,Skantriva AB
Skantriva AB,5591076103,2,42,Mårtensson; Daniel Behboud,1,0,Skantriva AB
Magnacon AB,5591195358,5,44,Utter; Hans Olof,6,0,Solbjer Bostads AB|Magnacon AB|HUCON AB|Magnacon Holding AB|Hucon Holding AB|HOA Holding AB
Kvant & Ljungdahl Måleri AB,5566611561,4,45,Kvant; Patrik Mikael,1,1,Kvant & Ljungdahl Måleri AB
Kvant & Ljungdahl Måleri AB,5566611561,4,45,Rasmussen; Tim,1,0,Kvant & Ljungdahl Måleri AB
AB E.Bruhns Måleri,5568751456,2,42,Bruhn; Gustav Edvin,1,0,AB E.Bruhns Måleri
ScanTurf AB,5591305510,4,42,Lindholm; Nils Patrik,2,2,ScanTurf AB|PS Lindholm AB
Tittente Åkeri & Entreprenad AB,5590462916,2,49,Lachmann; H O Johan C,2,7,Tittente Åkeri & Entreprenad AB|Håkansson & Lachmann Konsult AB
SKS Bygg Skåne AB,5591449938,2,46,Straznickiene; Jolanta,1,0,SKS Bygg Skåne AB
Murproffsen i Skåne AB,5567640866,2,52,Skotnicki; Henryk Aleksander,1,0,Murproffsen i Skåne AB
Aarsleff Anläggning AB,5564025756,4,47,Hestbæk; Mogens Vedel,2,1,Aarsleff Anläggning AB|Per Aarsleff A/S Filial
Byggagenten Skåne AB,5568532377,2,33,Bjarnason; Johann Karl,3,2,Ramen Malmö AB|Zimmer Malmö AB|Byggagenten Skåne AB
Byggagenten Skåne AB,5568532377,2,33,Keller; Helga,3,1,Ramen Malmö AB|Zimmer Malmö AB|Byggagenten Skåne AB
Aktiebolaget Dahlbergs Plåt,5562157684,3,65,Dahlberg; Kjell Tonny Daniel,2,0,KTM Dahlbergs Fastighets AB|Aktiebolaget Dahlbergs Plåt
Plastec AB,5591505861,2,43,Constanzo; Kenny Robert Marco,1,0,Plastec AB
SSaP AB,5569413957,3,55,Liljengren; Dan Jörgen,2,5,SSaP AB|Liljengrens VVK Aktiebolag
Malmö Arena papp & plåt AB,5591292494,2,26,Håård; Karl Johan,2,0,Malmö Arena papp & plåt AB|Night time management AB
Uffes Gräv & Schakt i Löddeköpinge AB,5568267644,2,44,Strandbring; Ulf Bertil Fredrik,1,1,Uffes Gräv & Schakt i Löddeköpinge AB
Uffes Gräv & Schakt i Löddeköpinge AB,5568267644,2,44,Strandbring; Jane Marie,1,1,Uffes Gräv & Schakt i Löddeköpinge AB
Byggnadsfirma Christoffer Klang AB,5563286581,2,57,Klang; Johan Christoffer,1,1,Byggnadsfirma Christoffer Klang AB
Ahls Bygg i Helsingborg AB,5590974878,2,72,Ahl; Mats Stefan,2,0,Ahls Bygg i Helsingborg AB|BYGGNADSFIRMA MATS AHL
Svansjö Bygg & Entreprenad AB,5568986912,2,41,Jönsson; Ola Robert,1,1,Svansjö Bygg & Entreprenad AB
Acouwood AB,5591410831,3,47,Bard Hagberg; Klas Göran,1,4,Acouwood AB
Skurups Måleri Aktiebolag,5564147196,3,46,Pålsson; Matz Bengt-Axel,1,0,Skurups Måleri Aktiebolag
Pipe Relining Syd AB,5569726101,2,42,Lundberg; Mats-Göran Roland,3,0,Nybrostrand Holding AB|Vent Relining Syd AB|Pipe Relining Syd AB
Insta El Syd AB,5591740781,4,54,Nilsson; Jonas Martin Edvin Jose,3,3,Ohmegi Elektro AB|Elpågarna i Malmö Aktiebolag|Insta El Syd AB
Lindbergs Måleri i Lomma Aktiebolag,5561988899,4,60,Olsson; Göran Stefan,19,29,Stoby Måleri AB|Stockeby Målerifirma Förvaltnings Aktiebolag|Mat by Fredholms AB|Åhus Äspet Tomt AB|Lindbergs Måleri i Lomma Aktiebolag|Stockeby Fastigheter Hässleholm AB|Stockeby Fastigheter Malmö AB|Stockeby Fastigheter AB|Brolsson AB|Hässleholm Stadsutveckling AB|Forumbostäder Sverige AB|Stoby Försäljning AB|Bomero Fastigheter AB|Forumbostäder Södra Äspet AB|Planeternas Tomt AB|Stoby Industri AB|Bygg & Färggrossisten Sverige AB|Löden i Hässleholm AB|Nordic Surface Group AB
Swedish Standard Group AB,5569258188,2,47,Engstad Stedt; Helen,10,2,Swedish Standard Group AB|Skånska FastighetsGruppen Holding AB|Skånska Guldmyntet AB|Swedish Standard Holding AB|Skånska Toarp Gården AB|Bostadsrättsföreningen Guldmyntet i Genarp|Skånska Bostäder i Genarp Holding AB|Skånska Bostäder i Genarp AB|Skånska Investment Holding AB|Skånska Guldmyntet 2020 AB
Bostadsutveckling i Skåne AB,5569863474,3,39,Jönsson; Ulf Tomas,11,25,Bostadsutveckling i Skåne AB|Bostadsrättsföreningen Barsebäcks Trädgårdsstad 3|Bostadsrättsföreningen Åttingen i Malmö|Bostadsrättsföreningen Hasselbacken i Båstad|Bostadsrättsföreningen Utblick Båstad nr 2|Bostadsrättsföreningen Utblick Båstad nr 1|Bostadsrättsföreningen Plåtslagaren i Vellinge|Bostadsrättsföreningen Strandbyn nr 3|Bostadsrättsföreningen Ängalyckan 1|Bostadsrättsföreningen Skedala Ängar|Mark&Fast i Skåne AB
EL-BASEN SKÅNE AB,5569710543,2,35,Carlsson; Mattias Nils Johan,1,0,EL-BASEN SKÅNE AB
Strandböke Måleri AB,5569091100,2,59,Paulsson; Kent Uno Rickard,2,1,Strandböke Måleri AB|Strandböke Måleri
Fast Entreprenad El AB,5567184287,3,45,Wik; Carl Arne Daniel,2,0,Wiks Elinstallationer AB|Fast Entreprenad El AB
Designcement Syd AB,5591591952,2,37,Martinsson; Tomas Harley,3,3,Viktor Sjöblom Bygg AB|Designcement Syd AB|Cementify AB
graphicM AB,5566860648,3,48,Hasselblad; Lars Martin Dawideit,1,1,graphicM AB
Ljunggrens Värme och Sanitet AB,5590049770,2,35,Ljunggren; Jörgen Olof Fredrik,1,1,Ljunggrens Värme och Sanitet AB
CmentDesign i Skåne AB,5566611025,3,49,Lavén; Carl Gustav Georg,4,16,CmentDesign i Skåne AB|Coconut Club AB|Ceratum Holding AB|Bostadsrättsföreningen Brohult 4
CmentDesign i Skåne AB,5566611025,3,49,Piltz; Lars Håkan,2,3,Ceratum Holding AB|CmentDesign i Skåne AB
Lakro Fastighetsförvaltning AB,5567644231,3,55,Csarnik; Zofia,1,2,Lakro Fastighetsförvaltning AB
Jörgen Mogvall Byggnadsplåtslageri AB,5566977517,2,62,Mogvall; Sven Jörgen,1,3,Jörgen Mogvall Byggnadsplåtslageri AB
J-O Stalldesign & Management AB,5569140626,2,57,Laustsen; Jens Ole,4,2,HJULARÖDSGRISEN AB|J-O Stalldesign & Management AB|J Holding i Tyringe AB|Greveholms Gourmet AB
Enekulla Entreprenad AB,5590450598,3,40,Andersson; Barbro Iréne,2,5,I. A-Kross & Entreprenad AB|Enekulla Entreprenad AB
Enekulla Entreprenad AB,5590450598,3,40,Jönsson; Nils Anders Christian,3,1,Jönsson's Bygg och Entreprenad AB|Enekulla Entreprenad AB|Locknox Handelsbolag
OKSE BYGG AB,5591234009,3,45,Hjertsäll; Hans Petter,3,4,Hjertsäll Fastigheter AB|Hjertsäll Holding AB|OKSE BYGG AB
Lineform AB,5590983432,2,37,Olsson; Carl Victor Thomas,1,2,Lineform AB
Skånsk Trädgård och Markanläggning AB,5590423694,2,54,Mårtensson; Mårten Fredrik,35,25,Byggsystem Öresund AB|MIMS Invest Aktiebolag|Handla i Eslöv AB|Hedvägens Handelsområde i Trelleborg AB|Landskrona Bromsregulatorn AB|Infartens Handelsområde i Landskrona AB|Padel of Sweden AB|Skånsk Trädgård och Markanläggning AB|Meteorvägens Handelsområde AB|Eslöv Stenbocken 14 AB|Skurup Gåskarlen 3 AB|Trädgårdshallen i Oxie AB|Brandposten 1 AB|ESMS General Aviation AB|Sjöbo Tryckaren 6 AB|Fastighets AB Trävaran 12|Skurup Tummetott 2 AB|Landskrona Betfröet 1 AB|Trädgårdshallen i Oxie Holding AB|Sjöbo Padel & Gym Fastighets AB|Simrishamn Tisteln 2 AB|Hemmestorps Handelsområde AB|Hemmestorps Handelsområde Holding AB|Västervik Husvagnen 2 AB|Trädgårdshallen i Oxie 1 AB|Simrishamn Padel Fastighets AB|Rondellens Handelsområde i Staffanstorp AB|Trädgårdshallen i Oxie 2 AB|Hjärup Trekanten Holding AB|Västervik Husvagnen 2 Holding AB|Simrishamn Tisteln 2 Holding AB|Sollefteå Hågesta 3:122 Holding AB|Trädgårdshallen i Oxie 3 AB|Sjöbo Såggatan 6 Holding AB|Trekantens Handelsområde i Hjärup AB
Ubatuba Consulting AB,5567514566,3,45,Börjesson; Eva Nina Sofie,4,2,Ubatuba Consulting AB|2021.AI AB|Ubatuba Property AB|AmazingInnovation Sweden AB
Golvfirman i Landskrona AB,5565786620,3,50,Bergström; Tina,2,0,Golvfirman i Landskrona AB|Jator Totalbygg AB
El-Bolaget Nelinder & Co Aktiebolag,5561192963,2,68,Nelinder; Stefan Lars Göran,1,2,El-Bolaget Nelinder & Co Aktiebolag
M Håkansson Bygg AB,5567896849,2,48,Håkansson; Stig Axel Martin,1,1,M Håkansson Bygg AB
Plåt och Bygg Delgado AB,5568593643,2,51,Delgado; Valdemar Marcell Vladimir,2,2,Delgado Properties AB|Plåt och Bygg Delgado AB
Hasses Bygg i Skåne AB,5569335804,2,46,Katsijev; Hasan,3,2,Hasses Industrifastigheter AB|Hasses fastigheter i Skåne AB|Hasses Bygg i Skåne AB
fasad & byggprojektering i skåne AB,5591316699,2,63,Johansson; Ola,1,3,fasad & byggprojektering i skåne AB
Vendado Aktiebolag,5569363988,2,54,Bronnvall; Klas Johan,2,4,Vendado Aktiebolag|Vendado Handelsbolag
Chrilles BetongHåltagning AB,5591903710,2,47,Randau; Christer Harald,2,1,Chrilles BetongHåltagning AB|Chrilles Betonghåltagning
TN Huskompani AB,5591818793,2,41,Timofejevas; Viktoras,1,0,TN Huskompani AB
Eberlund Service AB,5569162414,2,35,Eberlund; Reine Henrik,4,1,Eberlund Service AB|Mihema Sweden AB|Henrik Eberlund AB|Akadia AB
Åsens Bygg AB,5569897175,2,31,Nilsson; Carl Anton,1,1,Åsens Bygg AB
DS-STEN AB,5591365795,2,33,Svensson; Björn Anders Daniel,2,0,DS-STEN AB|DS-STEN
SAGU BYGG AB,5568522188,2,43,Gunnarsson; Samuel Erik Jonathan,1,1,SAGU BYGG AB
Ängelholmsbyggarna AB,5591536650,3,34,Larsson; Sebastian Jakob,1,0,Ängelholmsbyggarna AB
Ängelholmsbyggarna AB,5591536650,3,34,Edling; Carl Oscar Åke,1,2,Ängelholmsbyggarna AB
Gultarpsgården AB,5569360919,2,55,Andersson; Anna Helena,1,2,Gultarpsgården AB
Hagerling Form AB,5568625916,2,39,Hagerling; Carl Johan Uno,1,9,Hagerling Form AB
Hagerling Form AB,5568625916,2,39,Hagerling; Catharina Nathalie,1,6,Hagerling Form AB
Dahlqvists Elbyrå Aktiebolag,5561953323,4,67,Holst; Sven Ove Thomas,1,0,Dahlqvists Elbyrå Aktiebolag
MP Spårservice AB,5591189203,3,49,Björkman; Göran Magnus,1,0,MP Spårservice AB
Löddes Kakeltjänst AB,5590788096,2,34,Banovic; Zarko,1,2,Löddes Kakeltjänst AB
Löddes Kakeltjänst AB,5590788096,2,34,Banovic; Ivana,1,2,Löddes Kakeltjänst AB
DRACHMANN ARKITEKTER AB,5590680517,3,69,Drachmann; Hans Ole,1,1,DRACHMANN ARKITEKTER AB
Scandinavian Green Roof Institute AB,5566059555,9,53,Nilsson; Mats Ola,1,2,Scandinavian Green Roof Institute AB
Torsebro Puts och fasadtjänst AB,5566848437,2,54,Byrskog Birgersson; Petra Maria,2,2,Torsebro Puts och fasadtjänst AB|Torsbacka Bygg AB
Nordenskiöld Entreprenad AB,5590547930,2,37,Nordenskiöld; Jonas Ove,2,2,Anders-Persgård|Nordenskiöld Entreprenad AB
Jeppsson + Samuelsson Projektutveckling AB,5590536719,4,56,Samuelsson; Håkan Ivar Lennart,7,27,Monteprenör AB|Jeppsson + Samuelsson Projektutveckling AB|Bostadsrättsföreningen Styrbord på Limhamn|Bostadsrättsföreningen Babord på Limhamn|ELF Lotta fem AB|Vikhems Torg AB|Västra Sjöstadens skola ekonomisk förening
Oddes Bygg AB,5569404618,2,39,Arvidsson; Henrik Daniel,3,11,Oddes Handelshus AB|Oddes Bygg AB|OA Nordic AB
J Vent AB,5592073166,2,42,Halili; Jeton,1,0,J Vent AB
MLP Entreprenadservice AB,5591419659,2,32,Persson; Leif Jimi Mathias,2,0,MLP Entreprenadservice AB|MLP ENTREPRENADSERVICE
Kristianstad VVS AB,5568780604,2,35,Andersson; Henrik Magnus,4,10,Kristianstad VVS AB|H.Drake Fastigheter Aktiebolag|H.Drake Design AB|homeofemma AB
Malmö Plåtservice AB,5569917445,3,52,Eek; Christopher Jonas,1,0,Malmö Plåtservice AB
Kavcic Communications AB,5569212441,2,41,Kavcic; Anders Johan,2,5,Avico Solutions AB|Kavcic Communications AB
Sydsvenska VVS AB,5591991244,3,41,Hedlund; Carl Nils Mårten,2,2,Sydsvenska VVS AB|Byggmästar'n i Laröd AB
Fredrik Kronkvist Entreprenad AB,5590546726,2,48,Kronkvist; Sven Fredrik Christian,2,0,Bjarlunda AB|Fredrik Kronkvist Entreprenad AB
Hamann Puts & Tegel AB,5592094774,2,33,Johansson; Nina Tidda Ulrika,2,2,Donnie Hamann Holding AB|Hamann Puts & Tegel AB
Hamann Puts & Tegel AB,5592094774,2,33,Hamann; Donnie Ejegod,5,3,Hamann Puts & Tegel AB|Donnie Hamann Holding AB|Hamann Kök & Snickeri AB|Hamann Valuta & Konsult AB
Bera Holding i Lund AB,5564689940,4,60,Linde; Ove Einar,27,40,Advenica AB (publ)|Moriabacken AB|Byahuset Fastighets AB|Bygginnovatörerna i Lund Aktiebolag|Fastighetsaktiebolaget Spelmanshejdan AB|Krogäpplet i Malmö AB|Bera Holding i Lund AB|Fastighets AB Komstad|Höstäpplet AB|Stenkyrke AB|Innoscentia AB|Kungsäpplet AB|Fåglabo AB|Paradisäpplet AB|Homtre Holding AB|Hjälmaröd Ellisons AB|Hjälmaröd Domö AB|Hjälmaröd Cludius AB|Lund Eddan 3 Holding AB|Hjälmaröd Allington AB|Advenica Services AB|Flygplansfabriken i Eslöv AB|Hjälmaröd Bismarck AB|JOVEDA Fastighetsutveckling AB|Hjälmaröd Rödluvan AB|Brunnsäpplet AB|Orups Park AB
Rogers Rör AB,5591403968,2,63,Nilsen; Per Roger,2,4,Rogers Rör AB|ROGERS RÖR; ROGER NILSEN
