company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Nordweld AB,5568404320,2,46,Nordin; Bengt Niklas,2,2,Nordweld Tank Building System AB|Nordweld AB
Sandéns Måleri AB,5568449689,2,47,Landin; Susanne Eva-Marie,1,0,Sandéns Måleri AB
Sandéns Måleri AB,5568449689,2,47,Sandén; Knut Roland Magnus,1,0,Sandéns Måleri AB
Barry & Peter Byggkonsult AB,5569052334,2,65,Kiel Andersson; Peter Roland,1,2,Barry & Peter Byggkonsult AB
Byggsten i Hässleholm AB,5591917181,2,56,Enquist; Sten Anders,1,0,Byggsten i Hässleholm AB
HV besiktningskonsult AB,5567286306,2,52,Hall; Nils Johan,5,7,HV besiktningskonsult AB|Enerswede AB|SmartVent Sverige AB|Interquantrolius AB|RingRunners Ekonomisk förening
Flackarps Snickeri o Bygg AB,5566994876,2,56,Svensson; Jesper Engelhardt,1,0,Flackarps Snickeri o Bygg AB
Tre V Bygg AB,5592003528,5,33,Pålsson; Karl Ingvar Johannes,1,0,Tre V Bygg AB
Tre V Bygg AB,5592003528,5,33,Stenkvist-Kessel; Max Sebastian,1,1,Tre V Bygg AB
AAA Works AB,5590056742,2,67,Andersson; Christer,1,12,AAA Works AB
FILIP&GABRIEL BYGG AB,5591765333,2,35,Kolodziej; Klaudia Teresa,1,1,FILIP&GABRIEL BYGG AB
Intercoin Aktiebolag,5563383446,2,58,Jilltoft; Per Magnus,1,5,Intercoin Aktiebolag
Stefan Klemt Construction Managers AB,5565895116,2,56,Klemt; Stefan Gösta,4,2,Br Roth Fastigheter Finn 1 AB|Stefan Klemt Construction Managers AB|Br Roth Fastigheter Dungen AB|Br Roth Fastigheter Holding AB
Delogic AB,5569458135,2,46,Delander; Jens Niklas,1,0,Delogic AB
Dala Gård Entreprenad AB,5565769956,2,42,Melander; Arvid,1,2,Dala Gård Entreprenad AB
Henda Maskinuthyrning AB,5563626372,4,57,Nilsson; Daniel Åke Morgan,15,7,Henda Bygg AB|Henda Entreprenad AB|Malmö Måleritjänst AB|Allpipe Sverige AB|Hasslanda Fastighets AB|Henda Maskinuthyrning AB|Palok i Sverige AB|SKADEJOUREN I SKÅNE HANDELSBOLAG|Nilsson & Moberg AB|Mindful KBT Anna Nilsson Handelsbolag|Allpipe Relining AB|DMCR Mur och Puts AB|Nilsson och Möller AB|Hasslanda Fastigheter i Höör AB|Henda Byggservice AB
Ystads Mur&Kakel AB,5568114036,2,48,Olsson; Kjell Christian,2,1,Ideella föreningen Ystad Golfklubb med firma      Ystad Golfklubb|Ystads Mur&Kakel AB
Lohans Bygg och Entreprenad AB,5590708607,3,44,Rineberg; Gabriel,1,0,Lohans Bygg och Entreprenad AB
Stefan L Entreprenad & Konsult AB,5591115612,2,33,Lundstedt; Stefan Johan,1,2,Stefan L Entreprenad & Konsult AB
Treborg bygg i Skåne AB,5591047831,2,28,Fakhro; Sirag,1,0,Treborg bygg i Skåne AB
Erblin Bygg & Trädgård AB,5591591135,2,39,Tetaj; Lavdim,1,2,Erblin Bygg & Trädgård AB
Entréservice Skåne AB,5591434021,2,33,Laine; Philip Stefan,1,2,Entréservice Skåne AB
Kent Svenssons Måleri AB,5568402688,2,48,Svensson; Kent Arne Peter,1,3,Kent Svenssons Måleri AB
Dehlin Rail & Bygg AB,5567248611,2,51,Dehlin; Henrik Lars Rickard,1,0,Dehlin Rail & Bygg AB
M Mobergs Markprojekt AB,5569715955,3,38,Moberg; Mats Henry,1,0,M Mobergs Markprojekt AB
C4 Måleri & Golv AB,5568322977,2,64,Carlsson; Per-Erik,1,0,C4 Måleri & Golv AB
Senn Arkitekter AB,5565564068,2,68,Senn; Beat Dietrich,1,2,Senn Arkitekter AB
BOST Elektro AB,5590430558,2,35,Strbac; Bojan,1,1,BOST Elektro AB
Pomaka Ängelholm AB,5566120464,2,40,Lundgren; Stig Pontus,7,9,Nilsson Energy AB|Pomaka Ängelholm AB|Ljungstaden nr 1 Handelsbolag|Ljungstaden Holding AB|Ljungstaden Förvaltning AB|REH2 AB|Pomaka Holding AB
Sjövall Bygg AB,5591945976,2,34,Sjövall; Daniel Andreas,1,0,Sjövall Bygg AB
Eco Graphics i Helsingborg AB,5566866058,2,57,Ekvall; John Kristian,2,5,Fotosyntes Publishing House AB|Eco Graphics i Helsingborg AB
Karant AB,5565758017,2,60,Neale; Karl Magnus,3,2,Karant AB|Candypix|Skåneavisen
Duo RAW AB,5569463002,2,35,Villberg Johansson; John Ronny,1,0,Duo RAW AB
Duo RAW AB,5569463002,2,35,Nilsson; Simon Andreas,1,0,Duo RAW AB
Jordarna i Munka-Ljungby AB,5590599436,2,58,Fröderberg; Åke Joakim,1,0,Jordarna i Munka-Ljungby AB
TJ Westergren Bygg AB,5568536535,2,40,Westergren; Klas Erik Tobias,1,0,TJ Westergren Bygg AB
Kbb entreprenad aktiebolag,5590514237,2,59,Gustavsson; Niklas Reino,2,5,Kbb entreprenad aktiebolag|mbr consulting
Injusteringsteknik Syd AB,5568811268,3,55,Andersson; Tord Jörgen Gunnar,1,0,Injusteringsteknik Syd AB
Injusteringsteknik Syd AB,5568811268,3,55,Sandqvist Andersson; Camilla,2,1,Knislinge Folkets Hus- och Parkförening           utan personlig ansvarighet|Injusteringsteknik Syd AB
Rexvik Group AB,5590957451,2,43,Rexvik; Per Ivan Kristoffer,2,5,Rexvik Group AB|KSP racing
RPA Snickeri Inredning Bygg AB,5569597767,2,45,Andreasson; Robert Palle,2,2,RPA Snickeri Inredning Bygg AB|Servicekompaniet Andréasson AB
Målerienheten I Syd AB,5591931836,2,41,Kongshöj; Simon,1,1,Målerienheten I Syd AB
Ytskyddskonsult MP AB,5566698154,2,58,Pålsson; Mats Jörgen,1,1,Ytskyddskonsult MP AB
NEGINTERIOR AB,5592021942,2,45,Entezarjou; Negin,3,3,NEGINTERIOR BYGG & DESIGN AB|NEGINTERIOR AB|Interior by Negin
GASP AB,5591731202,3,42,Prevolnik; Glenn,3,4,Bostadsrättsföreningen Tegelbyn|GASP AB|Prask Media Solutions
GASP AB,5591731202,3,42,Prevolnik; Andre Andrej,1,2,GASP AB
ARCHIFUNTURE AB,5567455083,2,47,Altenborg; Rasmus,1,1,ARCHIFUNTURE AB
Kvidinge Golv AB,5590977921,2,42,Andersen; Carsten Korsgaard,1,2,Kvidinge Golv AB
Berris Bygg AB,5591507529,2,49,Barkijevic; Berislav,1,0,Berris Bygg AB
Berris Bygg AB,5591507529,2,49,Barkijevic; Ljiljana,1,0,Berris Bygg AB
Olsbrings byggplåt AB,5591299861,2,45,Olsbring; Jörgen Rickard,1,0,Olsbrings byggplåt AB
GÖRAN ANDERSSON ENTREPRENAD I BROMÖLLA Aktiebolag,5564304987,3,72,Persson; Kjell Anders Erling,6,3,GÖRAN ANDERSSON ENTREPRENAD I BROMÖLLA Aktiebolag|ERD Ekonomitjänst Handelsbolag|KISURIS Aktiebolag|NIAK AB|Östanå Skogar Aktiebolag|Bostadsrättsföreningen Magne
GÖRAN ANDERSSON ENTREPRENAD I BROMÖLLA Aktiebolag,5564304987,3,72,Andersson; Jan Anders Göran,1,1,GÖRAN ANDERSSON ENTREPRENAD I BROMÖLLA Aktiebolag
Byggprojektledning Bertil Bengtsson AB,5566455126,2,58,Bengtsson; Bertil Krister,2,3,B Miles Kommanditbolag|Byggprojektledning Bertil Bengtsson AB
Remkar AB,5591909246,2,41,Cywinska; Karolina Barbara,2,2,Remkar AB|Obara Stängsel och Bygg AB
Markpågarna Skåne AB,5590968169,3,44,Karlsson; Arvid Nils Alfred,3,0,LAPIKA AB|Markpågarna Skåne AB|Arvid Karlsson Entreprenad AB
EDC Entreprenad Design Construction AB,5591857320,2,34,Carlsson; Daniel Joakim Per-Ola,2,0,EDC Entreprenad Design Construction AB|EDC Entreprenad Design Construction
Holmgrens Glas & Fog i Vallby AB,5591731046,3,52,Holmgren; Claes Roland Magnus,3,3,Holmgrens Invest i Vallby AB|Holmgrens Bygg i Vallby AB|Holmgrens Glas & Fog i Vallby AB
Fernqvist Maskin & Lift Aktiebolag,5564873452,2,76,Fernqvist; Harry Rolf Kenneth,2,4,Autowash i Staffanstorp|Fernqvist Maskin & Lift Aktiebolag
Vanneberga Bo AB,5590268271,2,57,Hörnquist; Bo Stellan,1,1,Vanneberga Bo AB
Öresunds Hiss & Elteknik AB,5566206347,2,61,Perlkvist; John Axel Urban,1,0,Öresunds Hiss & Elteknik AB
Silent Company AB,5569193203,2,51,Söderberg Haaning; Ann Carina,1,4,Silent Company AB
Fastighets AB Komstad,5566080189,3,65,Linde; Ove Einar,27,40,Advenica AB (publ)|Moriabacken AB|Byahuset Fastighets AB|Bygginnovatörerna i Lund Aktiebolag|Fastighetsaktiebolaget Spelmanshejdan AB|Krogäpplet i Malmö AB|Bera Holding i Lund AB|Fastighets AB Komstad|Höstäpplet AB|Stenkyrke AB|Innoscentia AB|Kungsäpplet AB|Fåglabo AB|Paradisäpplet AB|Homtre Holding AB|Hjälmaröd Ellisons AB|Hjälmaröd Domö AB|Hjälmaröd Cludius AB|Lund Eddan 3 Holding AB|Hjälmaröd Allington AB|Advenica Services AB|Flygplansfabriken i Eslöv AB|Hjälmaröd Bismarck AB|JOVEDA Fastighetsutveckling AB|Hjälmaröd Rödluvan AB|Brunnsäpplet AB|Orups Park AB
B N Konsult Lift & Transport AB,5566827381,2,75,Nilsson; Bengt Ove,3,5,Bostadsrättsföreningen Holmströmsgården|SON MD AB|B N Konsult Lift & Transport AB
Mikael Rosberg AB,5565666400,2,68,Rosberg; Nils Bengt Mikael,1,3,Mikael Rosberg AB
Christer Persson Projektledning AB,5569743486,2,71,Persson; Jan Christer,1,6,Christer Persson Projektledning AB
Ad mur och puts AB,5592127418,2,37,Syla; Rrahman,1,1,Ad mur och puts AB
FuktCom Konsult Lindmark AB,5567263289,2,55,Lindmark; Karl Åke Sture,1,3,FuktCom Konsult Lindmark AB
DAVAJ bostadsventilation Aktiebolag,5566252333,2,58,Dalsfelt; Simon Olof Andreas,1,2,DAVAJ bostadsventilation Aktiebolag
CaBo Entreprenad AB,5592106172,2,42,Ullman; Carola Susanne,2,0,Ullis catering|CaBo Entreprenad AB
CaBo Entreprenad AB,5592106172,2,42,Larsson; Bo Johan Mattias,1,0,CaBo Entreprenad AB
På golvet i Malmö AB,5569811283,3,46,Olsson; Jimmie Martin,3,1,På golvet i Malmö AB|Joh Golv & Mattor AB|JOH
Västra Ramlösa Måleri Firma AB,5568889330,3,54,Olsson; Lars Magnus,1,1,Västra Ramlösa Måleri Firma AB
MHB I SKÅNE AB,5568265259,2,38,Hermansson; Åke Marcus Peter,3,3,Holje International Aktiebolag|Holje Mekaniska Produktion AB|MHB I SKÅNE AB
Byggruppen i Höör AB,5568663180,2,48,Kristiansen; Jörgen Klitgaard,2,1,Psykolog Syd AB|Byggruppen i Höör AB
Förstberg Ling AB,5590683750,4,39,Förstberg; Björn Johan,8,3,Mårten Wallby Design Lab AB|Förstberg Ling AB|REVOLV ekonomisk förening|Förstberg Ling Holding AB|Förstberg Ling Fastighet AB|Projekt Sorgenfri AB|Bostadsrättsföreningen Stickspåret|Bostadsrättsföreningen Kungslyckan
Förstberg Ling AB,5590683750,4,39,Ling; Karl Mikael,5,0,Förstberg Ling AB|Förstberg Ling Holding AB|Projekt Sorgenfri AB|Förstberg Ling Fastighet AB|Bostadsrättsföreningen Stickspåret
Decoratores Fastigheter AB,5568865900,2,42,Osmanovski; Yksel,1,5,Decoratores Fastigheter AB
Byggproduktioner i Lund AB,5563646081,2,67,Wikholm; Håkan Ulf Rune,15,6,Arkivet Lund Fastighets AB|Lundaproduktioner Fastighets Aktiebolag|Lundaproduktioner Printcard Wikholm AB|Assmåsa Gods AB|Lundaproduktioner Förvaltnings Aktiebolag|Fastighets AB Glimmern|Byggproduktioner i Lund AB|Wikholm Holding Aktiebolag|Spaten 3 AB|Flädie Vingård och Vinproduktion AB|Fastighets AB Östervång|Wikholm Fastigheter AB|Wikholm Property AB|Flädie Mat och Vingård Novus AB|Flädie Fastighetsgrupp AB
Fielie AB,5569696825,2,51,Al Bagdadi; Moner,7,18,Nida Barnomsorg AB|Pinokio förskola AB|Fielie AB|Nordic Trade & Service AB|Småknattarna Barnomsorg AB|Fielie Fastighet AB|Storegårds Barnomsorg i Malmö AB
Boskönt Utveckling AB,5591591457,2,59,Langéen Huldt; M E Theresia,1,3,Boskönt Utveckling AB
