company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Veab Ventilation Entreprenad i                    Kristianstad Aktiebolag,5562582089,4,56,Ekström; Björn Åke Niklas,1,2,Veab Ventilation Entreprenad i                    Kristianstad Aktiebolag
Svenska Mark-och Anläggningsbolagen i Syd AB,5563394021,4,44,Stackebo; Sven Henrik Mikael,1,3,Svenska Mark-och Anläggningsbolagen i Syd AB
Scandinavisk Spismiljö AB,5563466316,2,66,Håkansson; Per Åke Lennart,4,4,Scandinavisk Spismiljö AB|Svensk Brasvärme AB|Per Håkansson Konsult Aktiebolag|Scandinavisk Spismiljö Holding AB
Tommy Nordbergh Maskin & Transport AB,5568186034,3,57,Nordbergh; Raoul Cent Kristian,2,7,Kristian Nordbergh Holding AB|Tommy Nordbergh Maskin & Transport AB
Morneon Fasad Aktiebolag,5561774166,4,64,Larsson Edberg; Leif Roland,3,4,Morneon Fasad Aktiebolag|Fastighets AB Tamarol|Roland Invest AB
Reformhus Sverige AB,5590083449,4,51,Sigesgård; Stefan Lars,4,7,Reformhus Sverige AB|Lundaland Invest AB|Pixel Fastigheter AB|Pixel Karlavagnen AB
Umia Trelleborg AB,5590992284,6,50,Nilsson; Kjell Eve Peter,4,2,Umia Syd AB|Umia Ystad AB|Umia Trelleborg AB|Vårvind Holding AB
El-Kompaniet Svenska Aktiebolag,5564753738,2,62,Håkansson; Karl Jonas,4,3,El-Kompaniet Svenska Aktiebolag|TEXAQ AB|Dynox AB|Dynax AB
El-Kompaniet Svenska Aktiebolag,5564753738,2,62,Viberg; Wictoria Margareta,1,0,El-Kompaniet Svenska Aktiebolag
Stålsmeden Syd AB,5567938567,2,63,Ekvall; Karl Erik Manfred,1,3,Stålsmeden Syd AB
Rickard Olofsson Byggservice AB,5565477253,3,53,Olofsson; Rickard Nils-Gunnar,3,8,Rinigu AB|Rickard Olofsson Byggservice AB|Nanu AB
Mickes Kabel i Kvarnby AB,5565631255,3,57,Hermansson; Clas Richard,8,20,Mickes Kabel i Kvarnby AB|RRC Rail AB|AT Construction Group AB|RIPI Consulting|Mark och Kabel Entreprenad i Sverige AB|Railroad Construction Sweden Group AB|Bechs Entreprenad AB|RRC Spår Maskiner AB
RKD Design AB,5591717359,5,63,Douterlungne; Geert Henriette,1,0,RKD Design AB
M.T. Syd AB,5567371553,2,49,Hansson; Per Åke Herman,8,6,M.T. Syd AB|MT Syd Entreprenad AB|Fastighetsbolag 17 AB|Bygg Invest i Skurup AB|MT Syd 1 AB|MT Syd Västeräng AB|M.T. Syd Holding AB|Vången 1 Ekonomisk förening
Rörmontering Kristianstad AB,5565671467,3,51,Järletoft; Pierre Kenneth,2,1,Rörmontering Kristianstad AB|Inolesco AB
JA Persson Bygg & Konsult AB,5567257554,4,59,Wittkämper; Klaus,2,3,SJACK AB|JA Persson Bygg & Konsult AB
RAMAB Rör & Apparatmontage Aktiebolag,5562800721,4,58,Olsson; Sven-Erik Axel,5,12,Aktiebolaget K.A. Ekström & Son.|RAMAB Rör & Apparatmontage Aktiebolag|Kristianstad Lego AB|Kärrberg Welding AB|seolsson AB
Sandéns Golv i Ängelholm AB,5563719375,4,45,Hansson; Magnus,4,4,Sandéns Golv i Ängelholm AB|Sandéns Golv i Halmstad AB|Etagon AB|SH Design och Bygg AB
Målerifirman Ernst E. Hansson Aktiebolag,5561071274,3,62,Burman; Carl Johan Sebastian,1,0,Målerifirman Ernst E. Hansson Aktiebolag
Green Furniture Concept AB,5567374748,4,52,Nilsson; Klas Görgen Jonathan,4,15,MultiQ International Aktiebolag|Green Furniture Concept AB|Malin Persson AB|Soul Academy AB
ISG Systems Aktiebolag,5564682192,3,47,Malmgren; Jonas Erik,3,2,Nordic Alarm Aktiebolag|ISG Systems Aktiebolag|LinnoKnut Holding AB
LETAB Anläggning AB,5569426579,3,45,Andersson; Magnus Erik,5,2,LETAB Anläggning AB|LETAB Transport & Maskin AB|LETAB AB|Rederi Sundscharter i Skåne AB|LETAB Uthyrning AB
Stenbergbygg Företagsmarknad AB,5569207714,5,43,Pettersson; Lennart Andreas,2,5,Stenbergbygg Företagsmarknad AB|Ascenditur Holding AB
Harmarks Bygg AB,5565455358,4,56,Harmark; Sven Arne Joakim,5,2,Harmarks Bygg AB|Förvaltnings AB Himmel & Pannkaka                 i Torekov|Dagshögs Förvaltnings AB|Kommanditbolaget Bokskogen Ingelstorp|Klocktorget AB
Byggnadsfirman PME AB,5567495444,2,41,Prieditis; Paul,5,11,Byggnadsfirman PME AB|G:a Mejeriet AB|PME Holding AB|Utility Construction Sweden AB|MAMAX HOLDING AB
Göinge Mekaniska AB,5568810443,4,52,Jangenhed; Peter Robin,2,1,Göinge Mekaniska AB|Ekonomifocus i Hässleholm AB
Säkerhetsteamet i Skåne AB,5567991459,3,49,Jonsson; Carl Niklas Alexander,3,4,Säkerhetsteamet i Skåne AB|Canial AB|Hå-Ji Service Handelsbolag
A-Byggarna i Hbg AB,5567508873,3,53,Brommesson; Lars Anders,3,3,Anders Brommesson Holding AB|Diamant & Maskin Sverige AB|A-Byggarna i Hbg AB
EnviDan AB,5566665468,3,51,Svensson; Per Mathias,2,4,EnviDan AB|MSilarod AB
Ställningsbyggarna i Skåne AB,5565939443,2,49,Magnusson; Bo Patrik,15,10,Byggprojektgruppen Lindblom AB|Malmö Plåt- och Byggservice Aktiebolag|Ställningsbyggarna i Skåne AB|Fait rapidement à Malmö AB|CN Gruppen AB|Lomma Tak AB|UMOR AB|Bleck & Plåt i Ystad Aktiebolag|S.E. Brodins Plåtslageri Aktiebolag|Tak & Brandskydd i Sverige AB|Snigeln Fastigheter AB|ILPINAB AB|På golvet i Malmö AB|Brandtätning & Brandskyddsmålning i Malmö AB|Byggprojektgruppen fastigheter i Malmö AB
Ställningsbyggarna i Skåne AB,5565939443,2,49,Lindblom; Robert Peter,13,11,Byggprojektgruppen Lindblom AB|Malmö Plåt- och Byggservice Aktiebolag|Ställningsbyggarna i Skåne AB|CN Gruppen AB|Lomma Tak AB|UMOR AB|Bleck & Plåt i Ystad Aktiebolag|S.E. Brodins Plåtslageri Aktiebolag|Tak & Brandskydd i Sverige AB|Snigeln Fastigheter AB|ILPINAB AB|På golvet i Malmö AB|Byggprojektgruppen fastigheter i Malmö AB
Intergrund Aktiebolag,5563427177,2,51,Nyman; Carl Jonas,3,5,Intergrund Aktiebolag|Ållekulla Aktiebolag|Svensk Grundundersökning Aktiebolag
RPV Entreprenad Aktiebolag,5564886082,2,69,Pettersson; Ulf Niklas,13,3,RPV Entreprenad Aktiebolag|Bygeln Consulting Aktiebolag|Svalövs FastighetsAktiebolag|Svafa Lokaler AB|Skånefastigheter i Svalöv Aktiebolag|Lanigiro Fastighets AB|Södra Svalöv 8:38 AB|Fastighetsaktiebolaget Norreborgsvägen|Svafa Projekt AB|Lanigiro Förvaltnings AB|Betong Syd AB|Svafa Husproduktion AB|RPV Invest Aktiebolag
Sprinklerbolaget Syd i Helsingborg AB,5591743603,4,55,Hyllén Olsson; Thomas Jörgen,2,9,Sprinklerbolaget Syd i Helsingborg AB|02H specialisten AB
Öresunds Fasad & Kakel AB,5568122096,2,50,Svensson; Johan,4,11,Öresunds Fasad & Kakel AB|JTS Invest AB|MJD Fastighets AB|Fasadkonsulterna i Helsingborg AB
Ljus - El & Ljusteknik i Skåne AB,5566452925,2,46,Ekholm; Carl Adam Theodor,8,4,Ljus - El & Ljusteknik i Skåne AB|Fastighets AB Åsvägen|ANAD 2 AB|ANAD AB|Fastighetsbolaget Sand OSBY AB|AC Hässleholm AB|Åhus Företagsby AB|ELIFRA Syd AB
Veberöds Ställningsmontage AB,5567434799,4,46,Andersson; Hans Göran Jimmy,2,4,Veberöds Ställningsmontage AB|VSM Fastigheter AB
Nimab Support AB,5567579130,4,53,Andersson; Kjell Martin,3,0,Nimab Support AB|NIMAB Entreprenad AB|Nimab Anläggning AB
Arkitekterna Krook & Tjäder Uulas AB,5563355766,5,50,Edfast; Dan Jerker,6,5,Krook & Tjäder Holding AB|Arkitekterna Krook & Tjäder Uulas AB|Arkitekterna Krook & Tjäder i Malmö AB|Edfast projects AB|Jerker Edfast Arkitektkontor AB|Retreat no. 1 AB
RRC Rail AB,5591899884,2,66,Hermansson; Clas Richard,8,20,Mickes Kabel i Kvarnby AB|RRC Rail AB|AT Construction Group AB|RIPI Consulting|Mark och Kabel Entreprenad i Sverige AB|Railroad Construction Sweden Group AB|Bechs Entreprenad AB|RRC Spår Maskiner AB
MHT Takentreprenören i Syd Aktiebolag,5561999540,4,48,Lindell Granbom; Per Magnus Joakim,3,0,MHT Takentreprenören i Syd Aktiebolag|Takkonsulten i Helsingborg AB|Tamarindo Invest AB
Skåne Montage Aktiebolag,5562028844,4,64,Ahlm; Bengt Ingemar,2,6,Bostadsrättsföreningen Slussbron|Skåne Montage Aktiebolag
Cami Stängsel AB,5568256753,3,46,Haugen; Steinar,9,8,Cami Stängsel AB|CGAB Fastigheter AB|Cami Access Systems AB|HC Stängsel AB|Steinar Haugen Mangement AB|Banér Fastigheter AB|Augenblik Holding AB|Cami Group AB|Med Råge AB
Totaluthyraren i Sverige AB,5567639223,3,55,Rosenlund; Ulf Mikael,5,2,Totaluthyraren i Sverige AB|Totaluthyraren Förvaltning i Sverige AB|Hyrmodul i Sverige AB|Mikael Rosenlund Holding AB
Mesta Sverige AB,5568752702,4,46,Dahl; Ketil,1,2,Mesta Sverige AB
Hansen & Jacob AB,5565929055,4,62,Hansen; Karl Johan,8,128,Hansen & Jacob AB|Ittur Holding A3 i Helsingborg AB|Ittur Management Holding AB|Heaven Devil AB|Pinc House AB|Ittur Rydebäck AB|Ittur Konfektion AB|Claes Ekman Intertrade Aktiebolag
Lödde Måleri AB,5567868996,2,36,Nilsson; Hans Robert,4,4,Lödde Måleri AB|RVL Fastighets AB|Functional Fitness Löddeköpinge AB|RVL Holding AB
Målerifirman Sture Persson Aktiebolag,5561126912,3,64,Stureson; Per Johan Fredrik,4,1,Målerifirman Sture Persson Aktiebolag|Måleriföretagen i Sveriges Serviceaktiebolag.|IPS Stureson AB|Måleriföretagen i Skåne Serviceaktiebolag
Mark & Trädgård Skottorp AB,5568780521,6,51,Fast; Nils Arne Stefan,2,5,Mark & Trädgård Skottorp AB|Stefan Fast Holding AB
Löddeköpinge Bygg AB,5565418471,2,45,Persson; Johan Carl,7,2,Löddeköpinge Bygg AB|Bol Bar Fastighet AB|Persson Properties AB|Persson Holding i Löddeköpinge AB|Hans Hanssons Gård fastighet AB|Bol Bar Holding i Barsebäck AB|Bostadsrättsföreningen Mandarinen
CCL Spännarmering AB,5560517228,2,57,Lindgren; Karin Linnea,1,1,CCL Spännarmering AB
FSD Malmö AB,5567018493,3,56,Nilsson; Jan Richard Wallentin,3,14,FSD Mitt Aktiebolag|FSD Malmö AB|Fire Safety Design Aktiebolag
Golv & Kakel Bernt Lövkvist Aktiebolag,5561881342,5,56,Löfqvist; Sven Patrik,5,17,Golv & Kakel Bernt Lövkvist Aktiebolag|Habo Golf Aktiebolag|Golv & Kakel Bernt Lövkvist Fastighetsaktiebolag|Golv & Kakel i Malmö AB|PIHL Konsult & Invest AB
Peab Bemanning AB,5567377683,4,50,Hajdyla; Katarina,1,1,Peab Bemanning AB
Åkerholms Rör Aktiebolag,5561204859,5,55,Persson; Per Göran Magnus,1,1,Åkerholms Rör Aktiebolag
Sandbäckens Rör i Bjäre/Halmstad AB,5590349493,4,51,Ålund; Nils Emil Tobias,3,0,Tobias Ålund Förvaltnings AB|Johanssons VVS Ängelholm AB|Sandbäckens Rör i Bjäre/Halmstad AB
Sydisol AB,5567028468,2,50,Lundin; Lars Bertil,4,2,Sydisol AB|Mor & dotters skafferi i Malmö Aktiebolag|Sydisol Byggtjänst AB|Lars Lundin Invest AB
Sydisol AB,5567028468,2,50,Grujic; Dragan,2,4,Sydisol AB|Sydisol Byggtjänst AB
Scanscot Technology Aktiebolag,5564351038,3,54,Kölfors; Per Johan Magnus,2,7,Scanscot Technology Aktiebolag|Scanscot Management AB
Lomma Tak AB,5568000375,3,45,Demkov; Nikolaj Alexander,3,5,GEBER invest AB|Lomma Tak AB|PD Kapitalinvest AB
Stenbergbygg Privatmarknad AB,5563538817,3,34,Stenberg; Michael,5,38,Stenbergbygg Företagsmarknad AB|Stenbergbygg Privatmarknad AB|Liatorp 13 AB|Arkitektprojekt i Helsingborg AB|Wisdom Holding AB
RC Måleri Aktiebolag,5563266021,3,53,Andersson; Bo Jonny Roland,1,1,RC Måleri Aktiebolag
Trädgårdsteknik Scandinavia Aktiebolag,5564096120,2,55,Torle; Clas Patric,10,2,Trädgårdsteknik Scandinavia Aktiebolag|Bevattningsteknik Scandinavia AB|GREENPOWER AB|TTMarknad|Javo|Kingson|TTSHOP|Swedish Travel Agency|Trädgårdsteknik|Scandifasad AB
Levin & Ohlsson Måleri Aktiebolag,5561495531,4,57,Hallberg; Johan Fredrik,3,3,Levin & Ohlsson Måleri Aktiebolag|Levin & Ohlsson Fastigheter AB|Levin & Ohlsson Städ AB
K-Fasader AB,5567387195,4,54,Hardebo; Per Anders,6,2,K-Fasader AB|Trivselbostäder i Lackalänga AB|KK Construction AB|TM Projekt AB|K-Fasader Fastighets AB|Rocken AB
Stjernplan Fastigheter AB,5590299458,2,37,Lundqvist; Gustaf David,30,17,Predictor Fastighetsutveckling 1 AB|Stjernplan Fastigheter AB|Stjernplan Tomelilla AB|Stjernplan Klippan AB|Predictor Fastighetsutveckling 2 AB|Berga 11:20 i Åkersberga AB|Predictor Projekt AB|Helmer 10 i Malmö AB|Ekonomisk förening Vilunda V 1:165|Bostadsrättsföreningen Vistaberg 1|Ekonomisk förening Vistaberg 123|Bostadsrättsföreningen Gatuhus i Brunnshög|Stjernplan Fastighetsutveckling AB|Bovara Projekt Akleja AB|Bostadsrättsförening Leanderklockan 1|Bostadsrättsföreningen Kanalstaden 1|Stjernplan Förvaltning AB|D Lundqvist Invest AB|Ekonomisk förening Stjernströms väg 1|Bostadsrättsföreningen Västös Strand Ett|Stjernplan Gasverket AB|Stjernplan Holding AB|Gatuhus i Brunnshög AB|MT Syd Västeräng AB|Stjernplan Smörbollen AB|Stjernplan Projekt 1 AB|Fastighet 1:14 Vistaberg AB|Ekonomisk förening Kanalstaden 123|Fastighetsbolag Hängmattan AB|Vargbacken Fastighetsförvaltning                  ekonomisk förening
Rutek Byggnads AB,5566301072,3,53,Stenberg; Fredrik Sebastian,2,9,Rutek Byggnads AB|PROFAS AB
Skåneinstallatören VVS AB,5561383737,2,48,Takkula; Patrik Kristoffer,6,7,Skåneinstallatören VVS AB|PAMEK AB|The Coffee Lounge Sweden AB|GODISBILEN STAFFANSTORP AB|Hälften Hälften AB|AB CyTa Fastigheter
Rörman i Svedala Aktiebolag,5564644812,3,59,Andersson; Kennth William,4,5,Sprinklerbolaget Syd i Helsingborg AB|Elexpressen i Lund Aktiebolag|Rörman i Svedala Aktiebolag|KWA-rör AB
Structor Bygg Malmö AB,5566997218,4,62,Bojrup; Hans Peter Mikael,8,3,Structor Bygg Malmö AB|Structor Mark Malmö AB|Structor Projektledning Malmö AB|Structor Bro och Anläggning Malmö AB|Structor Kristianstad AB|Structor AB|P Bojrup Konsult AB|Rundelen Projektledning AB
SANN SMIDE AB,5567320600,2,53,Bajagilovic; Adem,4,2,SANN SMIDE AB|Exin AB|Reimagined Works AB|Sann & Smide
Arkitekterna Krook & Tjäder i Malmö AB,5566666334,4,52,Magnesjö; Markus Richard Tobias,3,5,Arkitekterna Krook & Tjäder i Malmö AB|Arkitekterna Krook & Tjäder Uulas AB|Krook & Tjäder Partners AB
Terrapro AB,5562763788,4,47,Rosén; Gunn Louise Camilla,1,1,Terrapro AB
Alnarp Cleanwater Technology AB,5567478226,8,59,Gabrielson; Susanne Caroline E,3,2,Alnarp Cleanwater Technology AB|Polonite Nordic AB|Kvark AB
N.H. Nordström Aktiebolag,5560452210,4,56,Nordström; Björn Arne Ingvar,3,1,N.H. Nordström Fastighet 1 AB|N.H. Nordström Aktiebolag|BJÖRN NORDSTRÖM VVS Aktiebolag
N.H. Nordström Aktiebolag,5560452210,4,56,Nordström; Pär Henrik,2,0,N.H. Nordström Fastighet 1 AB|N.H. Nordström Aktiebolag
MKE Mjölkalånga Konsult & Entreprenad AB,5567087506,2,59,Rundberg; Magnus Gustaf Folke,2,4,MKE Mjölkalånga Konsult & Entreprenad AB|Matteröds fiber ekonomisk förening
Hallbygg i Skåne AB,5591265284,4,45,Bexell; Bo Peter Linus,3,1,KOFE Holding AB|Hallbygg i Skåne AB|Peter Bexell Byggkonsult AB
Platcon Byggnads AB,5563186005,5,44,Kervall; Nils Peter Mikael,4,0,Platcon Byggnads AB|Platcon Products AB|Platcon Properties AB|Platcon Holding AB
Bygg Entreprenad Lennart Gullin Aktiebolag,5561673095,3,58,Gullin; Bertil Lennart,6,3,Bygg Entreprenad Lennart Gullin Aktiebolag|Oscarstorp Bostads AB|Axdala AB|Gullin Invest AB|Gullin Holding AB|MGSB Invest AB
Nya Golv i Helsingborg AB,5565215034,2,61,Gunnarsson; Michael Carl Fredrik,1,3,Nya Golv i Helsingborg AB
Teknikportalen i Malmö AB,5564027133,3,53,Syrén; Lars Peter,128,267,Midroc Properties AB|Midroc Projects AB|Midroc Construction AB|Midroc Property Development AB|Hackholmssund Konferens Aktiebolag|Sallerup Del B AB|Teknikportalen i Malmö AB|Midroc Land Development AB|Midroc Bostäder AB|Färgaren 25 Fastighets AB|Midroc Jöns Petter Borg Alléhuset Fastighets AB|Hotellfastighetsbolaget Västra Hamnen AB|Business Center Skeppsgatan Aktiebolag|Business Center Jungmansgatan Aktiebolag|Midroc Draken Parkeringsfastighet AB|Midroc Business Center AB|Business Center Hedvig Möllers gata AB|Centrumfastigheter i Kävlinge AB|Prisman 4 Fastighets AB|Klimathuset i Skåne AB|Kontorsfastigheter Propellergatan AB|Midroc Ångfärjan Stationen AB|Midroc Real Estate AB|Preco Fastighets Aktiebolag|Margretedalsbostäder AB|Malmö Mässhallen 3 AB|Förvaltnings AB Brunnshög 1|Själabodarna Fastighets AB|MPD Smaragd Grund 3 AB|Scandibox Aktiebolag|Hackholmsnäs Fastighets AB|Centrumfastigheter i Lomma AB|Sallerup Fastighets AB|Midroc PB Del A AB|Wasted Space AB|Midroc Ångfärjan Kongress AB|MPD Teal Grund 3 AB|MPD Gagat Grund 2 AB|MPD Holding Pyrop AB|MPD Teal Grund 2 AB|PB Del E AB|Midroc Properties Stockholm AB|MPD Holding Turmalin AB|MPD Cinnober Grund 3 AB|MPD Holding Arpajon AB|MPD Sienna Grund 3 AB|MPD Holding Röd AB|MPD Holding Alnico AB|MPD Sienna Grund 2 AB|MPD Pyrop Grund 4 AB|MPD Holding Grå AB|PB Del H AB|Townhouse AB|Midroc Property Öresund AB|MPD Holding Grön AB|MPD Sienna Grund 1 AB|MPD Teal Grund 1 AB|MPD Holding Baveno AB|MPD Holding Citri AB|MPD Cinnober Grund 1 AB|Bostadsrättsföreningen Lommaprinsen|Midroc Oceanhamnen AB|MPD Rubin Grund 2 AB|MPD Holding Karneol AB|Midroc Real Estate Holding Gamma AB|MPD Holding Smaragd AB|MPD Holding Gul AB|Midroc Draken Profilbyggnad AB|PB Sala Backe AB|MPD Jade Grund 3 AB|Midroc Land Holding AB|MPD Holding Opal AB|Lyckos AB|MPD Rubin Grund 1 AB|MPD Gagat Grund 3 AB|Abbe Fastighets AB|Midroc Kiwin Fastighets AB|MPD Holding Blåametist AB|MPD Gagat Grund 1 AB|Projektbolag Del V AB|MPD Holding Jade AB|Midcor Fastighets AB|MPD Jade Grund 2 AB|MPD Pyrop Grund 3 AB|MPD Jade Grund 1 AB|MPD Pyrop Grund 1 AB|MPD Pyrop Grund 2 AB|MPD Blåametist Grund 1 AB|Midroc Real Estate Fenix AB|MPD Cinnober Grund 2 AB|MPD Holding Teal AB|MPD Turmalin Grund 3 AB|MPD Karneol Grund 3 AB|MPD Aventurin Grund 2 AB|MPD Aventurin Grund 3 AB|MPD Turmalin Grund 1 AB|MPD Holding Cinnober AB|Fastighets AB Biologen i Växjö|MPD Holding Sienna AB|Fastighetsaktiebolaget Gräset|MPD Smaragd Grund 4 AB|Midroc Växjö Biologen Fastighets AB|MPD Blåametist Grund 2 AB|Projektbolag Del T AB|MPD Opal Grund 3 AB|MPD Holding Brun AB|Midroc Real Estate Holding Beta AB|Midroc Housing Concepts AB|MPD Holding Gagat AB|MPD Opal Grund 2 AB|Midroc Real Estate Holding Alfa AB|MPD Holding Rubin AB|MPD Holding Vit AB|Midroc Real Estate Reflux AB|Midroc Real Estate Redux AB|MPD Baveno Grund 2 AB|MPD Arpajon Grund 3 AB|MPD Citri Grund 3 AB|MPD Holding Helium AB|Fastighets AB Klitterbyn 2|MPD Baveno Grund 3 AB|MPD Holding Litium AB|MPD Arpajon Grund 1 AB|MPD Citri Grund I AB|MPD Arpajon Grund 2 AB|MPD Holding Väte AB|MPD Citri Grund 2 AB|MPD Baveno Grund 1 AB
Moresco Projektledning AB,5568566748,4,50,Jansson; Jan Mathias,2,2,Moresco Projektledning AB|Moresco Holding AB
Skånsk Larmtjänst AB,5566650049,2,43,Månsson; Karl Henrik Daniel,3,8,Daniel's Larm|Skånsk Larmtjänst AB|Tryde Fastighet & Bil AB
Tema Elektro AB,5569330540,2,52,Nersing; Lena Maria,4,0,Tema Elektro AB|Agrohorse Sweden AB|Blädde Gård AB|Fring Invest AB
Tema Elektro AB,5569330540,2,52,Friholm; Håkan Bengt-Olle,3,1,Blädde Gård AB|Fring Invest AB|Tema Elektro AB
RSB Entreprenad AB,5568753908,2,29,Malm; Robin Christian,6,8,Bergx bygg och produkt AB|RSB Entreprenad AB|Bergx bostad AB|Gessie 1217 AB|Bergxgruppen AB|Bergx fastigheter AB
SVB&T Construction AB,5568882103,3,48,Sjöström; Karl Olle Martin,9,8,SVB&T Construction AB|Enza Fastigheter AB|TYC Fastigheter AB|MDG Konsult AB|FSLF i Malmö AB|MSK Construction AB|Svedala Lager 15 AB|Stenvillan i Bokskogen AB|Dubbelpipan Fastighets AB
PGA of Sweden National AB,5566031026,9,62,Edberg; Nils Jonas,6,32,Edbergs Hotell och Golf Aktiebolag|Hooks Herrgård Hotell Aktiebolag|PGA of Sweden National AB|Hooks Herrgård Aktiebolag|Aktiebolaget Manor|Bostadsrättsföreningen Havet i Lomma
Hörbys JM Entreprenad AB,5566214523,4,47,Erlandsson; Carl Henrik,30,15,Erlandsson Holding AB|Byggmäster i Mälardalen AB|Kron & Karlsson Bygg & Mark AB|Ockelbo Kabelteknik AB|Svenska Mark- och Anläggningsgruppen i Stockholm  AB|A. Nordbecks Entreprenad Aktiebolag|Terrapro AB|Ekängen Bygg & Mark AB|KD EL Service AB|Hörbys JM Entreprenad AB|Byggbolaget i Bergslagen AB|ECB Entreprenadcraft AB|Svenska Mark- och Anläggningsbolagen i Kungsbacka AB|Kabel & Mark i Syd AB|Erlandsson Dalafastigheter AB|Electroteam i Stockholm AB|Erlandsson Fastigheter i Halmstad AB|Erlandsson Fastigheter i Dalarna AB|Erlandsson Kontorsfastigheter i Uppsala AB|Erlandsson Bygg AB|Bostadsrättsföreningen Lejonet|Bostadsföreningen Strandvägen 49 u.p.a.|Föräldraföreningen Spargrisen ekonomisk förening|Erlandsson Projektutveckling AB|Skölsta Mark Industrifastigheter AB|Erlandsson Invest i Sverige AB|Bostadsrättsföreningen Trampolinen|Magisterstadens Fastighets AB|Erlandsson Invest i Kungsbacka AB|Bostadsrättsföreningen Språngbrädan
Triennium Syd AB,5569433997,2,59,Wiktorsson; Carl Magnus Gunnar,11,33,Linneforsen Invest AB|TRIENNIUM Fastighetsentreprenad AB|Fastighets Competens i Norrland AB|Triennium Stockholm AB|Triennium Syd AB|J M Städservice Aktiebolag|Green Clean Sverige AB|Svensk Stenteknik AB|MyFortuneCookie AB|TRILOK AB|Gogolplex Svenska AB
Triennium Syd AB,5569433997,2,59,Tofft; Claes Thomas,4,3,Triennium Syd AB|Tofft Installation AB|Lato Invest AB|Tofft Installation
Åkermans Ingenjörsbyrå AB,5566434436,2,69,Jönsson; Åsa Anna Eva,3,0,Förgyllare Olle Jönsson & Son AB|Åkermans Ingenjörsbyrå AB|Örestad Holding AB
P.A.R.K. i Syd AB,5567501357,4,46,Nilsson; Rolf Thomas,3,3,P.A.R.K. i Syd AB|TN Lilla Böslid AB|P.A.R.K. i Sverige AB
Park & Vatten Skåne Aktiebolag,5566534086,2,53,Johansson; Gustav Hans-Erik,7,3,Trans Naval AB|Park & Vatten Skåne Aktiebolag|StaketLarm Sverige AB|D&P Anläggning AB|Österlen Entreprenad & Transport AB|Erge Holding AB|Ellar Invest AB
Planör Projekt AB,5567441737,3,46,Bäckström; Carl Håkan Gerhard,5,3,Planör Projekt AB|Planör Digitör AB|Planör FM AB|Lyckehusen i Malmö AB|Planör Invest AB
Måleritjänst i syd AB,5568244411,4,56,Salwen; Jyri Joakim,3,1,NHS Nordisk Högtryckspolning Syd AB|Måleritjänst i syd AB|Ocab Syd AB
Vaillant Group Gaseres AB,5564301595,3,44,Sundberg; Jim Thony,1,3,Vaillant Group Gaseres AB
PB Akustik & Montage AB,5567993836,3,46,Lindström; Alf Peter,1,7,PB Akustik & Montage AB
Ytec Tele AB,5565760856,3,51,Sköld; Per Åke Fredrik,6,9,Ytec Tele AB|Ytec Entreprenad AB|Ytec Invest AB|Ytec AB|Skölds Förvaltning i Ystad Aktiebolag|Åfal AB
RD Entreprenad AB,5591444095,2,32,Dyrestam; Claes Rasmus,3,1,RD Entreprenad AB|R. Dyrestam Holding AB|RD Fiberteknik AB
Horisont Arkitekter AB,5567297220,5,55,Jansson; Karl Johan Marcus,3,3,Horisont Arkitekter AB|Horisont Arkitekter Holding AB|Mark & Landskap i Helsingborg Aktiebolag
Horisont Arkitekter AB,5567297220,5,55,Sjögren; Carl Erik Magnus,7,2,Horisont Arkitekter AB|Preventia Aktiebolag|Watson Arkitektur AB|Cyprino Handelsbolag|Jacobsons Arkitektkontor AB|Cyprino AB|Horisont Arkitekter Holding AB
Horisont Arkitekter AB,5567297220,5,55,Dorkhom; Karin Josefin Elisabeth,3,7,Horisont Arkitekter AB|Horisont Arkitekter Holding AB|elisabeth bjar consulting AB
Optimal Måleri Öresund AB,5590768841,3,57,Pålsson; Mats Ola Gunnar,1,0,Optimal Måleri Öresund AB
Ytec Entreprenad AB,5591410781,3,52,Nilsson; Mats Robert Tony,5,6,Ytec Tele AB|Ytec Entreprenad AB|Ytec Invest AB|Ytec AB|DOUBLE A EVENT
Krohns Svetsningsverkstad AB,5569515108,3,56,Sandström; Ingrid Annika,3,1,Krohns Svetsningsverkstad AB|Jesper Sandströms Bygg AB|Nils Krohns Fastigheter AB
UMOR AB,5590674338,3,45,Petersen; Jimmy Erik,3,0,Fait rapidement à Malmö AB|UMOR AB|Jipet Luft AB
Malmö VVS AB,5564132990,2,47,Enberg; Lars Anders Daniel,3,5,Unicorn Grytan 8 i Malmö AB|Meyer & Partners AB|Malmö VVS AB
Kreera Samhällsbyggnad Sverige AB,5567294011,4,44,Hermansson; Anna Kristina,1,1,Kreera Samhällsbyggnad Sverige AB
Structor Mark Malmö AB,5567941132,4,62,Wannbäck; Karin Marianne,2,1,Structor Mark Malmö AB|Hyllie Konsultbyrå AB
SIMAB Ventilation & Brandskydd AB,5566793799,6,56,Olsson; Jonas Roger,5,3,SIMAB Sotarna i Skåne AB|SIMAB Ventilation & Brandskydd AB|Sot of Sweden AB|SIMAB Fastighets AB|SIMAB Säker Bostad i Skåne AB
Flexrock Sverige AB,5591097349,2,35,Abrazejs; Konstantins,1,1,Flexrock Sverige AB
