company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Rapid Måleri Aktiebolag,5590673215,2,35,Jamilin; Hendren,2,2,Rapid Måleri Aktiebolag|Målerikompaniet i Göteborg
LUCO AB,5569717936,5,50,Saidzadeh; Meysam,2,1,MSDRIV AB|LUCO AB
Viskadalens Plåt & Papptak Aktiebolag,5563985158,2,41,Larsson; Sven Johan,3,1,Viskadalens Företagscenter AB|Viskadalens Produktion AB|Viskadalens Plåt & Papptak Aktiebolag
3CON AB,5590210067,5,39,Kettil; Bengt Inge,10,8,Kettil Axelsson Bygg AB|3CON AB|Kettil Fastigheter AB|Kettil Byggkonsult AB|Per Kettil Förvaltning AB|Alexandra Kettil Förvaltning AB|Karl Kettil Förvaltning AB|Gustav Kettil Förvaltning AB|Britt-Marie Kettil Förvaltning AB|Bengt Kettil Förvaltnings AB
Wedo Elservice AB,5569333585,3,38,Hansson; Susanna Maria,1,1,Wedo Elservice AB
Svensk Våtrumsteknik i Göteborg AB,5566454863,2,53,Wallin; Ola,5,7,Svensk Våtrumsteknik i Göteborg AB|Spinneriet Wallinska AB|Spunnet AB|Spinneriet Wallinska Holding AB
Certo Cito Crew AB,5590801170,3,50,Kvistberg; Lars Kenny,3,3,Certo Cito 257 AB|Certo Cito Crew AB|Certo Cito Entreprenad AB
Säkerhetsglasarna Sverige AB,5566488523,4,61,Lans; Erik Kjell-Åke,3,4,SESEKA AB|Säkerhetsglasarna Franchising Sverige AB|Säkerhetsglasarna Sverige AB
MölnDala Fastighets AB,5567735997,7,64,Fjellanger; Bjarne,6,3,Johanneberg Science Park AB|MölnDala Fastighets AB|Forsåkers Fabriker Holding AB|Forsåker Industrikärnan Holding AB|Forsåker Industrikärnan 1 AB|Forsåkers Fabriker Byggnad 213 AB
Skapa i Väst AB,5591190516,3,46,Gustavsson; Bengt Konny,2,2,Skapa i Väst AB|Dalsland Custom AB
Skapa i Väst AB,5591190516,3,46,Vennerdahl; Jonny Roland,3,4,Snickerifabriken Grundsund AB|Skapa i Väst AB|Bostadsrättsförening Sunds Terrasser
Tjänsteverkstan Väst AB,5568864143,3,44,Evaldsson; Bengt Mikael,2,0,Tjänsteverkstan Väst AB|Evaldsson & Salomonsson Holding AB
STEPHEN&GLENN BERGBORING AB,5591541148,3,45,Jakobsen; Stephen Foereland,1,1,STEPHEN&GLENN BERGBORING AB
Nilsson Energy AB,5568445778,4,60,Lundgren; Stig Pontus,7,9,Nilsson Energy AB|Pomaka Ängelholm AB|Ljungstaden nr 1 Handelsbolag|Ljungstaden Holding AB|Ljungstaden Förvaltning AB|REH2 AB|Pomaka Holding AB
Nunchi AB,5569719528,4,46,Hessel; Anders Olof Marcus,2,3,Nunchi Holding AB|Nunchi AB
Techdesign i Göteborg AB,5590611298,2,55,Berndtsson; Lars Håkan,1,4,Techdesign i Göteborg AB
Pålanalys i Göteborg Aktiebolag,5564239035,4,58,Grävare; Johan Mattias,3,2,Pålanalys i Göteborg Aktiebolag|Ideella föreningen Pålkommissionen med firma      Pålkommissionen i Sverige|Pålanalys i Göteborg Holding AB
Pfeil Entreprenader AB,5566538095,2,32,Smilevski; Kristijan,3,4,Alelyckans Padel Center AB|Pfeil Entreprenader AB|Lorini Holding AB
Stillback AB,5590109186,4,47,Stillbäck; Nils Johan,2,10,Stillback AB|Stillback
HQS BYGG AB,5569815631,2,33,Mazeika; Mindaugas,6,0,HQS BYGG AB|Bygg & Husmontage i Norden AB|CMSO KV23 Fastighets AB|Aternus Fastighet AB|Aternus Holding AB|CMSO Förvaltning i Väst AB
Sävedalens Värme & Kylservice AB,5566487699,6,51,Karlström; Claes Erik,2,7,Sävedalens Värme & Kylservice AB|Thermodynamik 1 AB
Gusto Plattsättning AB,5568985765,2,47,Åstrand; Torbjörn Mårten,1,3,Gusto Plattsättning AB
Torpadals Bygg & Plåt AB,5567155584,3,46,Johansson; Krister Lars Göran,2,2,Torpadals Bygg & Plåt AB|Storås Byggnadsplåt Kommanditbolag
Super 9 AB,5564347770,5,56,Karström; Johan Patrik,4,3,JPK Byggställningar AB|Super 9 AB|JPK Vist AB|Super9 Stockholm AB
NOGA Bygg & Design i Göteborg AB,5567819544,3,52,Klangeryd; Kjell John William,7,6,NOGA Bygg & Design i Göteborg AB|Redatus Group AB|Aktiebolaget Filtrator|TCH Entertainment AB|Redatus Förvaltning AB|Loredia Bygg AB|Redatus BO AB
I Dig Denim AB,5567893382,3,42,Clavegård; Hanna Sofia,1,8,I Dig Denim AB
Skårs Gräv och Byggservice Aktiebolag,5564940749,3,57,Johansson; Mattias Gunnar Johannes,2,0,Kjell i Skår AB|Skårs Gräv och Byggservice Aktiebolag
Ytterby Rör Aktiebolag,5561926360,2,68,Karlsson; Fred Erling,1,0,Ytterby Rör Aktiebolag
A-TEX Sweden AB,5567074967,4,55,Ahlstrand; Lars Joacim,1,2,A-TEX Sweden AB
Wiktorssons Byggservice AB,5591634950,2,52,Viktorsson; Rolf Martin Patrik,3,2,Wiktorssons Byggservice AB|Patrik Wiktorssons Byggservice AB|WIKTORSSONS BYGGSERVICE
Myréns ventilation AB,5591201271,2,32,Steen Myrén; Joakim Emil,1,1,Myréns ventilation AB
Alfredsson Entreprenad Kville AB,5568624778,2,51,Alfredsson; Lars Johan,2,0,Alfredsson Bygg Kville AB|Alfredsson Entreprenad Kville AB
GreatWork Production i Säve AB,5569352940,4,55,Wassberg; Kent Håkan,4,2,GreatWork Production i Säve AB|GWEE Exhibition & Event AB|KLW Invest AB
GreatWork Production i Säve AB,5569352940,4,55,Wassberg; Linda Mary-Anne,2,2,GreatWork Production i Säve AB|KLW Invest AB
Sundströms Schakt & Maskin AB,5590372826,2,45,Sundström; Eric Ulf Thomas,2,1,Sundströms Schakt & Maskin AB|Sundströms maskintjänst
Tobbe Gustavssons Bygg AB,5569028136,2,43,Gustavsson; Karl Tobias,2,0,Tobbe Gustavssons Bygg AB|Tobbe Gustavssons Bygg
Takläggarna i Väst AB,5568441975,2,48,Bubach; Alexei,5,4,Takläggarna i Väst AB|WINFAB AB|Fönsterfabriken i Väst AB|Alexei Holding AB|TIV Bemanning AB
PABAB Elentreprenad AB,5569066680,2,44,Andersson; Bengt Peter,3,1,PABAB Sverige Holding AB|PABAB Elentreprenad AB|PABAB El; It & Maskinservice AB
Ludwigs Bygg Pool & Wellness AB,5590188115,2,53,Ludwig; Katja Ursula,2,5,Ludwigs Bygg Pool & Wellness AB|Backa VVS AB
Klimatgruppen i Gbg AB,5568227705,3,48,Johansson; Anders Stefan,1,1,Klimatgruppen i Gbg AB
Petersons & Pärlbäcks Bygg o Förvaltnings         Aktiebolag,5564617990,2,58,Petersson; Per Stefan,1,12,Petersons & Pärlbäcks Bygg o Förvaltnings         Aktiebolag
Malmström Edström Arkitekter Ingenjörer Aktiebolag,5563806958,5,57,Norrman; Thomas Peter Andreas,4,2,Malmström Edström Arkitekter Ingenjörer Aktiebolag|Bostadsrättsföreningen Dunkern|Norrman Byggkonsult|Aniro Holding AB
Geotechnical Engineers of Sweden AB,5591081855,4,41,Petersson; Axel Jesper Carl,1,0,Geotechnical Engineers of Sweden AB
Geotechnical Engineers of Sweden AB,5591081855,4,41,Lindström; Mikael Bo,1,0,Geotechnical Engineers of Sweden AB
JP Spolservice AB,5568220775,3,56,Lund; Kerstin Marianne,6,16,JP Relining AB|JP Spolservice AB|Bostadsrättsföreningen Lindholmskajen|Lugo Konsult & Fastighet AB|Maik Konsult AB|GE Lund Förvaltning AB
Skövde Kylteknik AB,5566076476,3,48,Boström; Mats Fredrik,2,0,Brightbridge AB|Skövde Kylteknik AB
Trädtransport i Väst Entreprenad AB,5591245328,2,35,Nordqvist; Bill Lennart,1,0,Trädtransport i Väst Entreprenad AB
BELKOD AB,5591226328,2,50,Hallgrímsson; Höskuldur Skúli,1,2,BELKOD AB
BELKOD AB,5591226328,2,50,Gísladóttir; Brynhildur,1,2,BELKOD AB
K. Broman Bygg AB,5591180566,3,39,Broman; Kalle,6,2,K. Broman Bygg AB|Gärdebovägens Fastighetsförvaltning AB|Broman Group AB|Aratorpsvägen Fastighets AB|Gärdebo Förvaltning AB|Fritsla Hydraulik & Handel AB
K. Broman Bygg AB,5591180566,3,39,Broman; Lasse,4,0,K. Broman Bygg AB|Gärdebovägens Fastighetsförvaltning AB|Broman Group AB|Gärdebo Förvaltning AB
SomeSun Scandinavia AB,5591892871,3,40,Nyström; Ulf Henrik,4,1,SomeSun Scandinavia AB|PrgSweden Stockholm AB|Vandelay Nordic AB|Tells Medicinska fotvård AB
SomeSun Scandinavia AB,5591892871,3,40,Kleppan; Mats,3,2,X3S Sverige AB|SomeSun Scandinavia AB|Gothia Acoustic
Västkustens Plåtslageri AB,5592070196,3,34,Landfors; Christer Filip,2,1,Västkustens Plåtslageri AB|Landfors Plåt AB
Tilldahlen Entreprenad AB,5568366263,2,40,Bergdahl; Joakim Sigurd,1,2,Tilldahlen Entreprenad AB
Väby Entreprenad AB,5590390414,4,41,Brandt; Tomas Allan,2,1,Väby Entreprenad AB|Brandt Tomas
SWEDEN Bygg & Konsult AB,5569707275,2,49,Siyahmansor; Rafid Kemal Thannun,1,0,SWEDEN Bygg & Konsult AB
SWEDEN Bygg & Konsult AB,5569707275,2,49,Haxhija; Nazmi,1,0,SWEDEN Bygg & Konsult AB
Insplorion AB,5567988760,5,58,Dahlqvist; Jan Patrik,6,14,Insplorion AB|Insplorion Sensor Systems AB|InSingulo AB|Sweaty Beards Film AB|Gaut Enterprise AB|Integrify AB
Rubb AB,5568215031,4,57,Storhaug; Erik,1,0,Rubb AB
Rolf och Michaels Bygg AB,5568980741,4,47,Claeson; Rolf Gunnar,2,0,CRAMP Fastigheter Bohus-Björkö AB|Rolf och Michaels Bygg AB
Rolf och Michaels Bygg AB,5568980741,4,47,Jansson Svanström; Michael Ingemar,2,0,CRAMP Fastigheter Bohus-Björkö AB|Rolf och Michaels Bygg AB
VVS TEKNIK FALKÖPING AB,5568355100,2,52,Forsberg; Fredrik Tobias,3,1,VTF FASTIGHET AB|VVS TEKNIK FALKÖPING AB|Falköpings Fastigheter
Lidköpings Truck-Tjänst Aktiebolag,5561792762,3,57,Karlsson; Sten Tommy Sture,3,1,Fastigheten Buffeln 15 i Lidköping AB|Lidköpings Truck-Tjänst Aktiebolag|Förvaltnings AB Lidköpings Trucktjänst
Omgivningskontroll i Sverige AB,5591268445,5,41,Sjöberg; Johan Niclas,2,7,Specialstäd i Väst AB|Omgivningskontroll i Sverige AB
Ateljé Arkitekten i Väst AB,5566848312,4,60,Nädele; Johan Mikael,7,10,Gajd Arkitekter AB|Ateljé Arkitekten i Väst AB|Arkitektbyrån Losman och Nädele Aktiebolag|Losman Holding AB|Nädele Holding AB|Kinnekulle konsult i Götene AB|Losman & Nädele Holding AB
Kaborn Jensen Bygg AB,5591430326,4,40,Kaborn; Björn Sture,1,3,Kaborn Jensen Bygg AB
Kaborn Jensen Bygg AB,5591430326,4,40,Voegelen Jensen; Christoffer J,1,1,Kaborn Jensen Bygg AB
Dingle entreprenad AB,5566125976,2,46,Hedlund; Glenn Roland,3,1,Dingle Entreprenad VVS AB|Dingle Entreprenad Fastighet AB|Dingle entreprenad AB
Värmeteknik i väst AB,5569346348,3,54,Svedestad; Lars Henrik,1,0,Värmeteknik i väst AB
Strawbees AB,5569838914,7,39,Bernander; Carl Magnus Victor,6,3,Majvik Bygg AB|Strawbees AB|Pergam Förvaltning Aktiebolag|Eightzeller AB|Magnus Bernander AB|Majvik Fastigheter AB
NOCA Teknik AB,5568214570,3,46,Ljungberg; Erik Nowak,3,6,NOCA Teknik AB|Scitis AB|NOCA Fastighet AB
NMES Group AB,5591644074,3,41,Statham; Richard Charles,3,1,diPulse Sweden AB|NMES Group AB|RS Management AB
Landskap & Anläggning i Lindome Aktiebolag,5564204849,2,60,Touche; Alain Bernhard,3,1,Bostadsrättsförening Kjellbergsgatan 5|Föreningen Hantverkshuset u.p.a.|Landskap & Anläggning i Lindome Aktiebolag
Pulsen Fastighet Mark Västervik AB,5567359327,3,48,Södeliden; Christer Karl Seppo,11,6,Fastighetsägarna GFR AB|Pulsen Fastigheter AB|Pulsen Fastighet Växten AB|Pulsen Fastigheter Mjölner AB|Pulsen Fastigheter Heimdal AB|Pulsen Fastighet Mark Västervik AB|Pulsen fastigheter Hultsfred AB|Pulsen Fastighet Hässleholm AB|Fastighetsägarna GFR Ek. för.|Pulsen Bostad AB|Pulsen Fastigheter Vile 7 AB
Västkustens VVS och Fastighet AB,5590850953,3,28,Dauksz; Eric Martin,2,0,Västkustens VVS och Fastighet AB|Västkustens Rörläggeri AB
Mästermålarna Göteborg AB,5567392344,2,35,Strandberg; Björn Håkan,2,1,Lindome & Mölndals Byggtjänst AB|Mästermålarna Göteborg AB
inviatech AB,5591470041,3,43,Hallgren; Claes Fredrik Tobias,3,4,Inviatech Projektutveckling AB|Frecon Holding AB|inviatech AB
Sjögren Arkitekter AB,5562954965,2,68,Sjögren; Sven Magnus,3,1,Sjögren Holding i Göteborg Aktiebolag|F & S Holding Aktiebolag|Sjögren Arkitekter AB
Freight Support Scandinavia AB,5563229045,2,54,Bäckerlöv; Bengt Gunnar Mikael,1,0,Freight Support Scandinavia AB
Uusitalos Fastighetsbolag AB,5566293618,2,52,Uusitalo; Maciej,4,1,Industri Fabriken i Uddevalla AB|Uusitalos Fastighetsbolag AB|My's Mack Sverige AB|Inti Care AB
ES Kakel & Byggentreprenad AB,5567421150,3,53,Safarzadeh; Esmaeil,1,2,ES Kakel & Byggentreprenad AB
Peter Mild Design AB,5567525141,3,61,Mild; Johan Peter,2,8,Peter Mild Design AB|Mild & Moon Holding AB
Malepert AB,5567017974,2,61,Björkman; Pelle Per Bertil,1,3,Malepert AB
Infra Action Gbg AB,5591475685,3,48,Lundh; Karl Johan,2,3,Infra Action Gbg AB|Lönsam Utveckling Lundh Konsult AB
ENSIO bygg & fastighetsservice AB,5568285042,2,40,Lehikoinen Bramstång; Markus E E,2,1,ENSIO bygg & fastighetsservice AB|ENSIO bygg
Studio A3 AB,5568523905,2,46,Sjögren Österbom; Linda Anna Emilia,2,4,LOJ Holding AB|Studio A3 AB
Linjeutrustning i Sverige AB,5566902531,2,53,Svensson; Sven Birger Stefan,11,30,Kryss Invest AB|Sahlins Sweden AB|Energy Infrastructure Consulting i Sverige AB|Linjeutrustning i Sverige AB|Jössagärdet 1 Kommanditbolag|SEKFAB Aktiebolag|Jössagärdet 2 AB|Kryss Fastigheter AB|Multigrass AB|XMB System AB|Industrilokaler i Holsljunga AB
Projektlotsarna i Väst AB,5567278824,2,57,Bååw; Peter,2,5,Projektlotsen i Göteborg AB|Projektlotsarna i Väst AB
Kenneth Larsson Projektteknik Aktiebolag,5564967767,2,62,Larsson; Kenneth Ingemar,3,7,Jörlanda Prästgårdsbostäder AB|Kenneth Larsson Projektinvest AB|Kenneth Larsson Projektteknik Aktiebolag
Thermo-logic AB,5591315998,3,45,Helltén; Gerth Anders,7,13,Thermo-logic AB|TERP Supply AB|Lugato Handelsbolag|The Taste Of Orient Sweden Handelsbolag|Björkåsen i Landvetter Fastighets AB|Mojo Ledarskap AB|Byggemenskap Bo ihop Viktoriagatan                Ekonomisk förening
Dalslands Mark & Betongteknik AB,5590799630,3,44,Pettersson; Joakim Erik Runo,2,1,Dalslands Betongproduktion AB|Dalslands Mark & Betongteknik AB
MFB Byggentreprenader AB,5590912761,3,37,Johansson; Martin Göran Jegath,4,0,MFB Byggentreprenader AB|Nordic El & Tele AB|JMG Entrepenad|MFM Royal Handelsbolag
XLNT Måleri AB,5568389695,2,51,Lindstedt; Karl Johan,3,1,KDD Fastigheter AB|KL.XLNT Holding AB|XLNT Måleri AB
DVORO BYGG AB,5568960867,2,31,Diaconu; Daniel,1,2,DVORO BYGG AB
Vallebygdens Elektriska AB,5565483509,3,63,Karlsson; Bengt Thomas,4,9,Centrumbostäder i Skara Aktiebolag|Vallebygdens Energi ekonomisk förening|Vallebygdens Elhandel AB|Vallebygdens Elektriska AB
Amhult 2 AB,5566670492,4,71,Nord Loft; Maria Beatrice,10,16,Tipp Fastighets AB|Terrester AB|Nauthall AB|Amhult 2 AB|Marinteknik Torslanda AB|Amhults Centrumparkering AB|Lysevägens Bostads AB|Maskinteknik Torslanda AB|Alassio AB|Charlie Bostads AB
Konsultateljén AB,5568383508,2,60,Segerberg; Helen Marie,1,7,Konsultateljén AB
Hovås Mätkonsult AB,5566861331,2,61,Henningsson; Nils Martin,10,14,Hovås Mätkonsult AB|Nicklas Marktjänst AB|Mätkonsulten Kungälv AB|Lerviks Fastighets AB|Viascan AB|Lerviksbyggnader AB|Mollösunds lokal AB|Slubbers AB|Bostadsrättsföreningen Industrilokaler nr 1|Pulsholmen AB
Dalles Bygg och Fastighetsservice AB,5568945686,2,40,Dahlman; Per Daniel,1,1,Dalles Bygg och Fastighetsservice AB
Gärdhagen Akustik AB,5566432414,3,52,Gärdhagen; Bo Peter,11,4,Gärdhagen Akustik AB|Fastighets AB Ernst Torulfsgatan 14|Fastighets AB Seglaregatan 25-27-29|Fastighets AB Stabbegatan 101-107|Fastighets AB Anders Zornsgatan 32|Fastighets AB Birkagatan 41|Fastighets AB Birkagatan 39|Hampus G AB|UEBG Holding AB|Astrid G AB|Bo G Holding AB
Mind Construction AB,5565236154,2,51,Wernås; Lars Mikael,4,1,Mind Construction AB|Remind Education AB|Mindgroup Sweden AB|Mind Innovation AB
LINCONA AB,5566275938,3,53,Westdahl; Patrik Tobias,7,18,Tranark Aktiebolag|LINCONA AB|Trollhättans Centrum AB|Uddevalla Näringsliv Service AB|EHF Projektutveckling AB|Cetera AB|Hamnparken i Tranås AB
Michael & Joel Byggteknik AB,5590616149,3,39,Salmijärvi; Joel Johannes,3,0,Michael & Joel Fastigheter AB|Michael & Joel Holding AB|Michael & Joel Byggteknik AB
Michael & Joel Byggteknik AB,5590616149,3,39,Persson; Michael Lars Albin,3,0,Michael & Joel Fastigheter AB|Michael & Joel Holding AB|Michael & Joel Byggteknik AB
Made By Intro AB,5591843312,2,48,Ostrelius; Wictoria,2,7,Made By Intro AB|INTRO Homestyling & Interior AB
Montage Byggbolaget Mariestad AB,5568827199,2,58,Forsberg; Jan Patrik,3,1,Forceburg Real Estates Sweden AB|Forsberg Holding Norden AB|Montage Byggbolaget Mariestad AB
Dayspring AB,5567311336,4,49,Kåwert; John Fredrik,12,10,Dayspring Göteborg AB|Dayspring Malmö AB|Dayspring AB|Fastighets AB Temperaturgatan 88:5|RP Stockholm AB|AB Brämaregården-Herkulesgatan 40|Kåwert Fastigheter AB|Kommanditbolag BoNära Munkebäck|BoNära Lyftet AB|Dayspring Holding AB|BoNära AB|Fastighetsbranschens Unga Nätverk                 Ekonomisk förening
Dayspring AB,5567311336,4,49,Olsson; Hans Fredrik,5,5,Dayspring Göteborg AB|Dayspring Malmö AB|Dayspring AB|RP Stockholm AB|Dayspring Holding AB
Pennings & Son AB,5568838212,2,49,Pennings; Frans-Roland,4,2,Pennings & Son AB|Älvsborgs bygg och maskin AB|Frans Pennings Kommanditbolag|Pennings & Son; Snickeri & Montage Kommanditbolag
Mankraft i väst AB,5590625686,2,51,Nilsson Weiner; Christian Philip,2,3,Mankraft i Väst Kommanditbolag|Mankraft i väst AB
ES Systems AB,5568677974,3,57,Assarsson; Lars Göran Torbjörn,2,16,ES Systems AB|TAC. Industrial Business Consulting AB
Telehantering i Göteborg AB,5569650822,5,44,Olsson; Stefan Dan Bertil,1,1,Telehantering i Göteborg AB
Jerry S Bygg-Marinservice AB,5569651630,2,47,Stolt; Jerry Sivert,2,1,Jerry S Bygg-Marinservice AB|Safezone Traffic System
Isoleringsprojekt i Göteborg AB,5590483862,2,44,Eriksson; Robin Nils Erik,2,0,Björn och Robin isoleringsaktiebolag|Isoleringsprojekt i Göteborg AB
N O Arkitektur AB,5568070576,3,44,Sjöstam; Frida Sara,2,3,Foggy Notion AB|N O Arkitektur AB
RC El & Styrinstallationer Zeus AB,5563102010,4,41,Frattini; René Luigi Raffaele,3,6,RC El & Styrinstallationer Zeus AB|Klimatgruppen i Gbg AB|Ventilationskontroll Aeolus Aktiebolag
BaltMont AB,5591467013,2,30,Balcius; Paulius,2,1,Bostadsrättsföreningen Pettersberg 3|BaltMont AB
Constant Mark AB,5569686255,3,35,Andersson; Martin,1,1,Constant Mark AB
MBA Bygg AB,5569462368,2,47,Berglund; Klas Mikael,5,2,MBA Fastighetsservice AB|MBA Bygg AB|Fastighetsbolaget Klangfärgsgatan Aktiebolag|Fitness MBA Factory AB|Mikael Berglund Holding AB
Vara Byggkonsult Aktiebolag,5562048040,3,49,Gustafsson; Karl Martin,2,3,Vara Byggkonsult Aktiebolag|Vedums Idrottshall Aktiebolag
T Lilleste AB,5590361605,2,30,Lilleste; Tobias Einari Halmar,2,0,T Lilleste Fastigheter AB|T Lilleste AB
Strömstad Snickarna AB,5590190194,2,52,von Mentzer; Stefhan Morgan,3,2,Adam von Mentzer AB|Strömstad Snickarna Fastigheter AB|Strömstad Snickarna AB
Butiksetablering Väst AB,5590432901,3,48,Aldero; Karl Jonas,1,2,Butiksetablering Väst AB
Rail-X AB,5562805282,2,61,Rittgård; Lars Staffan,4,5,Rail-X AB|Rittgård Trading Aktiebolag|Svenska Privatvagnföreningens Service             Aktiebolag|RITTGÅRDS INDUSTRI Aktiebolag
Rail-X AB,5562805282,2,61,Rittgård; Gunilla Kristina,6,26,Lernia AB|Kårservice Östergötland AB|Länsförsäkringar Göteborg och Bohuslän|Rail-X AB|Rittgård Trading Aktiebolag|RITTGÅRDS INDUSTRI Aktiebolag
Magnusson Bygg i Viskafors AB,5568848567,4,45,Magnusson; Ove Ingemar,4,5,Magnusson Bygg i Viskafors AB|S. Magnusson Bygg Aktiebolag|MBIVAB Holding AB|NMBB AB
JB-JH Bygg & Kakel AB,5591188874,3,33,Hänninen; Jimmy Mikael,1,1,JB-JH Bygg & Kakel AB
JB-JH Bygg & Kakel AB,5591188874,3,33,Bång; Joakim Christer,1,0,JB-JH Bygg & Kakel AB
Lundgren Karlssons elektriska AB,5590480603,4,35,Karlsson; Sven Per Emil,2,1,Bostadsrättsföreningen Erlandseröd 1|Lundgren Karlssons elektriska AB
Lundgren Karlssons elektriska AB,5590480603,4,35,Lundgren; Karl Eive Linus,1,0,Lundgren Karlssons elektriska AB
Exstructio AB,5590457197,4,51,Johansson; Håkan,2,1,Exstructio Projektledning AB|Exstructio AB
UpGlaze AB,5566219779,4,57,Bergander; Björn Robert,4,2,UpGlaze AB|Vida International AB|Vida Holding AB|UpGlaze Handelsbolag
TREJO Consulting AB,5591524482,3,36,Sparthan; Karl Jonas,2,2,TREJO Consulting AB|Moledet Förvaltning AB
Ellges Entreprenad AB,5564590791,2,58,Benjaminsson; Lars Göran,1,1,Ellges Entreprenad AB
Claes Håkan Carlsson Bygg AB,5566846365,2,61,Carlsson; Claes Håkan,3,4,Claes Håkan Carlsson Bygg AB|CHC Bostad AB|Stenexperten i Göteborg
MAY Project support AB,5590110523,3,36,Holmström; Karl Albert,1,1,MAY Project support AB
MAY Project support AB,5590110523,3,36,Hennevelt; Josephine Eva Maria,1,3,MAY Project support AB
Storgatans Elektriska Aktiebolag,5564420957,3,64,Lantz; Hans Robert,1,4,Storgatans Elektriska Aktiebolag
Ströms Elinstallationer Aktiebolag,5565302071,3,51,Pettersson; Christer Lars-Erik,3,3,Ströms Elinstallationer Aktiebolag|Conecto AB|K & K Väst El AB
VVS-teknik i Skaraborg AB,5566421078,3,54,Johansson; Ulf Börje Mikael,2,3,Börjes Rör & Bygg Aktiebolag|VVS-teknik i Skaraborg AB
